match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalTackle,stat_unsuccessfulTouch,stat_aerialWon,stat_totalClearance,stat_interceptionWon,stat_wonTackle,stat_wasFouled,stat_bigChanceMissed,stat_shotOffTarget,stat_fouls,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_keyPass,stat_blockedScoringAttempt,stat_goalAssist,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_penaltyMiss,captain,stat_hitWoodwork,stat_goals,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_clearanceOffLine,stat_outfielderBlock,stat_penaltyConceded
11449999,home,Fenerbahçe,Altay Bayındır,,,altay-bayindir,A. Bayındır,G,1,198,15125,M,altaybayindir,815890,EUR,892512000,G,1,1,False,18.0,12.0,8.0,3.0,12.0,16.0,2.0,3.0,90.0,21.0,6.3,6.0,0.0,0.0,2.589e-05,0,-0.496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11449999,home,Fenerbahçe,Bright Osayi-Samuel,,,bright-osayi-samuel,B. Osayi-Samuel,D,26,175,5511,M,,791616,EUR,883526400,D,21,21,False,13.0,11.0,,,6.0,7.0,6.0,2.0,34.0,22.0,6.5,5.0,0.0,0.0,0.00243041,0,,5.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11449999,home,Fenerbahçe,Rodrigo Becão,,,rodrigo-becao,R. Becão,D,50,191,1866,M,,880207,EUR,822009600,D,50,50,False,41.0,36.0,3.0,1.0,23.0,26.0,15.0,4.0,68.0,49.0,6.7,5.0,0.0,0.0,0.00705288,0,,13.0,,5.0,,2.0,,1.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11449999,home,Fenerbahçe,Alexander Djiku,,,alexander-djiku,A. Djiku,D,6,182,4708,M,alex_djiku,289977,EUR,776390400,D,6,6,False,59.0,50.0,5.0,5.0,31.0,37.0,22.0,4.0,90.0,67.0,6.9,9.0,0.8432,0.0,0.00869039,1,,19.0,2.0,6.0,,2.0,,4.0,2.0,1.0,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
11449999,home,Fenerbahçe,Ferdi Kadıoğlu,,,ferdi-kadioglu,F. Kadıoğlu,D,24,174,21029,M,ferdikadioglu,825844,EUR,939254400,D,7,7,False,83.0,75.0,3.0,2.0,26.0,28.0,59.0,10.0,90.0,97.0,7.2,12.0,0.0,0.0,0.155252,0,,51.0,6.0,5.0,,1.0,,2.0,,1.0,,1.0,,,2.0,4.0,2.0,1.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,
11449999,home,Fenerbahçe,İsmail Yüksek,,,ismail-yuksek,İ. Yüksek,M,5,183,3150,M,,952600,EUR,917308800,M,80,80,False,89.0,80.0,5.0,3.0,37.0,41.0,48.0,10.0,90.0,99.0,7.2,12.0,0.0378,0.0,0.0483976,1,,43.0,6.0,9.0,2.0,4.0,1.0,4.0,,1.0,3.0,,,1.0,3.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11449999,home,Fenerbahçe,Ryan Kent,,,ryan-kent,R. Kent,M,,172,1198,M,,604838,EUR,847670400,M,11,11,False,40.0,38.0,1.0,,7.0,7.0,35.0,3.0,85.0,59.0,7.5,9.0,0.0951,0.0,0.165417,2,,32.0,5.0,8.0,2.0,2.0,2.0,,,,2.0,2.0,,1.0,,2.0,1.0,1.0,,6.0,4.0,1.0,1.0,,,,,,,,,,,,,,,
11449999,home,Fenerbahçe,Sebastian Szymański,,,sebastian-szymanski,S. Szymański,M,17,174,10886,M,szymanski_11,847983,EUR,926294400,M,53,53,False,24.0,20.0,2.0,1.0,6.0,7.0,17.0,4.0,68.0,39.0,7.8,6.0,0.1193,0.1129,0.462873,2,,14.0,5.0,7.0,1.0,5.0,,,,,4.0,2.0,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,
11449999,home,Fenerbahçe,Mert Hakan Yandaş,,,mert-hakan-yandas,M. H. Yandaş,M,8,174,1762,M,,856849,EUR,777254400,M,8,8,False,40.0,34.0,4.0,1.0,12.0,12.0,29.0,3.0,45.0,48.0,6.6,11.0,0.0562,0.0,0.0301269,1,,22.0,3.0,1.0,,,1.0,1.0,,,,,,1.0,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,
11449999,home,Fenerbahçe,Dušan Tadić,,,dusan-tadic,D. Tadić,F,10,181,12245,M,dusantadic,38560,EUR,595987200,M,10,10,False,49.0,42.0,,,11.0,11.0,45.0,2.0,90.0,66.0,7.2,14.0,1.2848,0.9837,0.747305,3,,33.0,2.0,1.0,1.0,,1.0,,,,,,3.0,,,7.0,2.0,,1.0,1.0,1.0,8.0,1.0,1.0,3.0,2.0,1.0,,,,,,,,,,,
