match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_aerialWon,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,player_sofascoreId,stat_dispossessed,stat_keyPass,stat_shotOffTarget,captain,stat_accurateCross,stat_penaltyConceded,stat_goals,stat_errorLeadToAGoal,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside
12450956,home,Montpellier,Akor Adams,akor-adams,A. Adams,F,9,190,25542,M,946381,EUR,949104000,F,8,8,False,11.0,6.0,,,0.0,3.0,4.0,8.0,,1.0,,,,,,,90.0,20.0,7.0,9.0,0.0168999,1,,3.0,1.0,4.0,8.0,2.0,,1.0,,,,,1.0,1.0,1.0,,,1.0,2.0,0.5676,0.3191,,,,1.0,1.0,,,,,1.0,,,,
12450956,home,Montpellier,Enzo Tchato Mbiayi,enzo-tchato-mbiayi,E. T. Mbiayi,D,29,180,511,M,1103548,EUR,1038009600,D,29,29,True,43.0,38.0,2.0,,0.0,18.0,20.0,26.0,4.0,2.0,,,,,,,80.0,61.0,6.1,10.0,0.038018,0,,21.0,3.0,,1.0,2.0,,1.0,,,1.0,,,1.0,,,,2.0,,,,Enzo Tchato Mbiayi,,,,,,,1.0,,,,,,
12450956,home,Montpellier,Rabby Nzingoula,rabby-nzingoula,R. Nzingoula,M,22,183,464,M,1492676,EUR,1132876800,M,19,19,True,26.0,20.0,,,0.0,12.0,13.0,16.0,,3.0,,,,,,,50.0,38.0,6.8,10.0,0.00667266,0,,8.0,3.0,1.0,3.0,7.0,,,,,4.0,2.0,2.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,
12450956,home,Montpellier,Khalil Fayad,khalil-fayad,K. Fayad,M,10,172,588,M,1387157,EUR,1086739200,M,22,22,True,20.0,18.0,2.0,2.0,0.0,3.0,3.0,18.0,,1.0,,,,,,,27.0,29.0,6.4,6.0,0.00958271,0,,15.0,1.0,,4.0,3.0,,2.0,,,,,3.0,,,,,,1.0,,,Khalil Fayad,,,1.0,,,,,,,,,,
12450956,home,Montpellier,Wahbi Khazri,wahbi-khazri,W. Khazri,F,,176,1610,M,51640,EUR,665971200,F,10,10,True,11.0,11.0,,,0.0,2.0,2.0,12.0,,,,,,,,,27.0,20.0,6.6,6.0,0.0220595,1,,9.0,3.0,,2.0,1.0,,2.0,1.0,,,,,,,,,1.0,,0.073,,,,,1.0,,1.0,,,,,,,,
12450956,home,Montpellier,Dimitry Bertaud,bertaud-dimitry,D. Bertaud,G,16,179,4975,M,794465,EUR,897091200,G,16,16,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,d_bertaud16,,,,,,,,,,,
12450956,home,Montpellier,Theo Chennahi,chennahi-theo,T. Chennahi,M,44,182,70,M,1634349,EUR,1107648000,M,44,44,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,Théo Chennahi,,,,,,,,,,,,,
12450956,home,Montpellier,Gabriel Bares,gabriel-bares,G. Bares,M,15,187,49,M,981541,EUR,967507200,M,15,15,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450956,home,Montpellier,Stefan Džodić,stefan-dzodic,S. Džodić,M,29,185,156,M,1152889,EUR,1110844800,M,45,45,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,Stefan Dzodic,,,,,,,,,,,,,
12450956,home,Montpellier,Yanis Issoufou,yanis-issoufou,Y. Issoufou,F,8,182,195,M,1426229,EUR,1161993600,F,39,39,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450956,away,Nantes,Alban Lafont,alban-lafont,A. Lafont,G,40,195,2914,M,826201,EUR,917049600,G,1,1,False,18.0,7.0,14.0,3.0,0.0,4.0,6.0,12.0,1.0,9.0,3.0,1.0,,3.0,,,90.0,30.0,6.3,11.0,0.00114319,0,-0.4419,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
12450956,away,Nantes,Marcus Coco,marcus-coco,M. Coco,D,97,180,173,M,785418,EUR,835574400,D,11,11,False,28.0,24.0,3.0,1.0,0.0,14.0,16.0,14.0,5.0,5.0,,,,,,,83.0,54.0,6.9,10.0,0.0194601,1,,10.0,2.0,1.0,10.0,7.0,3.0,1.0,,,4.0,4.0,2.0,1.0,,,1.0,1.0,5.0,0.0253,,,,,,1.0,1.0,,,,,,,,
12450956,away,Nantes,Nicolas Pallois,nicolas-pallois,N. Pallois,D,5,190,248,M,106496,EUR,559008000,D,4,4,False,23.0,20.0,2.0,1.0,0.0,19.0,21.0,2.0,8.0,,,,,,,,90.0,38.0,7.0,3.0,0.00037637,0,,1.0,,1.0,2.0,5.0,,,,1.0,2.0,1.0,1.0,2.0,,,1.0,,1.0,,,,,,,,,,,,,,,,
12450956,away,Nantes,Nathan Zeze,zeze-nathan,N. Zeze,D,44,190,847,M,1154687,EUR,1119052800,D,44,44,False,35.0,29.0,7.0,3.0,0.0,23.0,25.0,10.0,10.0,3.0,,,,,,,90.0,52.0,7.1,6.0,0.00405557,0,,6.0,,1.0,1.0,4.0,,,,2.0,2.0,1.0,1.0,1.0,,,,,,,,Nathan Zeze,,,,,,,,,,,,,
12450956,away,Nantes,Jean-Kévin Duverne,jean-kevin-duverne,J. Duverne,D,29,184,2643,M,845930,EUR,868665600,D,2,2,False,17.0,11.0,3.0,,0.0,7.0,9.0,9.0,5.0,,,,,,,,90.0,42.0,6.7,10.0,0.0143618,0,,5.0,1.0,,4.0,6.0,3.0,,,1.0,5.0,3.0,,1.0,,,,3.0,1.0,,,,,,,,,,1.0,,,,,,
12450956,away,Nantes,Pedro Chirivella,pedro-chirivella,P. Chirivella,M,4,178,556,M,799216,EUR,864345600,M,5,5,False,42.0,34.0,9.0,3.0,0.0,18.0,22.0,20.0,2.0,8.0,,,,,,,90.0,56.0,6.9,12.0,0.0640985,0,,16.0,,,5.0,3.0,1.0,,,,3.0,3.0,,,,,,2.0,2.0,,,,,,2.0,1.0,,True,,,,,,,
12450956,away,Nantes,Johann Lepenant,johann-lepenant,J. Lepenant,M,8,176,892,M,963299,EUR,1035244800,M,8,8,False,17.0,11.0,2.0,1.0,0.0,5.0,9.0,8.0,,4.0,,,,,,,90.0,28.0,6.8,6.0,0.0340848,0,,6.0,,1.0,4.0,5.0,2.0,1.0,1.0,3.0,1.0,,3.0,,,,,,1.0,,,,,,,,,,,,,,,,
12450956,away,Nantes,Sorba Thomas,sorba-thomas,S. Thomas,M,7,185,586,M,911039,EUR,917222400,M,22,22,False,13.0,7.0,,,0.0,2.0,4.0,13.0,,2.0,,,,,,,74.0,29.0,7.3,12.0,0.108942,0,,6.0,4.0,,2.0,6.0,,3.0,2.0,,2.0,1.0,2.0,,,,,2.0,1.0,,,,,,,2.0,,,1.0,,,,1.0,,
12450956,away,Nantes,Tino Kadewere,tino-kadewere,T. Kadewere,M,9,180,935,M,810535,EUR,820800000,M,10,10,False,25.0,19.0,2.0,,2.0,7.0,8.0,17.0,4.0,4.0,,,,,,,89.0,41.0,8.0,11.0,0.277501,0,,12.0,,5.0,8.0,6.0,,3.0,1.0,,1.0,1.0,1.0,3.0,,,,2.0,,,,,,,1.0,3.0,,,,,,,1.0,,
12450956,away,Nantes,Moses Simon,moses-simon,M. Simon,F,27,168,4098,M,330051,EUR,805507200,M,27,27,False,15.0,13.0,,,0.0,7.0,8.0,9.0,1.0,6.0,,,,,,,84.0,33.0,7.1,11.0,0.00819314,3,,6.0,2.0,,3.0,4.0,1.0,1.0,,1.0,2.0,2.0,,2.0,2.0,,,3.0,1.0,0.9295,0.8758,,,,1.0,,1.0,,,,1.0,,,1.0,
12450956,away,Nantes,Matthis Abline,abline-matthis,M. Abline,F,10,182,1315,M,999070,EUR,1048809600,F,39,39,False,14.0,11.0,,,0.0,3.0,3.0,11.0,2.0,,,,,,,,74.0,26.0,7.5,7.0,0.0138392,4,,8.0,,1.0,4.0,4.0,,2.0,1.0,,,,,3.0,1.0,1.0,,2.0,1.0,0.2605,0.4933,,,,1.0,1.0,2.0,,,,1.0,,,,1.0
12450956,away,Nantes,Kelvin Amian,kelvin-amian,K. Amian,D,98,179,199,M,802143,EUR,886896000,D,98,98,True,5.0,2.0,4.0,2.0,0.0,2.0,2.0,3.0,1.0,1.0,,,,,,,16.0,12.0,6.5,5.0,8.37e-06,0,,,,,3.0,3.0,,1.0,,,2.0,1.0,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,
12450956,away,Nantes,Mostafa Mohamed,mostafa-mohamed,M. Mohamed,F,31,185,32494,M,873551,EUR,880675200,F,31,31,True,2.0,1.0,,,0.0,,,2.0,1.0,1.0,,,,,,,16.0,8.0,7.1,4.0,0.0007533,1,,1.0,,,2.0,1.0,,1.0,,,,,,1.0,1.0,,,1.0,,0.2685,0.1265,,,mostafamohamed11,1.0,,,,,,1.0,,,,
12450956,away,Nantes,Louis Leroux,louis-leroux,L. Leroux,M,66,184,364,M,1405998,EUR,1137974400,M,66,66,True,2.0,2.0,,,0.0,,,2.0,,,,,,,,,12.0,2.0,6.5,,0.00386786,0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450956,away,Nantes,Bahereba Guirassy,bahereba-guirassy,B. Guirassy,F,11,177,1755,M,1406007,EUR,1156809600,F,62,62,True,1.0,,,,0.0,,1.0,,,,,,,,,,11.0,1.0,6.5,1.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450956,away,Nantes,Nicolas Cozza,nicolas-cozza,N. Cozza,D,3,178,184,M,886286,EUR,915753600,D,3,3,True,,,,,0.0,,,,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450956,away,Nantes,Hugo Barbet,hugo-barbet,H. Barbet,G,1,189,33,M,1162032,EUR,1006387200,G,50,50,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450956,away,Nantes,Mathieu Acapandié,mathieu-acapandie,M. Acapandié,D,22,182,128,M,1405926,EUR,1102982400,D,41,41,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,Mathieu Acapandié,,,,,,,,,,,,,
12450956,away,Nantes,Douglas Augusto,douglas-augusto,D. Augusto,M,66,173,491,M,809034,EUR,853113600,M,6,6,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450956,away,Nantes,Dehmaine Tabibou,dehmaine-assoumani,D. Tabibou,M,17,181,341,M,1405912,EUR,1113696000,M,59,59,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,Dehmaine,Tabibou,,,,,,,,,,,,
