match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_challengeLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_dispossessed,stat_unsuccessfulTouch,stat_keyPass,stat_totalCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_outfielderBlock,stat_accurateCross,stat_shotOffTarget,captain,player_sofascoreId,stat_hitWoodwork,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside
12504428,home,Udinese,Răzvan Sava,razvan-sava,R. Sava,G,90,195,1061,M,1001997,EUR,1024617600,G,90,90,False,42.0,24.0,22.0,4.0,0.0,22.0,23.0,2.0,19.0,5.0,2.0,2.0,90.0,46.0,6.9,18.0,0.00069995,0,0.6037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504428,home,Udinese,Thomas Kristensen,thomas-kristensen,T. Kristensen,D,31,197,904,M,1063373,EUR,1011225600,D,31,31,False,52.0,36.0,10.0,1.0,0.0,23.0,28.0,13.0,24.0,4.0,,,90.0,69.0,7.1,17.0,0.00227532,0,,Thomas Kristensen,,3.0,1.0,3.0,5.0,1.0,1.0,3.0,4.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
12504428,home,Udinese,Jaka Bijol,jaka-bijol,J. Bijol,D,15,192,2511,M,886930,EUR,918172800,D,29,29,False,49.0,37.0,9.0,,0.0,31.0,34.0,6.0,15.0,6.0,,,90.0,60.0,6.8,12.0,0.00308471,1,,,,1.0,1.0,3.0,2.0,,,6.0,3.0,,,1.0,1.0,1.0,1.0,1.0,0.4316,0.2002,,,,,,,,,,,,,,,,,
12504428,home,Udinese,Oumar Solet,oumar-solet,O. Solet,D,28,192,1946,M,892979,EUR,949881600,D,28,28,False,48.0,38.0,6.0,3.0,0.0,30.0,37.0,8.0,11.0,4.0,,,90.0,64.0,6.9,14.0,0.00403875,0,,,,1.0,1.0,5.0,8.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,,,2.0,,,,2.0,1.0,,,,,,,,,,,,,,,
12504428,home,Udinese,Kingsley Ehizibue,kingsley-ehizibue,K. Ehizibue,M,19,189,682,M,609206,EUR,801360000,M,19,19,False,20.0,18.0,2.0,2.0,0.0,8.0,8.0,10.0,12.0,,,,51.0,32.0,6.6,3.0,0.0174926,1,,,,2.0,,4.0,,,,2.0,,,,,1.0,1.0,,1.0,0.6199,0.5299,1.0,,1.0,,,,,,,,,,,,,,
12504428,home,Udinese,Sandi Lovrić,sandi-lovric,S. Lovrić,M,4,180,807,M,575852,EUR,891043200,M,8,8,False,19.0,18.0,1.0,1.0,0.0,5.0,5.0,13.0,15.0,2.0,,,67.0,30.0,7.1,4.0,0.0703454,2,,,,,,4.0,3.0,1.0,,,,2.0,2.0,1.0,,,1.0,1.0,0.1533,,1.0,,2.0,1.0,1.0,2.0,,,,,,,,,,,
12504428,home,Udinese,Jesper Karlström,jesper-karlstrom,J. Karlström,M,8,179,729,M,227894,EUR,803692800,M,25,25,False,36.0,31.0,4.0,2.0,0.0,20.0,20.0,11.0,16.0,4.0,,,90.0,48.0,7.1,7.0,0.00621848,0,,,,3.0,,3.0,5.0,,,,1.0,3.0,2.0,,,,2.0,,,,,2.0,,,,,1.0,,,,,,,,,,
12504428,home,Udinese,Martín Payero,martin-payero,M. Payero,M,32,182,791,M,895592,EUR,905472000,M,5,5,False,22.0,20.0,1.0,1.0,0.0,6.0,6.0,14.0,16.0,7.0,,,66.0,33.0,6.6,5.0,0.00979537,1,,,,5.0,3.0,8.0,7.0,2.0,,,,1.0,1.0,1.0,,,3.0,,0.0123,,,1.0,,,,1.0,,,,,,,,,,,
12504428,home,Udinese,Hassane Kamara,hassane-kamara,H. Kamara,M,11,168,1023,M,351434,EUR,762825600,M,11,11,False,39.0,33.0,4.0,1.0,0.0,17.0,17.0,17.0,27.0,4.0,,,90.0,67.0,7.2,14.0,0.054164,2,,,,,,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,,1.0,,0.067,,,2.0,1.0,5.0,,1.0,,1.0,1.0,,,,,,,,
12504428,home,Udinese,Florian Thauvin,florian-thauvin,F. Thauvin,F,24,179,8040,M,148824,EUR,728006400,F,10,10,False,33.0,27.0,1.0,,0.0,16.0,17.0,12.0,24.0,4.0,,,90.0,55.0,6.9,21.0,0.195429,3,,,,1.0,1.0,7.0,3.0,4.0,2.0,,,,,1.0,,1.0,,,0.1642,0.1944,3.0,3.0,1.0,8.0,1.0,1.0,,1.0,1.0,True,,,,,,,
12504428,home,Udinese,Alexis Sánchez,alexis-sanchez,A. Sánchez,F,10,169,29898,M,34120,EUR,598492800,F,7,7,False,22.0,20.0,,,0.0,6.0,7.0,14.0,18.0,3.0,,,79.0,44.0,6.8,14.0,0.0295093,2,,,,3.0,1.0,6.0,7.0,,,,,1.0,,,1.0,,5.0,,0.3594,,3.0,6.0,,3.0,,,,,2.0,,AlexisS,2.0,,,,,
12504428,home,Udinese,Rui Modesto,rui-modesto,R. Modesto,M,18,181,693,M,1068286,EUR,939254400,M,77,77,True,11.0,7.0,,,0.0,2.0,4.0,6.0,8.0,1.0,,,39.0,24.0,6.7,5.0,0.0414727,0,,,,1.0,1.0,2.0,4.0,1.0,,2.0,,2.0,1.0,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,
