match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,captain,stat_aerialWon,stat_totalContest,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_wasFouled,stat_fouls,stat_keyPass,stat_wonContest,stat_clearanceOffLine,player_sofascoreId,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_punches,stat_goalkeeperValueNormalized,stat_totalOffside
14083360,home,Elche,Matías Dituro,matias-dituro,M. Dituro,G,1,191.0,616,M,556884,EUR,547430400,G,1,1,False,55.0,39.0,31.0,16.0,0.0,32.0,36.0,7.0,19.0,2.0,10.0,1.0,1.0,3.0,3.0,90.0,65.0,7.2,16.0,0.00248843,76.264838943347,13.0,50.667123075983,0.0,0.0,0,0.0499,0.12,0.02,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083360,home,Elche,Léo Pétrot,leo-petrot,L. Pétrot,D,21,188.0,232,M,827504,EUR,861062400,D,21,21,False,38.0,32.0,3.0,2.0,0.0,22.0,25.0,10.0,13.0,2.0,3.0,,,,,90.0,53.0,6.8,9.0,0.049883,49.050979347729,6.0,13.646399769482,1.0,,0,,0.22,0.03,-0.02,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,24.497283980862,27.51939359797,,,,,,,,,,,,,,,,,,,,,,,,,
14083360,home,Elche,Víctor Chust,victor-chust,V. Chust,D,23,182.0,605,M,855831,EUR,952214400,D,23,23,False,62.0,57.0,5.0,2.0,0.0,42.0,42.0,15.0,20.0,4.0,3.0,,,,,90.0,83.0,7.1,12.0,0.0304126,74.743744389364,12.0,13.587772441616,1.0,,1,,0.08,0.08,0.46,7.0,1.0,,,2.0,,,1.0,2.0,2.0,14.837770154417,15.174771464506,,,1.0,1.0,1.0,0.0129,0.0774,0.0,,,,,,,,,,,,,,,,,
14083360,home,Elche,Pedro Bigas,pedro-bigas,P. Bigas,D,6,180.0,322,M,141832,EUR,635040000,D,6,6,False,62.0,57.0,9.0,7.0,0.0,28.0,29.0,29.0,33.0,7.0,1.0,,,,,90.0,92.0,7.9,10.0,0.205519,65.630803692344,9.0,20.626366383417,0.0,,2,,0.38,0.01,0.67,2.0,1.0,1.0,7.0,5.0,1.0,1.0,2.0,2.0,1.0,,,,,,2.0,1.0,0.0484,,0.01,True,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,,,,,,,,
14083360,home,Elche,Tete Morente,tete-morente,T. Morente,F,15,180.0,435,M,605374,EUR,849657600,M,15,15,False,17.0,11.0,3.0,1.0,0.0,3.0,5.0,8.0,12.0,,4.0,,,,,85.0,39.0,6.2,17.0,0.00597306,91.316821100162,7.0,-20.237369398397,0.0,,1,,-0.02,0.0,-0.01,2.0,,,8.0,3.0,,3.0,,2.0,1.0,,,,,,,4.0,0.0726,,-0.05,,,2.0,,1.0,,1.0,3.0,,,,,,,,,
14083360,home,Elche,Lucas Cepeda,lucas-cepeda,L. Cepeda,M,24,177.0,6132,M,1126447,EUR,1036022400,M,24,24,False,39.0,31.0,2.0,2.0,0.0,6.0,7.0,25.0,32.0,,3.0,,,,,80.0,63.0,6.9,13.0,0.152389,122.49265647082,13.0,40.4018119533,0.0,,4,,0.26,0.05,-0.01,4.0,2.0,,4.0,5.0,1.0,1.0,,2.0,1.0,,,Lucas Cepeda,,1.0,,1.0,0.2694,0.1139,-0.31,,,2.0,,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,
14083360,home,Elche,Marc Aguado,marc-aguado,M. Aguado,M,8,178.0,373,M,1014595,EUR,951177600,M,8,8,False,31.0,28.0,2.0,,0.0,12.0,13.0,16.0,18.0,1.0,4.0,,,,,80.0,43.0,7.0,4.0,0.0140859,17.398644206883,2.0,11.195432671394,0.0,,0,,0.19,0.02,0.23,,,,3.0,6.0,1.0,1.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,3.0,1.0,1.0,,,,,,,,
14083360,home,Elche,Aleix Febas,aleix-febas,A. Febas,M,14,168.0,1040,M,286167,EUR,823219200,M,14,14,False,61.0,56.0,3.0,2.0,0.0,22.0,22.0,34.0,39.0,,8.0,,,,,90.0,75.0,8.4,8.0,0.175459,323.41960213958,32.0,175.61268507681,3.0,,0,,0.39,0.34,0.51,2.0,1.0,,1.0,5.0,,,2.0,,,18.663528159475,67.881123066057,,,,1.0,2.0,,,,,,1.0,,,,4.0,1.0,1.0,1.0,1.0,,,,,,
14083360,home,Elche,Germán Valera,german-valera,G. Valera,M,11,170.0,823,M,962710,EUR,1016236800,M,11,11,False,30.0,29.0,1.0,,0.0,4.0,4.0,25.0,26.0,1.0,4.0,,,,,90.0,54.0,8.0,9.0,0.576198,229.93571791626,18.0,149.66828663073,6.0,,0,,0.71,0.26,0.0,4.0,,,4.0,7.0,,,,1.0,,26.798895074251,141.44419523532,,,,,1.0,,,,,1.0,2.0,1.0,,,5.0,2.0,2.0,,,,,,,,
14083360,home,Elche,Álvaro Rodriguez,alvaro-rodriguez,Á. Rodriguez,F,20,193.0,14656,M,1154587,EUR,1089763200,F,20,20,False,25.0,15.0,,,0.0,4.0,4.0,11.0,21.0,1.0,,,,,,90.0,45.0,6.9,19.0,0.178531,24.579688396264,3.0,17.237887980688,1.0,,4,,0.43,0.1,0.13,,,4.0,8.0,8.0,,1.0,,1.0,1.0,11.393234298048,11.418433561571,,,1.0,,6.0,0.905,0.1367,-0.78,,5.0,3.0,1.0,3.0,,1.0,1.0,5.0,1.0,,alvarorodrigz_,3.0,,,,
