match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_crossNotClaimed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_blockedScoringAttempt,stat_expectedGoals,stat_keyPass,stat_accurateCross,stat_hitWoodwork,captain,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_goals,stat_outfielderBlock,stat_goalAssist
11352489,home,Burnley,James Trafford,,,james-trafford,J. Trafford,G,1,197,21722,M,980643,EUR,1034208000,G,1,1,False,50.0,41.0,14.0,6.0,39.0,40.0,2.0,10.0,1.0,1.0,1.0,1.0,3.0,12.0,1.0,3.0,3.0,4.0,1.0,1.0,90.0,68.0,7.5,9.0,0.00172752,0,-0.1453,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352489,home,Burnley,Vitinho,,,vitinho,Vitinho,D,2,175,3591,M,914477,EUR,932688000,D,22,22,False,42.0,35.0,2.0,1.0,16.0,19.0,19.0,25.0,,1.0,5.0,3.0,1.0,1.0,,,,,,,87.0,58.0,6.5,13.0,0.0977898,0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,
11352489,home,Burnley,Dara O'Shea,,,dara-oshea,D. O'Shea,D,26,188,660,M,856719,EUR,920505600,D,2,2,False,97.0,88.0,13.0,7.0,49.0,54.0,39.0,43.0,1.0,2.0,2.0,6.0,3.0,4.0,,,,,,,90.0,107.0,6.9,10.0,0.0253173,0,,,,,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11352489,home,Burnley,Jordan Beyer,,,jordan-beyer,J. Beyer,D,36,187,325,M,927175,EUR,958694400,D,5,5,False,101.0,87.0,10.0,4.0,63.0,71.0,24.0,30.0,3.0,8.0,3.0,9.0,4.0,4.0,,,,,,,90.0,109.0,7.0,15.0,0.10424,1,,,,,1.0,1.0,,,,,1.0,,1.0,0.071,,,,,,,,,,,,,,
11352489,home,Burnley,Hannes Delcroix,,,hannes-delcroix,H. Delcroix,D,3,185,5292,M,826169,EUR,920160000,D,44,44,False,42.0,36.0,5.0,1.0,23.0,26.0,13.0,16.0,3.0,1.0,4.0,5.0,2.0,5.0,,,,,,,70.0,59.0,6.6,8.0,0.0176075,0,,,,,1.0,1.0,,3.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,
11352489,home,Burnley,Jacob Bruun Larsen,,,jacob-bruun-larsen,J. B. Larsen,M,7,183,710,M,809276,EUR,906163200,M,34,34,False,27.0,22.0,1.0,,2.0,4.0,21.0,35.0,3.0,,5.0,3.0,1.0,1.0,,,,,,,82.0,51.0,6.8,21.0,0.0875881,2,,12.0,,,2.0,,1.0,1.0,,,2.0,2.0,2.0,0.1616,3.0,1.0,,,,,,,,,,,,
11352489,home,Burnley,Sander Berge,,,sander-berge,S. Berge,M,16,195,2096,M,793167,EUR,887414400,M,16,16,False,53.0,45.0,8.0,3.0,20.0,21.0,25.0,32.0,3.0,2.0,5.0,4.0,2.0,4.0,,,,,,,90.0,63.0,6.7,8.0,0.0249675,3,,,1.0,,,,,2.0,1.0,1.0,,,3.0,0.1084,1.0,,1.0,,,,,,,,,,,
11352489,home,Burnley,Josh Brownhill,,,josh-brownhill,J. Brownhill,M,8,179,817,M,358394,EUR,819331200,M,8,8,False,41.0,36.0,3.0,2.0,20.0,22.0,17.0,21.0,1.0,,4.0,4.0,1.0,3.0,,,,,,,90.0,57.0,7.0,8.0,0.160866,0,,2.0,1.0,1.0,,,,4.0,1.0,2.0,,,,,3.0,1.0,,True,,,,,,,,,,
11352489,home,Burnley,Wilson Odobert,,,wilson-odobert,W. Odobert,F,28,182,4519,M,1142679,EUR,1101600000,M,47,47,False,25.0,17.0,,,3.0,3.0,14.0,24.0,,,5.0,8.0,,5.0,,,,,,,87.0,45.0,7.3,16.0,0.0920549,1,,2.0,2.0,2.0,2.0,2.0,,4.0,1.0,4.0,3.0,2.0,1.0,0.0313,2.0,,,,,,,,,,,,,
11352489,home,Burnley,Jay Rodriguez,,,jay-rodriguez,J. Rodriguez,F,16,185,305,M,26989,EUR,617673600,F,9,9,False,9.0,4.0,1.0,,2.0,5.0,2.0,4.0,4.0,4.0,4.0,6.0,,1.0,,,,,,,45.0,17.0,6.7,6.0,0.00247626,2,,,,,,,,,,,1.0,2.0,2.0,0.2064,,,,,,,,,,,,,,
