match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_totalCross,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_ownGoals,stat_shotOffTarget,stat_hitWoodwork,stat_keyPass,stat_accurateCross,stat_bigChanceCreated,stat_totalOffside,stat_outfielderBlock
12499591,home,Bayer 04 Leverkusen,Lukáš Hrádecký,lukas-hradecky,L. Hrádecký,G,1,190,2547,M,15219,EUR,627868800,G,1,1,False,True,19.0,16.0,3.0,1.0,0.0,16.0,17.0,2.0,6.0,1.0,1.0,2.0,1.0,1.0,90.0,25.0,5.8,3.0,0.00017776,0,-2.1603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499591,home,Bayer 04 Leverkusen,Edmond Tapsoba,edmond-tapsoba,E. Tapsoba,D,12,193,33838,M,883262,EUR,917913600,D,12,12,False,,88.0,79.0,6.0,3.0,0.0,39.0,40.0,48.0,6.0,,,,,,90.0,103.0,6.6,10.0,0.0684232,0,,edmondtapsoba,40.0,2.0,1.0,6.0,5.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,
12499591,home,Bayer 04 Leverkusen,Jonathan Tah,jonathan-tah,J. Tah,D,4,194,9454,M,227672,EUR,823996800,D,4,4,False,,87.0,84.0,3.0,2.0,0.0,42.0,44.0,44.0,4.0,1.0,,,,,90.0,98.0,7.4,7.0,0.228213,3,,jonatah,42.0,,2.0,,3.0,,,,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,0.1603,0.118,,,,,,,,,,,,
12499591,home,Bayer 04 Leverkusen,Jeanuël Belocian,jeanuel-belocian,J. Belocian,D,6,186,1268,M,1173172,EUR,1108598400,D,44,44,False,,29.0,26.0,,,0.0,8.0,8.0,21.0,1.0,,,,,,45.0,39.0,6.5,5.0,0.0207531,0,,,18.0,1.0,1.0,2.0,7.0,,,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,,,4.0,1.0,,,,,,,,,,
12499591,home,Bayer 04 Leverkusen,Nordi Mukiele,nordi-mukiele,N. Mukiele,D,20,185,6333,M,780014,EUR,878342400,M,23,23,False,,30.0,28.0,,,0.0,7.0,7.0,25.0,,1.0,,,,,45.0,44.0,6.3,6.0,0.0187226,0,,,21.0,1.0,1.0,1.0,3.0,,,,,2.0,1.0,2.0,2.0,2.0,,,,1.0,,,,,,,1.0,,,,,,,
12499591,home,Bayer 04 Leverkusen,Granit Xhaka,granit-xhaka,G. Xhaka,M,34,185,15706,M,117777,EUR,717552000,M,34,34,False,,122.0,117.0,6.0,4.0,1.0,32.0,32.0,91.0,7.0,,,,,,90.0,131.0,7.9,7.0,0.166224,1,,Granit_Xhaka,85.0,,1.0,,4.0,,,,,1.0,,1.0,,1.0,,,,1.0,0.0276,,2.0,,,,,1.0,1.0,3.0,,,,
12499591,home,Bayer 04 Leverkusen,Aleix García,aleix-garcia,A. García,M,24,173,4597,M,796047,EUR,867456000,M,24,24,False,,79.0,74.0,3.0,2.0,1.0,25.0,27.0,56.0,3.0,,,,,,79.0,89.0,7.6,6.0,0.672683,1,,AlexGarcia97,52.0,,,2.0,1.0,1.0,,,,1.0,,,,4.0,,,,,0.015,,1.0,1.0,,,,1.0,,3.0,3.0,1.0,,
12499591,home,Bayer 04 Leverkusen,Alejandro Grimaldo,alejandro-grimaldo,A. Grimaldo,M,20,171,13099,M,177177,EUR,811555200,M,20,20,False,,82.0,73.0,2.0,2.0,1.0,20.0,20.0,70.0,5.0,,,,,,90.0,114.0,7.5,24.0,0.325747,1,,grimaldo35,55.0,,,3.0,2.0,1.0,,3.0,1.0,,1.0,,,8.0,,1.0,,5.0,0.0179,,1.0,1.0,,,,,,3.0,2.0,1.0,,
12499591,home,Bayer 04 Leverkusen,Amine Adli,amine-adli,A. Adli,F,21,174,17615,M,991478,EUR,957916800,F,21,21,False,,21.0,14.0,1.0,,0.0,3.0,3.0,20.0,3.0,,,,,,56.0,35.0,6.9,13.0,0.298949,1,,amine_ad10,11.0,3.0,1.0,4.0,5.0,,,3.0,2.0,,,1.0,1.0,2.0,,1.0,,2.0,0.0926,,1.0,1.0,,,,,,1.0,,,,
12499591,home,Bayer 04 Leverkusen,Florian Wirtz,florian-wirtz,F. Wirtz,F,7,175,148971,M,1019322,EUR,1051920000,F,10,10,False,,85.0,78.0,2.0,2.0,0.0,9.0,9.0,80.0,4.0,,,,,,90.0,122.0,9.0,20.0,0.231149,3,,FWirtz,70.0,1.0,,6.0,12.0,,1.0,14.0,10.0,,,2.0,1.0,4.0,2.0,1.0,1.0,2.0,0.1459,0.9246,,,,,,,,3.0,1.0,,,
