match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_jerseyNumber,player_gender,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_aerialLost,stat_blockedScoringAttempt,stat_interceptionWon,stat_wonTackle,stat_wasFouled,stat_accurateCross,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,player_sofascoreId,stat_dispossessed,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside
10980656,home,Southampton,Willy Caballero,willy-caballero,W. Caballero,G,186,552,52741,EUR,370483200,G,13,13,False,True,31.0,22.0,11.0,3.0,20.0,23.0,2.0,8.0,2.0,7.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,90.0,44.0,7.2,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10980656,home,Southampton,Ainsley Maitland-Niles,ainsley-maitland-niles,A. Maitland-Niles,D,178,1581,352768,EUR,872812800,D,3,3,False,,90.0,77.0,7.0,4.0,30.0,34.0,47.0,57.0,2.0,4.0,1.0,,,,,,,75.0,105.0,6.7,16.0,0,,,98,M,1.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,
10980656,home,Southampton,Armel Bella-Kotchap,armel-bella-kotchap,A. Bella-Kotchap,D,190,1115,976025,EUR,1008028800,D,37,37,False,,57.0,48.0,4.0,,39.0,43.0,9.0,14.0,9.0,9.0,,,,,,,,90.0,69.0,6.9,9.0,0,,,37,M,,3.0,2.0,3.0,1.0,,,,1.0,,2.0,,,,,,,,,,,,,,,
10980656,home,Southampton,Lyanco,lyanco,Lyanco,D,187,2874,797893,EUR,854755200,D,4,4,False,,67.0,59.0,8.0,4.0,51.0,55.0,8.0,12.0,7.0,6.0,1.0,,,,,,,90.0,86.0,7.3,9.0,1,,,4,M,,,1.0,5.0,,,,4.0,,,,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,
10980656,home,Southampton,Romain Perraud,romain-perraud,R. Perraud,D,173,600,827519,EUR,874886400,D,15,15,False,,71.0,60.0,8.0,2.0,25.0,27.0,37.0,54.0,3.0,7.0,2.0,,,,,,,90.0,109.0,8.8,23.0,6,,,15,M,10.0,1.0,5.0,3.0,,1.0,,1.0,,1.0,,4.0,1.0,1.0,,1.0,2.0,2.0,3.0,2.0,,,,,,
10980656,home,Southampton,Roméo Lavia,romeo-lavia,R. Lavia,M,181,16632,1069488,EUR,1073347200,M,45,45,False,,67.0,60.0,4.0,2.0,23.0,25.0,37.0,42.0,,7.0,,,,,,,,87.0,75.0,6.6,8.0,0,Romeo Lavia,,45,M,,,4.0,3.0,3.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,1.0,,,,,romeolavia,1.0,,,,
10980656,home,Southampton,Joe Aribo,joe-aribo,J. Aribo,M,183,1399,818073,EUR,837907200,M,7,7,False,,39.0,35.0,,,14.0,15.0,21.0,24.0,5.0,9.0,2.0,,,,,,,90.0,61.0,6.7,8.0,2,,,18,M,,1.0,5.0,6.0,1.0,2.0,1.0,2.0,,,,2.0,2.0,1.0,2.0,2.0,,,,,,1.0,,,,
10980656,home,Southampton,Samuel Edozie,samuel-edozie,S. Edozie,M,181,773,1065214,EUR,1043712000,M,23,23,False,,41.0,33.0,1.0,,9.0,11.0,24.0,31.0,2.0,3.0,2.0,,,,,,,87.0,63.0,7.0,15.0,0,Samuel Edozie,,23,M,1.0,2.0,4.0,9.0,,4.0,,4.0,,2.0,,,,2.0,2.0,3.0,,,,,,,,,,
10980656,home,Southampton,Mohamed Elyounoussi,mohamed-elyounoussi,M. Elyounoussi,M,176,2069,119151,EUR,775958400,M,24,24,False,,35.0,27.0,,,7.0,8.0,20.0,27.0,4.0,4.0,2.0,,,,,,,90.0,49.0,6.3,13.0,1,,,10,M,,2.0,4.0,2.0,,3.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,
10980656,home,Southampton,Mislav Oršić,mislav-orsic,M. Oršić,M,178,6128,88645,EUR,725587200,M,11,11,False,,23.0,19.0,,,5.0,5.0,14.0,22.0,,2.0,1.0,,,,,,,63.0,32.0,6.6,10.0,1,,,17,M,4.0,,2.0,,,1.0,,,1.0,1.0,,,,,,,,1.0,,,orsic99,,,,,
10980656,home,Southampton,Sékou Mara,sekou-mara,S. Mara,F,184,969,1047484,EUR,1027987200,F,18,18,False,,18.0,15.0,2.0,2.0,8.0,8.0,7.0,11.0,,2.0,6.0,,,,,,,86.0,32.0,6.7,14.0,1,,,9,M,1.0,,11.0,2.0,,2.0,1.0,,4.0,1.0,,3.0,,,,1.0,,1.0,,,,3.0,1.0,1.0,,
10980656,home,Southampton,Theo Walcott,theo-walcott,T. Walcott,M,176,708,10501,EUR,606009600,F,32,32,True,,8.0,8.0,2.0,2.0,3.0,3.0,5.0,6.0,,3.0,,,,,,,,27.0,11.0,6.7,1.0,2,,,,,1.0,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,
10980656,home,Southampton,Kyle Walker-Peters,kyle-walker-peters,K. Walker-Peters,D,173,1497,823085,EUR,860889600,D,2,2,True,,6.0,4.0,,,2.0,3.0,2.0,3.0,1.0,,,,,,,,,15.0,11.0,6.6,3.0,0,,,2,M,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,
10980656,home,Southampton,Che Adams,che-adams,C. Adams,F,175,2935,773409,EUR,837216000,F,10,10,True,,2.0,,,,,,,2.0,,,,,,,,,,11.0,3.0,6.6,2.0,0,,,19,M,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
10980656,home,Southampton,Ibrahima Diallo,diallo-ibrahima,I. Diallo,M,180,256,873050,EUR,920851200,M,27,27,True,,3.0,3.0,,,2.0,2.0,1.0,1.0,,,,,,,,,,10.0,5.0,6.4,,0,,,6,M,,,2.0,1.0,,,,,2.0,,,,,,,1.0,,,,,,,,,,
10980656,home,Southampton,Adam Armstrong,adam-armstrong,A. Armstrong,F,172,1467,361352,EUR,855532800,F,9,9,True,,2.0,2.0,,,,,2.0,2.0,,,,,,,,,,10.0,3.0,6.5,,0,Adam,Armstrong,9,M,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,
10980656,home,Southampton,Gavin Bazunu,bazunu-gavin,G. Bazunu,G,189,910,936719,EUR,1014163200,G,31,31,True,,,,,,,,,,,,,,,,,,,,,,,0,Gavin,Bazunu,31,M,,,,,,,,,,,,,,,,,,,,,,,,,,
10980656,home,Southampton,Mohammed Salisu,mohammed-salisu,M. Salisu,D,188,5698,946158,EUR,924307200,D,22,22,True,,,,,,,,,,,,,,,,,,,,,,,0,,,22,M,,,,,,,,,,,,,,,,,,,,,salisu_sarki,,,,,
10980656,home,Southampton,Carlos Alcaraz,carlos-alcaraz,C. Alcaraz,M,183,6111,1017392,EUR,1038614400,M,26,26,True,,,,,,,,,,,,,,,,,,,,,,,0,,,24,M,,,,,,,,,,,,,,,,,,,,,_alcaraz22,,,,,
10980656,home,Southampton,Dominic Ballard,dominic-ballard,D. Ballard,F,178,455,1398557,EUR,1112313600,F,53,53,True,,,,,,,,,,,,,,,,,,,,,,,0,,,32,M,,,,,,,,,,,,,,,,,,,,,,,,,,
10980656,away,Blackpool,Chris Maxwell,chris-maxwell,C. Maxwell,G,186,23,47866,EUR,649296000,G,1,1,False,True,25.0,14.0,21.0,10.0,8.0,9.0,6.0,16.0,1.0,4.0,,,1.0,1.0,1.0,,,90.0,29.0,6.1,11.0,0,,,,M,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,
10980656,away,Blackpool,Andy Lyons,lyons-andy,A. Lyons,M,177,72,932236,EUR,965174400,D,24,24,False,,20.0,8.0,2.0,1.0,5.0,7.0,6.0,19.0,2.0,4.0,2.0,,,,,,,90.0,54.0,7.4,22.0,1,,,2,M,6.0,5.0,4.0,12.0,,2.0,2.0,3.0,1.0,2.0,,2.0,,1.0,3.0,2.0,3.0,,1.0,,,1.0,,,,
10980656,away,Blackpool,Callum Connolly,callum-connolly,C. Connolly,D,183,21,823078,EUR,874972800,D,2,2,False,,25.0,15.0,6.0,2.0,8.0,11.0,7.0,15.0,2.0,2.0,1.0,,,,,,,90.0,37.0,6.6,13.0,1,,,16,M,1.0,2.0,1.0,2.0,,,,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,
10980656,away,Blackpool,Charlie Goode,charlie-goode,C. Goode,D,196,41,798933,EUR,807408000,D,27,27,False,,37.0,26.0,10.0,2.0,21.0,24.0,5.0,13.0,2.0,4.0,1.0,,,,,,,90.0,50.0,7.1,14.0,1,,,15,M,,2.0,1.0,5.0,,,,1.0,1.0,,4.0,,,,1.0,2.0,,,1.0,,,,,,,
10980656,away,Blackpool,James Husband,james-husband,J. Husband,D,180,22,810572,EUR,757555200,D,3,3,False,,23.0,17.0,4.0,,9.0,12.0,8.0,12.0,2.0,6.0,,,,,,,,58.0,32.0,6.5,9.0,0,,,3,M,1.0,,2.0,1.0,,,,1.0,,,,2.0,,1.0,,,,,,,,,,,,
10980656,away,Blackpool,CJ Hamilton,cj-hamilton,C. Hamilton,M,185,40,827147,EUR,795916800,D,22,22,False,,17.0,10.0,7.0,1.0,2.0,2.0,8.0,19.0,2.0,6.0,,,,,,,,90.0,45.0,6.6,18.0,0,,,22,M,4.0,,3.0,7.0,,2.0,2.0,4.0,1.0,1.0,,1.0,,,2.0,1.0,,,,,,1.0,,,,
10980656,away,Blackpool,Josh Bowler,bowler-josh,J. Bowler,M,175,147,879800,EUR,920592000,M,11,11,False,,15.0,13.0,1.0,1.0,6.0,7.0,7.0,8.0,,4.0,2.0,,,,,,,74.0,25.0,6.6,7.0,1,,,19,M,,,3.0,2.0,,1.0,,2.0,1.0,,1.0,,,,2.0,,,1.0,,,,2.0,,,,
10980656,away,Blackpool,Tom Trybull,tom-trybull,T. Trybull,M,181,41,129916,EUR,731635200,M,46,46,False,,23.0,18.0,2.0,,11.0,13.0,7.0,10.0,2.0,8.0,1.0,,,,,,,80.0,31.0,6.4,6.0,0,,,19,M,,3.0,3.0,5.0,2.0,,,2.0,1.0,,,,,1.0,2.0,,,,,,,,,,,
10980656,away,Blackpool,Charlie Patiño,charlie-patino,C. Patino,M,182,1422,1101040,EUR,1066348800,M,28,28,False,,27.0,19.0,2.0,,6.0,6.0,13.0,23.0,3.0,4.0,1.0,,,,,,,73.0,47.0,7.3,12.0,2,,,6,M,2.0,,5.0,2.0,,,,1.0,1.0,,1.0,3.0,1.0,1.0,,1.0,,,1.0,1.0,,1.0,,,,
10980656,away,Blackpool,Ian Carlo Poveda,poveda-ian-carlo,I. C. Poveda,M,167,708,907464,EUR,950054400,F,26,26,False,,10.0,10.0,,,1.0,1.0,10.0,12.0,,2.0,4.0,,,,,,,80.0,29.0,6.4,11.0,3,,,36,M,3.0,,6.0,2.0,,4.0,2.0,,2.0,1.0,,,,,,,1.0,2.0,1.0,,,2.0,,,2.0,
10980656,away,Blackpool,Jerry Yates,jerry-yates,J. Yates,F,175,341,785799,EUR,847584000,F,9,9,False,,12.0,10.0,,,1.0,1.0,9.0,11.0,,5.0,2.0,,,,,,,90.0,19.0,7.1,5.0,1,,,12,M,,,6.0,2.0,2.0,,,1.0,1.0,2.0,,2.0,,,1.0,1.0,,,1.0,,,1.0,1.0,1.0,,1.0
10980656,away,Blackpool,Jordan Thorniley,jordan-thorniley,J. Thorniley,D,181,21,845898,EUR,848793600,D,34,34,True,,14.0,9.0,3.0,1.0,8.0,10.0,1.0,4.0,1.0,3.0,,,,,,,,32.0,16.0,6.4,5.0,0,,,,M,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
10980656,away,Blackpool,Kenny Dougall,kenny-dougall,K. Dougall,D,182,59,587018,EUR,736732800,M,12,12,True,,14.0,10.0,5.0,2.0,3.0,3.0,7.0,12.0,,3.0,,,,,,,,17.0,16.0,6.7,5.0,0,,,16,M,1.0,,1.0,1.0,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,
10980656,away,Blackpool,Sonny Carey,sonny-carey,S. Carey,M,184,144,1020336,EUR,979948800,M,16,16,True,,8.0,4.0,,,2.0,3.0,2.0,5.0,,,,,,,,,,16.0,10.0,6.5,4.0,1,,,14,M,,,1.0,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,
10980656,away,Blackpool,Morgan Rogers,morgan-rogers,M. Rogers,M,187,13680,948261,EUR,1027641600,F,25,25,True,,5.0,3.0,,,,1.0,3.0,4.0,,3.0,1.0,,,,,,,10.0,11.0,6.6,4.0,0,,,27,M,,,1.0,2.0,,1.0,1.0,,,,,,,,,1.0,,,,,mrogers,1.0,,,,
10980656,away,Blackpool,Shayne Lavery,shayne-lavery,S. Lavery,F,180,93,914879,EUR,913075200,F,19,19,True,,1.0,1.0,,,,,1.0,3.0,,1.0,,,,,,,,10.0,5.0,6.5,3.0,0,,,19,M,2.0,,2.0,1.0,,,,1.0,1.0,,,,,,1.0,,,,,,,1.0,,,,1.0
10980656,away,Blackpool,Daniel Grimshaw,grimshaw-daniel,D. Grimshaw,G,185,82,851096,EUR,884908800,G,32,32,True,,,,,,,,,,,,,,,,,,,,,,,0,,,32,M,,,,,,,,,,,,,,,,,,,,,,,,,,
10980656,away,Blackpool,Dominic Thompson,dominic-thompson,D. Thompson,M,183,52,970366,EUR,964569600,D,23,23,True,,,,,,,,,,,,,,,,,,,,,,,0,,,3,M,,,,,,,,,,,,,,,,,,,,,,,,,,
10980656,away,Blackpool,Robert Apter,robert-apter,R. Apter,M,175,79,1089677,EUR,1042675200,M,36,36,True,,,,,,,,,,,,,,,,,,,,,,,0,Robert Apter,,15,M,,,,,,,,,,,,,,,,,,,,,,,,,,
10980656,away,Blackpool,Gary Madine,gary-madine,G. Madine,F,191,23,34713,EUR,651456000,F,14,14,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,
