match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_duelLost,stat_challengeLost,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_interceptionWon,stat_keyPass,player_firstName,player_lastName,stat_accurateCross,stat_dispossessed,stat_blockedScoringAttempt,stat_wasFouled,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside,stat_errorLeadToAShot,stat_penaltyConceded,stat_goals,stat_goodHighClaim
12436465,home,Bournemouth,Kepa Arrizabalaga,kepa-arrizabalaga,K. Arrizabalaga,G,13,188,26145,M,KepaA,232422,EUR,781142400,G,13,13,False,35.0,24.0,22.0,11.0,0.0,15.0,15.0,9.0,20.0,2.0,2.0,1.0,13.0,2.0,1.0,2.0,1.0,1.0,1.0,90.0,43.0,7.2,11.0,0.00193355,0,0.4204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436465,home,Bournemouth,Adam Smith,adam-smith,A. Smith,D,15,180,494,M,,44566,EUR,672883200,D,15,15,False,26.0,20.0,6.0,2.0,0.0,10.0,11.0,10.0,17.0,,,2.0,,,,,,,,68.0,35.0,6.5,10.0,0.00402741,0,,True,2.0,3.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12436465,home,Bournemouth,Ilya Zabarnyi,illia-zabarnyi,I. Zabarnyi,D,6,189,17027,M,IlliaZabarnyi,1023567,EUR,1030838400,D,27,27,False,53.0,41.0,7.0,2.0,0.0,27.0,30.0,14.0,24.0,3.0,4.0,4.0,6.0,,,,,,,90.0,63.0,7.0,13.0,0.00468842,1,,,1.0,3.0,2.0,,,1.0,1.0,2.0,1.0,1.0,0.1176,,,,,,,,,,,,,,,,,,,
12436465,home,Bournemouth,Dean Huijsen,dean-huijsen,D. Huijsen,D,24,195,160912,M,deanhuijsen,1176744,EUR,1113436800,D,2,2,False,65.0,49.0,13.0,6.0,0.0,33.0,40.0,16.0,25.0,,,4.0,7.0,,,,,,,90.0,76.0,6.9,16.0,0.0105506,0,,,,4.0,,,,4.0,,2.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,
12436465,home,Bournemouth,Miloš Kerkez,milos-kerkez,M. Kerkez,D,6,180,25853,M,miloskerkez,1097425,EUR,1068163200,D,3,3,False,31.0,24.0,4.0,1.0,0.0,11.0,12.0,14.0,23.0,,2.0,4.0,5.0,,,,,,,90.0,53.0,7.0,12.0,0.0258348,1,,,4.0,2.0,,,,1.0,,1.0,,,0.0346,,2.0,Milos,Kerkez,1.0,1.0,1.0,2.0,,,,,,,,,,,
12436465,home,Bournemouth,Ryan Christie,ryan-christie,R. Christie,M,10,178,1213,M,,322391,EUR,793411200,M,10,10,False,47.0,39.0,10.0,6.0,0.0,13.0,14.0,30.0,41.0,1.0,7.0,4.0,7.0,,,,,,,90.0,83.0,8.4,19.0,0.47927,6,,,8.0,6.0,1.0,3.0,1.0,1.0,1.0,,3.0,3.0,0.2336,1.0,5.0,,,4.0,1.0,3.0,2.0,3.0,1.0,2.0,0.4347,,,,,,,
12436465,home,Bournemouth,Lewis Cook,lewis-cook,L. Cook,M,4,175,895,M,,548188,EUR,854928000,M,4,4,False,48.0,35.0,6.0,4.0,0.0,15.0,17.0,21.0,37.0,2.0,6.0,2.0,8.0,,,,,,,90.0,70.0,7.4,19.0,0.0474756,0,,,6.0,2.0,,1.0,1.0,1.0,,,4.0,1.0,,2.0,2.0,,,1.0,,,,,,,,,,,,,,
12436465,home,Bournemouth,Antoine Semenyo,antoine-semenyo,A. Semenyo,M,42,185,84914,M,antoinesemenyo42,934354,EUR,947203200,M,24,24,False,21.0,15.0,3.0,,0.0,5.0,6.0,10.0,16.0,4.0,8.0,2.0,2.0,,,,,,,68.0,43.0,7.1,13.0,0.0639306,5,,,1.0,4.0,,2.0,,,1.0,,,,0.4357,,1.0,,,,3.0,2.0,3.0,2.0,1.0,2.0,0.171,1.0,1.0,,,,,
12436465,home,Bournemouth,Justin Kluivert,justin-kluivert,J. Kluivert,M,19,171,6976,M,justinkluivert,851596,EUR,925862400,M,19,19,False,26.0,20.0,,,0.0,4.0,5.0,16.0,22.0,1.0,1.0,1.0,2.0,,,,,,,80.0,39.0,6.8,11.0,0.0259989,3,,,1.0,5.0,2.0,3.0,,2.0,1.0,,,,0.1284,2.0,,,,,1.0,1.0,,,,1.0,0.3448,,,,,,,
12436465,home,Bournemouth,Dango Ouattara,dango-ouattara,D. Ouattara,F,19,177,33926,M,d.ouattara15,1106451,EUR,1013385600,M,11,11,False,31.0,21.0,4.0,2.0,0.0,8.0,11.0,15.0,24.0,4.0,8.0,1.0,1.0,,,,,,,90.0,56.0,7.1,16.0,0.146111,5,,,4.0,10.0,3.0,3.0,,6.0,,2.0,4.0,2.0,0.3941,1.0,3.0,Dango Ouattara,,2.0,,3.0,,1.0,,2.0,0.3995,1.0,,1.0,,,,
