match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_totalTackle,stat_wasFouled,stat_onTargetScoringAttempt,stat_goals,stat_errorLeadToAGoal,stat_unsuccessfulTouch,player_sofascoreId,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_accurateCross,stat_shotOffTarget,stat_wonTackle,stat_fouls,stat_keyPass,captain,stat_outfielderBlock,stat_totalOffside,stat_bigChanceCreated,stat_goalAssist,stat_blockedScoringAttempt,stat_clearanceOffLine
10908800,home,Gillingham,Jake Turner,,,jake-turner,J. Turner,G,25,180.0,28,M,848764,EUR,919900800.0,G,25,25,False,30.0,11.0,28.0,9.0,2.0,3.0,9.0,27.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,90.0,35.0,6.1,19.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10908800,home,Gillingham,Will Wright,,,will-wright,W. Wright,D,5,190.0,34,M,956573,EUR,865987200.0,D,4,4,False,37.0,19.0,15.0,6.0,11.0,18.0,8.0,21.0,6.0,1.0,3.0,2.0,4.0,,,,,90.0,64.0,6.4,29.0,0,2.0,5.0,5.0,7.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10908800,home,Gillingham,Max Ehmer,,,max-ehmer,M. Ehmer,D,5,188.0,8,M,144209,EUR,697075200.0,D,5,5,False,37.0,24.0,9.0,3.0,19.0,24.0,5.0,13.0,1.0,1.0,3.0,1.0,9.0,,,,,90.0,44.0,6.3,14.0,1,,,2.0,2.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10908800,home,Gillingham,Elkan Baggott,Elkan Baggott,,elkan-baggott,E. Baggott,D,25,194.0,5609,M,1066814,EUR,1035331200.0,D,23,23,False,35.0,25.0,6.0,2.0,19.0,21.0,6.0,14.0,3.0,,7.0,1.0,6.0,,,,,90.0,52.0,7.2,12.0,2,,2.0,4.0,6.0,,,2.0,1.0,,,elkanbaggot,1.0,2.0,2.0,1.0,,,,,,,,,,,,
10908800,home,Gillingham,David Tutonda,,,david-tutonda,D. Tutonda,D,3,180.0,28,M,789665,EUR,813369600.0,D,3,3,False,22.0,16.0,3.0,2.0,12.0,14.0,7.0,11.0,4.0,2.0,3.0,1.0,3.0,,,,,90.0,41.0,6.5,10.0,1,3.0,,2.0,4.0,1.0,1.0,,,,1.0,,,,,,3.0,1.0,1.0,2.0,2.0,,,,,,,
10908800,home,Gillingham,Shaun Williams,,,shaun-williams,S. Williams,M,,176.0,14,M,55253,EUR,530064000.0,M,6,6,False,32.0,26.0,5.0,4.0,22.0,23.0,4.0,9.0,4.0,1.0,,1.0,8.0,,,,,90.0,45.0,7.2,9.0,0,,,1.0,6.0,5.0,,,,,2.0,,1.0,,,,,,3.0,2.0,1.0,True,3.0,,,,,
10908800,home,Gillingham,Dom Jefferies,,,dom-jefferies,D. Jefferies,M,16,179.0,20,M,994672,EUR,1022025600.0,M,16,16,False,33.0,23.0,2.0,2.0,11.0,16.0,12.0,17.0,4.0,,2.0,2.0,11.0,,,,,90.0,51.0,7.3,12.0,0,,1.0,,7.0,4.0,2.0,,,,,,1.0,1.0,1.0,,,,3.0,2.0,1.0,,1.0,,,,,
10908800,home,Gillingham,Jordan Green,,,jordan-green,J. Green,M,,168.0,161,M,828628,EUR,793411200.0,M,22,22,False,14.0,10.0,,,5.0,6.0,5.0,9.0,3.0,,,2.0,10.0,,,,,64.0,28.0,6.5,12.0,0,1.0,1.0,,3.0,1.0,2.0,,,,5.0,,2.0,,,,,,,,,,,1.0,,,,
10908800,home,Gillingham,Hakeeb Adelakun,,,hakeeb-adelakun,H. Adelakun,F,47,190.0,59,M,303450,EUR,834451200.0,M,21,21,False,33.0,22.0,4.0,2.0,14.0,16.0,8.0,19.0,3.0,1.0,4.0,2.0,11.0,,,,,90.0,56.0,7.7,19.0,2,2.0,1.0,,3.0,2.0,,1.0,1.0,,4.0,,,2.0,1.0,,,1.0,1.0,,1.0,,,,1.0,,,
10908800,home,Gillingham,Ben Reeves,,,ben-reeves,B. Reeves,M,17,178.0,11,M,73543,EUR,690508800.0,M,11,11,False,15.0,9.0,2.0,,3.0,5.0,8.0,14.0,5.0,1.0,1.0,1.0,5.0,,,,,64.0,32.0,7.1,11.0,1,4.0,2.0,1.0,3.0,2.0,,,,,1.0,,,2.0,,,2.0,,,,2.0,,,1.0,1.0,1.0,1.0,
