match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,captain,stat_aerialLost,stat_aerialWon,stat_fouls,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_shotOffTarget,stat_dispossessed,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalOffside,stat_lastManTackle,stat_bigChanceMissed
11368699,home,Getafe,David Soria,david-soria,D. Soria,G,13,192,676,M,604258,EUR,733881600,G,13,13,False,37.0,13.0,32.0,8.0,7.0,9.0,6.0,28.0,2.0,10.0,1.0,3.0,3.0,1.0,1.0,1.0,90.0,45.0,7.4,24.0,0.00101993,0,0.8823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368699,home,Getafe,Juan Iglesias,juan-iglesias,J. Iglesias,D,21,185,520,M,949707,EUR,899424000,D,21,21,False,16.0,11.0,4.0,1.0,6.0,6.0,7.0,12.0,4.0,1.0,,,,,,,89.0,34.0,7.0,7.0,0.0590015,0,,,,2.0,2.0,3.0,4.0,3.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11368699,home,Getafe,Djené,djene,Djené,D,2,178,2527,M,307702,EUR,694137600,D,2,2,False,33.0,27.0,5.0,2.0,20.0,21.0,7.0,13.0,4.0,6.0,,,,,,,90.0,43.0,6.9,7.0,0.00165711,0,,,,1.0,,3.0,4.0,1.0,1.0,2.0,1.0,1.0,,True,2.0,1.0,,,,,,,,,,,,,,,,,,
11368699,home,Getafe,Omar Alderete,omar-alderete,O. Alderete,D,15,187,5163,M,805137,EUR,851558400,D,15,15,False,39.0,29.0,10.0,3.0,17.0,18.0,12.0,21.0,3.0,3.0,,,,,,,90.0,47.0,6.8,10.0,0.0739197,0,,,,,,4.0,1.0,,1.0,,,,1.0,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,
11368699,home,Getafe,Gastón Álvarez,gaston-alvarez,G. Álvarez,D,17,184,491,M,980578,EUR,953856000,D,4,4,False,23.0,15.0,3.0,,5.0,7.0,10.0,16.0,,1.0,,,,,,,57.0,38.0,6.8,10.0,0.00642891,0,,,,,,5.0,7.0,1.0,,2.0,2.0,,1.0,,,4.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,
11368699,home,Getafe,Yellu Santiago,yellu-santiago,J. Santiago,M,20,192,223,M,1211005,EUR,1085443200,M,25,25,False,17.0,14.0,1.0,,9.0,10.0,5.0,7.0,1.0,2.0,,,,,,,68.0,27.0,7.5,4.0,0.0115117,1,,Jesús Santiago,,,,1.0,6.0,,,2.0,1.0,3.0,,,,1.0,1.0,,,1.0,1.0,1.0,0.2415,0.9017,,,,,,,,,,
11368699,home,Getafe,Mason Greenwood,mason-greenwood,M. Greenwood,F,10,181,65939,M,942116,EUR,1001894400,M,12,12,False,27.0,24.0,3.0,3.0,6.0,6.0,18.0,21.0,,8.0,,,,,,,90.0,40.0,7.0,8.0,0.0956805,1,,,,,,7.0,5.0,3.0,,,,2.0,1.0,,1.0,,,6.0,3.0,2.0,,,0.029,,MGreenwood,1.0,,,,,,,,
11368699,home,Getafe,Luis Milla,luis-milla,L. Milla,M,5,175,1429,M,811629,EUR,781488000,M,5,5,False,32.0,27.0,5.0,2.0,12.0,13.0,15.0,21.0,,5.0,,,,,,,90.0,48.0,6.9,11.0,0.0500924,1,,,,2.0,,4.0,4.0,,,2.0,2.0,2.0,1.0,,,,2.0,1.0,,2.0,,,0.0379,,,1.0,1.0,,,,,,,
11368699,home,Getafe,Ilaix Moriba,ilaix-moriba,I. Moriba,M,6,183,6577,M,962890,EUR,1042934400,M,24,24,False,27.0,20.0,,,7.0,7.0,13.0,20.0,2.0,5.0,,,,,,,68.0,43.0,7.6,12.0,0.134883,2,,,,,,5.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,,1.0,1.0,,2.0,,2.0,,,0.0433,,ilaixmk,1.0,1.0,1.0,1.0,1.0,1.0,,,
11368699,home,Getafe,Nemanja Maksimović,nemanja-maksimovic,N. Maksimović,M,88,184,1287,M,331449,EUR,791078400,M,20,20,False,30.0,23.0,1.0,1.0,7.0,8.0,16.0,22.0,1.0,2.0,,,,,,,90.0,40.0,6.6,11.0,0.015231,0,,,,,,8.0,4.0,2.0,,2.0,2.0,,,,5.0,2.0,,1.0,,2.0,,,,,,,,,,,,,,
