match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelWon,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_goals,stat_fouls,stat_accurateCross,stat_dispossessed,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_challengeLost,stat_keyPass,stat_goalAssist,stat_blockedScoringAttempt,stat_totalOffside,captain,stat_penaltyConceded,stat_bigChanceMissed,stat_bigChanceCreated,stat_goodHighClaim,stat_penaltyWon
11407409,home,Inter,Yann Sommer,yann-sommer,Y. Sommer,G,1,183.0,12749,M,yannsommer,16206,EUR,598320000,G,1,1,False,26.0,23.0,7.0,4.0,20.0,21.0,3.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,29.0,6.6,3.0,0.0,0.0,0.00773038,0,-0.4822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407409,home,Inter,Benjamin Pavard,benjamin-pavard,B. Pavard,D,28,186.0,10877,M,benpavard21,787505,EUR,827971200,D,28,28,False,76.0,70.0,3.0,3.0,43.0,45.0,27.0,32.0,2.0,4.0,,,,,,,90.0,93.0,7.4,7.0,0.0739,0.3565,0.0098101,2,,1.0,2.0,8.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11407409,home,Inter,Francesco Acerbi,francesco-acerbi,F. Acerbi,D,15,192.0,5573,M,,126816,EUR,571449600,D,15,15,False,82.0,72.0,6.0,3.0,49.0,55.0,23.0,29.0,,8.0,,,,,,,90.0,92.0,7.5,12.0,0.1173,0.0575,0.0129358,2,,2.0,5.0,6.0,1.0,1.0,,3.0,,,,3.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11407409,home,Inter,Alessandro Bastoni,alessandro-bastoni,A. Bastoni,D,95,190.0,15274,M,alessandrobastoni,826188,EUR,923961600,D,95,95,False,73.0,64.0,5.0,3.0,39.0,42.0,26.0,35.0,,6.0,,,,,,,90.0,90.0,6.8,16.0,0.0,0.0,0.0625412,0,,4.0,1.0,3.0,,,1.0,,1.0,,1.0,1.0,3.0,,,,1.0,1.0,1.0,3.0,,,,,,,,,,,,,
11407409,home,Inter,Denzel Dumfries,denzel-dumfries,D. Dumfries,M,2,189.0,15021,M,ddumfries2,759520,EUR,829785600,M,2,2,False,27.0,18.0,1.0,,13.0,16.0,5.0,12.0,3.0,3.0,,,,,,,55.0,46.0,6.6,15.0,0.0,0.0,0.0132981,0,,1.0,2.0,2.0,,,,1.0,,,,2.0,4.0,,,,,,2.0,1.0,,,,,,,,,,,,,
11407409,home,Inter,Nicolò Barella,nicolo-barella,N. Barella,M,23,175.0,21290,M,nicolo_barella,363856,EUR,855273600,M,23,23,False,66.0,58.0,3.0,3.0,17.0,19.0,41.0,47.0,,3.0,,,,,,,90.0,75.0,6.9,11.0,0.0,0.0,0.0879779,0,,,1.0,2.0,,,,1.0,,,1.0,,2.0,1.0,,,,,,1.0,,,1.0,1.0,,,,,,,,,
11407409,home,Inter,Hakan Çalhanoğlu,hakan-calhanoglu,H. Çalhanoğlu,M,20,178.0,32988,M,HÇalhanoğlu,135700,EUR,760665600,M,20,20,False,84.0,78.0,3.0,1.0,34.0,35.0,47.0,55.0,,8.0,,,,,,,83.0,100.0,7.5,10.0,0.0366,0.0,0.271259,1,,6.0,1.0,6.0,,,,1.0,3.0,1.0,2.0,1.0,3.0,,,,1.0,3.0,1.0,,,,,3.0,1.0,1.0,,,,,,,
11407409,home,Inter,Henrikh Mkhitaryan,henrikh-mkhitaryan,H. Mkhitaryan,M,22,178.0,8680,M,micki_taryan,37151,EUR,601344000,M,22,22,False,37.0,34.0,1.0,1.0,9.0,9.0,25.0,28.0,1.0,4.0,,,,,,,76.0,43.0,6.8,4.0,0.0226,0.0,0.0882279,1,,,1.0,2.0,,,,2.0,1.0,,,2.0,5.0,,,,2.0,,1.0,,,,,2.0,,1.0,,,,,,,
11407409,home,Inter,Federico Dimarco,federico-dimarco,F. Dimarco,M,32,174.0,15308,M,dimarco32,284361,EUR,879120000,M,32,32,False,31.0,27.0,,,13.0,15.0,14.0,24.0,,,,,,,,,55.0,46.0,6.8,13.0,0.0296,0.0139,0.0131943,1,,8.0,,1.0,,1.0,,,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,
11407409,home,Inter,Marcus Thuram,marcus-thuram,M. Thuram,F,9,192.0,25521,M,m_thuram,791702,EUR,870825600,F,9,9,False,12.0,7.0,,,2.0,3.0,5.0,9.0,1.0,3.0,,,,,,,55.0,23.0,7.0,7.0,0.0,0.0,0.00326794,0,,,2.0,6.0,,,,,2.0,2.0,,1.0,5.0,3.0,2.0,,2.0,,1.0,,,,,1.0,1.0,,1.0,,,,,,
