match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_totalOffside,stat_keyPass,stat_clearanceOffLine,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_dispossessed,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_unsuccessfulTouch,captain,stat_onTargetScoringAttempt,stat_goals,stat_penaltyWon,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_accurateKeeperSweeper,stat_penaltyConceded,stat_hitWoodwork,stat_blockedScoringAttempt
10900379,home,Vizela,Fabijan Buntić,,,fabijan-buntic,F. Buntić,G,97,194,2915,M,827377,EUR,856742400,G,97,97,False,23.0,11.0,18.0,6.0,5.0,5.0,6.0,18.0,1.0,1.0,1.0,1.0,1.0,7.0,3.0,2.0,1.0,90.0,34.0,7.2,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10900379,home,Vizela,Igor Julião,,,igor-juliao,I. Julião,D,2,175,73,M,243579,EUR,777600000,D,14,14,False,16.0,7.0,3.0,,3.0,7.0,5.0,10.0,,,3.0,2.0,2.0,4.0,,,,90.0,30.0,6.8,10.0,1,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10900379,home,Vizela,Bruno Wilson,,,bruno-wilson,B. Wilson,D,,192,89,M,830293,EUR,851644800,D,3,3,False,24.0,22.0,4.0,2.0,20.0,20.0,2.0,4.0,1.0,,3.0,1.0,1.0,3.0,,,,90.0,32.0,7.4,3.0,0,,,1.0,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10900379,home,Vizela,Anderson,,,anderson,Anderson,D,3,185,60,M,922629,EUR,794102400,D,5,5,False,21.0,15.0,2.0,,11.0,14.0,4.0,7.0,,1.0,3.0,3.0,10.0,4.0,,,,90.0,36.0,7.2,6.0,0,,,,,,,1.0,1.0,3.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10900379,home,Vizela,Matheus Pereira,,,matheus-pereira,M. Pereira,M,3,172,198,M,1016898,EUR,977356800,D,16,16,False,33.0,19.0,9.0,,13.0,20.0,6.0,13.0,1.0,,2.0,2.0,2.0,10.0,,,,74.0,47.0,6.5,16.0,0,,,,1.0,1.0,,2.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,
10900379,home,Vizela,Raphael Guzzo,,,raphael-guzzo,R. Guzzo,M,14,180,92,M,190151,EUR,789350400,M,8,8,False,48.0,38.0,5.0,3.0,17.0,21.0,21.0,27.0,,,4.0,3.0,1.0,8.0,,,,90.0,61.0,7.2,12.0,0,,,,,,,3.0,,3.0,,1.0,,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
10900379,home,Vizela,Claudemir,,,claudemir,Claudemir,M,,185,38,M,34257,EUR,575424000,M,6,6,False,36.0,29.0,3.0,1.0,19.0,22.0,10.0,14.0,,2.0,1.0,4.0,2.0,7.0,,,,75.0,43.0,7.5,8.0,1,,,,,,1.0,,,1.0,1.0,1.0,,,2.0,2.0,,1.0,1.0,,,,,,,,,,,,,
10900379,home,Vizela,Kiko Bondoso,,,bondoso-kiko,K. Bondoso,M,10,171,86,M,1082948,EUR,816566400,M,10,10,False,28.0,20.0,,,8.0,10.0,12.0,19.0,2.0,,4.0,2.0,,8.0,,,,85.0,38.0,6.2,12.0,2,1.0,,1.0,1.0,1.0,2.0,,1.0,1.0,,,,,,,,,,1.0,2.0,,,,,,,,,,,
10900379,home,Vizela,Samu,,,samu,Samu,M,20,170,212,M,785808,EUR,830044800,M,20,20,False,33.0,24.0,3.0,1.0,10.0,12.0,15.0,22.0,,,4.0,2.0,,3.0,,,,84.0,49.0,8.5,13.0,2,1.0,1.0,1.0,,,,3.0,1.0,3.0,,1.0,,,1.0,1.0,,,,,2.0,True,2.0,2.0,,,,,,,,
10900379,home,Vizela,Nuno Moreira,,,nuno-moreira,N. Moreira,M,17,173,4313,M,851285,EUR,929491200,M,79,79,False,26.0,22.0,1.0,1.0,10.0,11.0,12.0,15.0,1.0,,3.0,4.0,,5.0,,,,64.0,37.0,7.2,8.0,0,,,,1.0,1.0,,1.0,3.0,1.0,,1.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,,
