match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_totalContest,stat_shotOffTarget,stat_expectedGoals,stat_challengeLost,stat_wonContest,stat_dispossessed,captain,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_lastManTackle
11369397,home,Atlético Madrid,Jan Oblak,jan-oblak,J. Oblak,G,13,189,12131,M,oblakjan,69768,EUR,726364800,G,13,13,False,23.0,15.0,11.0,3.0,13.0,15.0,2.0,8.0,2.0,1.0,1.0,90.0,26.0,6.8,8.0,0.00035108,0,0.3112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369397,home,Atlético Madrid,César Azpilicueta,cesar-azpilicueta,C. Azpilicueta,D,3,178,4642,M,Dave,21555,EUR,620265600,D,3,3,False,75.0,70.0,,,24.0,26.0,46.0,49.0,5.0,,,82.0,83.0,7.5,5.0,0.217159,0,,4.0,3.0,5.0,4.0,1.0,3.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
11369397,home,Atlético Madrid,Axel Witsel,axel-witsel,A. Witsel,D,20,186,9808,M,axelwitsel28,35612,EUR,600566400,D,20,20,False,60.0,60.0,2.0,2.0,37.0,37.0,23.0,23.0,7.0,,,90.0,74.0,7.6,3.0,0.0117188,0,,1.0,2.0,1.0,7.0,,1.0,1.0,3.0,,,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,
11369397,home,Atlético Madrid,Mario Hermoso,mario-hermoso,M. Hermoso,D,22,184,2630,M,,353130,EUR,803433600,D,22,22,False,104.0,94.0,11.0,7.0,38.0,43.0,57.0,65.0,8.0,,,90.0,118.0,7.7,14.0,0.0967103,2,,,1.0,1.0,2.0,,,,1.0,,1.0,,1.0,,,,,1.0,4.0,1.0,1.0,2.0,0.1558,,,,,,,,,,,,
11369397,home,Atlético Madrid,Marcos Llorente,marcos-llorente,M. Llorente,D,14,184,9206,M,marcosllorente,353138,EUR,791424000,M,14,14,False,45.0,36.0,,,17.0,19.0,19.0,31.0,4.0,,,90.0,62.0,6.9,16.0,0.0307151,0,,,1.0,1.0,4.0,,,,,1.0,,,,1.0,2.0,,,,5.0,,1.0,,,1.0,1.0,,,,,,,,,,
11369397,home,Atlético Madrid,Pablo Barrios,pablo-barrios,P. Barrios,M,8,181,6589,M,PBarrios,1142588,EUR,1055635200,M,24,24,False,68.0,58.0,4.0,2.0,20.0,22.0,38.0,50.0,5.0,,,90.0,96.0,7.9,22.0,0.295963,1,,3.0,3.0,12.0,12.0,1.0,,3.0,2.0,2.0,2.0,,1.0,2.0,2.0,,,,4.0,,6.0,1.0,0.0256,2.0,6.0,5.0,,,,,,,,,
11369397,home,Atlético Madrid,Koke,koke,Koke,M,6,177,5822,M,Koke6,84539,EUR,694828800,M,6,6,False,72.0,67.0,5.0,3.0,26.0,27.0,41.0,45.0,8.0,,,63.0,84.0,7.5,7.0,0.0893384,1,,,,,3.0,,,1.0,2.0,,,,2.0,1.0,1.0,,,,,,,1.0,0.0333,,,,True,,,,,,,,
11369397,home,Atlético Madrid,Samuel Lino,samuel-lino,S. Lino,M,16,178,22125,M,osamuellino,874705,EUR,945907200,M,12,12,False,38.0,33.0,,,11.0,12.0,22.0,28.0,2.0,,,71.0,61.0,8.1,10.0,0.229891,2,,1.0,,4.0,12.0,1.0,,1.0,4.0,1.0,5.0,,2.0,2.0,4.0,,,,2.0,,4.0,,0.0966,1.0,4.0,1.0,,2.0,,,,,,,
11369397,home,Atlético Madrid,Ángel Correa,angel-correa,Á. Correa,F,7,171,16959,M,angelcorrea32,316152,EUR,794707200,F,10,10,False,26.0,19.0,,,7.0,9.0,12.0,18.0,1.0,,,63.0,42.0,6.8,14.0,0.0495241,2,,,1.0,3.0,2.0,,,,,,1.0,,,3.0,,,,,1.0,,3.0,2.0,0.1974,,1.0,1.0,,,,,,,,,
11369397,home,Atlético Madrid,Antoine Griezmann,antoine-griezmann,A. Griezmann,F,7,176,100258,M,AGriez,85859,EUR,669513600,F,7,7,False,63.0,54.0,4.0,3.0,19.0,20.0,37.0,48.0,4.0,,,90.0,83.0,7.9,15.0,0.182911,3,,2.0,1.0,4.0,7.0,,,1.0,1.0,,2.0,,,1.0,2.0,,,,5.0,2.0,5.0,,0.084,,3.0,,,2.0,1.0,1.0,0.4547,,,,
