match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_fouls,stat_aerialLost,stat_shotOffTarget,stat_wasFouled,stat_expectedGoals,stat_shotValueNormalized,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_wonTackle,stat_totalOffside,stat_expectedGoalsOnTarget,stat_outfielderBlock,stat_keyPass,stat_bigChanceMissed,stat_unsuccessfulTouch,stat_penaltyConceded,stat_bigChanceCreated,stat_interceptionWon,stat_hitWoodwork,stat_blockedScoringAttempt,stat_lastManTackle,stat_clearanceOffLine,stat_penaltyMiss
13981517,home,Milan,Mike Maignan,mike-maignan,M. Maignan,G,16,190.0,15444,M,MMaignan,191210,EUR,804729600,G,16,16,False,True,48.0,32.0,20.0,5.0,0.0,31.0,32.0,1.0,16.0,1.0,12.0,1.0,1.0,3.0,1.0,1.0,7.0,1.0,1.0,90.0,62.0,8.2,16.0,0.00065918,0.944,0,1.4043,0.09,-0.03,0.18,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981517,home,Milan,Koni De Winter,de-winter-koni,K. De Winter,D,5,191.0,3255,M,,1001828,EUR,1023840000,D,5,5,False,,36.0,30.0,6.0,2.0,0.0,22.0,23.0,8.0,13.0,7.0,3.0,1.0,,,,,,,,90.0,49.0,7.1,8.0,0.067488,,0,,0.2,-0.06,0.0,,,,4.0,2.0,5.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13981517,home,Milan,Matteo Gabbia,matteo-gabbia,M. Gabbia,D,46,185.0,3401,M,,826195,EUR,940464000,D,46,46,False,,29.0,26.0,2.0,,0.0,25.0,26.0,1.0,3.0,8.0,3.0,,,,,,,,,90.0,40.0,7.2,3.0,0.00032158,,1,,-0.28,0.04,0.41,,,,6.0,1.0,6.0,,,,,1.0,1.0,1.0,0.1836,-0.49,,,,,,,,,,,,,,,,,,,,,
13981517,home,Milan,Strahinja Pavlović,strahinja-pavlovic,S. Pavlović,D,31,194.0,8727,M,strahinjapavlovic,965893,EUR,990662400,D,31,31,False,,36.0,33.0,2.0,1.0,0.0,27.0,28.0,6.0,8.0,7.0,2.0,,,,,,,,,90.0,52.0,8.0,5.0,0.0182206,,2,,0.06,-0.18,0.26,,,,3.0,5.0,5.0,,2.0,,1.0,1.0,1.0,1.0,0.6413,0.49,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4894,,,,,,,,,,,,
13981517,home,Milan,Alexis Saelemaekers,alexis-saelemaekers,A. Saelemaekers,M,56,180.0,7592,M,AS56,901891,EUR,930441600,M,56,56,False,,20.0,17.0,,,0.0,6.0,6.0,11.0,14.0,,1.0,,,,,,,,,87.0,39.0,7.7,7.0,0.0561239,,0,,0.3,0.17,0.42,,,,,5.0,9.0,,6.0,4.0,1.0,1.0,,3.0,,,2.0,1.0,1.0,,,2.0,1.0,,,1.0,1.0,,,,,,,,,,
13981517,home,Milan,Youssouf Fofana,youssouf-fofana,Y. Fofana,M,19,185.0,6182,M,YFofana19_,945062,EUR,915926400,M,19,19,False,,15.0,13.0,1.0,1.0,0.0,8.0,9.0,5.0,6.0,,3.0,,,,,,,,,90.0,28.0,5.8,7.0,0.0294262,,2,,0.0,0.28,-0.23,,,,,8.0,3.0,,2.0,,4.0,3.0,1.0,,0.6299,-0.53,,,,1.0,,3.0,1.0,,0.3029,1.0,2.0,2.0,3.0,1.0,,,,,,,
13981517,home,Milan,Luka Modrić,luka-modric,L. Modrić,M,14,173.0,354764,M,LModric10,15466,EUR,495072000,M,14,14,False,,44.0,38.0,8.0,5.0,0.0,21.0,24.0,17.0,20.0,2.0,6.0,,,,,,,,,90.0,61.0,7.9,13.0,0.390031,,0,,0.75,0.2,0.13,,,,,3.0,1.0,,2.0,1.0,,,,,,,7.0,2.0,2.0,,,,,,,,2.0,,1.0,,1.0,1.0,,,,,
13981517,home,Milan,Samuele Ricci,samuele-ricci,S. Ricci,M,4,182.0,4118,M,,930189,EUR,998352000,M,4,4,False,,24.0,21.0,1.0,1.0,0.0,10.0,11.0,11.0,13.0,4.0,4.0,1.0,,,,,,,,90.0,47.0,7.1,8.0,0.00539653,,3,,-0.01,-0.04,0.16,,,,,4.0,7.0,1.0,3.0,1.0,,1.0,1.0,3.0,0.4201,0.04,,,,2.0,,3.0,3.0,,0.4573,,,1.0,2.0,,,1.0,,,,,
13981517,home,Milan,Davide Bartesaghi,davide-bartesaghi,D. Bartesaghi,D,33,193.0,5573,M,,1390489,EUR,1135814400,M,33,33,False,,27.0,20.0,1.0,1.0,0.0,8.0,11.0,12.0,16.0,3.0,4.0,1.0,,,,,,,,90.0,52.0,6.6,16.0,0.312946,,2,,0.46,0.01,0.17,,,,,8.0,2.0,3.0,1.0,,2.0,2.0,1.0,,0.0525,-0.14,3.0,1.0,,1.0,,2.0,,,0.0259,1.0,1.0,,1.0,,1.0,,,,,,
13981517,home,Milan,Christopher Nkunku,christopher-nkunku,C. Nkunku,F,18,175.0,49218,M,Nkunku,769333,EUR,879465600,F,18,18,False,,14.0,14.0,,,0.0,3.0,3.0,11.0,11.0,1.0,1.0,,,,,,,,,84.0,24.0,6.4,2.0,0.152715,,2,,0.3,0.1,0.0,,,,2.0,9.0,4.0,1.0,1.0,1.0,2.0,7.0,1.0,1.0,0.9106,-0.56,,,,1.0,,,,,0.0812,,2.0,1.0,1.0,,,,1.0,,,,
