match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_keyPass,stat_shotValueNormalized,captain,stat_interceptionWon,stat_lastManTackle,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_challengeLost,stat_wasFouled,stat_outfielderBlock,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_hitWoodwork,stat_goals,stat_totalOffside,stat_penaltyFaced,stat_penaltyConceded
14109797,home,Fenerbahçe,Kamil Efe Üregen,kamil-efe-uregen,K. E. Üregen,D,67,194,369,M,,2325510,EUR,1207699200,D,67,67,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Kamil Efe Üregen,,,,,,,,,,,,,
14109797,home,Fenerbahçe,Oğuz Aydın,oguz-aydin,O. Aydın,M,70,183,3374,M,,999396,EUR,972604800,F,70,70,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109797,away,Gençlerbirliği,Ricardo Velho,ricardo-velho,R. Velho,G,24,188,502,M,,845792,EUR,903571200,G,24,24,False,23.0,8.0,19.0,4.0,0.0,5.0,10.0,13.0,1.0,1.0,1.0,13.0,,1.0,1.0,4.0,1.0,,,90.0,39.0,5.9,15.0,0.00255966,24.843370449523,4.0,12.701933472476,0.0,0.6527,0,-0.2087,0.06,0.01,-0.22,0.35,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
14109797,away,Gençlerbirliği,Pedro Pereira,pedro-pereira,P. Pereira,M,13,185,286,M,,807291,EUR,885427200,D,13,13,False,33.0,27.0,4.0,2.0,0.0,15.0,17.0,16.0,1.0,4.0,,3.0,1.0,,,,,,,90.0,64.0,5.5,15.0,0.0839019,82.86184768612,12.0,38.588097395521,0.0,,0,,0.3,0.01,-0.94,,12.0,2.0,1.0,,3.0,,2.0,,,3.0,3.0,3.0,1.0,,,,,,,4.0,,,,,,,,,,,,,,,
14109797,away,Gençlerbirliği,Dimitris Goutas,dimitris-goutas,D. Goutas,D,6,189,261,M,,257497,EUR,765417600,D,6,6,False,30.0,28.0,2.0,1.0,0.0,24.0,25.0,5.0,2.0,2.0,5.0,4.0,,,,,,,,76.0,39.0,6.4,3.0,0.00167505,52.406537264518,7.0,17.054064865473,0.0,,2,,0.06,0.04,-0.21,,4.0,,,,1.0,,,,2.0,,,1.0,1.0,0.4037,,,,-0.27,True,,,,,,,,,1.0,,,,,,,
14109797,away,Gençlerbirliği,Žan Žužek,zan-zuzek,Ž. Žužek,D,4,186,103,M,,355582,EUR,854236800,D,4,4,False,23.0,17.0,6.0,2.0,0.0,13.0,14.0,9.0,2.0,2.0,3.0,3.0,,,,,,,,90.0,37.0,6.4,7.0,0.00103091,36.86925429612,4.0,22.740110064533,0.0,,2,,-0.03,0.0,-0.1,,4.0,,,1.0,3.0,1.0,,,2.0,,,,1.0,0.1102,,,1.0,-0.44,,1.0,,,,,,1.0,,4.0,,,,,,,1.0
14109797,away,Gençlerbirliği,Thalisson Kelven,thalisson-kelven,T. Kelven,D,2,184,112,M,,863277,EUR,894499200,D,2,2,False,17.0,11.0,4.0,3.0,0.0,7.0,11.0,6.0,,1.0,1.0,3.0,,,,,,,,90.0,30.0,5.9,9.0,0.00553571,39.638902991106,7.0,2.2946368515393,0.0,,0,,0.0,0.01,-0.36,,4.0,,,1.0,3.0,1.0,,,,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,
14109797,away,Gençlerbirliği,Tom Dele-Bashiru,tom-dele-bashiru,T. Dele-Bashiru,M,15,185,385,M,,904845,EUR,937526400,M,15,15,False,40.0,37.0,2.0,2.0,0.0,22.0,24.0,16.0,,2.0,2.0,2.0,,,,,,,,90.0,48.0,6.8,4.0,0.00911481,103.86561715578,12.0,60.702373248839,0.0,,0,,0.12,0.11,-0.09,,15.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,
14109797,away,Gençlerbirliği,Göktan Gürpüz,goktan-gurpuz,G. Gürpüz,M,11,178,348,M,,997007,EUR,1043193600,M,11,11,False,17.0,13.0,2.0,1.0,0.0,6.0,6.0,11.0,,9.0,,2.0,,,,,,,,58.0,45.0,6.6,16.0,0.184028,95.088867289755,10.0,1.5697260313765,0.0,,0,,0.22,0.07,-0.25,,7.0,8.0,2.0,,5.0,1.0,7.0,5.0,,3.0,2.0,3.0,,,,,2.0,,,2.0,,,,,,2.0,1.0,,,,,,,,
14109797,away,Gençlerbirliği,Oğulcan Ülgün,ogulcan-ulgun,O. Ülgün,M,35,178,135,M,,1063942,EUR,894844800,M,35,35,False,22.0,16.0,1.0,,0.0,5.0,5.0,17.0,2.0,5.0,,3.0,,,,,,,,76.0,36.0,6.3,9.0,0.0102867,77.50052830653,12.0,3.4928025923978,0.0,,4,,-0.07,0.03,-0.22,,11.0,,,,3.0,,2.0,1.0,2.0,,,1.0,2.0,0.1352,,,,-0.37,,1.0,,Ogulcan Ülgün,,,,1.0,2.0,,2.0,,,,,,
14109797,away,Gençlerbirliği,Franco Tongya,franco-tongya,F. Tongya,M,70,175,467,M,,965015,EUR,1015977600,M,70,70,False,19.0,18.0,3.0,2.0,0.0,8.0,8.0,11.0,,2.0,,7.0,,,,,,,,90.0,29.0,6.5,6.0,0.0441095,131.18861701438,12.0,97.633381052357,2.0,,1,,0.11,0.29,-0.09,,10.0,1.0,,2.0,5.0,1.0,1.0,,,1.0,,1.0,1.0,0.0469,35.011470428062,65.746351847554,1.0,0.02,,1.0,,,,1.0,0.1683,,1.0,,,,,,,,
14109797,away,Gençlerbirliği,Metehan Mimaroğlu,metehan-mimaroglu,M. Mimaroğlu,M,10,178,135,M,,900809,EUR,773539200,M,10,10,False,6.0,4.0,,,0.0,,,6.0,1.0,5.0,,1.0,,,,,,,,58.0,24.0,7.0,9.0,0.013726,128.0809698762,11.0,69.20651466343,3.0,,2,,-0.11,0.2,-0.17,,4.0,7.0,1.0,,1.0,,1.0,,1.0,2.0,1.0,,,0.0414,20.590535014584,61.735466385365,1.0,-0.09,,,,,,1.0,0.1779,,2.0,,,,,,,,
14109797,away,Gençlerbirliği,Sekou Koita,sekou-koita,S. Koita,F,22,173,3333,M,,822710,EUR,943747200,F,22,22,False,13.0,9.0,,,0.0,6.0,7.0,6.0,2.0,3.0,1.0,2.0,,,,,,,,82.0,28.0,7.6,9.0,0.00275029,18.056588503105,3.0,1.6690519891998,1.0,,2,,-0.02,0.03,0.0,,3.0,1.0,,4.0,6.0,,1.0,,,,,3.0,1.0,0.1925,7.5355994985881,8.3405410495962,,0.54,,,,,,1.0,0.7479,1.0,1.0,1.0,1.0,,,1.0,,,
14109797,away,Gençlerbirliği,Cihan Çanak,cihan-canak,C. Çanak,M,99,175,582,M,,1127335,EUR,1106524800,F,99,99,True,8.0,5.0,1.0,,0.0,2.0,4.0,4.0,,2.0,,2.0,,,,,,,,32.0,14.0,6.4,5.0,0.0797934,26.911429416614,3.0,18.284438507586,0.0,,0,,0.03,0.06,-0.01,,3.0,2.0,1.0,,2.0,,2.0,2.0,,,,1.0,2.0,,,,1.0,,,,,Cihan Canak,,,,,,,,,,,,,
14109797,away,Gençlerbirliği,Adama Malouda Traoré,adama-malouda-traore,A. M. Traoré,M,20,177,1208,M,,1172372,EUR,802310400,F,20,20,True,7.0,5.0,,,0.0,1.0,1.0,6.0,,3.0,,2.0,,,,,,,,32.0,14.0,6.6,4.0,0.010214,28.343483544458,5.0,16.649486131653,1.0,,0,,-0.01,0.07,0.13,,4.0,,,4.0,5.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,10.888418366372,11.589212397743,1.0,,,,,,,,,,1.0,,,,,,1.0,,
14109797,away,Gençlerbirliği,Matěj Hanousek,matej-hanousek,M. Hanousek,D,23,182,56,M,,320905,EUR,738979200,D,23,23,True,2.0,1.0,,,0.0,1.0,2.0,,,1.0,,,,,,,,,,14.0,6.0,6.7,3.0,2.432e-05,,,,,,0,,-0.02,,0.14,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14109797,away,Gençlerbirliği,Henry Onyekuru,henry-onyekuru,H. Onyekuru,F,7,175,741,M,,809220,EUR,865468800,F,7,7,True,1.0,1.0,,,0.0,,,1.0,,,,,,,,,,,,14.0,2.0,6.3,1.0,0.00242739,7.0615698679543,1.0,-7.045328790405,0.0,,0,,-0.03,-0.11,-0.01,,1.0,,,,1.0,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
14109797,away,Gençlerbirliği,Dal Varešanović,dal-varesanovic,D. Varešanović,M,53,177,341,M,,979109,EUR,990576000,M,53,53,True,5.0,4.0,,,0.0,2.0,2.0,3.0,,,,,,,,,,,,8.0,6.0,6.3,2.0,0.00653292,15.015893116206,2.0,3.7434641055223,0.0,,0,,-0.18,0.01,-0.01,,2.0,,,1.0,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14109797,away,Gençlerbirliği,Erhan Erentürk,erhan-erenturk,E. Erentürk,G,18,190,42,M,,997705,EUR,801792000,G,18,18,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109797,away,Gençlerbirliği,Abdurrahim Dursun,abdurrahim-dursun,A. Dursun,D,77,176,46,M,,883275,EUR,912470400,D,77,77,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109797,away,Gençlerbirliği,Firatcan Üzüm,firatcan-uzum,F. Üzüm,D,88,178,23,M,,904112,EUR,928454400,D,88,88,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109797,away,Gençlerbirliği,Ensar Kemaloğlu,ensar-kemaloglu,E. Kemaloğlu,M,61,177,21,M,,873812,EUR,907459200,M,61,61,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109797,away,Gençlerbirliği,Samed Onur,samed-onur,S. Onur,M,8,175,60,M,,980608,EUR,1026691200,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
