match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_challengeLost,stat_blockedScoringAttempt,stat_totalTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_errorLeadToAShot,stat_ownGoals,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_fouls,stat_wonTackle,captain,stat_totalOffside,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_expectedGoalsOnTarget,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed
12436923,home,Newcastle United,Nick Pope,,,nick-pope,N. Pope,G,1,198,4628,M,npope29,162653,EUR,703641600,G,22,22,False,26.0,9.0,22.0,5.0,0.0,5.0,5.0,4.0,21.0,1.0,6.0,1.0,2.0,6.0,90.0,39.0,7.8,17.0,0.00096076,0,0.5652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436923,home,Newcastle United,Valentino Livramento,,,valentino-livramento,V. Livramento,D,21,181,4840,M,,980634,EUR,1037059200,D,21,21,False,29.0,21.0,3.0,1.0,0.0,14.0,18.0,7.0,11.0,8.0,3.0,,,,90.0,59.0,7.4,13.0,0.00234609,0,,1.0,3.0,4.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12436923,home,Newcastle United,Emil Krafth,,,emil-krafth,E. Krafth,D,17,184,985,M,,150396,EUR,775785600,D,17,17,False,25.0,20.0,,,0.0,16.0,18.0,4.0,7.0,3.0,3.0,,,,90.0,35.0,6.8,6.0,0.00053871,1,,1.0,2.0,2.0,,,,2.0,,,,1.0,1.0,1.0,1.0,1.0,0.0285,,,,,,,,,,,,,,,,,,
12436923,home,Newcastle United,Dan Burn,,,dan-burn,D. Burn,D,33,201,4473,M,,99090,EUR,705369600,D,33,33,False,21.0,17.0,2.0,1.0,0.0,13.0,15.0,4.0,6.0,7.0,1.0,,,,90.0,38.0,6.8,4.0,0.0625301,0,,2.0,2.0,3.0,,,,2.0,2.0,,,1.0,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,
12436923,home,Newcastle United,Lloyd Kelly,,,lloyd-kelly,L. Kelly,D,6,191,3053,M,,865167,EUR,907632000,D,25,25,False,17.0,13.0,3.0,1.0,1.0,8.0,10.0,6.0,8.0,4.0,4.0,,,,68.0,34.0,7.2,5.0,0.0896369,1,,2.0,2.0,4.0,,1.0,1.0,,1.0,2.0,1.0,1.0,,,,,0.1859,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
12436923,home,Newcastle United,Sean Longstaff,,,sean-longstaff,S. Longstaff,M,8,187,1652,M,,866191,EUR,878169600,M,36,36,False,26.0,20.0,1.0,1.0,0.0,14.0,16.0,6.0,10.0,1.0,3.0,,,,68.0,42.0,7.1,8.0,0.00273229,0,,3.0,4.0,9.0,2.0,,,1.0,3.0,1.0,,,,,6.0,,,,,,,,,2.0,4.0,,,,,,,,,,
12436923,home,Newcastle United,Bruno Guimarães,,,bruno-guimaraes,B. Guimarães,M,39,182,31550,M,BrunoGuimarães,866469,EUR,879638400,M,39,39,False,24.0,18.0,6.0,1.0,0.0,6.0,10.0,12.0,14.0,2.0,8.0,,,,90.0,46.0,6.5,12.0,0.0123958,0,,,9.0,7.0,3.0,3.0,2.0,,3.0,4.0,,,2.0,,1.0,2.0,,,,,,,,3.0,,True,,,,,,,,,
12436923,home,Newcastle United,Joelinton,,,joelinton,Joelinton,M,7,186,10098,M,joelinton34,560128,EUR,839980800,M,7,7,False,25.0,21.0,3.0,1.0,0.0,9.0,9.0,12.0,17.0,1.0,5.0,,,,90.0,43.0,6.2,11.0,0.172029,0,,1.0,13.0,4.0,2.0,2.0,,,,1.0,1.0,2.0,2.0,,2.0,2.0,,,,1.0,,,,5.0,,,1.0,,,,,,,,
12436923,home,Newcastle United,Anthony Gordon,,,gordon-anthony,A. Gordon,F,10,183,15696,M,AGordon,914902,EUR,982972800,F,10,10,False,26.0,15.0,2.0,,0.0,5.0,8.0,13.0,27.0,,5.0,,,,89.0,55.0,6.7,21.0,0.378749,0,,,7.0,6.0,1.0,4.0,1.0,,1.0,2.0,3.0,,1.0,,3.0,,,,,9.0,3.0,,,2.0,1.0,,,,,,,,,,
12436923,home,Newcastle United,Alexander Isak,,,alexander-isak,A. Isak,F,9,193,100485,M,AlexIsak,823941,EUR,937872000,F,14,14,False,12.0,9.0,,,0.0,4.0,5.0,5.0,7.0,1.0,1.0,,,,90.0,29.0,7.2,10.0,0.00878445,3,,1.0,11.0,3.0,1.0,3.0,1.0,,,,,6.0,2.0,1.0,1.0,4.0,1.0245,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.9954,,,,
12436923,home,Newcastle United,Harvey Barnes,,,harvey-barnes,H. Barnes,F,11,181,5550,M,,855647,EUR,881625600,F,11,11,False,6.0,4.0,,,0.0,,2.0,4.0,4.0,1.0,2.0,,,,61.0,15.0,7.5,4.0,0.00844291,2,,,1.0,3.0,,1.0,1.0,,1.0,1.0,,1.0,,,1.0,1.0,0.4981,,,,,,1.0,,1.0,,,1.0,,1.0,0.9725,,,,
12436923,home,Newcastle United,Jacob Murphy,,,jacob-murphy,J. Murphy,F,23,176,3564,M,,372336,EUR,793584000,M,23,23,True,13.0,7.0,2.0,,1.0,3.0,6.0,5.0,8.0,1.0,2.0,,,,29.0,20.0,6.8,8.0,0.682183,2,,,3.0,,1.0,1.0,,,,,1.0,,,1.0,,,0.0908,,,1.0,1.0,1.0,,1.0,,,,1.0,,,0.1676,,,,
