match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_totalClearance,player_firstName,player_lastName,stat_aerialWon,stat_accurateCross,stat_dispossessed,stat_keyPass,stat_blockedScoringAttempt,stat_totalOffside,stat_shotOffTarget,stat_goals,stat_goalAssist,stat_bigChanceCreated,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_saves
10583811,away,Al-Nassr,Vincent Aboubakar,vincent-aboubakar,V. Aboubakar,F,45,184.0,11201,M,116869,EUR,696038400,F,9,9,False,20.0,15.0,,,5.0,6.0,10.0,14.0,3.0,90.0,30.0,6.6,12.0,2,,2.0,6.0,2.0,1.0,,,,,,,,4.0,,,,,,,2.0,,3.0,,,,2.0,,,,aboubakarvincent,,
10583811,away,Al-Nassr,Abdulmajeed Al-Sulaiheem,abdulmajeed-al-sulaiheem,A. Al-Sulaiheem,M,8,165.0,600,M,538320,EUR,768960000,F,8,8,False,51.0,43.0,4.0,2.0,11.0,11.0,32.0,42.0,4.0,83.0,62.0,6.9,12.0,3,2.0,,4.0,4.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,3.0,,,,,1.0,,1.0,,1.0,,2.0,,,,,,
10583811,away,Al-Nassr,Abdulrahman Ghareeb,abdulrahman-ghareeb,A. Ghareeb,F,29,164.0,2201,M,1014447,EUR,859766400,F,29,29,True,16.0,16.0,1.0,1.0,5.0,5.0,11.0,12.0,1.0,30.0,22.0,6.6,2.0,2,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,
10583811,away,Al-Nassr,Mohammed Khalil Marran,mohammed-khalil-marran,M. K. Marran,F,16,180.0,1521,M,1115775,EUR,982195200,F,16,16,True,3.0,3.0,,,2.0,2.0,1.0,1.0,2.0,22.0,4.0,6.5,,0,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
10583811,away,Al-Nassr,Mansour Al Shammari,mansour-al-shammari,M. A. Shammari,D,12,173.0,169,M,1019342,EUR,966816000,D,24,24,True,1.0,,,,,,,1.0,,1.0,3.0,,2.0,0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
10583811,away,Al-Nassr,Abdullah Al-Khaibari,abdullah-alkhaibari,A. Al-Khaibari,M,17,178.0,1250,M,867179,EUR,840153600,M,17,17,True,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583811,away,Al-Nassr,Nawaf Al-Aqidi,nawaf-al-aqidi,N. Al-Aqidi,G,1,188.0,1512,M,1014518,EUR,957916800,G,44,44,True,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583811,away,Al-Nassr,Mohammed Al-Fatil,mohammed-al-fatil,M. Al-Fatil,D,33,181.0,549,M,328829,EUR,694483200,D,4,4,True,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583811,away,Al-Nassr,Yousef Hussain Haqawi,yousef-hussain-haqawi,Y. H. Haqawi,D,4,177.0,23,M,1142305,EUR,1034294400,D,59,59,True,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Yousef Hussain Haqawi,,,,,,,,,,,,,,
10583811,away,Al-Nassr,Majed Mohammed,majed-mohammed,M. Mohammed,D,50,169.0,71,M,1385284,EUR,1007337600,D,27,27,True,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Majed Mohammed,,,,,,,,,,,,,,
10583811,away,Al-Nassr,Abdulaziz Al-Aliwa,abdulaziz-al-aliwa,A. Al-Aliwa,M,46,182.0,344,M,1067777,EUR,1076457600,M,46,46,True,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
