match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_wonContest,stat_outfielderBlock,stat_aerialLost,stat_shotOffTarget,player_sofascoreId,stat_challengeLost,stat_interceptionWon,stat_errorLeadToAShot,stat_blockedScoringAttempt,captain,stat_accurateCross,stat_goalAssist,stat_totalOffside,stat_bigChanceMissed,stat_goals,stat_savedShotsFromInsideTheBox
11401879,home,NEC Nijmegen,Robin Roefs,robin-roefs,R. Roefs,G,22,193.0,2142,M,1012928,EUR,1042761600,G,22,22,False,26.0,21.0,7.0,2.0,21.0,21.0,5.0,6.0,2.0,2.0,90.0,34.0,6.3,5.0,0.0,0.0,6.059e-05,0,-1.0267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401879,home,NEC Nijmegen,Bart van Rooij,bart-van-rooij,B. v. Rooij,D,28,174.0,343,M,946506,EUR,990835200,D,28,28,False,26.0,19.0,4.0,1.0,9.0,12.0,16.0,3.0,,,90.0,46.0,6.7,15.0,0.0865,0.1245,0.389762,1,,,,10.0,2.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
11401879,home,NEC Nijmegen,Philippe Sandler,philippe-sandler,P. Sandler,D,3,188.0,233,M,842275,EUR,855532800,D,3,3,False,50.0,47.0,9.0,7.0,40.0,42.0,8.0,8.0,,,72.0,56.0,7.0,4.0,0.0,0.0,0.179783,0,,,,7.0,,1.0,2.0,4.0,,2.0,,,1.0,,,,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,
11401879,home,NEC Nijmegen,Bram Nuytinck,bram-nuytinck,B. Nuytinck,D,17,190.0,135,M,70930,EUR,641779200,D,17,17,False,100.0,86.0,14.0,6.0,42.0,45.0,55.0,5.0,,,90.0,107.0,6.6,15.0,0.0383,0.0,0.0361931,1,,,,44.0,,5.0,3.0,6.0,1.0,,,,2.0,1.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,
11401879,home,NEC Nijmegen,Calvin Verdonk,calvin-verdonk,C. Verdonk,D,24,174.0,14345,M,361780,EUR,862012800,D,24,24,False,66.0,47.0,12.0,4.0,29.0,34.0,33.0,7.0,,,90.0,94.0,6.7,25.0,0.0,0.0,0.0671114,0,,,,18.0,1.0,,6.0,5.0,1.0,1.0,,,,4.0,3.0,,,2.0,1.0,1.0,1.0,,,c.verdonk,3.0,3.0,1.0,,,,,,,,
11401879,home,NEC Nijmegen,Dirk Proper,dirk-proper,D. Proper,M,71,167.0,193,M,961685,EUR,1014508800,M,71,71,False,40.0,33.0,1.0,,23.0,24.0,16.0,5.0,,,90.0,59.0,7.0,8.0,0.0477,0.0,0.0106386,1,,,,10.0,,2.0,8.0,9.0,,,,,2.0,5.0,1.0,1.0,2.0,,,,1.0,7.0,,,1.0,2.0,,1.0,,,,,,,
11401879,home,NEC Nijmegen,Lasse Schöne,lasse-schone,L. Schöne,M,,178.0,570,M,10077,EUR,517536000,M,20,20,False,58.0,47.0,9.0,5.0,24.0,25.0,40.0,8.0,,,90.0,76.0,7.3,16.0,0.0,0.0,0.298144,0,,,,26.0,7.0,2.0,4.0,8.0,1.0,1.0,1.0,,2.0,1.0,,,5.0,1.0,3.0,1.0,,2.0,,,,,,,True,3.0,,,,,
11401879,home,NEC Nijmegen,Rober González,rober-gonzalez,R. González,M,11,169.0,147,M,910022,EUR,978739200,M,11,11,False,15.0,10.0,1.0,,5.0,5.0,10.0,4.0,,,73.0,28.0,7.0,12.0,0.2635,0.7471,0.0732261,2,,,,5.0,,,5.0,3.0,1.0,2.0,,2.0,,1.0,1.0,4.0,2.0,1.0,1.0,,,,,,1.0,,,,,,1.0,1.0,,,
11401879,home,NEC Nijmegen,Magnus Mattsson,magnus-mattsson,M. Mattsson,M,8,174.0,794,M,896117,EUR,919900800,M,8,8,False,29.0,23.0,2.0,,7.0,8.0,21.0,5.0,,,90.0,51.0,8.0,13.0,0.527,0.7056,0.634805,2,,,,16.0,,2.0,3.0,13.0,2.0,3.0,,1.0,,4.0,2.0,3.0,4.0,,2.0,3.0,,,1.0,,1.0,1.0,,,,,,,1.0,1.0,
11401879,home,NEC Nijmegen,Sontje Hansen,sontje-hansen,S. Hansen,M,27,172.0,611,M,1199057,EUR,1021680000,M,10,10,False,15.0,10.0,1.0,1.0,5.0,5.0,14.0,2.0,,,59.0,31.0,6.7,13.0,0.0737,0.2112,0.0689283,1,,,,5.0,4.0,,5.0,6.0,1.0,3.0,,1.0,,3.0,1.0,3.0,,1.0,,3.0,,1.0,,,3.0,,,,,,,1.0,1.0,,
