match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,player_sofascoreId,stat_aerialLost,stat_aerialWon,stat_bigChanceMissed,stat_shotOffTarget,stat_outfielderBlock,stat_expectedGoals,stat_onTargetScoringAttempt,stat_wasFouled,stat_expectedGoalsOnTarget,stat_keyPass,stat_totalContest,stat_wonContest,stat_fouls,stat_totalOffside,stat_bigChanceCreated,captain,stat_blockedScoringAttempt,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot
12437883,home,Villarreal,Luiz Júnior,Luiz Lúcio Reis Júnior,,luiz-junior,L. Júnior,G,1,192,2350,M,1066603,EUR,979430400,G,1,1,False,26.0,18.0,10.0,2.0,0.0,17.0,19.0,1.0,7.0,1.0,7.0,1.0,2.0,1.0,2.0,1.0,90.0,39.0,7.2,9.0,0.00017301,0,0.1366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437883,home,Villarreal,Kiko Femenía,,,kiko-femenia,K. Femenía,D,17,176,444,M,53739,EUR,665452800,D,17,17,False,63.0,58.0,3.0,2.0,0.0,40.0,42.0,19.0,24.0,4.0,5.0,1.0,,,,,90.0,88.0,7.1,10.0,0.024994,0,,3.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
12437883,home,Villarreal,Juan Foyth,,,juan-foyth,J. Foyth,D,8,187,6465,M,873189,EUR,884563200,D,8,8,False,85.0,79.0,9.0,7.0,0.0,60.0,63.0,19.0,22.0,9.0,2.0,,,,,,90.0,101.0,7.9,6.0,0.00781831,2,,,,5.0,7.0,1.0,,1.0,1.0,1.0,juanfoyth,4.0,6.0,1.0,2.0,2.0,0.4972,,,,,,,,,,,,,,
12437883,home,Villarreal,Logan Costa,,,logan-costa,L. Costa,D,2,188,677,M,911853,EUR,986083200,D,2,2,False,61.0,55.0,8.0,5.0,0.0,34.0,35.0,21.0,26.0,,4.0,1.0,,,,,77.0,65.0,6.9,7.0,0.00920364,0,,,,1.0,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
12437883,home,Villarreal,Sergi Cardona,,,sergi-cardona,S. Cardona,D,23,186,1119,M,986245,EUR,932256000,D,23,23,False,32.0,25.0,3.0,1.0,0.0,9.0,9.0,18.0,30.0,1.0,5.0,,,,,,77.0,50.0,7.4,13.0,0.158629,1,,7.0,2.0,1.0,4.0,,1.0,,3.0,3.0,,,1.0,1.0,,,0.1473,1.0,1.0,0.1589,1.0,,,,,,,,,,
12437883,home,Villarreal,Tajon Buchanan,,,tajon-buchanan,T. Buchanan,M,17,183,7471,M,973290,EUR,918432000,M,9,9,False,19.0,17.0,1.0,,0.0,4.0,4.0,13.0,18.0,,7.0,2.0,,,,,57.0,39.0,7.2,11.0,0.0115367,1,,3.0,,6.0,7.0,1.0,3.0,,1.0,1.0,,,2.0,,,,0.0154,1.0,2.0,0.0097,1.0,3.0,2.0,2.0,1.0,,,,,,
12437883,home,Villarreal,Santi Comesaña,,,santi-comesana,S. Comesaña,M,14,187,1066,M,843678,EUR,844473600,M,14,14,False,65.0,49.0,4.0,3.0,0.0,26.0,31.0,23.0,36.0,2.0,9.0,,,,,,90.0,90.0,8.4,19.0,0.147997,0,,2.0,,5.0,16.0,2.0,1.0,1.0,8.0,5.0,,1.0,3.0,,,1.0,,,2.0,,2.0,3.0,3.0,1.0,,1.0,,,,,
12437883,home,Villarreal,Dani Parejo,,,dani-parejo,D. Parejo,M,10,180,1999,M,39182,EUR,608688000,M,10,10,False,37.0,32.0,1.0,1.0,0.0,16.0,16.0,16.0,21.0,,5.0,,,,,,63.0,42.0,7.1,5.0,0.0212801,1,,,,2.0,3.0,,,,3.0,2.0,,1.0,,,,1.0,0.0376,,,,,,,1.0,,,True,1.0,,,
12437883,home,Villarreal,Alejandro Baena,,,alejandro-baena,A. Baena,M,10,174,9564,M,910031,EUR,995587200,M,16,16,False,34.0,24.0,5.0,1.0,0.0,8.0,8.0,20.0,33.0,,9.0,1.0,,,,,90.0,57.0,7.2,20.0,0.678527,3,,7.0,4.0,7.0,5.0,,3.0,,1.0,1.0,alexbaena,,1.0,,2.0,,0.1371,,3.0,,3.0,4.0,1.0,1.0,,1.0,,1.0,,,
12437883,home,Villarreal,Ayoze Pérez,,,ayoze-perez,A. Pérez,F,22,180,3785,M,345195,EUR,743385600,F,22,22,False,15.0,11.0,,,0.0,2.0,3.0,9.0,12.0,,,1.0,,,,,57.0,26.0,6.2,12.0,0.0411271,1,,,,7.0,2.0,,2.0,,1.0,1.0,,1.0,,1.0,,,0.2568,1.0,,0.1543,,5.0,1.0,,,,,,,,
