match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_wasFouled,stat_fouls,stat_dispossessed,stat_unsuccessfulTouch,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_shotOffTarget,stat_aerialWon,stat_bigChanceMissed,stat_blockedScoringAttempt,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals,stat_bigChanceCreated,stat_totalOffside,stat_hitWoodwork
14288796,home,FC Alverca,André Gomes,André Gomes,,andre-gomes,A. Gomes,G,13,182,794,M,1139990,EUR,1098230400,G,13,13,False,22.0,8.0,18.0,4.0,0.0,5.0,6.0,3.0,16.0,7.0,2.0,3.0,90.0,28.0,6.0,14.0,0.00172253,22.457602720641,4.0,8.82,6.615,0.0326,0,-0.8874,0.03,-0.04,-0.31,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14288796,home,FC Alverca,Kaiky Naves,Kaiky Naves,,kaiky-naves,K. Naves,D,4,186,1824,M,1167068,EUR,1020816000,D,4,4,False,36.0,29.0,8.0,2.0,0.0,14.0,17.0,15.0,19.0,4.0,,,90.0,46.0,6.4,7.0,0.067357,43.011547653733,8.0,23.52,7.035,,0,,0.22,0.06,-0.17,,True,1.0,1.0,3.0,5.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
14288796,home,FC Alverca,Julián Jose Martinez,Julián Jose Martinez,,julian-jose-martinez,J. Martinez,D,3,177,394,M,1476213,EUR,1070236800,D,3,3,False,28.0,21.0,3.0,1.0,0.0,17.0,20.0,4.0,8.0,4.0,,,90.0,37.0,6.2,7.0,0.00181873,6.9358399285416,2.0,3.045,3.255,,0,,-0.04,0.0,-0.41,,,,,,2.0,4.0,1.0,,,3.0,1.0,1.0,2.0,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,
14288796,home,FC Alverca,Bastien Meupiyou,,,bastien-meupiyou,B. Meupiyou,D,33,191,529,M,1405973,EUR,1142726400,D,33,33,False,33.0,30.0,5.0,3.0,0.0,20.0,21.0,10.0,12.0,6.0,,,90.0,61.0,7.3,7.0,0.0116525,78.288749940544,10.0,44.835,18.06,,0,,0.21,0.09,-0.07,,,,,1.0,3.0,10.0,,3.0,2.0,3.0,1.0,5.0,6.0,2.0,,2.0,,1.0,2.0,18.198877328011,1.0,,,,,,,,,,,,,,,
14288796,home,FC Alverca,Nabil Touaizi,,,nabil-touaizi,N. Touaizi,F,2,183,485,M,904849,EUR,980985600,M,2,2,False,25.0,21.0,3.0,1.0,0.0,10.0,12.0,11.0,13.0,3.0,,,90.0,48.0,6.4,14.0,0.161436,96.355318178648,12.0,53.34,13.335,,1,,0.26,0.05,-0.08,,,7.0,1.0,,5.0,2.0,,4.0,2.0,1.0,1.0,2.0,,,2.0,,2.0,1.0,1.0,14.417529469365,1.0,1.0,0.0656,0.0788,-0.03,,,,,,,,,,,
14288796,home,FC Alverca,Alexsandro Amorim,,,amorim,Amorim,M,4,177,437,M,1511706,EUR,1116374400,M,8,8,False,34.0,29.0,1.0,,0.0,14.0,15.0,15.0,19.0,10.0,,,84.0,49.0,7.1,9.0,0.0210869,138.51112388199,14.0,49.98,14.49,,1,,0.06,0.29,0.14,,,2.0,,,2.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,,1.0,,,2.0,,,,0.0237,,-0.09,1.0,,,,,,,,,,
14288796,home,FC Alverca,Sabit Abdulai,,,sabit-abdulai,S. Abdulai,M,21,185,126,M,1031485,EUR,926380800,M,21,21,False,35.0,30.0,4.0,2.0,0.0,16.0,17.0,14.0,18.0,6.0,,,90.0,50.0,6.3,9.0,0.0224164,93.989721282908,12.0,57.96,23.415,,0,,0.16,0.14,-0.36,,,,,,7.0,5.0,4.0,3.0,3.0,2.0,,2.0,2.0,1.0,,,2.0,1.0,2.0,23.46717539458,1.0,,,,,,,,,,,,,,,
14288796,home,FC Alverca,Francisco Chissumba,Francisco,Chissumba,francisco-chissumba,F. Chissumba,D,55,180,264,M,1158067,EUR,1117324800,M,55,55,False,34.0,27.0,,,0.0,16.0,19.0,11.0,15.0,7.0,,,90.0,56.0,6.7,12.0,0.0188266,105.000543184,13.0,49.245,31.08,,0,,0.08,0.08,-0.21,,,1.0,,1.0,5.0,6.0,1.0,5.0,3.0,2.0,,2.0,,,,2.0,1.0,,1.0,34.611850918435,1.0,,,,,,1.0,,,,,,,,,
14288796,home,FC Alverca,Lincoln,,,lincoln,Lincoln,M,18,177,840,M,794928,EUR,910396800,F,18,18,False,27.0,23.0,1.0,,0.0,8.0,8.0,15.0,19.0,1.0,,,73.0,42.0,7.3,8.0,0.0480926,65.109795741292,8.0,42.735,26.46,,1,,0.27,0.12,0.19,,,4.0,2.0,,,5.0,,1.0,1.0,1.0,,,2.0,,1.0,2.0,,,,27.553138768569,1.0,1.0,0.0154,0.0587,-0.04,,,,,,,,,,,
14288796,home,FC Alverca,Marko Milovanović,Marko,Milovanović,marko-milovanovic,M. Milovanović,F,9,196,376,M,1100957,EUR,1059955200,F,9,9,False,13.0,8.0,1.0,1.0,0.0,3.0,6.0,5.0,7.0,1.0,,,67.0,23.0,6.7,10.0,0.00622835,38.347569251516,4.0,10.815,9.135,,3,,-0.03,0.01,-0.03,,,,,3.0,5.0,4.0,,1.0,,,,,,,,1.0,,1.0,2.0,,,3.0,0.4816,0.5025,0.1,,3.0,1.0,,,,,,,,
