match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_shotValueNormalized,player_firstName,player_lastName,stat_aerialWon,stat_interceptionWon,stat_accurateCross,stat_dispossessed,stat_wonContest,stat_keyPass,captain,stat_hitWoodwork,stat_challengeLost,stat_blockedScoringAttempt,stat_punches,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed
14015670,home,ZFC Meuselwitz,Lukas Sedlak,lukas-sedlak,L. Sedlak,G,36,187.0,3,M,941109,EUR,936835200,G,36,36,False,48.0,35.0,17.0,6.0,0.0,34.0,37.0,1.0,11.0,1.0,9.0,2.0,2.0,4.0,1.0,1.0,90.0,56.0,5.1,13.0,0.3254,0,-0.06,0.04,-1.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015670,home,ZFC Meuselwitz,Florian Hansch,florian-hansch,F. Hansch,F,22,183.0,6,M,255821,EUR,809049600,D,22,22,False,8.0,6.0,2.0,2.0,0.0,4.0,4.0,2.0,4.0,,1.0,,,,,,73.0,22.0,5.3,7.0,,2,-0.3,0.18,-0.82,,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,-0.19,,,,,,,,,,,,,,,,
14015670,home,ZFC Meuselwitz,Felix Rehder,felix-rehder,F. Rehder,D,3,182.0,2,M,1130948,EUR,1026345600,D,3,3,False,47.0,43.0,16.0,12.0,0.0,29.0,29.0,14.0,18.0,3.0,3.0,,,,,,73.0,53.0,6.5,4.0,,0,0.28,0.07,-0.63,,,,,2.0,,,,1.0,1.0,1.0,,,,,Felix Rehder,,1.0,1.0,,,,,,,,,,,,
14015670,home,ZFC Meuselwitz,Ben Kessler,ben-kessler,B. Kessler,D,16,183.0,0,M,1134029,EUR,1027728000,D,16,16,False,75.0,68.0,7.0,3.0,0.0,60.0,64.0,8.0,11.0,3.0,3.0,,,,,,90.0,87.0,7.1,7.0,,0,0.05,0.12,0.31,,,1.0,2.0,3.0,,,,5.0,1.0,1.0,,2.0,1.0,,,,,1.0,,,,,,,,,,,,
14015670,home,ZFC Meuselwitz,David Pfeil,david-pfeil,D. Pfeil,D,13,181.0,0,M,1084017,EUR,993513600,D,13,13,False,36.0,28.0,5.0,2.0,0.0,20.0,24.0,8.0,12.0,3.0,3.0,,,,,,90.0,59.0,6.3,14.0,,0,0.27,0.03,-0.65,,7.0,1.0,3.0,7.0,1.0,,,,5.0,5.0,1.0,1.0,1.0,,,,,1.0,3.0,1.0,1.0,4.0,,,,,,,,
14015670,home,ZFC Meuselwitz,Jan Halász,jan-halasz,J. Halász,D,8,,4,M,907169,EUR,983318400,M,8,8,False,11.0,5.0,1.0,1.0,0.0,4.0,6.0,1.0,5.0,,3.0,,,,,,61.0,18.0,6.5,9.0,,0,-0.09,0.02,0.0,,,,2.0,2.0,1.0,,,,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,
14015670,home,ZFC Meuselwitz,René Eckardt,rene-eckardt,R. Eckardt,M,30,179.0,3,M,44325,EUR,635644800,M,30,30,False,23.0,17.0,3.0,2.0,0.0,10.0,10.0,7.0,13.0,2.0,5.0,,,,,,90.0,43.0,6.7,10.0,,1,0.25,0.06,-0.04,,2.0,4.0,8.0,6.0,2.0,1.0,,1.0,2.0,2.0,,2.0,2.0,-0.07,,,1.0,5.0,,1.0,1.0,1.0,True,1.0,,,,,,
14015670,home,ZFC Meuselwitz,Fabian Raithel,fabian-raithel,F. Raithel,D,20,181.0,1,M,253579,EUR,818380800,M,20,20,False,61.0,51.0,8.0,1.0,0.0,39.0,40.0,12.0,21.0,3.0,8.0,,,,,,90.0,85.0,6.6,13.0,,0,0.04,0.28,-0.09,,2.0,,5.0,6.0,1.0,,,1.0,2.0,2.0,,2.0,4.0,,,,2.0,1.0,1.0,,,1.0,,,,,,,,
14015670,home,ZFC Meuselwitz,Hendrik Wurr,hendrik-wurr,H. Wurr,D,17,190.0,1,M,886004,EUR,811123200,M,17,17,False,10.0,8.0,,,0.0,4.0,4.0,4.0,6.0,1.0,2.0,,,,,,61.0,19.0,6.8,3.0,,1,0.1,0.0,-0.24,,,,,7.0,,1.0,,,1.0,1.0,1.0,5.0,,-0.08,,,1.0,,,,,1.0,,,,,,,,
14015670,home,ZFC Meuselwitz,Christoph Pauling,pauling-christoph,C. Pauling,F,19,186.0,0,M,1561543,EUR,962323200,F,19,19,False,13.0,6.0,,,0.0,5.0,5.0,1.0,8.0,,1.0,,,,,,61.0,18.0,6.4,12.0,,0,-0.13,0.21,-0.02,,3.0,1.0,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
