match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelWon,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_goalAssist,stat_bigChanceCreated,stat_shotOffTarget,stat_keyPass,stat_challengeLost,captain,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_dispossessed,stat_onTargetScoringAttempt,player_firstName,player_lastName,stat_goals,stat_totalOffside,stat_goodHighClaim,player_sofascoreId,stat_blockedScoringAttempt,stat_hitWoodwork,stat_bigChanceMissed
10411194,home,Hellas Verona,Lorenzo Montipò,lorenzo-montipo,L. Montipò,G,1,191,564,M,253391,EUR,820454400,G,1,1,False,30.0,20.0,19.0,9.0,12.0,14.0,8.0,16.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,90.0,35.0,5.6,10.0,0.0,0.0,0.00157826,0,-2.4341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411194,home,Hellas Verona,Paweł Dawidowicz,pawel-dawidowicz,P. Dawidowicz,D,27,188,1744,M,288321,EUR,800928000,D,27,27,False,27.0,16.0,6.0,2.0,12.0,15.0,4.0,12.0,,1.0,1.0,8.0,,,,,,90.0,44.0,6.6,14.0,0.0,0.0,0.00299357,0,,1.0,7.0,2.0,1.0,4.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10411194,home,Hellas Verona,Koray Günter,koray-gunter,K. Günter,D,22,185,217,M,138165,EUR,776995200,D,21,21,False,30.0,20.0,11.0,3.0,10.0,12.0,10.0,18.0,5.0,6.0,4.0,4.0,,,,,,90.0,44.0,6.7,10.0,0.1364,0.0,0.00725167,2,,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
10411194,home,Hellas Verona,Bruno Amione,bruno-amione,B. Amione,D,2,189,503,M,990050,EUR,1010016000,D,2,2,False,13.0,10.0,2.0,,8.0,10.0,2.0,3.0,,4.0,4.0,5.0,,,,,,58.0,22.0,6.0,5.0,0.0,0.0,0.00068922,0,,1.0,2.0,,,1.0,1.0,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,
10411194,home,Hellas Verona,Davide Faraoni,davide-faraoni,D. Faraoni,D,19,180,300,M,32040,EUR,688348800,M,5,5,False,14.0,8.0,3.0,1.0,4.0,6.0,5.0,11.0,1.0,4.0,1.0,4.0,,,,,,90.0,28.0,7.0,9.0,0.0,0.0,0.187057,0,,,5.0,,1.0,4.0,3.0,,,1.0,1.0,,1.0,3.0,True,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
10411194,home,Hellas Verona,Adrien Tameze,adrien-tameze,A. Tameze,M,61,182,371,M,139235,EUR,760320000,M,61,61,False,21.0,19.0,1.0,1.0,11.0,11.0,8.0,11.0,,5.0,3.0,2.0,,,,,,90.0,43.0,6.3,8.0,0.0,0.0,0.0673994,0,,,4.0,1.0,,3.0,1.0,,1.0,,,,,1.0,,1.0,,2.0,1.0,2.0,2.0,,,,,,,,,,
10411194,home,Hellas Verona,Martin Hongla,martin-hongla,M. Hongla,M,78,183,1195,M,856062,EUR,890006400,M,18,18,False,15.0,13.0,1.0,,7.0,9.0,6.0,7.0,1.0,4.0,,7.0,,,,,,67.0,26.0,6.5,5.0,0.027,0.0985,0.00324256,1,,,2.0,,3.0,,,,2.0,,,,,,,1.0,,3.0,2.0,,,1.0,,,,,,,,,
10411194,home,Hellas Verona,Ivan Ilić,ivan-ilic,I. Ilić,M,8,185,1776,M,877371,EUR,984787200,M,14,14,False,32.0,25.0,2.0,,12.0,15.0,16.0,22.0,2.0,3.0,1.0,4.0,,,,,,90.0,46.0,6.8,11.0,0.0,0.0,0.151421,0,,,2.0,,1.0,1.0,1.0,,1.0,,,,2.0,,,5.0,3.0,1.0,1.0,2.0,,,,,,,,,,,
10411194,home,Hellas Verona,Darko Lazović,darko-lazovic,D. Lazović,M,88,181,680,M,41157,EUR,653356800,M,8,8,False,25.0,16.0,3.0,1.0,8.0,10.0,8.0,18.0,1.0,5.0,2.0,4.0,,,,,,90.0,41.0,6.5,14.0,0.0373,0.0,0.013988,1,,,4.0,1.0,,4.0,1.0,,1.0,,,1.0,,2.0,,3.0,,1.0,,,,,,,,,,,,,
10411194,home,Hellas Verona,Kevin Lasagna,kevin-lasagna,K. Lasagna,F,15,181,317,M,587962,EUR,713404800,F,11,11,False,6.0,2.0,,,1.0,1.0,1.0,5.0,1.0,6.0,1.0,2.0,,,,,,72.0,17.0,6.9,10.0,0.6283,0.4989,3.722e-05,1,,,1.0,,1.0,1.0,,,4.0,,,,,,,,,,,3.0,2.0,1.0,,,1.0,1.0,,,,,
10411194,home,Hellas Verona,Thomas Henry,thomas-henry,T. Henry,F,9,191,450,M,795541,EUR,780019200,F,9,9,False,2.0,,,,,,,2.0,5.0,7.0,1.0,1.0,,,,,,59.0,13.0,6.9,7.0,0.2573,0.9133,0.0,1,,2.0,3.0,,,,,1.0,,,,,,,,,,1.0,,3.0,1.0,1.0,,,1.0,,,,,,
10411194,home,Hellas Verona,Panagiotis Retsos,panagiotis-retsos,T. Retsos,D,45,186,1544,M,828971,EUR,902620800,D,45,45,True,22.0,20.0,1.0,1.0,10.0,11.0,10.0,11.0,,1.0,,5.0,,,,,,32.0,26.0,6.3,3.0,0.0,0.0,0.00168772,0,,,2.0,,,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,
10411194,home,Hellas Verona,Roberto Piccoli,roberto-piccoli,R. Piccoli,F,91,190,1557,M,958982,EUR,980553600,F,20,20,True,4.0,4.0,1.0,1.0,,,4.0,4.0,1.0,1.0,,,,,,,,31.0,6.0,6.6,1.0,0.0,0.0,0.00508974,0,,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,
10411194,home,Hellas Verona,Antonín Barák,antonin-barak,A. Barák,M,72,190,780,M,330705,EUR,786412800,M,7,7,True,13.0,11.0,,,4.0,4.0,7.0,10.0,,2.0,,2.0,,,,,,23.0,18.0,6.3,6.0,0.0,0.0,0.00244936,0,,,1.0,,,,,,,,,,,,,1.0,,2.0,1.0,1.0,1.0,,,,,,,,,,
10411194,home,Hellas Verona,Milan Đurić,milan-duric,M. Đurić,F,9,199,819,M,76132,EUR,643334400,F,19,19,True,6.0,3.0,,,1.0,1.0,2.0,5.0,2.0,2.0,,,,,,,,18.0,9.0,6.6,3.0,0.0,0.0,0.00051999,0,,3.0,4.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
10411194,home,Hellas Verona,Mattia Chiesa,mattia-chiesa,M. Chiesa,G,1,190,62,M,916322,EUR,963705600,G,16,16,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,Mattia,Chiesa,,,,,,,
10411194,home,Hellas Verona,Alessandro Berardi,alessandro-berardi,A. Berardi,G,,185,37,M,147700,EUR,663984000,G,22,22,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411194,home,Hellas Verona,Diego Coppola,diego-coppola,D. Coppola,D,42,192,1399,M,1050692,EUR,1072569600,D,42,42,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411194,home,Hellas Verona,Giangiacomo Magnani,giangiacomo-magnani,G. Magnani,D,96,190,252,M,812829,EUR,812764800,D,23,23,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411194,home,Hellas Verona,Filippo Terracciano,terracciano-filippo,F. Terracciano,D,24,181,1614,M,1034303,EUR,1044662400,M,24,24,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411194,home,Hellas Verona,Ibrahim Sulemana,ibrahim-sulemana,I. Sulemana,M,25,180,1979,M,105905,EUR,1053561600,M,77,77,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411194,home,Hellas Verona,Alessandro Cortinovis,alessandro-cortinovis,A. Cortinovis,M,10,180,125,M,918873,EUR,980380800,M,72,72,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
