match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateLongBalls,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_outfielderBlock,stat_accurateCross,stat_totalContest,stat_keyPass,captain,stat_blockedScoringAttempt,stat_wonContest,stat_onTargetScoringAttempt,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_goalAssist,stat_goals
10385563,home,Aston Villa,Emiliano Martínez,emiliano-martinez,E. Martínez,G,23,195,61053,M,EmiMartínez,158263,EUR,715392000,G,1,1,False,34.0,26.0,8.0,25.0,25.0,1.0,9.0,9.0,2.0,1.0,90.0,41.0,6.4,8.0,0.0,0.0,0.00026297,0,-0.8589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385563,home,Aston Villa,Matty Cash,matty-cash,M. Cash,D,2,185,9380,M,mattycash622,833956,EUR,870912000,D,2,2,False,39.0,30.0,4.0,21.0,23.0,9.0,18.0,5.0,,,90.0,67.0,7.1,13.0,0.064,0.0,0.0100117,1,,1.0,2.0,1.0,2.0,4.0,8.0,1.0,1.0,1.0,3.0,3.0,5.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10385563,home,Aston Villa,Ezri Konsa,ezri-konsa,E. Konsa,D,4,183,3197,M,,827679,EUR,877564800,D,4,4,False,70.0,65.0,4.0,57.0,58.0,8.0,12.0,2.0,,,90.0,78.0,6.8,5.0,0.0,0.0,0.00305203,0,,3.0,,,1.0,2.0,2.0,1.0,,,5.0,2.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,
10385563,home,Aston Villa,Calum Chambers,calum-chambers,C. Chambers,D,12,183,598,M,,227942,EUR,790560000,D,16,16,False,70.0,62.0,6.0,48.0,52.0,14.0,18.0,7.0,,,90.0,80.0,6.9,10.0,0.0,0.0,0.00491026,0,,3.0,,,1.0,3.0,3.0,1.0,,,1.0,3.0,2.0,2.0,,,2.0,,,1.0,,,,,,,,,,,
10385563,home,Aston Villa,Lucas Digne,lucas-digne,L. Digne,D,12,178,4442,M,LDigne,96538,EUR,743126400,D,27,27,False,63.0,42.0,8.0,14.0,22.0,29.0,49.0,11.0,,,90.0,101.0,6.9,35.0,0.0,0.0,0.112532,0,,2.0,8.0,,3.0,3.0,6.0,1.0,1.0,,1.0,,1.0,1.0,4.0,2.0,,,,1.0,1.0,1.0,3.0,,,,,,,,
10385563,home,Aston Villa,Douglas Luiz,douglas-luiz,D. Luiz,M,21,175,11801,M,Douglas_Luiz,867887,EUR,894672000,M,6,6,False,50.0,43.0,4.0,31.0,31.0,12.0,21.0,5.0,,,66.0,59.0,6.5,10.0,0.0,0.0,0.0173169,0,,,2.0,2.0,,5.0,1.0,1.0,1.0,,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,
10385563,home,Aston Villa,Boubacar Kamara,boubacar-kamara,B. Kamara,M,44,184,3386,M,,826204,EUR,943315200,M,44,44,False,72.0,67.0,7.0,46.0,49.0,21.0,23.0,14.0,,,90.0,86.0,6.6,9.0,0.0,0.0,0.0119333,0,,4.0,,2.0,1.0,9.0,5.0,2.0,1.0,,2.0,,3.0,2.0,2.0,1.0,3.0,,,,,1.0,1.0,,,,,,,,
10385563,home,Aston Villa,John McGinn,john-mcginn,J. McGinn,M,7,175,3895,M,,250223,EUR,782438400,M,7,7,False,67.0,60.0,6.0,21.0,23.0,41.0,49.0,6.0,,,89.0,91.0,7.2,13.0,0.0549,0.0,0.0405475,2,,4.0,5.0,,,3.0,4.0,1.0,1.0,1.0,,1.0,3.0,2.0,2.0,1.0,1.0,,,,2.0,,,True,1.0,,,,,,
10385563,home,Aston Villa,Philippe Coutinho,philippe-coutinho,P. Coutinho,M,10,172,68776,M,Coutinho,119159,EUR,708307200,M,23,23,False,36.0,29.0,3.0,8.0,8.0,22.0,30.0,1.0,,,66.0,51.0,7.1,12.0,0.0236,0.0591,0.111406,1,,1.0,2.0,1.0,,2.0,4.0,,1.0,,,,1.0,,2.0,2.0,,,,,1.0,1.0,2.0,,,1.0,1.0,,,,
10385563,home,Aston Villa,Ollie Watkins,ollie-watkins,O. Watkins,F,11,179,19908,M,OllieWatkins,555386,EUR,820281600,F,11,11,False,18.0,16.0,1.0,6.0,6.0,10.0,12.0,3.0,,,90.0,24.0,6.8,3.0,0.195,0.0653,0.023188,2,,1.0,,2.0,1.0,4.0,2.0,,1.0,,,2.0,,,,1.0,1.0,,,,,,,,1.0,,1.0,,,,
