match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_keyPass,stat_goalAssist,stat_aerialLost,stat_challengeLost,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_shotOffTarget,stat_fouls,player_sofascoreId,captain,stat_dispossessed,stat_wasFouled,stat_goals,stat_totalOffside,stat_outfielderBlock,stat_goodHighClaim,stat_ownGoals,stat_errorLeadToAShot
10382256,home,Feyenoord,Timon Wellenreuther,,,timon-wellenreuther,T. Wellenreuther,G,22,186,588,M,253875,EUR,817948800,G,22,22,False,30.0,28.0,8.0,6.0,25.0,26.0,3.0,4.0,1.0,1.0,10.0,1.0,1.0,90.0,34.0,6.5,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382256,home,Feyenoord,Marcus Pedersen,,,marcus-pedersen,M. Pedersen,D,16,178,655,M,934409,EUR,963705600,D,2,2,False,15.0,11.0,2.0,,3.0,4.0,9.0,14.0,,3.0,4.0,,,45.0,37.0,6.7,9.0,1,3.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
10382256,home,Feyenoord,Lutsharel Geertruida,,,lutsharel-geertruida,L. Geertruida,D,6,185,2489,M,856739,EUR,963878400,D,4,4,False,82.0,77.0,4.0,3.0,21.0,22.0,57.0,61.0,,6.0,8.0,,,90.0,99.0,7.4,7.0,0,1.0,1.0,5.0,5.0,4.0,,,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,
10382256,home,Feyenoord,Dávid Hancko,,,david-hancko,D. Hancko,D,17,188,4795,M,807771,EUR,881971200,D,33,33,False,110.0,100.0,7.0,3.0,33.0,36.0,67.0,76.0,2.0,3.0,13.0,,,90.0,125.0,7.1,14.0,3,2.0,,1.0,,,2.0,1.0,,,,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
10382256,home,Feyenoord,Quilindschy Hartman,,,quilindschy-hartman,Q. Hartman,D,3,183,1253,M,1392044,EUR,1005696000,D,5,5,False,54.0,49.0,3.0,1.0,9.0,10.0,43.0,53.0,,,4.0,,,74.0,70.0,6.9,12.0,1,9.0,3.0,3.0,1.0,,,,3.0,,,1.0,,2.0,,,,,,1.0,1.0,,,,,,,,,,
10382256,home,Feyenoord,Mats Wieffer,,,mats-wieffer,M. Wieffer,M,27,188,2174,M,959628,EUR,942710400,M,20,20,False,95.0,83.0,7.0,4.0,29.0,34.0,54.0,62.0,3.0,6.0,10.0,,,90.0,118.0,6.8,19.0,0,1.0,,8.0,5.0,3.0,,4.0,1.0,,3.0,3.0,,3.0,3.0,,,,,,,,,,,,,,,,
10382256,home,Feyenoord,Orkun Kökçü,,,orkun-kokcu,O. Kökçü,M,10,175,13499,M,907461,EUR,978048000,M,10,10,False,106.0,96.0,10.0,9.0,18.0,19.0,80.0,90.0,,3.0,4.0,,,90.0,120.0,8.3,15.0,2,3.0,2.0,3.0,2.0,2.0,1.0,2.0,7.0,,,1.0,1.0,,,,,,,1.0,,orkunkokcu,True,2.0,1.0,,,,,,
10382256,home,Feyenoord,Javairô Dilrosun,,,javairo-dilrosun,J. Dilrosun,F,24,175,728,M,803028,EUR,898473600,M,11,11,False,19.0,12.0,1.0,,1.0,3.0,12.0,20.0,2.0,7.0,1.0,,,45.0,41.0,7.1,16.0,2,4.0,1.0,3.0,5.0,5.0,1.0,5.0,,,1.0,1.0,,,3.0,,,,,1.0,1.0,,,,,,,,,,
10382256,home,Feyenoord,Danilo,,,danilo,Danilo,F,9,174,1240,M,940647,EUR,923443200,M,9,9,False,17.0,14.0,,,4.0,4.0,10.0,13.0,2.0,3.0,4.0,,,45.0,24.0,6.5,8.0,0,,,3.0,2.0,1.0,,3.0,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,
10382256,home,Feyenoord,Oussama Idrissi,,,oussama-idrissi,O. Idrissi,M,11,175,2812,M,823963,EUR,825292800,M,26,26,False,41.0,33.0,3.0,2.0,7.0,7.0,27.0,41.0,,7.0,4.0,,,76.0,78.0,7.2,23.0,3,7.0,1.0,7.0,7.0,5.0,1.0,3.0,3.0,,,1.0,1.0,,,1.0,,,1.0,1.0,2.0,,,2.0,1.0,,,,,,
10382256,home,Feyenoord,Santiago Giménez,,,santiago-gimenez,S. Giménez,F,7,182,32499,M,892141,EUR,987552000,F,29,29,False,16.0,8.0,2.0,1.0,1.0,1.0,7.0,15.0,3.0,5.0,1.0,,,90.0,33.0,7.7,16.0,5,,,7.0,3.0,1.0,,4.0,,,3.0,,,,1.0,,,,2.0,3.0,,sant.gimenez,,2.0,1.0,1.0,1.0,,,,
10382256,home,Feyenoord,Alireza Jahanbakhsh,,,alireza-jahanbakhsh,A. Jahanbakhsh,M,27,180,3825,M,331837,EUR,745027200,F,7,7,True,34.0,26.0,4.0,1.0,6.0,6.0,22.0,31.0,,,3.0,,,45.0,43.0,6.9,10.0,1,3.0,2.0,3.0,,,,,2.0,,,1.0,,,1.0,,,,1.0,,1.0,alirezajb,,1.0,,,,,,,
10382256,home,Feyenoord,Ezequiel Bullaude,,,ezequiel-bullaude,E. Bullaude,M,10,184,548,M,960077,EUR,972518400,M,30,30,True,17.0,16.0,1.0,1.0,5.0,5.0,11.0,12.0,2.0,5.0,2.0,,,45.0,28.0,6.6,3.0,3,,,4.0,2.0,2.0,,,,,1.0,1.0,,,,,,1.0,1.0,2.0,,,,2.0,1.0,,,,,,
10382256,home,Feyenoord,Sebastian Szymański,,,sebastian-szymanski,S. Szymański,M,17,174,10886,M,847983,EUR,926294400,M,17,17,True,10.0,8.0,1.0,,1.0,1.0,8.0,14.0,,2.0,3.0,,,45.0,25.0,6.9,8.0,3,5.0,1.0,2.0,,,1.0,1.0,1.0,,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,szymanski_11,,1.0,2.0,,,1.0,,,
10382256,home,Feyenoord,Igor Paixão,,,igor-paixao,I. Paixão,F,14,168,12525,M,981815,EUR,962150400,F,14,14,True,5.0,5.0,,,2.0,2.0,3.0,3.0,,2.0,,,,16.0,9.0,6.9,1.0,1,,,,2.0,2.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,
