match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_outfielderBlock,stat_wasFouled,stat_keyPass,player_sofascoreId,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed,stat_hitWoodwork,captain,stat_punches,stat_lastManTackle
12441712,home,PSV Eindhoven,Walter Benítez,,,walter-benitez,W. Benítez,G,44,193,4345,M,249859,EUR,727401600,G,1,1,False,44.0,28.0,28.0,12.0,0.0,21.0,23.0,7.0,21.0,7.0,1.0,2.0,3.0,90.0,50.0,7.0,16.0,0.0119221,0,-0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441712,home,PSV Eindhoven,Richard Ledezma,,,richard-ledezma,R. Ledezma,D,37,175,944,M,985176,EUR,968198400,D,37,37,False,52.0,49.0,2.0,2.0,0.0,20.0,21.0,30.0,32.0,6.0,,,,67.0,67.0,7.1,7.0,0.218051,1,,1.0,1.0,1.0,1.0,6.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0667,0.2481,,,,,,,,,,,,,,,
12441712,home,PSV Eindhoven,Ryan Flamingo,Ryan Flamingo,,ryan-flamingo,R. Flamingo,D,6,186,1614,M,1046960,EUR,1041292800,D,6,6,False,64.0,62.0,5.0,4.0,0.0,40.0,40.0,22.0,24.0,2.0,,,,90.0,81.0,7.0,6.0,0.0192666,2,,,,3.0,5.0,5.0,5.0,,2.0,,,,5.0,,,,0.0992,,1.0,1.0,1.0,2.0,,,,,,,,,,,
12441712,home,PSV Eindhoven,Olivier Boscagli,,,boscagli-olivier,O. Boscagli,D,21,181,1043,M,788784,EUR,879811200,D,18,18,False,99.0,91.0,15.0,9.0,0.0,40.0,42.0,51.0,58.0,7.0,,,,89.0,113.0,7.8,9.0,0.241346,1,,1.0,,,,1.0,8.0,1.0,,1.0,1.0,,,5.0,2.0,,0.0832,,1.0,,1.0,,1.0,2.0,2.0,,,,,,,,
12441712,home,PSV Eindhoven,Mauro Júnior,,,mauro-junior,M. Júnior,D,17,171,1141,M,893499,EUR,925948800,D,17,17,False,71.0,62.0,6.0,4.0,0.0,24.0,26.0,39.0,46.0,11.0,,,,89.0,98.0,6.7,20.0,0.06632,1,,1.0,1.0,1.0,1.0,7.0,7.0,1.0,1.0,9.0,5.0,,,1.0,,,0.0364,,1.0,,1.0,4.0,,,1.0,,,,,,,,
12441712,home,PSV Eindhoven,Jerdy Schouten,,,jerdy-schouten,J. Schouten,M,22,185,1244,M,844234,EUR,853027200,M,22,22,False,69.0,64.0,1.0,,1.0,20.0,21.0,44.0,48.0,4.0,,,,90.0,79.0,7.4,5.0,0.207752,2,,,,3.0,,6.0,3.0,2.0,,,,1.0,1.0,1.0,1.0,1.0,0.1351,0.3484,,1.0,,,,2.0,1.0,,,,,,,,
12441712,home,PSV Eindhoven,Ismael Saibari,,,ismael-saibari,I. Saibari,M,34,185,23357,M,1063767,EUR,980640000,M,34,34,False,47.0,43.0,3.0,3.0,0.0,19.0,19.0,24.0,29.0,7.0,,,,90.0,66.0,8.1,12.0,0.309459,2,,1.0,,,,7.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,,3.0,0.5856,1.3319,,,1.0,4.0,,,4.0,ismaelsaibari,1.0,1.0,,,,,
12441712,home,PSV Eindhoven,Ivan Perišić,,,ivan-perisic,I. Perišić,M,5,187,17305,M,38710,EUR,602380800,M,5,5,False,65.0,53.0,2.0,2.0,0.0,16.0,16.0,40.0,55.0,5.0,,,,90.0,82.0,7.8,17.0,0.498227,1,,6.0,3.0,1.0,3.0,7.0,5.0,3.0,1.0,2.0,2.0,1.0,1.0,,,2.0,0.0269,0.0099,,,,1.0,,,5.0,ivanperisic444,1.0,,,,,,
12441712,home,PSV Eindhoven,Guus Til,,,guus-til,G. Til,M,20,183,2263,M,845798,EUR,882748800,M,20,20,False,26.0,23.0,,,1.0,7.0,8.0,16.0,21.0,2.0,,,,90.0,44.0,7.9,10.0,0.684206,5,,3.0,,1.0,,5.0,3.0,1.0,2.0,1.0,,2.0,1.0,1.0,1.0,,0.8378,1.1568,2.0,1.0,1.0,1.0,,2.0,2.0,,2.0,1.0,2.0,,,,
12441712,home,PSV Eindhoven,Noa Lang,,,noa-lang,N. Lang,F,77,173,15023,M,875136,EUR,929577600,M,10,10,False,40.0,34.0,1.0,1.0,0.0,1.0,2.0,36.0,46.0,2.0,,,,67.0,66.0,7.3,19.0,0.133784,5,,8.0,3.0,1.0,,5.0,2.0,,2.0,3.0,1.0,2.0,,,,,0.2705,0.143,3.0,,,4.0,,1.0,4.0,noano,,,1.0,1.0,,,
