match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_aerialWon,stat_outfielderBlock,stat_totalCross,stat_onTargetScoringAttempt,stat_keyPass,stat_accurateCross,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalOffside,stat_blockedScoringAttempt,stat_goals,stat_bigChanceCreated,stat_bigChanceMissed
10721340,home,ZSV Sportlust '46,Romero Antonioli,Romero Antonioli,,romero-antonioli,R. Antonioli,G,194.0,1,M,1411675,EUR,642643200,G,1,1,False,27.0,13.0,24.0,10.0,7.0,10.0,6.0,17.0,1.0,5.0,6.0,1.0,2.0,3.0,2.0,2.0,2.0,90.0,42.0,6.4,15.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10721340,home,ZSV Sportlust '46,Youri Duisterhof,Youri,Duisterhof,youri-duisterhof,Y. Duisterhof,D,,1,M,866105,EUR,839894400,D,3,3,False,12.0,8.0,3.0,2.0,4.0,5.0,4.0,7.0,5.0,2.0,4.0,,,,,,,90.0,35.0,6.4,9.0,0,2,1.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,
10721340,home,ZSV Sportlust '46,Sanny Monteiro,Sanny,Monteiro,sanny-monteiro,S. Monteiro,D,183.0,1,M,291689,EUR,629251200,D,24,24,False,25.0,19.0,6.0,3.0,13.0,14.0,6.0,11.0,,2.0,4.0,,,,,,,90.0,32.0,6.2,7.0,0,24,,,,2.0,,,1.0,,,True,,,,,,,,,,,,,,,
10721340,home,ZSV Sportlust '46,Laurens van der Voort,Laurens,van der Voort,laurens-van-der-voort,L. v. d. Voort,D,184.0,1,M,899584,EUR,769132800,D,14,14,False,18.0,12.0,3.0,2.0,8.0,11.0,4.0,7.0,3.0,3.0,5.0,,,,,,,83.0,27.0,6.9,6.0,0,14,1.0,1.0,,2.0,1.0,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,
10721340,home,ZSV Sportlust '46,Floris Mulder,Floris Mulder,,floris-mulder,F. Mulder,D,,1,M,1411669,EUR,806889600,D,4,4,False,19.0,14.0,4.0,3.0,7.0,9.0,7.0,10.0,3.0,5.0,3.0,,,,,,,76.0,31.0,6.7,5.0,0,4,1.0,2.0,,,1.0,,,,1.0,,2.0,1.0,,,,,,,,,,,,,
10721340,home,ZSV Sportlust '46,Kesley den Haag,Kesley,den Haag,kesley-den-haag,K. d. Haag,F,,1,M,903206,EUR,841536000,D,7,7,False,9.0,6.0,,,4.0,5.0,2.0,5.0,4.0,1.0,4.0,,,,,,,45.0,26.0,6.8,9.0,1,7,,3.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,,,,1.0,1.0,1.0,,,,,,,,,,
10721340,home,ZSV Sportlust '46,Mohammed Bendadi,,,mohammed-bendadi,M. Bendadi,M,,1,M,866654,EUR,763516800,M,22,22,False,16.0,10.0,3.0,1.0,5.0,6.0,7.0,14.0,3.0,,2.0,,,,,,,83.0,30.0,7.0,11.0,1,,,,,1.0,,,3.0,1.0,,,2.0,2.0,4.0,1.0,1.0,2.0,,,,,,,,,
10721340,home,ZSV Sportlust '46,Zakkaria Issarti,,,zakkaria-issarti,Z. Issarti,F,,1,M,899214,EUR,746755200,M,16,16,False,27.0,21.0,5.0,2.0,11.0,13.0,10.0,16.0,5.0,,11.0,,,,,,,90.0,42.0,6.1,13.0,1,,2.0,13.0,1.0,,4.0,2.0,4.0,,4.0,,,1.0,2.0,,1.0,,6.0,1.0,1.0,1.0,,,,,
10721340,home,ZSV Sportlust '46,Wessel Meiring,Wessel Meiring,,wessel-meiring,W. Meiring,F,,1,M,1411667,EUR,928281600,M,18,18,False,9.0,5.0,3.0,1.0,,,5.0,10.0,,,2.0,,,,,,,61.0,17.0,6.1,9.0,0,19,3.0,6.0,,,,,3.0,,,,,,1.0,,1.0,,2.0,1.0,,,,,,,
10721340,home,ZSV Sportlust '46,Joshua Patrick,Joshua,Patrick,joshua-patrick,J. Patrick,F,,2,M,923421,EUR,529632000,F,15,15,False,18.0,10.0,1.0,,3.0,3.0,7.0,17.0,5.0,5.0,2.0,,,,,,,90.0,39.0,6.7,18.0,1,15,3.0,8.0,1.0,,2.0,1.0,2.0,1.0,,,2.0,,2.0,1.0,3.0,,1.0,3.0,,,1.0,,,,
