match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_fouls,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_totalCross,stat_accurateCross,stat_onTargetScoringAttempt,stat_clearanceOffLine,stat_outfielderBlock,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_goals,stat_dispossessed,stat_bigChanceCreated,stat_shotOffTarget,captain,stat_penaltyConceded,stat_bigChanceMissed,stat_hitWoodwork,stat_penaltyMiss,stat_blockedScoringAttempt,stat_totalOffside,stat_penaltyWon,player_sofascoreId
12421006,home,K. Beerschot V.A.,Davor Matijaš,,,davor-matijas,D. Matijaš,G,71,188.0,108,M,826029,EUR,935366400,G,71,71,False,31.0,27.0,6.0,3.0,0.0,26.0,28.0,1.0,3.0,1.0,2.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,42.0,6.3,5.0,0.0302977,0,-1.165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421006,home,K. Beerschot V.A.,Brian Plat,,,brian-plat,B. Plat,D,4,191.0,60,M,980673,EUR,954892800,D,4,4,False,49.0,43.0,3.0,1.0,0.0,28.0,30.0,15.0,19.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,90.0,60.0,6.2,8.0,0.0098318,0,,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12421006,home,K. Beerschot V.A.,Herve Matthys,,,herve-matthys,H. Matthys,D,3,184.0,82,M,318637,EUR,822009600,D,3,3,False,76.0,67.0,9.0,6.0,1.0,51.0,54.0,17.0,25.0,,3.0,,8.0,3.0,2.0,,,,,,,,,90.0,90.0,7.8,11.0,0.0631248,1,,1.0,1.0,,,,1.0,,,1.0,3.0,1.0,1.0,1.0,3.0,0.0199,0.3175,,,,,,,,,,,,,
12421006,home,K. Beerschot V.A.,Katuku Derrick Tshimanga,,,katuku-derrick-tshimanga,K. D. Tshimanga,D,26,176.0,30,M,46014,EUR,594777600,D,26,26,False,54.0,47.0,4.0,1.0,0.0,32.0,34.0,15.0,20.0,1.0,2.0,2.0,3.0,,,1.0,,,,,,,,90.0,60.0,6.7,7.0,0.0126841,1,,1.0,3.0,1.0,,,,,1.0,,,,1.0,,,0.1466,0.3866,1.0,,,,,,,,,,,,
12421006,home,K. Beerschot V.A.,Simion Michez,,,simion-michez,S. Michez,M,41,178.0,193,M,1126520,EUR,1013212800,M,75,75,False,28.0,23.0,,,1.0,11.0,14.0,13.0,17.0,1.0,6.0,,7.0,3.0,3.0,1.0,,,,,,,,89.0,58.0,8.2,14.0,0.207997,2,,1.0,6.0,1.0,,,1.0,2.0,2.0,2.0,3.0,1.0,1.0,,,0.1505,0.4292,1.0,3.0,1.0,1.0,,,,,,,,,
12421006,home,K. Beerschot V.A.,Ryan Sanusi,,,ryan-sanusi,R. Sanusi,M,18,181.0,35,M,164025,EUR,694569600,M,18,18,False,75.0,68.0,8.0,5.0,0.0,37.0,40.0,31.0,38.0,1.0,4.0,1.0,4.0,3.0,1.0,2.0,,,,,,,,90.0,91.0,6.5,13.0,0.0375917,0,,,5.0,2.0,,,1.0,,,1.0,3.0,,,,,,,,2.0,,,True,1.0,,,,,,,
12421006,home,K. Beerschot V.A.,Welat Cagro,,,cagro-welat,W. Cagro,M,47,188.0,51,M,988579,EUR,928108800,M,47,47,False,49.0,45.0,,,0.0,22.0,23.0,23.0,27.0,,1.0,,1.0,1.0,1.0,,,,,,,,,85.0,61.0,6.0,10.0,0.0146276,1,,,2.0,1.0,,,,3.0,,,1.0,,,,,0.7884,,,1.0,,1.0,,,1.0,1.0,1.0,,,,
12421006,home,K. Beerschot V.A.,Marco Weymans,,,marco-weymans,M. Weymans,D,28,175.0,96,M,802065,EUR,868406400,M,28,28,False,50.0,46.0,3.0,2.0,0.0,18.0,19.0,28.0,31.0,1.0,5.0,,5.0,2.0,,1.0,,,,,,,,90.0,64.0,7.2,7.0,0.0276859,2,,,1.0,,,,3.0,1.0,2.0,,,,1.0,,,0.2009,0.5396,,,,1.0,,,,1.0,,,,,
12421006,home,K. Beerschot V.A.,Ewan Henderson,,,ewan-henderson,E. Henderson,M,20,186.0,63,M,862951,EUR,954115200,F,8,8,False,23.0,21.0,,,0.0,9.0,10.0,12.0,15.0,,1.0,,5.0,,,,,,,,,,,62.0,31.0,7.1,8.0,0.216117,1,,,4.0,,1.0,,,,1.0,2.0,2.0,,1.0,,,0.1778,0.5794,1.0,3.0,,,,,,,,,,,
12421006,home,K. Beerschot V.A.,Thibaud Verlinden,,,thibaud-verlinden,T. Verlinden,M,7,173.0,110,M,826172,EUR,931478400,F,10,10,False,43.0,38.0,2.0,2.0,1.0,15.0,16.0,26.0,38.0,1.0,6.0,,1.0,,,,,,,,,,,90.0,74.0,7.8,18.0,0.251028,4,,,6.0,1.0,6.0,3.0,,,2.0,2.0,11.0,3.0,1.0,,,0.1926,0.2271,,2.0,,2.0,,,,,,1.0,,,
