match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_challengeLost,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_clearanceOffLine,stat_outfielderBlock,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_wasFouled,stat_accurateCross,stat_aerialWon,stat_onTargetScoringAttempt,stat_goals,stat_keyPass,captain,stat_shotOffTarget,stat_penaltyWon,stat_totalOffside,stat_penaltyMiss,stat_goalAssist,stat_bigChanceCreated,stat_goodHighClaim,stat_penaltySave,stat_penaltyFaced,stat_penaltyConceded
10389932,home,AS Monaco,Alexander Nübel,,,alexander-nubel,A. Nübel,G,33,193,2042,M,584722,EUR,844041600,G,16,16,False,22.0,20.0,9.0,7.0,17.0,17.0,3.0,5.0,6.0,2.0,3.0,90.0,29.0,7.4,2.0,0.0,0.0,0.00459154,0,0.5073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389932,home,AS Monaco,Axel Disasi,,,axel-disasi,A. Disasi,D,4,190,9725,M,827243,EUR,889574400,D,6,6,False,69.0,56.0,6.0,2.0,34.0,36.0,22.0,34.0,6.0,,,90.0,81.0,6.9,15.0,0.0,0.0,0.012074,0,,axel_disasi,1.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
10389932,home,AS Monaco,Guillermo Maripán,,,guillermo-maripan,G. Maripán,D,13,193,2139,M,339909,EUR,768182400,D,3,3,False,75.0,69.0,8.0,5.0,39.0,41.0,30.0,34.0,2.0,,,90.0,82.0,7.5,6.0,0.14,0.0,0.018315,1,,,,,3.0,2.0,,2.0,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10389932,home,AS Monaco,Malang Sarr,,,malang-sarr,M. Sarr,D,20,182,2159,M,826203,EUR,917049600,D,23,23,False,42.0,36.0,4.0,1.0,18.0,22.0,18.0,20.0,4.0,,,45.0,49.0,6.8,7.0,0.0,0.0,0.0134761,0,,,,,2.0,3.0,,,2.0,1.0,1.0,2.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10389932,home,AS Monaco,Maghnes Akliouche,,,maghnes-akliouche,M. Akliouche,M,11,183,5917,M,1130939,EUR,1014595200,M,21,21,False,26.0,22.0,1.0,1.0,12.0,12.0,10.0,18.0,7.0,,,73.0,40.0,6.5,10.0,0.0,0.0,0.0651004,0,,,4.0,1.0,5.0,2.0,1.0,,1.0,,,2.0,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,
10389932,home,AS Monaco,Youssouf Fofana,,,youssouf-fofana,Y. Fofana,M,19,185,6182,M,945062,EUR,915926400,M,19,19,False,47.0,40.0,2.0,2.0,15.0,17.0,25.0,30.0,9.0,,,90.0,65.0,7.2,11.0,0.0,0.0,0.0325844,0,,YFofana19_,,,4.0,8.0,2.0,,2.0,5.0,2.0,,,,,,,4.0,2.0,,1.0,,,,,,,,,,,,,,,,
10389932,home,AS Monaco,Eliot Matazo,,,eliot-matazo,E. Matazo,M,36,174,581,M,1046150,EUR,1013731200,M,15,15,False,35.0,26.0,6.0,3.0,11.0,13.0,15.0,22.0,10.0,,,90.0,41.0,6.6,11.0,0.0,0.0,0.0312946,0,,,,2.0,5.0,2.0,1.0,,,2.0,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
10389932,home,AS Monaco,Ismail Jakobs,,,ismail-jakobs,I. Jakobs,D,4,184,7001,M,897291,EUR,934848000,M,14,14,False,31.0,27.0,2.0,1.0,15.0,16.0,13.0,20.0,2.0,,,55.0,42.0,6.8,8.0,0.0,0.0,0.0412796,0,,ismaijakobs,5.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
10389932,home,AS Monaco,Takumi Minamino,,,takumi-minamino,T. Minamino,M,18,174,8866,M,155818,EUR,790214400,F,18,18,False,17.0,13.0,1.0,1.0,1.0,1.0,12.0,26.0,3.0,,,55.0,43.0,6.6,21.0,0.0535,0.0494,0.128275,1,,Minamino,10.0,,8.0,2.0,3.0,,,,,3.0,2.0,,,,,,,4.0,1.0,,1.0,1.0,,,,,,,,,,,,,
10389932,home,AS Monaco,Breel Embolo,,,breel-embolo,B. Embolo,F,7,185,4494,M,352296,EUR,855878400,F,36,36,False,17.0,8.0,,,,,8.0,18.0,1.0,,,68.0,28.0,7.6,13.0,0.4256,0.6489,0.11602,1,,breelembolo97,1.0,1.0,6.0,4.0,,,,2.0,2.0,4.0,,,,,,2.0,1.0,1.0,1.0,,,1.0,1.0,2.0,,,,,,,,,,,
