match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalCross,stat_accurateCross,stat_blockedScoringAttempt,stat_lastManTackle,stat_keyPass,stat_challengeLost,captain,stat_penaltyWon,stat_bigChanceCreated,stat_shotOffTarget,stat_penaltyMiss,stat_penaltyConceded,stat_errorLeadToAShot,stat_goodHighClaim,stat_goals,stat_goalAssist
11370004,home,KRC Genk,Tolu Arokodare,tolu-arokodare,T. Arokodare,F,14,196,5773,M,987734,EUR,974937600,F,99,99,False,15.0,10.0,,,2.0,3.0,12.0,2.0,4.0,2.0,4.0,,,,57.0,26.0,6.7,8.0,0.0329408,4,,,,,8.0,,3.0,1.0,,,,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0789,0.2927,,,,,1.0,,,,,2.0,1.0,,,,,
11370004,home,KRC Genk,Yira Collins Sor,yira-collins-sor,Y. C. Sor,F,14,174,386,M,985162,EUR,964396800,F,14,14,True,2.0,1.0,,,,,2.0,,,,,,,,33.0,4.0,6.0,1.0,0.0123995,0,,,,,1.0,4.0,5.0,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,1.0,,,,
11370004,home,KRC Genk,Andi Zeqiri,andi-zeqiri,A. Zeqiri,F,9,184,672,M,796067,EUR,930009600,F,9,9,True,3.0,2.0,,,2.0,2.0,1.0,,,,,,,,20.0,5.0,6.4,3.0,0.00010118,0,,,,,,1.0,2.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
11370004,home,KRC Genk,Noah Adedeji-Sternberg,noah-adedeji-sternberg,N. Adedeji-Sternberg,M,32,182,619,M,1512197,EUR,1119139200,F,67,67,True,5.0,4.0,,,1.0,1.0,4.0,,,1.0,,,,,11.0,6.0,6.5,1.0,0.00192564,0,,Noah Adedeji-Sternberg,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11370004,home,KRC Genk,Ken Nkuba,nkuba-ken,K. Nkuba,M,27,180,165,M,961902,EUR,1011571200,D,27,27,True,6.0,2.0,2.0,1.0,1.0,2.0,4.0,1.0,4.0,,1.0,,,,11.0,15.0,6.7,8.0,0.00196195,0,,,,,1.0,,1.0,1.0,1.0,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
11370004,home,KRC Genk,Hendrik Van Crombrugge,hendrik-van-crombrugge,H. V. Crombrugge,G,1,188,195,M,110777,EUR,736128000,G,1,1,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11370004,home,KRC Genk,Mujaid Sadick,mujaid-sadick,M. Sadick,D,3,185,237,M,935309,EUR,952992000,D,3,3,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11370004,home,KRC Genk,Eduard Sobol,eduard-sobol,E. Sobol,D,23,186,573,M,186017,EUR,798336000,D,22,22,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11370004,home,KRC Genk,Anouar Ait El Hadj,anouar-ait-el-hadj,A. A. E. Hadj,M,10,167,2677,M,964764,EUR,1019260800,M,19,19,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11370004,home,KRC Genk,Matias Galarza,matias-galarza,M. Galarza,M,5,180,480,M,1086924,EUR,1015200000,M,5,5,True,,,,,,,,,,,,,,,,,,,,0,,Alejandro Galarza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11370004,away,Club Brugge KV,Nordin Jackers,nordin-jackers,N. Jackers,G,29,185,424,M,361722,EUR,873417600,G,29,29,False,49.0,32.0,34.0,18.0,20.0,26.0,23.0,,,1.0,10.0,2.0,1.0,5.0,90.0,59.0,8.1,17.0,0.00123985,0,1.0644,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,
11370004,away,Club Brugge KV,Denis Odoi,denis-odoi,D. Odoi,M,3,177,876,M,58994,EUR,580694400,D,6,6,False,26.0,20.0,2.0,1.0,11.0,14.0,13.0,2.0,6.0,3.0,2.0,,,,90.0,45.0,7.8,9.0,0.00752462,1,,Denis,Odoi,,9.0,,3.0,,2.0,1.0,1.0,,1.0,1.0,2.0,,1.0,1.0,1.0,,0.0534,0.121,1.0,,,,,1.0,,,,,,,,,1.0,
11370004,away,Club Brugge KV,Joel Ordóñez,joel-ordonez,J. Ordóñez,D,4,188,4924,M,1187275,EUR,1082505600,D,4,4,False,38.0,32.0,8.0,5.0,24.0,29.0,9.0,,2.0,1.0,3.0,,,,90.0,44.0,6.8,8.0,0.00468729,0,,,,,8.0,1.0,3.0,1.0,,,,,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
11370004,away,Club Brugge KV,Brandon Mechele,brandon-mechele,B. Mechele,D,44,188,823,M,248331,EUR,728179200,D,44,44,False,61.0,53.0,12.0,8.0,43.0,46.0,15.0,3.0,5.0,10.0,3.0,,,,90.0,73.0,6.9,8.0,0.0167725,0,,,,,10.0,1.0,2.0,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,
11370004,away,Club Brugge KV,Maxim De Cuyper,maxim-de-cuyper,M. De Cuyper,D,29,183,4477,M,997152,EUR,977443200,D,55,55,False,41.0,30.0,6.0,,13.0,17.0,29.0,2.0,5.0,1.0,5.0,,,,90.0,64.0,7.3,18.0,0.230749,0,,,,,19.0,2.0,8.0,,3.0,1.0,,3.0,2.0,,,,,1.0,1.0,,,,5.0,2.0,,,3.0,3.0,,,,,,,,,,1.0
11370004,away,Club Brugge KV,Hugo Vetlesen,hugo-vetlesen,H. Vetlesen,M,10,174,784,M,877236,EUR,951696000,M,10,10,False,17.0,14.0,,,5.0,6.0,11.0,2.0,6.0,1.0,1.0,,,,89.0,27.0,7.4,6.0,0.117305,1,,,,,9.0,,4.0,,4.0,2.0,,,,,2.0,,1.0,1.0,1.0,,0.132,0.5282,,,,,1.0,1.0,,,,,,,,,1.0,
11370004,away,Club Brugge KV,Raphael Onyedika,raphael-onyedika,R. Onyedika,M,15,184,6213,M,1129862,EUR,987638400,M,15,15,False,36.0,30.0,5.0,1.0,21.0,26.0,10.0,,6.0,,8.0,,,,79.0,49.0,6.8,8.0,0.005425,0,,,,,9.0,1.0,4.0,,,,,1.0,3.0,3.0,3.0,,,2.0,1.0,,,,,,,,,2.0,,,,,,,,,,
11370004,away,Club Brugge KV,Hans Vanaken,hans-vanaken,H. Vanaken,M,20,194,2941,M,118085,EUR,714614400,M,20,20,False,51.0,42.0,2.0,,22.0,25.0,26.0,6.0,7.0,2.0,2.0,,,,90.0,63.0,6.8,10.0,0.0102689,3,,,,,20.0,6.0,11.0,1.0,,,,,1.0,,,,1.0,,,,0.1476,0.0183,,,,,,4.0,True,,,2.0,,,,,,
11370004,away,Club Brugge KV,Andreas Skov Olsen,andreas-skov-olsen,A. Skov Olsen,M,7,187,2523,M,888537,EUR,946425600,F,7,7,False,19.0,15.0,1.0,,3.0,5.0,14.0,1.0,2.0,,5.0,,,,89.0,33.0,7.2,10.0,0.043604,2,,,,,12.0,2.0,7.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,4.0,,,0.8243,0.9828,,,,,1.0,3.0,,,,1.0,,,,,1.0,
11370004,away,Club Brugge KV,Ferran Jutglà,ferran-jutgla,F. Jutglà,F,9,175,3732,M,949962,EUR,917827200,F,9,9,False,27.0,17.0,1.0,1.0,6.0,9.0,18.0,6.0,8.0,,5.0,,,,67.0,35.0,8.0,11.0,0.294375,4,,,,,11.0,2.0,3.0,1.0,,,,,,,2.0,,1.0,,,1.0,0.4039,0.3734,,,1.0,,2.0,,,,1.0,2.0,,,,,,1.0
11370004,away,Club Brugge KV,Michał Skóraś,michal-skoras,M. Skóraś,F,8,172,3088,M,942479,EUR,950572800,F,8,8,False,15.0,11.0,,,7.0,9.0,10.0,1.0,2.0,1.0,7.0,,,,67.0,28.0,6.7,10.0,0.263491,0,,,,,5.0,,5.0,1.0,1.0,,,1.0,,,1.0,,,1.0,1.0,,,,4.0,1.0,,,2.0,2.0,,,,,,,,,,
11370004,away,Club Brugge KV,Bjorn Meijer,bjorn-meijer,B. Meijer,D,14,190,695,M,1047509,EUR,1047945600,D,14,14,True,9.0,7.0,2.0,2.0,5.0,6.0,4.0,1.0,4.0,3.0,2.0,,,,23.0,19.0,7.0,3.0,0.00546032,0,,Bjorn Meijer,,,2.0,,,,,,,,2.0,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
11370004,away,Club Brugge KV,Casper Nielsen,casper-nielsen,C. Nielsen,M,94,182,403,M,247471,EUR,767577600,M,27,27,True,9.0,6.0,2.0,,2.0,2.0,8.0,,,,1.0,,,,23.0,12.0,6.5,4.0,0.0101375,1,,,,,4.0,,1.0,,,,1.0,,,,,,,,1.0,,0.0175,,1.0,,,,,,,,,1.0,,,,,,
11370004,away,Club Brugge KV,Kyriani Sabbe,kyriani-sabbe,K. Sabbe,D,64,176,1049,M,1101258,EUR,1106697600,D,64,64,True,4.0,4.0,,,1.0,1.0,4.0,,,,1.0,,,,11.0,7.0,6.6,1.0,0.00158215,0,,,,,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
11370004,away,Club Brugge KV,Chemsdine Talbi,chemsdine-talbi,C. Talbi,M,7,175,12536,M,1142675,EUR,1115596800,F,68,68,True,,,,,,,,,,,,,,,1.0,1.0,,1.0,,0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
11370004,away,Club Brugge KV,Philip Zinckernagel,philip-zinckernagel,P. Zinckernagel,F,11,175,1060,M,328247,EUR,787536000,M,77,77,True,2.0,1.0,,,,,2.0,1.0,1.0,,,,,,1.0,3.0,,2.0,0.00288583,0,,,,,1.0,,2.0,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,
11370004,away,Club Brugge KV,Josef Bursik,josef-bursik,J. Bursik,G,26,187,179,M,877996,EUR,963360000,G,21,21,True,,,,,,,,,,,,,,,,,,,,0,,Josef,Bursik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11370004,away,Club Brugge KV,Dedryck Boyata,dedryck-boyata,D. Boyata,D,,188,345,M,103928,EUR,659750400,D,28,28,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11370004,away,Club Brugge KV,Jorne Spileers,jorne-spileers,J. Spileers,D,58,188,885,M,1104897,EUR,1106265600,D,58,58,True,,,,,,,,,,,,,,,,,,,,0,,Jorne,Spileers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11370004,away,Club Brugge KV,Víctor Barberá,victor-barbera,V. Barberá,F,9,177,1453,M,1142257,EUR,1092960000,F,11,11,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
