match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_aerialLost,stat_aerialWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_hitWoodwork,stat_interceptionWon,stat_lastManTackle,stat_fouls,stat_totalContest,stat_wonContest,stat_bigChanceCreated,captain,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceMissed,stat_accurateKeeperSweeper,player_sofascoreId,stat_goals
10438198,home,Rio Ave,Emmanuel Boateng,emmanuel-boateng,E. Boateng,F,175,588,M,580392,EUR,832809600,F,22,22,False,9.0,7.0,1.0,1.0,4.0,6.0,3.0,3.0,7.0,1.0,,,1.0,1.0,,,,80.0,17.0,6.4,4.0,3,9,3.0,,,,,,1.0,1.0,,,,,,,1.0,,2.0,1.0,,,,2.0,,1.0,1.0,,,
10438198,home,Rio Ave,Vítor Gomes,vitor-gomes,V. Gomes,M,181,38,M,44739,EUR,567388800,M,8,8,True,22.0,17.0,2.0,1.0,8.0,10.0,9.0,12.0,1.0,2.0,,,4.0,1.0,,,,27.0,24.0,6.7,5.0,0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10438198,home,Rio Ave,Bruno Ventura,ventura-bruno,B. Ventura,M,172,22,M,1087301,EUR,983232000,M,11,11,True,11.0,10.0,2.0,1.0,5.0,6.0,5.0,5.0,2.0,1.0,1.0,,1.0,,,,,26.0,13.0,6.5,1.0,0,10,1.0,,1.0,1.0,,,,,,Bruno,Ventura,,,,,,,,,,,,,,,,,
10438198,home,Rio Ave,Sávio,savio,Sávio,D,175,141,M,866369,EUR,801532800,D,16,16,True,7.0,6.0,,,5.0,6.0,1.0,1.0,1.0,,,1.0,2.0,,,,,9.0,11.0,6.5,1.0,0,16,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
10438198,home,Rio Ave,Paulo Vitor,paulo-vitor,P. Vitor,M,170,121,M,881153,EUR,930182400,M,93,93,True,6.0,6.0,1.0,1.0,4.0,4.0,2.0,3.0,1.0,2.0,,,,,,,,9.0,16.0,6.7,3.0,0,7,,,1.0,1.0,,,,,,,,1.0,,,,,,2.0,1.0,,,,,,,,,
10438198,home,Rio Ave,Hernâni,hernani,Hernâni,F,181,163,M,143587,EUR,682646400,M,27,27,True,1.0,1.0,1.0,1.0,,,2.0,3.0,2.0,,,1.0,,,,,,10.0,6.0,6.7,2.0,1,27,,,,,,,,,,,,2.0,1.0,,,,1.0,1.0,,,,1.0,,,,,,
10438198,home,Rio Ave,Magrão,magrao,Magrão,G,197,176,M,1083070,EUR,958348800,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0,15,,,,,,,,,,Magrão,,,,,,,,,,,,,,,,,,
10438198,home,Rio Ave,Josué Sá,josue-sa,J. Sá,D,186,48,M,137982,EUR,708739200,D,23,23,True,,,,,,,,,,,,,,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438198,home,Rio Ave,Miguel Baeza,miguel-baeza,M. Baeza,M,177,123,M,902051,EUR,954115200,M,15,15,True,,,,,,,,,,,,,,,,,,,,,,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438198,home,Rio Ave,Ukra,ukra,Ukra,M,175,54,M,59586,EUR,574473600,F,17,17,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Ukra,,,,,,,,,,,,,,,,,,
10438198,away,Benfica,Odysseas Vlachodimos,odysseas-vlachodimos,O. Vlachodimos,G,191,2909,M,138149,EUR,767318400,G,99,99,False,27.0,16.0,15.0,4.0,13.0,15.0,3.0,12.0,,1.0,,1.0,8.0,1.0,2.0,4.0,1.0,90.0,36.0,7.8,11.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
10438198,away,Benfica,Alexander Bah,alexander-bah,A. Bah,D,183,2276,M,850976,EUR,881625600,D,6,6,False,38.0,26.0,4.0,1.0,11.0,14.0,16.0,26.0,3.0,9.0,1.0,4.0,2.0,3.0,,,,90.0,70.0,7.7,16.0,1,6,1.0,,6.0,4.0,2.0,1.0,,,1.0,,,2.0,1.0,,1.0,,1.0,,,,,,1.0,,,,,
10438198,away,Benfica,António Silva,antonio-silva,A. Silva,D,187,8155,M,1006069,EUR,1067472000,D,66,66,False,48.0,44.0,6.0,5.0,32.0,33.0,12.0,15.0,2.0,5.0,1.0,4.0,1.0,,,,,90.0,57.0,7.2,4.0,0,4,1.0,3.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,antoniosilva.66,
10438198,away,Benfica,Nicolás Otamendi,nicolas-otamendi,N. Otamendi,D,183,17844,M,74915,EUR,571622400,D,30,30,False,66.0,57.0,9.0,3.0,31.0,34.0,26.0,32.0,7.0,4.0,,5.0,4.0,,,,,90.0,83.0,7.4,9.0,1,30,3.0,1.0,3.0,2.0,,1.0,,,,,,,,,2.0,,4.0,,,,True,1.0,,,,,Notamendi30,
10438198,away,Benfica,Alejandro Grimaldo,alejandro-grimaldo,A. Grimaldo,M,171,13008,M,177177,EUR,811555200,D,3,3,False,73.0,64.0,,,32.0,35.0,32.0,41.0,4.0,6.0,2.0,,12.0,,,,,90.0,98.0,7.5,14.0,0,20,,,3.0,2.0,,1.0,,,,,,3.0,,,5.0,,,5.0,3.0,,,,,,,,grimaldo35,
10438198,away,Benfica,Chiquinho,chiquinho,Chiquinho,M,174,1902,M,584124,EUR,806112000,M,22,22,False,71.0,65.0,8.0,7.0,27.0,28.0,39.0,48.0,6.0,11.0,2.0,,8.0,4.0,,,,90.0,95.0,7.8,12.0,0,22,,1.0,4.0,4.0,,2.0,1.0,,,,,5.0,1.0,,4.0,,3.0,2.0,2.0,,,,,,,,,
10438198,away,Benfica,Fredrik Aursnes,fredrik-aursnes,F. Aursnes,M,179,3950,M,228364,EUR,818553600,M,8,8,False,62.0,56.0,5.0,3.0,22.0,23.0,35.0,41.0,1.0,5.0,,2.0,6.0,,,,,90.0,72.0,7.4,7.0,0,8,,2.0,3.0,1.0,,1.0,,,,,,2.0,1.0,,1.0,,1.0,,,,,,,,,,,
10438198,away,Benfica,João Mário,joao-mario,J. Mário,M,179,3804,M,97001,EUR,727401600,M,20,20,False,36.0,25.0,2.0,,5.0,6.0,20.0,31.0,6.0,5.0,1.0,,6.0,1.0,,,,90.0,49.0,6.8,15.0,0,10,1.0,,1.0,,,1.0,2.0,,,,,1.0,,,2.0,,2.0,3.0,3.0,,,,,,,,JoaoMario,
10438198,away,Benfica,Rafa Silva,rafa-silva,R. Silva,M,170,16782,M,252577,EUR,737596800,M,27,27,False,13.0,9.0,,,,,9.0,13.0,5.0,4.0,,,3.0,2.0,,,,80.0,30.0,6.7,11.0,3,27,,,,,3.0,1.0,,2.0,,,,,,,,,1.0,6.0,2.0,,,1.0,,,,,Rafa_Silva,
10438198,away,Benfica,David Neres,david-neres,D. Neres,F,175,15134,M,850993,EUR,857347200,M,7,7,False,37.0,33.0,1.0,1.0,14.0,15.0,20.0,29.0,8.0,3.0,1.0,,3.0,1.0,,,,71.0,59.0,6.6,18.0,2,7,,,1.0,,1.0,3.0,3.0,2.0,,,,7.0,1.0,,,,1.0,4.0,1.0,,,,,,,,davidneres,
10438198,away,Benfica,Gonçalo Ramos,goncalo-ramos,G. Ramos,F,185,23725,M,934510,EUR,992995200,F,88,88,False,22.0,13.0,,,6.0,8.0,7.0,14.0,12.0,4.0,1.0,1.0,5.0,,,,,71.0,37.0,7.4,13.0,4,9,6.0,3.0,1.0,,2.0,,2.0,1.0,,,,,,,,,3.0,,,,,2.0,1.0,1.0,,,goncaloramos88,1.0
10438198,away,Benfica,Florentino Luís,florentino-luis,F. Luís,M,184,3615,M,855845,EUR,935020800,M,61,61,True,10.0,8.0,,,2.0,3.0,6.0,7.0,1.0,,,1.0,1.0,,,,,19.0,11.0,6.6,2.0,0,16,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438198,away,Benfica,Petar Musa,petar-musa,P. Musa,F,190,2986,M,827668,EUR,888969600,F,33,33,True,8.0,5.0,,,,2.0,5.0,6.0,3.0,1.0,,,2.0,,,,,19.0,15.0,6.5,8.0,0,9,,1.0,,,3.0,,2.0,,,,,,,,2.0,,1.0,,,,,,,,,,,
10438198,away,Benfica,Casper Tengstedt,tengstedt-casper,C. Tengstedt,F,184,1578,M,957937,EUR,959817600,F,19,19,True,5.0,4.0,1.0,,1.0,2.0,3.0,3.0,1.0,,,,,,,,,10.0,7.0,6.5,2.0,1,17,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,
10438198,away,Benfica,Samuel Soares,samuel-soares,S. Soares,G,189,1436,M,983550,EUR,1024099200,G,24,24,True,,,,,,,,,,,,,,,,,,,,,,0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438198,away,Benfica,Morato,morato,F. Morato,D,190,2248,M,985086,EUR,993859200,D,91,91,True,,,,,,,,,,,,,,,,,,,,,,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438198,away,Benfica,Lucas Veríssimo,lucas-verissimo,L. Veríssimo,D,188,1027,M,826343,EUR,804643200,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438198,away,Benfica,Gilberto,gilberto,Gilberto,D,181,1500,M,261687,EUR,731462400,D,2,2,True,,,,,,,,,,,,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438198,away,Benfica,João Neves,joao-neves,J. Neves,M,174,37142,M,1190933,EUR,1096243200,M,87,87,True,,,,,,,,,,,,,,,,,,,,,,0,87,,,,,,,,,,,,,,,,,,,,,,,,,,,joao_neves,
10438198,away,Benfica,Andreas Schjelderup,andreas-schjelderup,A. Schjelderup,F,177,8800,M,1100952,EUR,1086048000,F,21,21,True,,,,,,,,,,,,,,,,,,,,,,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,andreasschjelderup,
