match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_aerialWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,player_sofascoreId,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals,stat_hitWoodwork,stat_bigChanceCreated,stat_bigChanceMissed
11388422,home,Fortuna Sittard,Michael Verrips,,,michael-verrips,M. Verrips,G,34,195,102,M,583506,EUR,849571200,G,99,99,False,31.0,12.0,30.0,11.0,1.0,1.0,11.0,30.0,11.0,2.0,2.0,90.0,35.0,6.9,19.0,0.0140534,1.0,0,-0.2599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388422,home,Fortuna Sittard,Ivo Pinto,,,ivo-pinto,I. Pinto,D,12,184,113,M,78730,EUR,631670400,D,12,12,False,20.0,15.0,6.0,2.0,6.0,7.0,10.0,22.0,1.0,,,77.0,50.0,6.4,24.0,0.0136025,1.0,0,,True,9.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11388422,home,Fortuna Sittard,Sadik Fofana,,,sadik-fofana,S. Fofana,M,8,192,530,M,1130662,EUR,1053043200,D,3,3,False,32.0,22.0,13.0,5.0,9.0,12.0,13.0,20.0,5.0,,,90.0,45.0,6.7,12.0,0.0221932,,0,,,,,7.0,4.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,6.0,2.0,1.0,,,,,,,,,,,,,,,,,,
11388422,home,Fortuna Sittard,Dimitrios Siovas,Dimitrios,Siovas,dimitrios-siovas,D. Siovas,D,,191,184,M,41165,EUR,590284800,D,33,33,False,23.0,16.0,10.0,5.0,11.0,12.0,5.0,11.0,1.0,,,90.0,42.0,7.2,7.0,0.00455764,,2,,,,,3.0,1.0,,6.0,,1.0,1.0,6.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,0.0416,,,,,,,,,,,,,,
11388422,home,Fortuna Sittard,Siemen Voet,Siemen,Voet,siemen-voet,S. Voet,D,3,190,123,M,997344,EUR,952300800,D,2,2,False,35.0,23.0,4.0,3.0,12.0,14.0,11.0,22.0,6.0,,,90.0,53.0,7.4,16.0,0.133435,1.0,2,,,1.0,,7.0,2.0,1.0,3.0,1.0,,4.0,9.0,2.0,3.0,3.0,,5.0,,2.0,0.0435,1.0,1.0,1.0,,,,,,,,,,,
11388422,home,Fortuna Sittard,Mitchell Dijks,,,mitchell-dijks,M. Dijks,D,24,192,201,M,235400,EUR,729216000,D,35,35,False,14.0,8.0,2.0,,1.0,3.0,8.0,15.0,3.0,,,90.0,45.0,6.5,18.0,0.0111802,,0,,,4.0,1.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,6.0,,2.0,1.0,2.0,,,,,3.0,2.0,,,,,,,,,,,,
11388422,home,Fortuna Sittard,Justin Lonwijk,,,justin-lonwijk,J. Lonwijk,M,17,189,264,M,875673,EUR,945734400,M,21,21,False,11.0,6.0,1.0,,3.0,3.0,3.0,9.0,4.0,,,58.0,20.0,6.5,9.0,0.00266527,,1,,,1.0,,1.0,,,1.0,2.0,,,,1.0,,,,,1.0,,0.0276,1.0,,,,,,,,,,,,,
11388422,home,Fortuna Sittard,Deroy Duarte,,,deroy-duarte,D. Duarte,M,23,177,217,M,921089,EUR,931046400,M,6,6,False,19.0,13.0,1.0,,5.0,6.0,8.0,13.0,6.0,,,90.0,37.0,7.2,8.0,0.0137697,1.0,2,,,,,2.0,1.0,1.0,1.0,1.0,,,4.0,4.0,4.0,2.0,,,1.0,1.0,0.0662,,,,,,,,,,,,,,
11388422,home,Fortuna Sittard,Oğuzhan Özyakup,,,oguzhan-ozyakup,O. Özyakup,M,,180,252,M,137642,EUR,717206400,M,15,15,False,34.0,25.0,7.0,2.0,12.0,13.0,14.0,27.0,7.0,,,77.0,55.0,7.1,19.0,0.0447818,1.0,2,,,6.0,1.0,5.0,3.0,1.0,,3.0,,,5.0,,2.0,1.0,2.0,,1.0,,0.041,2.0,1.0,1.0,1.0,0.1366,,,,,,,,,
11388422,home,Fortuna Sittard,Íñigo Cordoba,,,inigo-cordoba,I. Cordoba,M,21,178,215,M,605650,EUR,858211200,M,7,7,False,20.0,13.0,2.0,1.0,7.0,7.0,7.0,15.0,4.0,,,86.0,40.0,6.6,13.0,0.0220369,,0,,,2.0,1.0,8.0,2.0,1.0,,2.0,,3.0,9.0,,2.0,1.0,4.0,1.0,,,,4.0,2.0,,,,,,,,,,,,
11388422,home,Fortuna Sittard,Kaj Sierhuis,,,kaj-sierhuis,K. Sierhuis,F,9,180,498,M,855847,EUR,893635200,F,9,9,False,19.0,12.0,1.0,,3.0,3.0,9.0,16.0,1.0,,,86.0,32.0,6.6,11.0,0.0748958,1.0,3,,,,,11.0,1.0,4.0,1.0,,,6.0,9.0,,,,1.0,5.0,1.0,1.0,0.2676,3.0,3.0,,1.0,0.0836,1.0,,,,,,,,
11388422,home,Fortuna Sittard,Kristoffer Peterson,,,kristoffer-peterson,K. Peterson,M,7,180,133,M,366942,EUR,785980800,F,8,8,True,8.0,6.0,,,1.0,1.0,6.0,10.0,,,,32.0,17.0,6.7,7.0,0.0411187,,1,,,3.0,1.0,1.0,1.0,,,3.0,,,2.0,,,,2.0,,,1.0,0.0696,,,,,,,,,,,,,,
11388422,home,Fortuna Sittard,Rosier Loreintz,,,loreintz-rosier,R. Loreintz,M,32,190,104,M,954812,EUR,903052800,M,32,32,True,7.0,5.0,,,,1.0,5.0,6.0,1.0,,,13.0,11.0,6.7,2.0,0.00679298,,0,,,,,4.0,,,1.0,,2.0,2.0,2.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,
11388422,home,Fortuna Sittard,Alessio Da Cruz,,,alessio-da-cruz,A. D. Cruz,F,77,184,273,M,780206,EUR,853545600,F,23,23,True,3.0,2.0,,,,,2.0,3.0,,,,13.0,4.0,6.5,1.0,0.00371238,,0,,,,,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
