match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_penaltyConceded,stat_fouls,stat_expectedGoals,stat_keyPass,captain,stat_outfielderBlock,player_firstName,player_lastName,stat_wasFouled,stat_wonContest,stat_bigChanceCreated,stat_unsuccessfulTouch,player_sofascoreId,stat_dispossessed,stat_blockedScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalOffside,stat_crossNotClaimed,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyMiss,stat_errorLeadToAShot,stat_clearanceOffLine,stat_penaltyWon
12499624,home,RB Leipzig,Péter Gulácsi,peter-gulacsi,P. Gulácsi,G,1,190,2361,M,37096,EUR,641952000,G,1,1,False,22.0,19.0,7.0,4.0,0.0,19.0,20.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,90.0,26.0,7.6,3.0,8.741e-05,0,0.898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499624,home,RB Leipzig,Lutsharel Geertruida,lutsharel-geertruida,L. Geertruida,D,6,185,2489,M,856739,EUR,963878400,D,3,3,False,69.0,60.0,2.0,1.0,0.0,32.0,33.0,37.0,1.0,3.0,3.0,,,,,,90.0,96.0,7.0,12.0,0.044284,2,,29.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,0.6068,1.0,,,,,,,,,,,,,,,,,,,,,,
12499624,home,RB Leipzig,Willi Orbán,willi-orban,W. Orbán,D,4,186,3115,M,136924,EUR,720748800,D,4,4,False,67.0,58.0,5.0,1.0,0.0,40.0,45.0,22.0,4.0,5.0,1.0,,,,,,90.0,74.0,7.2,9.0,0.00800774,1,,18.0,,,1.0,1.0,,,,1.0,,3.0,,1.0,1.0,,,0.0487,,True,1.0,,,,,,,,,,,,,,,,,,,,
12499624,home,RB Leipzig,Castello Lukeba,castello-lukeba,C. Lukeba,D,23,184,2734,M,976421,EUR,1040083200,D,23,23,False,67.0,61.0,1.0,1.0,0.0,41.0,43.0,24.0,3.0,4.0,4.0,,,,,,84.0,75.0,7.2,6.0,0.0144313,0,,20.0,,,,1.0,1.0,,,,,4.0,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,
12499624,home,RB Leipzig,David Raum,david-raum,D. Raum,D,22,180,2192,M,856076,EUR,893203200,D,22,22,False,33.0,25.0,4.0,1.0,1.0,17.0,18.0,27.0,2.0,6.0,3.0,,,,,,75.0,59.0,8.2,16.0,0.695672,0,,13.0,12.0,5.0,1.0,2.0,,1.0,,,,2.0,,1.0,,,1.0,,8.0,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
12499624,home,RB Leipzig,Antonio Nusa,nusa-antonio,A. Nusa,M,7,180,11508,M,1121923,EUR,1113696000,M,7,7,False,17.0,13.0,,,0.0,3.0,5.0,13.0,,3.0,3.0,,,,,,65.0,38.0,7.2,11.0,0.0709426,3,,10.0,1.0,,,4.0,1.0,3.0,,2.0,,1.0,1.0,,,,,0.1544,1.0,,,,,1.0,2.0,1.0,3.0,nusaantonio,2.0,1.0,,,,,,,,,,,
12499624,home,RB Leipzig,Nicolas Seiwald,seiwald-nicolas,N. Seiwald,M,13,179,1528,M,976575,EUR,988934400,M,13,13,False,75.0,63.0,4.0,3.0,0.0,31.0,32.0,43.0,1.0,2.0,9.0,,,,,,90.0,85.0,7.0,14.0,0.0542609,0,,32.0,,,,5.0,1.0,,,,,2.0,2.0,1.0,1.0,,3.0,,1.0,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,
12499624,home,RB Leipzig,Amadou Haidara,amadou-haidara,A. Haidara,M,21,174,6620,M,822708,EUR,886204800,M,8,8,False,44.0,38.0,4.0,2.0,0.0,21.0,21.0,23.0,1.0,3.0,3.0,,,,,,75.0,55.0,6.9,7.0,0.0194553,1,,17.0,,,,2.0,,1.0,,,,3.0,,,,,1.0,0.0223,,,,,,1.0,1.0,,,amadou_haidara04,1.0,1.0,,,,,,,,,,,
12499624,home,RB Leipzig,Xavi Simons,xavi-simons,X. Simons,M,7,179,50786,M,997183,EUR,1050883200,M,10,10,False,60.0,50.0,3.0,2.0,1.0,9.0,11.0,54.0,,5.0,8.0,,,,,,90.0,79.0,9.5,23.0,0.812396,1,,41.0,5.0,,,3.0,,5.0,,,1.0,,,,,,1.0,0.0917,3.0,,,,,1.0,4.0,2.0,3.0,XaviSimons,1.0,,1.0,0.6453,,,,,,,,,
12499624,home,RB Leipzig,Loïs Openda,lois-openda,L. Openda,F,20,177,15660,M,835480,EUR,950659200,F,11,11,False,21.0,18.0,1.0,1.0,1.0,1.0,1.0,21.0,,2.0,1.0,,,,,,90.0,31.0,7.4,5.0,0.0691314,4,,17.0,1.0,,1.0,4.0,1.0,,2.0,,3.0,,,,,,2.0,1.6718,1.0,,,,,2.0,,,1.0,l_openda,,1.0,1.0,2.0406,1.0,,,,,,,,
