match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_bigChanceCreated,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_totalContest,stat_shotOffTarget,stat_errorLeadToAShot,stat_wonContest,stat_hitWoodwork,stat_totalOffside,captain,stat_bigChanceMissed,stat_goals,stat_clearanceOffLine
12504374,home,Inter,Josep Martínez,josep-martinez,J. Martínez,G,13,191,2817,M,845291,EUR,896227200,G,13,13,False,51.0,44.0,14.0,7.0,0.0,40.0,42.0,4.0,9.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,90.0,58.0,7.6,7.0,0.00076197,1.0,0,0.5245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504374,home,Inter,Benjamin Pavard,benjamin-pavard,B. Pavard,D,28,186,10877,M,787505,EUR,827971200,D,28,28,False,61.0,54.0,2.0,2.0,0.0,33.0,35.0,21.0,26.0,8.0,1.0,4.0,,,,,90.0,69.0,7.9,7.0,0.188278,1.0,2,,benpavard21,3.0,8.0,4.0,1.0,1.0,1.0,4.0,2.0,0.1383,0.1389,,,,,,,,,,,,,,,,,,,,
12504374,home,Inter,Francesco Acerbi,francesco-acerbi,F. Acerbi,D,15,192,5573,M,126816,EUR,571449600,D,15,15,False,55.0,50.0,3.0,3.0,0.0,33.0,35.0,17.0,20.0,7.0,,4.0,1.0,,,,90.0,72.0,8.0,5.0,0.0927349,1.0,0,,,3.0,3.0,4.0,,,,4.0,2.0,,,2.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,
12504374,home,Inter,Alessandro Bastoni,alessandro-bastoni,A. Bastoni,D,95,190,15274,M,826188,EUR,923961600,D,95,95,False,76.0,70.0,8.0,5.0,0.0,38.0,40.0,33.0,37.0,3.0,,2.0,1.0,,,,80.0,90.0,7.1,10.0,0.0593118,,0,,alessandrobastoni,2.0,2.0,4.0,1.0,,,3.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
12504374,home,Inter,Kristjan Asllani,kristjan-asllani,K. Asllani,M,23,179,5914,M,996820,EUR,1015632000,M,21,21,False,63.0,59.0,6.0,5.0,0.0,26.0,26.0,34.0,41.0,,,4.0,,,,,65.0,74.0,6.9,8.0,0.0535038,,1,,KristjanAsllani,,,2.0,2.0,,1.0,1.0,,0.0393,,,,,,4.0,1.0,,1.0,,,,,,,,,,,,
12504374,home,Inter,Denzel Dumfries,denzel-dumfries,D. Dumfries,M,2,189,15021,M,759520,EUR,829785600,M,2,2,False,37.0,22.0,2.0,,0.0,5.0,7.0,18.0,35.0,11.0,,3.0,3.0,,,,90.0,74.0,6.6,29.0,0.0711236,,2,,ddumfries2,2.0,7.0,9.0,,,1.0,2.0,,0.0594,,,1.0,1.0,4.0,5.0,1.0,2.0,4.0,,,1.0,1.0,1.0,,,,,,,
12504374,home,Inter,Nicolò Barella,nicolo-barella,N. Barella,M,23,175,21290,M,363856,EUR,855273600,M,23,23,False,57.0,45.0,3.0,1.0,0.0,16.0,19.0,30.0,40.0,3.0,,8.0,1.0,,,,90.0,71.0,7.3,16.0,0.175682,4.0,3,,nicolo_barella,2.0,1.0,5.0,1.0,,,,,0.0724,,1.0,,,,2.0,1.0,,,,,3.0,3.0,,1.0,1.0,,,,,
12504374,home,Inter,Henrikh Mkhitaryan,henrikh-mkhitaryan,H. Mkhitaryan,M,22,178,8680,M,37151,EUR,601344000,M,22,22,False,48.0,44.0,4.0,2.0,0.0,15.0,16.0,30.0,33.0,3.0,,1.0,1.0,,,,65.0,62.0,6.9,8.0,0.0644108,1.0,1,,micki_taryan,,1.0,3.0,,,1.0,1.0,,0.01,,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,,1.0,,,,,,,,,
12504374,home,Inter,Federico Dimarco,federico-dimarco,F. Dimarco,M,32,174,15308,M,284361,EUR,879120000,M,32,32,False,48.0,38.0,5.0,3.0,0.0,15.0,18.0,23.0,39.0,2.0,,2.0,,,,,85.0,71.0,7.3,20.0,0.0723868,,2,,dimarco32,,,,,,2.0,2.0,,0.0653,,,2.0,2.0,,9.0,,,1.0,,,,,,,,,,,,
12504374,home,Inter,Joaquín Correa,joaquin-correa,J. Correa,F,30,188,5676,M,249929,EUR,776736000,F,11,11,False,16.0,12.0,,,0.0,3.0,3.0,9.0,14.0,2.0,,3.0,,,,,45.0,25.0,6.7,7.0,0.0262236,,0,,tucocorrea,1.0,1.0,3.0,,,,2.0,,,,,1.0,,,1.0,,1.0,,,,1.0,,,,,1.0,,,,
12504374,home,Inter,Lautaro Martínez,lautaro-martinez,L. Martínez,F,10,175,122092,M,823984,EUR,872208000,F,10,10,False,29.0,21.0,2.0,1.0,0.0,4.0,4.0,17.0,25.0,11.0,,3.0,4.0,,,,90.0,51.0,8.1,12.0,0.178557,2.0,5,,LautaroM,,4.0,1.0,,2.0,2.0,1.0,1.0,0.7013,1.0461,,,,,,,1.0,3.0,,,3.0,1.0,,3.0,,1.0,True,1.0,1.0,
12504374,home,Inter,Mehdi Taremi,mehdi-taremi,M. Taremi,F,99,187,20235,M,812533,EUR,711417600,F,99,99,True,15.0,11.0,1.0,,0.0,5.0,5.0,6.0,10.0,5.0,,4.0,1.0,,,,45.0,25.0,6.9,6.0,0.0521183,1.0,2,,mehditaremi9,2.0,4.0,3.0,,2.0,,2.0,,0.4478,0.6322,,,,,,,1.0,1.0,,,,,,,,,,1.0,,
12504374,home,Inter,Piotr Zieliński,piotr-zielinski,P. Zieliński,M,7,180,18478,M,138605,EUR,769392000,M,7,7,True,15.0,13.0,,,0.0,9.0,11.0,4.0,4.0,2.0,,6.0,1.0,,,,25.0,20.0,7.0,3.0,0.00680335,,0,,zielu_94,,,,,,,,,,,2.0,,,,,,,1.0,,,1.0,,,1.0,,,,,,
12504374,home,Inter,Hakan Çalhanoğlu,hakan-calhanoglu,H. Çalhanoğlu,M,20,178,32988,M,135700,EUR,760665600,M,20,20,True,18.0,14.0,3.0,2.0,1.0,7.0,8.0,8.0,12.0,3.0,1.0,2.0,,,,,25.0,25.0,7.2,6.0,0.267332,2.0,0,,HÇalhanoğlu,1.0,3.0,3.0,1.0,,,2.0,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,
12504374,home,Inter,Stefan de Vrij,stefan-de-vrij,S. de Vrij,D,6,188,5674,M,91046,EUR,697248000,D,6,6,True,1.0,1.0,,,0.0,1.0,1.0,,,,,,,,,,10.0,3.0,6.6,,1.88e-06,,0,,Stefandevrij,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
12504374,home,Inter,Matteo Darmian,matteo-darmian,M. Darmian,M,36,182,3779,M,19352,EUR,628560000,D,36,36,True,5.0,3.0,1.0,,0.0,1.0,1.0,2.0,4.0,1.0,,,,,,,11.0,6.0,6.7,2.0,0.159717,1.0,0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
12504374,home,Inter,Alessandro Calligaris,calligaris-alessandro,A. Calligaris,G,40,185,545,M,1103084,EUR,1110153600,G,40,40,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504374,home,Inter,Alain Taho,alain-taho,A. Taho,G,60,198,292,M,1605228,EUR,1177891200,G,60,60,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,Alain Taho,,,,,,,,,,,
12504374,home,Inter,Yann Bisseck,yann-bisseck,Y. Bisseck,D,31,194,5415,M,906275,EUR,975456000,D,31,31,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504374,home,Inter,Davide Frattesi,davide-frattesi,D. Frattesi,M,16,178,5601,M,835600,EUR,937958400,M,16,16,True,,,,,,,,,,,,,,,,,,,,,,,0,,davidefrrattesi_22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504374,home,Inter,Nicola Zalewski,nicola-zalewski,N. Zalewski,M,59,175,16244,M,984184,EUR,1011744000,M,59,59,True,,,,,,,,,,,,,,,,,,,,,,,0,,nico_zale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504374,home,Inter,Marko Arnautović,marko-arnautovic,M. Arnautović,F,89,192,8675,M,21927,EUR,608947200,F,8,8,True,,,,,,,,,,,,,,,,,,,,,,,0,,m.arnautovic7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504374,away,Genoa,Nicola Leali,nicola-leali,N. Leali,G,1,193,635,M,98059,EUR,729907200,G,1,1,False,29.0,12.0,20.0,3.0,0.0,10.0,18.0,2.0,11.0,,,5.0,,1.0,3.0,3.0,90.0,36.0,6.6,17.0,0.00035937,,0,0.8173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504374,away,Genoa,Stefano Sabelli,stefano-sabelli,S. Sabelli,D,20,179,199,M,184421,EUR,726883200,D,20,20,False,38.0,29.0,6.0,2.0,0.0,16.0,21.0,13.0,19.0,1.0,,2.0,,,,,90.0,66.0,6.5,17.0,0.00885606,,0,,,3.0,,8.0,2.0,,,6.0,1.0,,,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,,,1.0,,,,,,,,,
12504374,away,Genoa,Mattia Bani,mattia-bani,M. Bani,D,13,188,270,M,250547,EUR,755481600,D,13,13,False,56.0,46.0,5.0,1.0,0.0,40.0,46.0,6.0,11.0,4.0,,5.0,,,,,90.0,72.0,7.6,11.0,0.0024147,,0,,,1.0,1.0,1.0,,,,9.0,1.0,,,1.0,3.0,1.0,,1.0,,,,,,,,,,,,True,,,1.0
