match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_penaltyConceded,stat_fouls,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_totalTackle,stat_unsuccessfulTouch,stat_totalOffside,stat_dispossessed,stat_outfielderBlock,stat_wonTackle,player_firstName,player_lastName,stat_totalContest,stat_interceptionWon,stat_errorLeadToAShot,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_wasFouled,stat_keyPass,captain,stat_accurateCross,stat_blockedScoringAttempt,player_sofascoreId,stat_bigChanceMissed,stat_hitWoodwork,stat_wonContest,stat_goals,stat_bigChanceCreated,stat_penaltyWon,stat_penaltyMiss
12624941,home,Al Wehda,Abdullah Hussein Alowayshir,abdullah-hussein-al-owisher,A. H. Alowayshir,G,1,184.0,43,M,976548,EUR,674092800,G,1,1,False,31.0,19.0,13.0,2.0,0.0,18.0,19.0,1.0,12.0,1.0,4.0,10.0,1.0,1.0,1.0,5.0,1.0,1.0,9.0,2.0,2.0,2.0,90.0,53.0,8.4,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624941,home,Al Wehda,Saeed Almuwallad,saeed-al-muwallad,S. Almuwallad,D,2,184.0,20,M,872205,EUR,668476800,D,2,2,False,17.0,8.0,2.0,,0.0,5.0,8.0,3.0,12.0,5.0,4.0,6.0,,,,,,,,,,,90.0,39.0,6.0,16.0,0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
12624941,home,Al Wehda,Abdullah Al-Hafith,abdullah-al-hafith,A. Al-Hafith,D,17,188.0,29,M,160901,EUR,725241600,D,17,17,False,43.0,32.0,6.0,1.0,0.0,20.0,23.0,12.0,20.0,3.0,9.0,1.0,,1.0,,,,,,,,,90.0,59.0,6.7,12.0,0,,,5.0,7.0,1.0,2.0,,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,
12624941,home,Al Wehda,Alexandru Crețu,alexandru-cretu,A. Crețu,M,4,189.0,120,M,229678,EUR,704073600,D,6,6,False,48.0,42.0,3.0,3.0,0.0,23.0,25.0,19.0,23.0,6.0,3.0,3.0,,,,,,,,,,,90.0,63.0,6.3,12.0,0,,2.0,1.0,3.0,2.0,2.0,4.0,,,2.0,2.0,,,2.0,2.0,1.0,,,,,,,,,,,,,,,
12624941,home,Al Wehda,Jawad El Yamiq,jawad-el-yamiq,J. E. Yamiq,D,18,190.0,4432,M,877103,EUR,699321600,D,5,5,False,37.0,31.0,6.0,3.0,0.0,21.0,24.0,10.0,13.0,1.0,11.0,4.0,,,,,,,,,,,90.0,60.0,7.0,9.0,2,,,4.0,5.0,,,,,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,
12624941,home,Al Wehda,Meshal Alaeli,meshal-alaeli,M. Alaeli,D,2,,31,M,1495868,EUR,1087430400,D,13,13,False,7.0,6.0,,,0.0,4.0,5.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,45.0,13.0,6.7,1.0,0,,,,2.0,1.0,1.0,,,,,1.0,Meshal Alaeli,,,1.0,,,,1.0,1.0,,,,,,,,,,,
12624941,home,Al Wehda,Juninho Bacuna,juninho-bacuna,J. Bacuna,M,4,178.0,542,M,788971,EUR,870912000,M,10,10,False,20.0,14.0,2.0,,0.0,9.0,12.0,5.0,8.0,2.0,,3.0,,,,,,,,,,,45.0,24.0,6.2,9.0,0,,,1.0,2.0,,,1.0,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,
12624941,home,Al Wehda,Waleed Bakshween,waleed-bakshween,W. Bakshween,M,,176.0,23,M,911303,EUR,626832000,M,4,4,False,45.0,43.0,1.0,,0.0,21.0,22.0,23.0,24.0,3.0,,4.0,,,,,,,,,,,79.0,56.0,6.6,6.0,0,1.0,,,2.0,2.0,2.0,2.0,,1.0,,2.0,,,,1.0,,,,,,True,1.0,,,,,,,,,
12624941,home,Al Wehda,Mohamed Al Makahasi,mohamed-al-makahasi,M. Makaazi,M,23,177.0,475,M,970835,EUR,791942400,M,35,35,False,8.0,6.0,2.0,,0.0,4.0,5.0,2.0,3.0,2.0,1.0,1.0,,,,,,,,,,,45.0,11.0,6.3,3.0,0,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,
12624941,home,Al Wehda,Odion Ighalo,odion-ighalo,O. Ighalo,F,,183.0,2180,M,29774,EUR,613958400,F,9,9,False,18.0,14.0,1.0,,0.0,6.0,6.0,8.0,12.0,4.0,,1.0,,1.0,,,,,,,,,89.0,29.0,6.3,9.0,2,,1.0,,1.0,,1.0,3.0,,2.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,
