match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_aerialLost,stat_unsuccessfulTouch,captain,stat_challengeLost,stat_wonTackle,stat_wasFouled,stat_fouls,stat_totalCross,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_blockedScoringAttempt,stat_goals,stat_goalAssist,stat_shotOffTarget,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId,stat_accurateCross,stat_hitWoodwork
11369899,home,Sint-Truidense VV,Zion Suzuki,,,zion-suzuki,Z. Suzuki,G,31,189,4910,M,905351,EUR,1029888000,G,1,1,False,35.0,24.0,23.0,13.0,17.0,22.0,7.0,13.0,1.0,1.0,3.0,5.0,2.0,3.0,90.0,46.0,6.7,12.0,0.00145196,0,-0.4701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369899,home,Sint-Truidense VV,Rein Van Helden,,,rein-van-helden,R. V. Helden,D,20,187,193,M,1047163,EUR,1027468800,D,20,20,False,46.0,39.0,9.0,6.0,29.0,35.0,10.0,11.0,,3.0,3.0,6.0,,,90.0,60.0,7.0,8.0,0.0102393,0,,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11369899,home,Sint-Truidense VV,Matte Smets,,,smets-matte,M. Smets,D,6,184,963,M,1392905,EUR,1073174400,D,16,16,False,28.0,23.0,4.0,4.0,18.0,20.0,5.0,8.0,2.0,2.0,6.0,3.0,,,90.0,41.0,7.1,6.0,0.00184309,0,,1.0,,1.0,3.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11369899,home,Sint-Truidense VV,Bruno Godeau,,,bruno-godeau,B. Godeau,D,31,190,68,M,247321,EUR,705456000,D,31,31,False,51.0,48.0,6.0,5.0,38.0,40.0,10.0,11.0,2.0,5.0,4.0,7.0,,,90.0,64.0,6.8,4.0,0.00249831,0,,5.0,,1.0,1.0,2.0,1.0,1.0,True,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
11369899,home,Sint-Truidense VV,Daiki Hashioka,,,daiki-hashioka,D. Hashioka,D,4,185,1039,M,897334,EUR,926899200,M,4,4,False,34.0,27.0,3.0,1.0,14.0,18.0,13.0,18.0,6.0,9.0,3.0,5.0,,,90.0,57.0,7.2,15.0,0.0372769,1,,5.0,1.0,1.0,,2.0,1.0,3.0,,1.0,2.0,,1.0,2.0,2.0,1.0,1.0,0.0265,0.0402,1.0,,,,,,,,,,,,
11369899,home,Sint-Truidense VV,Ryotaro Ito,Ryotaro,Ito,ryotaro-ito,R. Ito,M,13,174,672,M,831697,EUR,886723200,M,13,13,False,36.0,34.0,2.0,1.0,21.0,21.0,13.0,15.0,1.0,2.0,1.0,3.0,,,76.0,46.0,6.9,6.0,0.0324626,2,,3.0,2.0,,,1.0,1.0,1.0,,,1.0,,,,,,1.0,0.0797,0.0265,1.0,1.0,,,,,,,,,,,
11369899,home,Sint-Truidense VV,Mathias Delorge,Mathias Delorge-Knieper,,mathias-delorge-knieper,M. Delorge,M,17,189,582,M,1124749,EUR,1091232000,M,17,17,False,39.0,31.0,7.0,3.0,19.0,22.0,12.0,17.0,2.0,5.0,5.0,9.0,,,90.0,59.0,7.5,10.0,0.0200495,1,,2.0,1.0,1.0,6.0,3.0,,1.0,,1.0,2.0,,,,,,,0.0232,,1.0,1.0,,,,,,,,,,,
11369899,home,Sint-Truidense VV,Eric Bocat,,,eric-bocat,E. Bocat,D,17,182,70,M,1017684,EUR,932083200,M,77,77,False,41.0,29.0,5.0,,21.0,27.0,8.0,16.0,,6.0,4.0,9.0,,,89.0,80.0,6.7,22.0,0.00547129,0,,8.0,1.0,,5.0,3.0,2.0,1.0,,1.0,2.0,2.0,,2.0,5.0,1.0,,,,,,,,,,,,,,,,
11369899,home,Sint-Truidense VV,Jarne Steuckers,,,steuckers-jarne,J. Steuckers,M,7,179,987,M,1099462,EUR,1012780800,F,18,18,False,42.0,32.0,5.0,3.0,17.0,18.0,15.0,26.0,,3.0,1.0,3.0,,,88.0,59.0,7.6,17.0,0.0972121,2,,5.0,1.0,,,1.0,2.0,2.0,,1.0,1.0,,,2.0,3.0,2.0,1.0,0.1399,0.5083,1.0,1.0,1.0,,,,,,,,,,
11369899,home,Sint-Truidense VV,Aboubakary Koita,,,aboubakary-koita,A. Koita,M,11,175,1938,M,890110,EUR,906249600,F,7,7,False,29.0,20.0,5.0,1.0,10.0,12.0,10.0,20.0,,14.0,1.0,12.0,,,90.0,64.0,8.0,22.0,0.220972,3,,7.0,3.0,,1.0,5.0,,3.0,,1.0,4.0,6.0,2.0,3.0,5.0,3.0,1.0,0.0521,0.2236,2.0,1.0,,1.0,1.0,,,,,,,,
