match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_fouls,stat_keyPass,captain,stat_onTargetScoringAttempt,stat_goals,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_dispossessed,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_wonContest,stat_accurateCross,stat_bigChanceMissed,stat_shotOffTarget,player_sofascoreId,stat_totalOffside,stat_penaltyWon
11401897,home,FC Utrecht,Vasilis Barkas,,,vasilis-barkas,V. Barkas,G,1,196,390,M,347726,EUR,770256000,G,1,1,False,20.0,15.0,10.0,5.0,12.0,13.0,3.0,7.0,1.0,12.0,1.0,2.0,1.0,3.0,1.0,1.0,90.0,31.0,6.8,5.0,0.00061765,0,-0.5087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401897,home,FC Utrecht,Hugo Novoa,,,hugo-novoa-ramos,H. N. Ramos,M,2,182,228,M,1001967,EUR,1043366400,D,22,22,False,18.0,12.0,4.0,3.0,5.0,8.0,7.0,13.0,2.0,4.0,,,,,,,90.0,39.0,6.1,13.0,0.0210574,0,,3.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
11401897,home,FC Utrecht,Mike van der Hoorn,,,mike-van-der-hoorn,M. v. d. Hoorn,D,3,190,158,M,152414,EUR,719107200,D,3,3,False,41.0,31.0,13.0,4.0,20.0,22.0,11.0,19.0,3.0,4.0,,,,,,,79.0,48.0,6.8,10.0,0.0122002,1,,,2.0,,3.0,1.0,,,,,,,,,1.0,,True,1.0,1.0,1.0,0.036,0.1896,,,,,,,,,,,
11401897,home,FC Utrecht,Modibo Sagnan,,,modibo-sagnan,M. Sagnan,D,27,187,577,M,904759,EUR,924048000,D,27,27,False,50.0,44.0,12.0,6.0,30.0,30.0,14.0,20.0,4.0,5.0,,,,,,,90.0,64.0,6.7,8.0,0.00652,1,,,,3.0,1.0,5.0,,,,2.0,1.0,,1.0,,,,,1.0,,1.0,0.0578,0.2086,1.0,,,,,,,,,,
11401897,home,FC Utrecht,Yannick Leliendal,Yannick,Leliendal,yannick-leliendal,Y. Leliendal,D,32,168,172,M,996982,EUR,1019520000,D,36,36,False,35.0,28.0,6.0,2.0,18.0,20.0,10.0,16.0,3.0,7.0,,,,,,,90.0,56.0,6.3,13.0,0.0260454,0,,1.0,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,
11401897,home,FC Utrecht,Ryan Flamingo,Ryan Flamingo,,ryan-flamingo,R. Flamingo,D,6,186,1614,M,1046960,EUR,1041292800,M,34,34,False,29.0,22.0,3.0,1.0,12.0,12.0,10.0,17.0,3.0,4.0,,,,,,,90.0,43.0,8.1,8.0,0.27239,2,,,,2.0,1.0,4.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,0.1226,0.2758,,1.0,1.0,1.0,,,,,,,
11401897,home,FC Utrecht,Can Bozdoğan,,,can-bozdogan,C. Bozdoğan,M,8,175,306,M,934249,EUR,986428800,M,6,6,False,34.0,25.0,7.0,2.0,11.0,15.0,14.0,19.0,1.0,10.0,,,,,,,90.0,52.0,7.0,11.0,0.0412669,0,,,,1.0,5.0,9.0,1.0,2.0,,,5.0,4.0,1.0,,3.0,,,,,2.0,,,,,,,1.0,,,,,,
11401897,home,FC Utrecht,Taylor Booth,,,taylor-booth,T. Booth,M,8,173,530,M,906024,EUR,991267200,M,10,10,False,12.0,9.0,,,3.0,3.0,6.0,12.0,2.0,4.0,,,,,,,62.0,27.0,6.4,12.0,0.00305569,1,,3.0,,,4.0,3.0,,6.0,,,,,1.0,,,,,,,1.0,0.046,,,,,1.0,2.0,,,,,,
11401897,home,FC Utrecht,Zakaria Labyad,,,zakaria-labyad,Z. Labyad,M,,173,933,M,106142,EUR,731635200,M,20,20,False,19.0,13.0,3.0,2.0,4.0,4.0,11.0,22.0,,3.0,,,,,,,67.0,34.0,7.1,15.0,0.303131,1,,7.0,1.0,,6.0,1.0,,2.0,,,,,2.0,,3.0,4.0,,1.0,,1.0,0.0304,0.0223,,1.0,1.0,,,2.0,,,,,
11401897,home,FC Utrecht,Othman Boussaid,,,othman-boussaid,O. Boussaid,M,49,166,244,M,877032,EUR,952387200,M,26,26,False,22.0,15.0,1.0,1.0,6.0,6.0,10.0,19.0,,2.0,,,,,,,68.0,42.0,6.9,14.0,0.389812,3,,3.0,1.0,,3.0,4.0,,2.0,,,3.0,2.0,3.0,,,1.0,,1.0,,,0.0942,0.6268,1.0,,,2.0,1.0,1.0,,,,,
11401897,home,FC Utrecht,Anthony Descotte,,,descotte-anthony,A. Descotte,F,99,179,246,M,1008697,EUR,1059868800,F,19,19,False,14.0,10.0,1.0,1.0,3.0,3.0,7.0,11.0,,1.0,,,,,,,68.0,29.0,6.4,10.0,0.0424711,1,,,2.0,,7.0,3.0,1.0,3.0,,,2.0,2.0,3.0,,1.0,2.0,,,,,0.4187,,1.0,,,,1.0,,1.0,1.0,,,
11401897,home,FC Utrecht,Marouan Azarkan,,,marouan-azarkan,M. Azarkan,M,17,165,221,M,987524,EUR,1007769600,F,11,11,True,11.0,9.0,4.0,2.0,1.0,1.0,8.0,12.0,1.0,1.0,,,,,,,28.0,19.0,7.2,6.0,0.0883688,0,,2.0,1.0,,4.0,2.0,1.0,1.0,,,1.0,1.0,,,,2.0,,,,1.0,,,1.0,1.0,1.0,,,,,,,,
