match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_ownGoals,stat_totalOffside,player_lastName,stat_keyPass,stat_blockedScoringAttempt,stat_unsuccessfulTouch,captain,stat_goalAssist,stat_aerialWon,stat_bigChanceCreated,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_saves,stat_errorLeadToAShot,player_sofascoreId
11453200,home,Al-Hazem,Aymen Dahmen,dahmen-aymen,A. Dahmen,G,30,188.0,1160,M,1198374,EUR,854409600,G,30,30,False,21.0,16.0,10.0,5.0,12.0,13.0,4.0,8.0,1.0,7.0,1.0,90.0,24.0,6.4,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453200,home,Al-Hazem,Ahmad Al Mhemaid,ahmad-al-mhemaid,A. A. Mhemaid,M,99,179.0,11,M,1085117,EUR,930787200,D,99,99,False,29.0,19.0,7.0,4.0,9.0,14.0,11.0,18.0,2.0,4.0,,90.0,52.0,6.8,14.0,1,Ahmad Al Mhemaid,3.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
11453200,home,Al-Hazem,Paulo Ricardo,paulo-ricardo,P. Ricardo,D,3,186.0,171,M,576008,EUR,771465600,D,2,2,False,41.0,32.0,10.0,4.0,21.0,24.0,11.0,17.0,2.0,3.0,,90.0,51.0,7.1,10.0,1,,,,1.0,4.0,,1.0,,,,,1.0,,,,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,
11453200,home,Al-Hazem,Bruno Viana,bruno-viana,B. Viana,D,30,187.0,241,M,804703,EUR,791942400,D,36,36,False,43.0,38.0,11.0,8.0,28.0,29.0,10.0,14.0,4.0,2.0,,90.0,53.0,7.2,5.0,0,,,,,,2.0,,,,,,2.0,1.0,,1.0,,,,2.0,,1.0,,,,,,,,,,,,,
11453200,home,Al-Hazem,Farhan Al-Azmi,farhan-al-azmi,F. Al-Azmi,D,,175.0,13,M,1127129,EUR,775612800,D,12,12,False,28.0,19.0,3.0,1.0,13.0,17.0,8.0,15.0,,5.0,,90.0,46.0,6.8,11.0,1,Farhan Al-Azmi,4.0,2.0,,5.0,3.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,,,,,,1.0,,,,,,,,,,,
11453200,home,Al-Hazem,Azzam Al Salman,azzam-al-salman,A. A. Salman,M,18,,4,M,1615173,EUR,1158710400,M,18,18,False,21.0,16.0,3.0,1.0,12.0,14.0,4.0,7.0,,,,65.0,24.0,6.4,5.0,0,Azzam,,,,4.0,1.0,1.0,,,,,1.0,,,1.0,3.0,,,,,,Al Salman,,,,,,,,,,,,
11453200,home,Al-Hazem,Júnior Moreno,junior-moreno,J. Moreno,M,8,175.0,315,M,312026,EUR,743126400,M,93,93,False,40.0,37.0,3.0,2.0,23.0,24.0,14.0,16.0,1.0,9.0,,90.0,53.0,7.0,4.0,1,,,,,2.0,6.0,1.0,,,,,2.0,3.0,3.0,3.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,
11453200,home,Al-Hazem,Mohammed Al-Thani,mohammed-al-thain,M. Al-Thani,M,17,174.0,72,M,954643,EUR,855532800,M,11,11,False,26.0,19.0,2.0,,6.0,6.0,13.0,20.0,1.0,5.0,,90.0,38.0,6.8,11.0,0,,,,6.0,6.0,3.0,,,,,,,2.0,2.0,1.0,1.0,,,,,,,,,2.0,,,,,,,,,
11453200,home,Al-Hazem,Vina,vina,Vina,M,29,177.0,1454,M,1101714,EUR,671673600,M,29,29,False,15.0,14.0,3.0,3.0,5.0,6.0,9.0,9.0,,2.0,,43.0,17.0,7.1,1.0,2,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,
11453200,home,Al-Hazem,Tozé,toze,Tozé,M,20,165.0,386,M,1089231,EUR,726969600,M,20,20,False,25.0,20.0,1.0,,8.0,8.0,15.0,28.0,,,,90.0,51.0,8.0,16.0,4,,11.0,3.0,,3.0,5.0,,,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,1.0,,3.0,1.0,,True,1.0,1.0,1.0,,,,,
