match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_topSpeed,stat_kilometersCovered,stat_numberOfSprints,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_shotValueNormalized,stat_aerialLost,stat_outfielderBlock,stat_fouls,stat_errorLeadToAShot,stat_dispossessed,stat_interceptionWon,stat_unsuccessfulTouch,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_keyPass,stat_wonContest,stat_wasFouled,captain,stat_bigChanceMissed,stat_shotOffTarget,stat_totalOffside,player_sofascoreId,stat_lastManTackle,stat_errorLeadToAGoal
14566747,home,Club Brugge KV,Simon Mignolet,simon-mignolet,S. Mignolet,G,22,193,1239,M,10406,EUR,573609600,G,22,22,False,43.0,24.0,27.0,9.0,0.0,17.0,24.0,7.0,19.0,1.0,1.0,2.0,12.0,1.0,1.0,9.0,1.0,4.0,4.0,90.0,64.0,8.3,19.0,0.00247562,23.436,5.26131,0.0,70.898994971609,13.0,19.95,6.195,0.0982,0,0.8686,0.11,0.01,0.3,0.11,3.71,1.46,0.08,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566747,home,Club Brugge KV,Kyriani Sabbe,kyriani-sabbe,K. Sabbe,D,64,176,1052,M,1101258,EUR,1106697600,D,64,64,False,36.0,26.0,4.0,1.0,0.0,11.0,19.0,15.0,17.0,,5.0,3.0,8.0,,,,,,,86.0,55.0,7.0,12.0,0.0180697,28.98,10.00774,6.0,23.711108627431,5.0,8.82,6.195,,1,,0.21,0.01,-0.05,,2.69,4.95,1.66,0.6,0.1,,,1.0,3.0,2.0,1.0,1.0,5.0,1.0,0.0475,-0.13,,,,,,,,,,,,,,,,,,,,,,,,
14566747,home,Club Brugge KV,Joel Ordóñez,joel-ordonez,J. Ordóñez,D,4,188,4938,M,1187275,EUR,1082505600,D,4,4,False,35.0,29.0,6.0,2.0,0.0,22.0,24.0,7.0,11.0,,1.0,6.0,7.0,,,,,,,72.0,47.0,7.1,6.0,0.00474001,28.296,7.87171,3.0,47.388420682852,10.0,-4.62,7.455,,0,,0.11,-0.05,0.51,,2.21,4.32,0.98,0.32,0.04,,,,3.0,,,,1.0,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
14566747,home,Club Brugge KV,Brandon Mechele,brandon-mechele,B. Mechele,D,44,188,827,M,248331,EUR,728179200,D,44,44,False,35.0,32.0,3.0,1.0,0.0,27.0,27.0,5.0,8.0,1.0,5.0,8.0,2.0,,,,,,,90.0,49.0,7.1,3.0,0.00210237,30.456,10.28794,6.0,82.816362115194,13.0,23.73,11.55,,0,,0.0,0.04,0.32,,3.01,5.53,1.3,0.33,0.12,,,,3.0,,,,4.0,1.0,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14566747,home,Club Brugge KV,Joaquin Seys,joaquin-seys,J. Seys,D,65,178,1484,M,1395881,EUR,1111968000,D,65,65,False,22.0,19.0,,,0.0,15.0,17.0,4.0,5.0,1.0,5.0,4.0,6.0,,,,,,,90.0,49.0,7.5,6.0,0.00108703,30.06,10.37205,8.0,171.52611975508,14.0,90.615,31.815,,0,,-0.1,0.3,0.44,,3.11,4.98,1.51,0.64,0.13,,,1.0,1.0,,,,4.0,3.0,,,,2.0,,,1.0,1.0,1.0,50.222243425157,2.0,,,,,,,,,,,,,,,
14566747,home,Club Brugge KV,Aleksandar Stanković,aleksandar-stankovic,A. Stanković,M,25,187,2865,M,1153957,EUR,1123027200,M,25,25,False,27.0,21.0,3.0,2.0,2.0,10.0,10.0,11.0,17.0,,1.0,1.0,2.0,,,,,,,86.0,42.0,8.9,7.0,0.252742,29.772,10.84811,8.0,128.2192396059,10.0,61.215,32.235,,4,,0.28,0.1,0.2,,2.33,5.89,1.85,0.62,0.16,,,1.0,2.0,,1.0,2.0,1.0,1.0,0.3519,0.6,,,1.0,,,2.0,,61.894326749869,2.0,1.0,1.0,2.0,1.0,0.8041,3.0,,,,,,,,,
14566747,home,Club Brugge KV,Raphael Onyedika,raphael-onyedika,R. Onyedika,M,15,184,6286,M,1129862,EUR,987638400,M,15,15,False,36.0,32.0,3.0,2.0,0.0,17.0,18.0,15.0,18.0,,9.0,1.0,9.0,,,,,,,90.0,57.0,7.1,9.0,0.009718,30.456,10.99028,5.0,105.77042195743,17.0,41.37,13.02,,0,,-0.02,0.17,-0.04,,2.89,5.74,1.76,0.48,0.11,,,1.0,6.0,3.0,2.0,,5.0,2.0,,,,,2.0,,1.0,1.0,2.0,,,,,,,,,2.0,2.0,,,,,,,
14566747,home,Club Brugge KV,Carlos Forbs,carlos-borges,C. Forbs,F,9,169,11143,M,1069486,EUR,1079654400,M,9,9,False,22.0,17.0,1.0,,1.0,1.0,2.0,16.0,20.0,,2.0,1.0,6.0,,,,,,,90.0,41.0,7.3,17.0,0.533612,32.688,10.82128,14.0,154.52188019691,14.0,73.71,47.25,,0,,0.22,0.72,0.13,,3.16,5.02,1.67,0.64,0.33,Carlos Forbs,,4.0,6.0,,4.0,,,,,,,1.0,2.0,,1.0,1.0,4.0,111.24310395603,5.0,,1.0,,,,5.0,1.0,1.0,,,,,,,
14566747,home,Club Brugge KV,Hans Vanaken,hans-vanaken,H. Vanaken,M,20,194,2937,M,118085,EUR,714614400,M,20,20,False,46.0,38.0,5.0,2.0,0.0,24.0,26.0,14.0,20.0,1.0,4.0,4.0,7.0,,,,,,,90.0,55.0,6.8,9.0,0.0163398,29.448,11.86623,4.0,78.638157532358,13.0,11.76,9.135,,0,,0.01,0.11,0.27,,2.83,6.03,2.35,0.55,0.11,,,,4.0,1.0,1.0,,1.0,1.0,,,2.0,,1.0,,,,,,,,,,,,,1.0,1.0,True,,,,,,
14566747,home,Club Brugge KV,Mamadou Diakhon,diakhon-mamadou,M. Diakhon,F,67,180,1938,M,1495876,EUR,1127347200,M,67,67,False,10.0,8.0,,,0.0,1.0,2.0,7.0,8.0,,4.0,,3.0,,,,,,,70.0,32.0,7.9,14.0,0.0432386,32.22,7.8839,13.0,204.41025628348,13.0,158.865,44.625,,2,,0.05,0.46,0.13,,2.48,3.48,1.11,0.54,0.26,,,2.0,7.0,,6.0,,,,0.3263,0.57,1.0,,,,3.0,,5.0,135.64873373782,5.0,1.0,,2.0,1.0,0.579,1.0,3.0,1.0,,1.0,,,,,
