match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_errorLeadToAGoal,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_aerialLost,stat_outfielderBlock,stat_wonTackle,stat_blockedScoringAttempt,stat_lastManTackle,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_totalCross,stat_shotOffTarget,player_firstName,player_lastName,player_sofascoreId,stat_bigChanceMissed,captain,stat_bigChanceCreated,stat_totalOffside,stat_keyPass,stat_accurateCross,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals
13981591,home,Atalanta,Marco Carnesecchi,marco-carnesecchi,M. Carnesecchi,G,29,192,3101,M,865646,EUR,962409600,G,29,29,False,34.0,25.0,20.0,11.0,0.0,17.0,17.0,8.0,17.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,90.0,41.0,7.6,9.0,0.00366416,10.114829660494,2.0,10.08,6.405,0.7748,0,-0.1161,0.07,0.0,-0.11,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981591,home,Atalanta,Berat Djimsiti,berat-djimsiti,B. Djimsiti,D,19,190,2156,M,151003,EUR,730080000,D,19,19,False,61.0,49.0,9.0,6.0,0.0,34.0,39.0,15.0,22.0,7.0,3.0,1.0,,,,,90.0,80.0,6.5,14.0,0.0119781,173.88438990703,21.0,61.215,21.525,,0,,0.06,0.09,-0.53,,3.0,2.0,1.0,3.0,2.0,8.0,1.0,1.0,1.0,1.0,1.0,57.815245105235,3.0,,,,,,,,,,,,,,,,,,,,,,,
13981591,home,Atalanta,Isak Hien,hien-isak,I. Hien,D,4,191,2306,M,1157713,EUR,916185600,D,4,4,False,50.0,47.0,6.0,6.0,0.0,37.0,40.0,10.0,10.0,2.0,5.0,,,,,,90.0,60.0,6.8,4.0,0.00295195,130.77926763089,18.0,61.005,17.325,,0,,0.11,0.05,-0.08,,,4.0,2.0,1.0,,3.0,2.0,2.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
13981591,home,Atalanta,Sead Kolašinac,sead-kolasinac,S. Kolašinac,D,23,183,3276,M,142148,EUR,740534400,D,23,23,False,29.0,23.0,4.0,1.0,0.0,10.0,12.0,13.0,17.0,1.0,2.0,,,,,,75.0,39.0,6.8,7.0,0.0036971,102.57860166961,12.0,63.735,21.0,,1,,0.04,0.09,0.68,,,1.0,,,,5.0,1.0,1.0,,,,41.076188238374,2.0,,1.0,1.0,1.0,1.0,1.0,0.025,-0.06,,,,,,,,,,,,,,,
13981591,home,Atalanta,Davide Zappacosta,davide-zappacosta,D. Zappacosta,M,77,182,2125,M,132318,EUR,708220800,M,77,77,False,12.0,9.0,2.0,1.0,0.0,4.0,7.0,5.0,5.0,1.0,,,,,,,45.0,23.0,6.7,6.0,0.00855162,79.499586655871,10.0,19.635,17.22,,1,,-0.12,0.14,0.18,,,,,1.0,1.0,1.0,2.0,,,,1.0,27.277333922025,2.0,,,,,,,0.0381,0.0,2.0,1.0,,,,,,,,,,,,,
13981591,home,Atalanta,Éderson,ederson,Éderson,M,13,183,7659,M,946888,EUR,931305600,M,13,13,False,47.0,43.0,8.0,7.0,0.0,22.0,24.0,21.0,23.0,8.0,5.0,2.0,,,,,90.0,69.0,7.3,8.0,0.0127642,191.7606618748,23.0,57.225,26.775,,3,,0.01,0.09,0.27,,1.0,2.0,,2.0,1.0,4.0,3.0,4.0,,,1.0,56.082160321399,3.0,1.0,1.0,3.0,1.0,,,0.3461,-0.6,1.0,2.0,,,ederson99,1.0,,,,,,,,,
13981591,home,Atalanta,Marten de Roon,marten-de-roon,M. de Roon,M,15,185,1856,M,100389,EUR,670204800,M,15,15,False,50.0,47.0,4.0,3.0,0.0,22.0,24.0,25.0,26.0,1.0,5.0,,,,,,90.0,60.0,6.4,5.0,0.020983,71.640631317305,11.0,34.125,11.97,,0,,0.12,0.05,-0.1,,,8.0,3.0,1.0,,2.0,1.0,1.0,,,,,,2.0,,1.0,,,2.0,,,1.0,,,,,,True,,,,,,,,
13981591,home,Atalanta,Nicola Zalewski,nicola-zalewski,N. Zalewski,M,59,175,16244,M,984184,EUR,1011744000,M,59,59,False,13.0,6.0,2.0,,0.0,3.0,3.0,3.0,10.0,4.0,2.0,2.0,,,,,65.0,28.0,6.7,11.0,0.0136371,99.570538071987,12.0,54.285,21.525,,1,,0.09,0.08,-0.01,,1.0,3.0,,3.0,1.0,2.0,,,,,,21.621452888277,1.0,,,,1.0,,1.0,0.0264,-0.01,2.0,,,,nico_zale,,,1.0,1.0,2.0,,,,,
13981591,home,Atalanta,Charles De Ketelaere,charles-de-ketelaere,C. De Ketelaere,F,17,192,14835,M,960441,EUR,984182400,F,17,17,False,33.0,27.0,3.0,2.0,0.0,4.0,5.0,23.0,28.0,4.0,6.0,1.0,,,,,90.0,54.0,7.3,19.0,0.68112,217.01086280935,20.0,102.06,41.16,,0,,0.71,0.42,-0.04,,1.0,11.0,1.0,5.0,2.0,,,,,,5.0,92.887979393316,5.0,3.0,,,,,,,,1.0,,,,cdk,,,2.0,,2.0,1.0,4.0,,,
13981591,home,Atalanta,Mario Pašalić,mario-pasalic,M. Pašalić,M,20,189,7385,M,190437,EUR,792288000,F,8,8,False,16.0,14.0,,,0.0,9.0,10.0,5.0,6.0,1.0,3.0,,,,,,58.0,19.0,6.5,3.0,0.00279692,70.422953947539,9.0,-8.295,8.505,,0,,0.04,0.06,0.21,,,2.0,,,,1.0,,1.0,,,1.0,,,1.0,,,,,2.0,,,,,,,pasalicmario,,,,,,,,,,
