match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_totalContest,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_totalCross,stat_aerialLost,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_fouls,captain,stat_aerialWon,stat_shotOffTarget,stat_keyPass,stat_totalTackle,stat_wonTackle,stat_accurateCross,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_challengeLost,stat_goals,stat_totalOffside,stat_bigChanceMissed,stat_hitWoodwork,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_errorLeadToAShot
12476429,home,Huddersfield Town,Chris Maxwell,,,chris-maxwell,C. Maxwell,G,186,23,M,47866,EUR,649296000,G,12,12,False,28.0,27.0,3.0,2.0,0.0,25.0,25.0,2.0,3.0,1.0,1.0,6.0,1.0,1.0,90.0,31.0,6.7,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12476429,home,Huddersfield Town,Matthew Pearson,,,matthew-pearson,M. Pearson,D,190,29,M,216584,EUR,744336000,D,4,4,False,64.0,53.0,10.0,3.0,0.0,35.0,39.0,18.0,26.0,5.0,,5.0,,,90.0,81.0,6.7,13.0,0,5,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
12476429,home,Huddersfield Town,Michał Helik,,,michal-helik,M. Helik,D,191,979,M,351726,EUR,810604800,D,5,5,False,50.0,48.0,5.0,3.0,0.0,32.0,32.0,16.0,18.0,1.0,,3.0,,,45.0,52.0,7.1,2.0,1,6,,1.0,4.0,,,,1.0,,,True,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12476429,home,Huddersfield Town,Brodie Spencer,Brodie Spencer,,brodie-spencer,B. Spencer,D,182,103,M,1138933,EUR,1083801600,D,17,17,False,76.0,70.0,2.0,1.0,0.0,38.0,43.0,32.0,33.0,2.0,1.0,7.0,,,90.0,94.0,7.5,9.0,1,15,,,5.0,,1.0,2.0,1.0,,1.0,,3.0,1.0,,2.0,2.0,,,,,,,,,,,,,,,,
12476429,home,Huddersfield Town,Lasse Sørensen,,,lasse-sorensen,L. Sørensen,D,185,75,M,826063,EUR,940464000,M,2,2,False,38.0,28.0,2.0,1.0,1.0,10.0,11.0,20.0,38.0,4.0,5.0,5.0,,,61.0,64.0,7.4,23.0,2,2,11.0,,4.0,2.0,1.0,,,,,,1.0,,1.0,,,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,
12476429,home,Huddersfield Town,Tom Iorpenda,Tom Iorpenda,,tom-iorpenda,T. Iorpenda,M,190,57,M,1592317,EUR,1112745600,M,28,28,False,30.0,27.0,1.0,,0.0,7.0,7.0,20.0,23.0,3.0,2.0,5.0,,,61.0,45.0,7.3,8.0,2,14,,,4.0,1.0,1.0,,2.0,2.0,2.0,,,,1.0,,,,2.0,,1.0,1.0,3.0,,,,,,,,,,
12476429,home,Huddersfield Town,David Kasumu,,,david-kasumu,D. Kasumu,M,180,78,M,839392,EUR,939081600,M,18,18,False,65.0,59.0,2.0,,0.0,22.0,22.0,37.0,44.0,4.0,6.0,9.0,,,90.0,83.0,7.4,10.0,1,18,1.0,,9.0,,,,2.0,2.0,2.0,,,,1.0,4.0,3.0,,3.0,,,1.0,,,,,,,,,,,
12476429,home,Huddersfield Town,Herbie Kane,,,herbie-kane,H. Kane,M,177,97,M,795060,EUR,911779200,M,16,16,False,91.0,83.0,11.0,6.0,0.0,31.0,31.0,52.0,60.0,3.0,1.0,4.0,,,90.0,97.0,8.0,10.0,2,20,,1.0,3.0,,,,,1.0,1.0,,1.0,2.0,3.0,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,
12476429,home,Huddersfield Town,Jaheim Headley,Jaheim,Headley,jaheim-headley,J. Headley,M,175,44,M,1020732,EUR,1001289600,M,15,15,False,53.0,44.0,,,0.0,16.0,17.0,31.0,47.0,5.0,7.0,7.0,,,90.0,84.0,8.6,20.0,2,3,11.0,,10.0,2.0,,1.0,,1.0,1.0,,1.0,,4.0,2.0,2.0,3.0,6.0,,1.0,1.0,,1.0,1.0,,,,,,,,
12476429,home,Huddersfield Town,Callum Marshall,,,marshall-callum,C. Marshall,F,176,500,M,1394099,EUR,1101600000,F,7,7,False,18.0,13.0,2.0,1.0,1.0,3.0,3.0,10.0,17.0,6.0,2.0,3.0,,,71.0,31.0,8.3,11.0,3,16,2.0,,3.0,1.0,,,1.0,,3.0,,1.0,,1.0,2.0,2.0,,,,2.0,1.0,1.0,,1.0,,,,,,,,
