match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_aerialWon,stat_duelLost,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_fouls,stat_keyPass,stat_aerialLost,stat_dispossessed,stat_interceptionWon,stat_totalCross,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_accurateCross,stat_challengeLost,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_wonTackle,captain,stat_bigChanceCreated,player_firstName,player_lastName,stat_bigChanceMissed,stat_totalOffside,player_sofascoreId,stat_goodHighClaim
10388524,home,Hertha BSC,Oliver Christensen,oliver-christensen,O. Christensen,G,53,190,517,M,860306,EUR,922060800,G,1,1,False,31.0,12.0,28.0,9.0,6.0,6.0,6.0,25.0,2.0,2.0,11.0,2.0,1.0,1.0,1.0,1.0,1.0,90.0,41.0,7.3,19.0,0.0,0.0,0.00216195,0,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388524,home,Hertha BSC,Agustín Rogel,agustin-rogel,A. Rogel,D,3,190,476,M,875293,EUR,877046400,D,3,3,False,25.0,15.0,5.0,2.0,9.0,15.0,6.0,10.0,3.0,6.0,6.0,,,,,,,90.0,39.0,7.5,11.0,0.1396,0.0,0.0110176,1,,1.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
10388524,home,Hertha BSC,Filip Uremović,filip-uremovic,F. Uremović,D,22,186,976,M,805712,EUR,855619200,D,5,5,False,24.0,17.0,3.0,1.0,14.0,19.0,3.0,5.0,4.0,3.0,3.0,,,,,,,90.0,34.0,6.8,8.0,0.0,0.0,0.00893971,0,,,4.0,3.0,,,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
10388524,home,Hertha BSC,Marc-Oliver Kempf,marc-oliver-kempf,M. O. Kempf,D,2,186,882,M,226974,EUR,791251200,D,20,20,False,38.0,26.0,6.0,2.0,19.0,25.0,7.0,14.0,11.0,6.0,7.0,2.0,,,,,,81.0,55.0,7.2,15.0,0.0,0.0,0.00867777,0,,,7.0,1.0,,,,,1.0,,1.0,2.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,
10388524,home,Hertha BSC,Marco Richter,marco-richter,M. Richter,M,23,176,248,M,796027,EUR,880329600,M,23,23,False,31.0,20.0,8.0,4.0,8.0,10.0,14.0,24.0,8.0,1.0,9.0,5.0,,,,,,72.0,54.0,7.6,16.0,0.0625,0.2503,0.0641011,2,,,,3.0,,,2.0,,1.0,,,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,
10388524,home,Hertha BSC,Lucas Tousart,tousart-lucas,L. Tousart,M,24,185,445,M,787889,EUR,862272000,M,29,29,False,24.0,12.0,3.0,,4.0,5.0,8.0,20.0,10.0,2.0,5.0,1.0,,,,,,90.0,50.0,6.9,18.0,0.0,0.0,0.0100247,0,,,4.0,7.0,,,4.0,1.0,,3.0,,3.0,1.0,4.0,1.0,1.0,,,,,,2.0,,,,,,,,
10388524,home,Hertha BSC,Tolga Ciğerci,tolga-cigerci,T. Ciğerci,M,38,185,114,M,120298,EUR,701308800,M,6,6,False,43.0,31.0,1.0,1.0,17.0,21.0,14.0,23.0,6.0,,9.0,1.0,,,,,,90.0,59.0,6.9,17.0,0.0542,0.2892,0.00932076,2,,,2.0,5.0,,,1.0,1.0,,2.0,1.0,1.0,1.0,2.0,2.0,2.0,,1.0,1.0,1.0,,1.0,,,,,,,,
10388524,home,Hertha BSC,Suat Serdar,suat-serdar,S. Serdar,M,8,183,677,M,800408,EUR,860716800,M,8,8,False,21.0,12.0,,,3.0,5.0,9.0,16.0,6.0,,3.0,1.0,,,,,,72.0,42.0,6.5,15.0,0.0318,0.0,0.0101825,1,,,3.0,9.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,,,1.0,,2.0,,,,,,,,,,,,,,
10388524,home,Hertha BSC,Marvin Plattenhardt,marvin-plattenhardt,M. Plattenhardt,D,,181,84,,108584,EUR,696384000,M,21,21,False,26.0,17.0,5.0,1.0,7.0,11.0,10.0,20.0,4.0,2.0,4.0,,,,,,,90.0,51.0,6.8,20.0,0.0,0.0,0.0285053,0,,,2.0,3.0,,1.0,2.0,2.0,,,,,5.0,,,1.0,,1.0,,,,2.0,True,,,,,,,
10388524,home,Hertha BSC,Jessic Ngankam,ngankam-jessic,J. Ngankam,F,24,180,394,M,906276,EUR,964051200,F,24,24,False,5.0,4.0,,,3.0,3.0,1.0,3.0,1.0,,2.0,,,,,,,45.0,13.0,6.7,6.0,0.0172,0.0,0.0474533,1,,,,6.0,1.0,,1.0,,1.0,3.0,2.0,,1.0,,,1.0,,1.0,,,,,,1.0,,,,,,
10388524,home,Hertha BSC,Florian Niederlechner,florian-niederlechner,F. Niederlechner,F,7,186,341,M,156146,EUR,656726400,F,7,7,False,13.0,8.0,1.0,,1.0,2.0,7.0,12.0,5.0,,4.0,3.0,,,,,,79.0,30.0,6.2,9.0,0.2049,0.0,0.00530021,2,,,,10.0,1.0,,2.0,2.0,,5.0,2.0,,1.0,1.0,,,,,,1.0,,2.0,,,Florian,Niederlechner,1.0,4.0,,
10388524,home,Hertha BSC,Dodi Lukebakio,dodi-lukebakio,D. Lukebakio,M,11,187,4899,M,823631,EUR,875059200,F,14,14,True,8.0,4.0,2.0,2.0,1.0,1.0,3.0,8.0,6.0,,,2.0,,,,,,45.0,17.0,7.6,5.0,0.07,0.2598,0.00326136,2,,,1.0,3.0,1.0,,2.0,2.0,,,,,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,,,,1.0,DLukebakio,
10388524,home,Hertha BSC,Jonjoe Kenny,jonjoe-kenny,J. Kenny,D,3,176,414,M,361310,EUR,858384000,D,16,16,True,5.0,4.0,1.0,,1.0,1.0,3.0,4.0,,,1.0,,,,,,,18.0,7.0,6.3,3.0,0.0,0.0,0.00222132,0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
10388524,home,Hertha BSC,Jean-Paul Boëtius,jean-paul-boetius,J. Boëtius,M,,178,281,M,138830,EUR,764294400,M,10,10,True,9.0,8.0,2.0,2.0,3.0,3.0,5.0,6.0,2.0,,1.0,,,,,,,18.0,13.0,6.8,1.0,0.0,0.0,0.00748062,0,,,,2.0,,,2.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,
10388524,home,Hertha BSC,Stevan Jovetić,stevan-jovetic,S. Jovetić,F,8,183,1799,M,37126,EUR,625968000,F,19,19,True,4.0,2.0,,,1.0,3.0,1.0,1.0,1.0,,,1.0,,,,,,11.0,7.0,6.5,3.0,0.0,0.0,0.00024006,0,,,,2.0,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,
