match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_totalCross,stat_challengeLost,stat_dispossessed,stat_accurateCross,stat_totalContest,stat_wonContest,captain,stat_bigChanceCreated,stat_goals,stat_blockedScoringAttempt,player_sofascoreId,stat_errorLeadToAGoal,stat_errorLeadToAShot,stat_crossNotClaimed,stat_punches
13472793,home,Internacional,Anthoni,Anthoni,,anthoni,Anthoni,G,12,191.0,615,M,1106134,EUR,1011744000,G,24,24,False,28.0,14.0,20.0,6.0,0.0,10.0,11.0,4.0,17.0,1.0,14.0,1.0,1.0,2.0,3.0,1.0,1.0,90.0,37.0,7.4,15.0,0.00357773,1.0,0,0.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472793,home,Internacional,Vitão,,,vitao,Vitão,D,44,185.0,3503,M,876625,EUR,949449600,D,4,4,False,28.0,21.0,7.0,2.0,0.0,12.0,13.0,9.0,15.0,8.0,2.0,,,,,,,90.0,41.0,7.4,7.0,0.00794949,,2,,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.2889,0.2006,,,,,,,,,,,,,,,,,,
13472793,home,Internacional,Gabriel Mercado,,,gabriel-mercado,G. Mercado,D,25,180.0,995,M,128376,EUR,543024000,D,25,25,False,25.0,20.0,3.0,1.0,0.0,16.0,17.0,4.0,8.0,10.0,1.0,,,,,,,90.0,38.0,7.2,5.0,0.00216251,,1,,,2.0,1.0,2.0,,,1.0,,,1.0,1.0,0.0937,0.065,,,,,,,,,,,,,,,,,,
13472793,home,Internacional,Juninho,,,juninho,Juninho,D,18,186.0,513,M,799947,EUR,791596800,D,18,18,False,22.0,12.0,8.0,1.0,0.0,8.0,9.0,4.0,13.0,1.0,1.0,,,,,,,62.0,28.0,6.7,10.0,0.010676,,0,,1.0,1.0,1.0,4.0,,,,,,1.0,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,
13472793,home,Internacional,Braian Aguirre,Brian Aguirre,,braian-aguirre,B. Aguirre,D,35,174.0,797,M,1084963,EUR,964742400,M,35,35,False,42.0,32.0,6.0,2.0,0.0,15.0,16.0,17.0,26.0,4.0,2.0,1.0,,,,,,90.0,67.0,7.1,17.0,0.00987555,,1,,4.0,,10.0,1.0,,1.0,,1.0,2.0,4.0,3.0,0.0453,,1.0,,,3.0,2.0,1.0,,,,,,,,,,,,
13472793,home,Internacional,Bruno Henrique,,,bruno-henrique,B. Henrique,M,8,180.0,899,M,345113,EUR,624931200,M,8,8,False,15.0,12.0,,,0.0,4.0,5.0,8.0,10.0,1.0,3.0,3.0,,,,,,68.0,27.0,6.7,8.0,0.00946747,,0,,1.0,2.0,3.0,4.0,,,,,,,,,,2.0,1.0,,2.0,2.0,,,,,,,,,,,,,
13472793,home,Internacional,Thiago Maia,,,thiago-maia,T. Maia,M,29,179.0,1392,M,358550,EUR,859075200,M,29,29,False,26.0,21.0,4.0,2.0,0.0,10.0,11.0,11.0,15.0,3.0,4.0,2.0,,,,,,74.0,37.0,7.1,7.0,0.0565485,,0,,1.0,,1.0,2.0,,,,,,1.0,,,,2.0,2.0,,,,,,,,,,,,,,,,
13472793,home,Internacional,Alexandro Bernabei,,,alexandro-bernabei,A. Bernabei,D,26,169.0,2144,M,989200,EUR,969753600,M,26,26,False,24.0,19.0,1.0,1.0,0.0,8.0,9.0,11.0,15.0,4.0,3.0,,,,,,,90.0,56.0,6.8,11.0,0.0499644,,3,,,,10.0,6.0,,3.0,,,,,2.0,0.1438,,4.0,1.0,1.0,3.0,5.0,2.0,2.0,2.0,1.0,,,,,,,,,
13472793,home,Internacional,Alan Patrick,,,alan-patrick,A. Patrick,M,10,177.0,6630,M,124997,EUR,674092800,F,10,10,False,38.0,31.0,3.0,2.0,0.0,5.0,7.0,26.0,31.0,2.0,4.0,1.0,,,,,,90.0,57.0,7.9,16.0,0.340954,4.0,1,,2.0,2.0,7.0,3.0,,,1.0,,,,1.0,0.5668,0.311,,,1.0,8.0,2.0,1.0,2.0,1.0,,True,1.0,1.0,,,,,,
13472793,home,Internacional,Vitinho,,,vitinho,Vitinho,M,28,181.0,1064,M,982405,EUR,922924800,F,28,28,False,14.0,13.0,,,0.0,3.0,4.0,10.0,10.0,1.0,2.0,7.0,,,,,,74.0,31.0,7.4,9.0,0.0186938,1.0,3,,6.0,,11.0,4.0,,,2.0,,,,3.0,0.2886,0.2494,1.0,1.0,3.0,,1.0,,,1.0,,,,1.0,1.0,,,,,
