match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_clearanceOffLine,stat_outfielderBlock,stat_wasFouled,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_hitWoodwork,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_goalsPrevented
12064207,home,RKC Waalwijk,Etienne Vaessen,etienne-vaessen,E. Vaessen,G,1,187,465,M,809408,EUR,806716800,G,1,1,False,True,51.0,32.0,36.0,17.0,21.0,26.0,11.0,25.0,1.0,1.0,12.0,1.0,2.0,2.0,2.0,90.0,58.0,7.2,19.0,0.00501593,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12064207,home,RKC Waalwijk,Julian Lelieveld,julian-lelieveld,J. Lelieveld,D,2,184,104,M,798179,EUR,880329600,D,2,2,False,,28.0,20.0,3.0,2.0,11.0,13.0,10.0,17.0,2.0,6.0,3.0,,,,,90.0,66.0,7.9,13.0,0.123744,1.0,2,,,2.0,1.0,5.0,10.0,2.0,2.0,9.0,3.0,5.0,5.0,2.0,2.0,0.0916,,,,,,,,,,,,,,,,
12064207,home,RKC Waalwijk,Jurien Gaari,jurien-gaari,J. Gaari,D,3,181,58,M,884944,EUR,756604800,D,23,23,False,,45.0,34.0,4.0,1.0,25.0,33.0,9.0,12.0,1.0,3.0,6.0,,,,,90.0,56.0,7.0,12.0,0.00482499,,0,,,,,3.0,5.0,,,5.0,1.0,2.0,2.0,,1.0,,1.0,,,,,,,,,,,,,,,
12064207,home,RKC Waalwijk,Dario Van Den Buijs,dario-van-den-buijs,D. V. D. Buijs,D,33,188,65,M,783468,EUR,810864000,D,3,3,False,,60.0,45.0,13.0,3.0,24.0,28.0,21.0,34.0,2.0,5.0,8.0,,,,,90.0,83.0,8.1,20.0,0.0399754,,2,,,2.0,,7.0,10.0,2.0,,6.0,2.0,1.0,1.0,1.0,,0.0438,,2.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0528,,,,,,,
12064207,home,RKC Waalwijk,Aaron Meijers,aaron-meijers,A. Meijers,D,14,176,30,M,32386,EUR,562377600,D,28,28,False,,4.0,2.0,2.0,,2.0,3.0,,2.0,,1.0,,,,,,19.0,11.0,6.7,4.0,1.576e-05,,0,Aaron,Meijers,1.0,,,,,,2.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,
12064207,home,RKC Waalwijk,Godfried Roemeratoe,godfried-roemeratoe,G. Roemeratoe,M,6,178,106,M,825849,EUR,935020800,M,24,24,False,,54.0,34.0,8.0,1.0,21.0,28.0,13.0,26.0,3.0,8.0,8.0,,,,,90.0,73.0,6.8,26.0,0.00859332,,0,,,,,6.0,14.0,,,2.0,,5.0,3.0,2.0,1.0,,4.0,1.0,1.0,,,,2.0,2.0,,,,,,,,
12064207,home,RKC Waalwijk,Yassin Oukili,oukili-yassin,Y. Oukili,M,5,195,495,M,1010846,EUR,978480000,M,6,6,False,,33.0,23.0,8.0,3.0,9.0,14.0,14.0,20.0,3.0,8.0,7.0,,,,,90.0,44.0,7.1,13.0,0.205763,1.0,2,,,1.0,,2.0,6.0,2.0,1.0,1.0,1.0,2.0,1.0,,1.0,0.0581,1.0,1.0,,1.0,,,,2.0,0.0519,1.0,1.0,,,,,
12064207,home,RKC Waalwijk,Richonell Margaret,richonell-margaret,R. Margaret,F,18,191,393,M,973716,EUR,968284800,M,19,19,False,,19.0,14.0,2.0,1.0,2.0,2.0,13.0,19.0,,2.0,2.0,,,,,72.0,34.0,7.2,10.0,0.218139,1.0,2,,,2.0,1.0,1.0,5.0,,,,1.0,2.0,1.0,2.0,,0.0507,1.0,1.0,,1.0,1.0,,,2.0,0.2666,1.0,,,,,,
12064207,home,RKC Waalwijk,Mats Seuntjens,mats-seuntjens,M. Seuntjens,M,20,187,138,M,163541,EUR,703468800,M,20,20,False,,21.0,11.0,2.0,1.0,2.0,4.0,11.0,23.0,1.0,3.0,,,,,,81.0,37.0,7.0,18.0,0.339575,4.0,2,,,6.0,2.0,3.0,4.0,,2.0,,,1.0,1.0,2.0,,0.5406,2.0,,,,,,,,,,,1.0,,,,
12064207,home,RKC Waalwijk,Chris Lokesa,lokesa-chris,C. Lokesa,M,5,175,140,M,1126518,EUR,1099785600,M,14,14,False,,19.0,14.0,2.0,1.0,4.0,6.0,10.0,13.0,1.0,8.0,3.0,,,,,81.0,50.0,6.2,14.0,0.0780005,,2,,,,,2.0,10.0,,1.0,,,1.0,,1.0,,0.8344,3.0,8.0,4.0,1.0,,,,3.0,0.7842,,,2.0,,,,
12064207,home,RKC Waalwijk,David Min,david-min,D. Min,F,9,194,359,M,966429,EUR,930096000,F,9,9,False,,15.0,11.0,1.0,,4.0,4.0,7.0,11.0,4.0,7.0,3.0,,,,,81.0,34.0,7.2,13.0,0.20926,3.0,2,,,,,7.0,11.0,,2.0,,,1.0,,6.0,,0.1276,3.0,1.0,1.0,,,,,2.0,,1.0,,,,,,
12064207,home,RKC Waalwijk,Thierry Lutonda,thierry-lutonda,T. Lutonda,D,5,167,113,M,867246,EUR,972604800,D,5,5,True,,26.0,20.0,1.0,1.0,11.0,13.0,9.0,16.0,2.0,6.0,5.0,,,,,71.0,53.0,6.9,15.0,0.0398599,,0,,,3.0,,3.0,5.0,2.0,,2.0,3.0,2.0,,3.0,,,2.0,,,,,,1.0,,,,1.0,,,,,
12064207,home,RKC Waalwijk,Denilho Cleonise,denilho-cleonise,D. Cleonise,F,7,179,62,M,971006,EUR,1007769600,F,7,7,True,,5.0,3.0,1.0,,1.0,1.0,2.0,4.0,1.0,4.0,1.0,,,,,18.0,9.0,6.6,3.0,0.00470346,,0,,,,,,2.0,1.0,,,,,,,1.0,,1.0,,,,,,,2.0,,,,,,,,
