match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,captain,stat_aerialWon,stat_onTargetScoringAttempt,stat_errorLeadToAShot,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_challengeLost,stat_wonContest,stat_shotOffTarget,stat_dispossessed,stat_lastManTackle,stat_blockedScoringAttempt,stat_goals,stat_hitWoodwork,stat_penaltyWon,stat_penaltyConceded,stat_penaltyFaced,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside
12437009,home,Tottenham Hotspur,Guglielmo Vicario,guglielmo-vicario,G. Vicario,G,1,194,7123,M,guglielmovicario,553606,EUR,844646400,G,1,1,False,35.0,25.0,9.0,1.0,0.0,24.0,28.0,1.0,7.0,9.0,1.0,6.0,6.0,1.0,1.0,90.0,49.0,7.9,11.0,0.00056262,0,0.544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437009,home,Tottenham Hotspur,Pedro Porro,pedro-porro,P. Porro,D,23,173,10890,M,pedroporro29,913654,EUR,937180800,D,23,23,False,49.0,32.0,2.0,1.0,0.0,21.0,28.0,15.0,30.0,5.0,,,,,,87.0,81.0,6.9,27.0,0.203679,0,,9.0,4.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,
12437009,home,Tottenham Hotspur,Cristian Romero,cristian-romero,C. Romero,D,17,185,37910,M,cutiromero2,829932,EUR,893635200,D,17,17,False,50.0,37.0,7.0,3.0,0.0,18.0,25.0,19.0,25.0,2.0,,,,,,61.0,55.0,6.5,13.0,0.01157,1,,,,1.0,3.0,5.0,,2.0,,,,,,1.0,2.0,,,,True,4.0,1.0,1.0,0.0288,0.1621,,,,,,,,,,,,,,
12437009,home,Tottenham Hotspur,Kevin Danso,danso-kevin,K. Danso,D,4,190,3440,M,,794953,EUR,906163200,D,4,4,False,44.0,39.0,4.0,1.0,0.0,29.0,32.0,10.0,12.0,3.0,,,,,,90.0,61.0,6.7,8.0,0.00389582,1,,,,2.0,5.0,6.0,1.0,8.0,,,2.0,2.0,2.0,,2.0,,,,,3.0,,,0.2416,,1.0,1.0,1.0,,,,,,,,,,,
12437009,home,Tottenham Hotspur,Djed Spence,djed-spence,D. Spence,D,24,184,4534,M,,945798,EUR,965779200,D,24,24,False,49.0,46.0,,,0.0,22.0,25.0,24.0,24.0,7.0,,,,,,90.0,81.0,6.6,12.0,0.023808,0,,,,2.0,7.0,3.0,,5.0,,2.0,1.0,1.0,4.0,1.0,2.0,,,,,1.0,,,,,1.0,,,2.0,1.0,,,,,,,,,
12437009,home,Tottenham Hotspur,Rodrigo Bentancur,bentancur-rodrigo,R. Bentancur,M,30,187,8306,M,rodrigo_bentancur,791190,EUR,867196800,M,30,30,False,38.0,31.0,2.0,1.0,0.0,10.0,12.0,21.0,26.0,2.0,,,,,,61.0,48.0,6.8,8.0,0.0369005,0,,,,1.0,3.0,2.0,,,2.0,1.0,,,1.0,1.0,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,
12437009,home,Tottenham Hotspur,Yves Bissouma,yves-bissouma,Y. Bissouma,M,8,181,19170,M,YB8,844842,EUR,841363200,M,8,8,False,43.0,40.0,1.0,1.0,0.0,24.0,26.0,16.0,17.0,4.0,,,,,,45.0,53.0,6.6,6.0,0.0094188,1,,,,,3.0,4.0,,1.0,,1.0,2.0,2.0,2.0,2.0,1.0,,,,,,,1.0,0.0862,,1.0,,,1.0,,1.0,,,,,,,,
12437009,home,Tottenham Hotspur,Pape Matar Sarr,pape-matar-sarr,P. M. Sarr,M,29,185,32679,M,pape,1002711,EUR,1031961600,M,29,29,False,51.0,47.0,3.0,1.0,0.0,18.0,20.0,29.0,33.0,7.0,,,,,,90.0,72.0,7.9,10.0,0.0591522,2,,2.0,,2.0,7.0,7.0,4.0,,1.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,,,,2.0,1.0,,0.137,0.084,,1.0,1.0,,,,1.0,,,,,,,
12437009,home,Tottenham Hotspur,Brennan Johnson,brennan-johnson,B. Johnson,F,11,186,10704,M,brenjohnson_,1085180,EUR,990576000,F,22,22,False,19.0,16.0,,,0.0,6.0,8.0,10.0,11.0,,,,,,,45.0,29.0,6.3,8.0,0.0164086,0,,,,1.0,6.0,2.0,2.0,,,,,,,2.0,,,,,,,,,,,,,,3.0,,,,,,,,,,
12437009,home,Tottenham Hotspur,Dominic Solanke,dominic-solanke,D. Solanke,F,19,186,11267,M,Dom_Solanke,361420,EUR,874195200,F,19,19,False,21.0,16.0,1.0,1.0,0.0,4.0,5.0,12.0,16.0,1.0,,,,,,90.0,35.0,6.7,14.0,0.00888867,2,,,,2.0,7.0,4.0,1.0,1.0,,,,,5.0,1.0,1.0,1.0,,,,3.0,1.0,,0.1164,0.0745,,,,3.0,,1.0,,,,,,,,
12437009,home,Tottenham Hotspur,Wilson Odobert,wilson-odobert,W. Odobert,F,28,182,4519,M,,1142679,EUR,1101600000,F,28,28,False,26.0,20.0,1.0,,0.0,7.0,9.0,15.0,21.0,4.0,,,,,,90.0,47.0,6.4,16.0,0.0552363,1,,4.0,2.0,1.0,6.0,2.0,2.0,,,,,,3.0,1.0,,,,,,,,,0.0288,,,1.0,,4.0,,1.0,,,,,,,,
12437009,home,Tottenham Hotspur,Lucas Bergvall,bergvall-lucas,L. Bergvall,M,15,186,9218,M,lucasbergvall,1391251,EUR,1138838400,M,15,15,True,36.0,33.0,4.0,2.0,1.0,13.0,14.0,20.0,23.0,2.0,,,,,,45.0,49.0,6.9,6.0,0.0120873,1,,1.0,,,6.0,5.0,3.0,1.0,,,1.0,,,2.0,2.0,1.0,,,,,,,0.0368,,2.0,2.0,1.0,1.0,,,,1.0,,,,,,
