match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_possessionLostCtrl,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_wonContest,stat_shotOffTarget,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_bigChanceCreated,stat_totalClearance,stat_wasFouled,stat_keyPass,player_sofascoreId,stat_totalCross,stat_blockedScoringAttempt,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,stat_errorLeadToAShot,stat_expectedGoalsOnTarget,stat_accurateCross,stat_bigChanceMissed,captain,stat_errorLeadToAGoal,stat_crossNotClaimed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork
13981446,home,Lazio,Ivan Provedel,ivan-provedel,I. Provedel,G,94,194,1818,M,308182,EUR,763862400,G,94,94,False,21.0,21.0,3.0,3.0,0.0,21.0,21.0,8.0,1.0,3.0,4.0,90.0,32.0,7.6,9.031e-05,0.3108,0,0.7978,0.09,-0.03,0.28,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981446,home,Lazio,Adam Marušić,adam-marusic,A. Marušić,D,77,185,1131,M,267619,EUR,719280000,D,77,77,False,76.0,72.0,4.0,3.0,0.0,36.0,36.0,4.0,,,,86.0,92.0,7.2,0.0137077,,0,,0.19,0.09,0.31,,36.0,40.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981446,home,Lazio,Mario Gila Fuentes,mario-gila-fuentes,M. Gila,D,34,183,1766,M,965828,EUR,967507200,D,34,34,False,90.0,82.0,12.0,9.0,0.0,44.0,44.0,3.0,,,,90.0,99.0,7.9,0.0141279,,1,,0.44,0.27,-0.01,,38.0,46.0,4.0,6.0,,1.0,,2.0,1.0,1.0,,8.0,,,2.0,4.0,1.0,1.0,1.0,1.0,0.1011,-0.4,,,,,,,,,,,,,,,,,,,,
13981446,home,Lazio,Oliver Provstgaard,oliver-provstgaard,O. Provstgaard,D,25,194,596,M,1160559,EUR,1054684800,D,25,25,False,59.0,54.0,5.0,4.0,0.0,32.0,35.0,4.0,,,,90.0,67.0,7.8,0.0131045,,0,,0.37,0.08,0.33,,22.0,24.0,1.0,3.0,,,1.0,2.0,,,,5.0,Oliver Provstgaard,,1.0,2.0,,,,,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
13981446,home,Lazio,Nuno Tavares,nuno-tavares,N. Tavares,D,17,185,4853,M,944973,EUR,948844800,D,17,17,False,64.0,61.0,5.0,5.0,0.0,24.0,25.0,3.0,,,,66.0,91.0,7.9,0.0423294,,1,,0.4,0.23,0.35,,37.0,39.0,4.0,5.0,,4.0,,,1.0,1.0,2.0,16.0,,,,,,2.0,,2.0,0.0232,-0.12,,1.0,2.0,,nuno_tavares71,9.0,1.0,1.0,,,,,,,,,,,,
13981446,home,Lazio,Mattéo Guendouzi,matteo-guendouzi,M. Guendouzi,M,6,185,7016,M,852404,EUR,924048000,M,8,8,False,78.0,69.0,4.0,3.0,0.0,21.0,22.0,4.0,,,,90.0,92.0,7.5,0.0352203,,3,,0.03,-0.34,-0.17,,48.0,56.0,3.0,3.0,1.0,,,,3.0,1.0,4.0,14.0,,,,,1.0,,1.0,1.0,0.17,0.5,,,,2.0,MatteoGuendouzi,,1.0,,1.0,1.0,1.0,0.7649,,,,,,,,
13981446,home,Lazio,Nicolò Rovella,nicolo-rovella,N. Rovella,M,6,179,2966,M,937324,EUR,1007424000,M,6,6,False,116.0,105.0,8.0,4.0,1.0,41.0,45.0,6.0,,,,90.0,142.0,9.2,0.903954,,1,,1.0,0.19,-0.02,,64.0,71.0,2.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.0,,,,1.0,,1.0,1.0,1.0,0.0302,-0.11,2.0,1.0,3.0,9.0,,7.0,,,,,1.0,,4.0,,,,,,,
13981446,home,Lazio,Fisayo Dele-Bashiru,dele-bashiru-oluwafisayo,F. Dele-Bashiru,M,7,186,3803,M,910121,EUR,981417600,M,7,7,False,45.0,42.0,1.0,1.0,0.0,18.0,19.0,3.0,,,,78.0,57.0,6.3,0.0349663,,0,,-0.44,0.43,-0.23,,24.0,26.0,6.0,1.0,3.0,3.0,,,,,,8.0,,,,,,1.0,,1.0,,,,1.0,,1.0,,,,,,,2.0,,,,,,,,,
13981446,home,Lazio,Matteo Cancellieri,matteo-cancellieri,M. Cancellieri,F,22,185,1422,M,1017649,EUR,1013472000,F,22,22,False,40.0,35.0,,,0.0,15.0,16.0,6.0,,,,90.0,56.0,6.9,0.0508086,,3,,-0.64,0.46,-0.03,,20.0,24.0,6.0,10.0,2.0,3.0,,1.0,1.0,,1.0,9.0,,,1.0,3.0,1.0,2.0,1.0,1.0,0.9006,-0.67,,,4.0,1.0,,,2.0,,,,,,,1.0,,,,,,
13981446,home,Lazio,Valentín Castellanos,valentin-castellanos,V. Castellanos,F,11,179,10645,M,877013,EUR,907372800,F,11,11,False,24.0,17.0,2.0,1.0,2.0,5.0,5.0,,,,,78.0,38.0,8.7,0.523094,,6,,0.21,0.03,-0.01,,12.0,19.0,2.0,6.0,1.0,3.0,,,,,,9.0,,,,1.0,,2.0,2.0,,0.9026,0.48,2.0,,3.0,2.0,tatycastellanos11,,3.0,,1.0,1.0,,0.9837,,,,,,,,
13981446,home,Lazio,Mattia Zaccagni,mattia-zaccagni,M. Zaccagni,M,10,176,4751,M,293581,EUR,803260800,F,10,10,False,34.0,31.0,1.0,1.0,0.0,8.0,9.0,3.0,,,,66.0,55.0,8.0,0.0483376,,3,,0.02,0.26,0.13,,23.0,25.0,3.0,6.0,2.0,2.0,,4.0,,,1.0,10.0,,,,1.0,,1.0,1.0,,0.9336,0.53,,,4.0,,,2.0,,,2.0,1.0,,0.9272,,1.0,True,,,,,
13981446,home,Lazio,Luca Pellegrini,luca-pellegrini,L. Pellegrini,D,3,178,1350,M,826186,EUR,920764800,D,3,3,True,13.0,13.0,,,0.0,6.0,6.0,,,,,24.0,24.0,6.7,0.0115485,,2,,0.15,-0.05,-0.08,,7.0,7.0,2.0,1.0,,1.0,,,,,2.0,5.0,,,,1.0,1.0,,1.0,,0.1539,-0.22,,,,,,2.0,,,1.0,,,0.0141,,,,,,,,
13981446,home,Lazio,Pedro,pedro,Pedro,F,9,167,5026,M,35428,EUR,554428800,F,9,9,True,18.0,18.0,2.0,2.0,0.0,6.0,6.0,1.0,,,,24.0,23.0,6.9,0.0246748,,1,,0.07,0.16,-0.02,,12.0,12.0,1.0,3.0,,1.0,,,,,,,,,,,1.0,1.0,,,0.0261,-0.25,,,2.0,1.0,Pedro,,1.0,,,,,,,,,,,,,
13981446,home,Lazio,Reda Belahyane,reda-belahyane,R. Belahyane,M,21,173,4290,M,1389689,EUR,1086048000,M,21,21,True,10.0,10.0,1.0,1.0,1.0,2.0,2.0,4.0,,,,12.0,11.0,7.9,0.591502,,0,,0.71,0.16,0.14,,8.0,8.0,,1.0,,,,,1.0,1.0,,,Reda Belahyane,,,,,,,,,,1.0,,,1.0,reda.belahyane,,,,,,,,,,,,,,,
13981446,home,Lazio,Boulaye Dia,dia-boulaye,B. Dia,F,19,180,11046,M,960080,EUR,848102400,F,19,19,True,10.0,9.0,,,0.0,4.0,4.0,,,,,12.0,11.0,6.9,0.00113433,,1,,-0.3,-0.51,-0.05,,5.0,6.0,1.0,,,,,,,,,1.0,,,,,1.0,,,1.0,0.891,0.38,,,,,boulaye_dia,,,,1.0,1.0,,0.9444,,,,,,,,
13981446,home,Lazio,Elseid Hysaj,elseid-hysaj,E. Hysaj,D,23,182,1316,M,136322,EUR,760147200,D,23,23,True,4.0,4.0,,,0.0,2.0,2.0,,,,,4.0,5.0,,0.00121163,,0,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
