match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,captain,stat_challengeLost,stat_keyPass,stat_fouls,stat_accurateCross,stat_shotOffTarget,stat_penaltyWon,stat_onTargetScoringAttempt,player_sofascoreId,stat_goalAssist,stat_dispossessed,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_goals,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_penaltyConceded
10411681,home,Torino,Vanja Milinković-Savić,vanja-milinkovic-savic,V. Milinković-Savić,G,32,202.0,6222,M,356160,EUR,856396800,G,32,32,False,42.0,19.0,28.0,7.0,14.0,16.0,5.0,26.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,1.0,90.0,49.0,6.1,23.0,0.0,0.0,0.00157306,0,-1.6249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411681,home,Torino,Koffi Djidji,koffi-djidji,K. Djidji,D,,184.0,149,M,158235,EUR,723081600,D,26,26,False,59.0,51.0,5.0,1.0,39.0,41.0,12.0,20.0,2.0,7.0,6.0,7.0,,,,,90.0,77.0,7.1,11.0,0.0,0.0,0.0032929,0,,,,2.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
10411681,home,Torino,Perr Schuurs,perr-schuurs,P. Schuurs,D,,191.0,844,M,831677,EUR,943574400,D,3,3,False,57.0,53.0,1.0,1.0,40.0,43.0,13.0,14.0,3.0,4.0,7.0,4.0,,,,,67.0,67.0,6.9,4.0,0.0,0.0,0.0310413,0,,,,,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
10411681,home,Torino,Ricardo Rodríguez,ricardo-rodriguez,R. Rodríguez,D,12,182.0,1729,M,67769,EUR,714700800,D,13,13,False,76.0,65.0,7.0,3.0,41.0,43.0,24.0,34.0,2.0,2.0,,8.0,,,,,90.0,85.0,6.4,14.0,0.0,0.0,0.106673,0,,,,1.0,1.0,2.0,,,,1.0,,,1.0,,True,1.0,1.0,,,,,,,,,,,,,,,,
10411681,home,Torino,Ola Aina,ola-aina,O. Aina,D,34,182.0,4052,M,800417,EUR,844732800,M,34,34,False,36.0,29.0,4.0,2.0,17.0,18.0,12.0,20.0,2.0,6.0,2.0,3.0,,,,,67.0,65.0,6.5,16.0,0.0,0.0,0.0369831,0,,,,2.0,2.0,7.0,4.0,1.0,,,2.0,1.0,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,
10411681,home,Torino,Karol Linetty,karol-linetty,K. Linetty,M,10,176.0,2109,M,189135,EUR,791683200,M,77,77,False,50.0,43.0,3.0,2.0,24.0,24.0,20.0,29.0,3.0,6.0,1.0,7.0,,,,,90.0,62.0,7.1,10.0,0.0,0.0,0.0364315,0,,,,3.0,4.0,5.0,,,1.0,,3.0,2.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
10411681,home,Torino,Ivan Ilić,ivan-ilic,I. Ilić,M,8,185.0,1776,M,877371,EUR,984787200,M,8,8,False,57.0,49.0,2.0,,24.0,26.0,25.0,31.0,4.0,9.0,1.0,6.0,,,,,89.0,72.0,7.0,10.0,0.0187,0.0,0.0141988,1,,,,,1.0,5.0,1.0,1.0,,,1.0,1.0,1.0,4.0,,2.0,,2.0,,1.0,1.0,,,,,,,,,,,,
10411681,home,Torino,Mërgim Vojvoda,mergim-vojvoda,M. Vojvoda,D,31,187.0,1424,M,798147,EUR,791596800,M,27,27,False,43.0,35.0,3.0,1.0,18.0,21.0,17.0,24.0,,2.0,,6.0,,,,,89.0,63.0,6.5,12.0,0.0396,0.1692,0.019431,1,,,,2.0,1.0,4.0,,,,,1.0,1.0,2.0,1.0,,,,3.0,,,,1.0,,,,,,,,,,,
10411681,home,Torino,Aleksei Miranchuk,aleksei-miranchuk,A. Miranchuk,M,59,182.0,4256,M,324353,EUR,813888000,F,59,59,False,42.0,37.0,1.0,1.0,8.0,9.0,30.0,36.0,,3.0,,6.0,,,,,90.0,60.0,7.7,16.0,0.0,0.0,0.630499,0,,,,3.0,3.0,7.0,5.0,2.0,,,,,5.0,1.0,,,6.0,,1.0,,,,Miranchuk,1.0,1.0,2.0,,,,,,,
10411681,home,Torino,Yann Karamoh,yann-karamoh,Y. Karamoh,F,75,185.0,1024,M,802149,EUR,899856000,F,7,7,False,21.0,16.0,2.0,1.0,9.0,9.0,7.0,12.0,1.0,4.0,1.0,3.0,,,,,67.0,39.0,6.7,12.0,0.218,0.0364,0.0118337,4,,,,,3.0,8.0,7.0,3.0,,,,,3.0,,,,,1.0,,1.0,,1.0,,,,,2.0,,,,,,
