match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_aerialWon,stat_blockedScoringAttempt,stat_outfielderBlock,stat_unsuccessfulTouch,captain,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_challengeLost,stat_goals,stat_penaltyWon,stat_penaltyFaced,stat_penaltyConceded,stat_totalOffside
10665981,home,Al Raed,Silviu Lung Jr.,silviu-lung-jr,S. Lung Jr.,G,1,189.0,122,M,44556,EUR,612921600,G,1,1,False,19.0,13.0,13.0,7.0,8.0,9.0,5.0,10.0,3.0,9.0,1.0,5.0,6.0,2.0,90.0,32.0,7.4,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665981,home,Al Raed,Mohammed Al-Dosari,mohammed-al-dosari,M. Al-Dosari,D,32,,12,M,970908,EUR,931651200,D,32,32,False,32.0,22.0,2.0,1.0,7.0,13.0,19.0,25.0,,9.0,,,,,90.0,80.0,7.7,18.0,1,1.0,6.0,4.0,1.0,8.0,14.0,3.0,3.0,2.0,1.0,1.0,2.0,9.0,5.0,3.0,3.0,3.0,,,,,,,,,,,,,,,
10665981,home,Al Raed,Mubarak Al-Rajeh,mubarak-al-rajeh,M. Al-Rajeh,D,94,,39,M,1429814,EUR,1059696000,D,94,94,False,35.0,25.0,8.0,3.0,17.0,22.0,8.0,13.0,6.0,1.0,,,,,90.0,49.0,6.8,10.0,0,,,,1.0,1.0,5.0,,,,,,4.0,2.0,1.0,1.0,,,Mubarak Abdul Rahman Al Rajeh,,2.0,,,,,,,,,,,,
10665981,home,Al Raed,Mohammed Salem,mohammed-salem,M. Salem,D,,175.0,5,M,818554,EUR,492134400,D,12,12,False,37.0,30.0,4.0,2.0,25.0,28.0,5.0,9.0,2.0,2.0,,,,,90.0,44.0,6.3,8.0,1,,,,,,1.0,,,,,,,1.0,1.0,,,,Mohammed,Salem,,1.0,1.0,1.0,,,,,,,,,
10665981,home,Al Raed,Abdullah Al-Fahad,al-fahad-abdullah,A. Al-Fahad,D,19,177.0,20,M,817947,EUR,771638400,D,19,19,False,31.0,26.0,4.0,2.0,16.0,18.0,10.0,13.0,1.0,1.0,,,,,54.0,38.0,6.6,5.0,0,,,,1.0,1.0,2.0,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,True,,,,,,,,
10665981,home,Al Raed,Awdh Faraj,awdh-faraj,A. Faraj,D,,172.0,16,M,791404,EUR,584928000,D,27,27,False,36.0,32.0,,,20.0,23.0,12.0,14.0,2.0,7.0,,,,,90.0,59.0,6.3,7.0,1,,1.0,,2.0,3.0,7.0,,2.0,1.0,,,1.0,,,5.0,,,,,1.0,,,1.0,,1.0,1.0,,,,,,
10665981,home,Al Raed,Mohamed Fouzair,mohamed-fouzair,M. Fouzair,M,,168.0,271,M,893191,EUR,693532800,M,10,10,False,25.0,19.0,1.0,1.0,7.0,7.0,13.0,24.0,,6.0,,,,,90.0,61.0,7.8,21.0,3,,6.0,1.0,,10.0,13.0,2.0,5.0,1.0,1.0,1.0,1.0,7.0,6.0,4.0,3.0,1.0,,,1.0,,,4.0,,,2.0,1.0,1.0,1.0,,,
10665981,home,Al Raed,Damjan Đoković,damjan-dokovic,D. Djoković,M,88,188.0,128,M,108740,EUR,640396800,M,88,88,False,45.0,34.0,7.0,2.0,21.0,24.0,14.0,24.0,,5.0,,,,,90.0,56.0,6.5,13.0,0,,3.0,1.0,,3.0,5.0,,,,,,1.0,2.0,1.0,2.0,2.0,,,,1.0,,1.0,,,,,1.0,,,,,
10665981,home,Al Raed,Alexandru Mitriță,alexandru-mitrita,A. Mitriță,F,20,167.0,1639,M,179639,EUR,792201600,M,82,82,False,5.0,3.0,,,,,3.0,5.0,,1.0,,,,,45.0,15.0,6.2,7.0,0,,,,,4.0,3.0,2.0,2.0,,,,,1.0,1.0,2.0,,,,,,,,1.0,,,,,,,,,
10665981,home,Al Raed,Júlio Tavares,julio-tavares,J. Tavares,F,11,187.0,109,M,218652,EUR,595900800,F,17,17,False,21.0,14.0,,,6.0,6.0,8.0,15.0,1.0,4.0,,,,,90.0,30.0,7.4,10.0,3,,,,3.0,6.0,8.0,1.0,,,,,1.0,,,1.0,2.0,,,,7.0,1.0,,2.0,,,2.0,,1.0,,,,
10665981,home,Al Raed,Karim El Berkaoui,el-berkaoui-karim,K. El Berkaoui,F,33,175.0,2625,M,919719,EUR,818812800,F,11,11,False,15.0,7.0,,,2.0,4.0,5.0,11.0,,4.0,,,,,73.0,28.0,6.5,12.0,1,,,,1.0,3.0,4.0,2.0,,,,,,2.0,2.0,1.0,,,,,1.0,1.0,,2.0,,,,,,,,,
10665981,home,Al Raed,Mansour Al Bishi,mansour-al-bishi,M. A. Bishi,M,14,168.0,20,M,982351,EUR,956534400,M,14,14,True,22.0,20.0,,,7.0,9.0,14.0,14.0,1.0,4.0,,,,,45.0,34.0,6.8,3.0,0,,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,
10665981,home,Al Raed,Abdulaziz Al Jebreen,abdulaziz-al-jebreen,A. A. Jebreen,M,,178.0,12,M,791406,EUR,640483200,M,16,16,True,18.0,14.0,2.0,,14.0,16.0,,2.0,,6.0,,,,,36.0,24.0,6.5,5.0,0,,,,,2.0,2.0,,1.0,1.0,,,2.0,1.0,1.0,,1.0,,,,,,,1.0,,,,1.0,,,,,
10665981,home,Al Raed,Raed Al-Ghamdi,raed-al-ghamdi,R. Al-Ghamdi,F,,176.0,15,M,795468,EUR,768182400,F,9,9,True,3.0,3.0,,,,,3.0,3.0,,1.0,,,,,17.0,8.0,6.4,4.0,0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,
10665981,home,Al Raed,Ahmad Al Harbi,ahmad-al-harbi,A. A. Harbi,G,22,183.0,197,M,828527,EUR,781401600,G,23,23,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665981,home,Al Raed,Khalid Al-Khathlan,khalid-al-khathlan,K. Al-Khathlan,D,4,178.0,2,M,974145,EUR,805939200,D,4,4,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665981,home,Al Raed,Yahia Al-Shehri,yahia-al-shehri,Y. A. Shehri,M,88,164.0,76,M,196396,EUR,646358400,M,8,8,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665981,home,Al Raed,Yahya Sunbul,sunbul-yahya,Y. Sunbul,M,45,166.0,9,M,958020,EUR,884131200,M,45,45,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665981,home,Al Raed,Omar Fahad Al Kreidi,omar-fahad-al-kreidi,O. F. A. Kreidi,M,15,,1,M,1399132,EUR,1019952000,M,15,15,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Omar Fahad Al Kreidi,,,,,,,,,,,,,,
10665981,home,Al Raed,Rakan Al-Dosari,rakan-al-dosari,R. Aldosari,F,99,172.0,8,M,1194407,EUR,1012089600,F,20,20,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Rakan Aldosari,,,,,,,,,,,,,,
10665981,away,Al-Taawoun,Mailson,mailson,Mailson,G,1,198.0,587,M,883367,EUR,840499200,G,1,1,False,15.0,10.0,7.0,2.0,9.0,9.0,1.0,6.0,1.0,7.0,1.0,2.0,3.0,1.0,90.0,25.0,6.5,5.0,0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,
10665981,away,Al-Taawoun,Awn Al Saluli,awn-al-saluli,A. A. Saluli,D,93,194.0,64,M,881830,EUR,904694400,D,33,33,False,33.0,29.0,6.0,3.0,21.0,23.0,8.0,10.0,3.0,1.0,,,,,90.0,44.0,6.7,5.0,1,,,,1.0,2.0,2.0,1.0,,,,,,1.0,,,,,,,1.0,,1.0,,,,1.0,,,,,,
10665981,away,Al-Taawoun,Naldo,naldo,Naldo,D,5,188.0,74,M,243719,EUR,588470400,D,4,4,False,37.0,34.0,3.0,2.0,29.0,31.0,5.0,6.0,5.0,5.0,,,,,90.0,47.0,7.5,3.0,1,,,,1.0,2.0,4.0,,,,,,1.0,2.0,,,1.0,,,,2.0,,,,True,,1.0,,1.0,,,,
