match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_keyPass,stat_outfielderBlock,stat_wonTackle,player_firstName,player_lastName,stat_aerialWon,stat_dispossessed,stat_shotOffTarget,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_shotValueNormalized,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,captain,stat_hitWoodwork,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle,stat_errorLeadToAShot
14131982,home,Famalicão,Lazar Carević,lazar-carevic,L. Carević,G,25,195,237,M,886204,EUR,921542400,G,25,25,False,38.0,29.0,18.0,9.0,0.0,28.0,30.0,1.0,8.0,1.0,1.0,7.0,1.0,1.0,3.0,4.0,1.0,90.0,48.0,8.3,9.0,0.00051229,55.958451137448,11.0,30.87,10.605,0.7393,0,0.5886,0.07,0.01,0.2,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131982,home,Famalicão,Rodrigo Pinheiro,pinheiro-rodrigo,R. Pinheiro,D,17,181,262,M,991924,EUR,1030492800,D,17,17,False,45.0,33.0,6.0,2.0,0.0,18.0,22.0,15.0,23.0,7.0,3.0,7.0,1.0,,,,,90.0,75.0,7.6,19.0,0.299888,61.401937981177,9.0,38.22,15.015,,0,,0.43,0.05,-0.02,,5.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
14131982,home,Famalicão,Léo Realpe,leonardo-realpe,L. Realpe,D,3,186,467,M,977676,EUR,983145600,D,3,3,False,45.0,39.0,7.0,3.0,0.0,35.0,37.0,4.0,8.0,3.0,4.0,4.0,1.0,,,,,90.0,58.0,7.2,7.0,0.00375896,56.700882996306,7.0,41.58,11.235,,0,,0.03,0.06,0.25,,,,1.0,2.0,1.0,,,,2.0,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14131982,home,Famalicão,Justin De Haas,justin-de-haas,J. De Haas,D,16,192,307,M,876255,EUR,949363200,D,16,16,False,72.0,63.0,12.0,7.0,0.0,49.0,54.0,14.0,18.0,5.0,5.0,5.0,2.0,,,,,90.0,85.0,7.7,10.0,0.0103849,262.20742664783,24.0,161.175,30.555,,0,,0.1,0.29,0.45,,,,,1.0,,,,,1.0,2.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,
14131982,home,Famalicão,Pedro Bondo,pedro-bondo,P. Bondo,D,28,178,481,M,1102988,EUR,1100563200,D,28,28,False,25.0,20.0,4.0,2.0,0.0,12.0,13.0,8.0,12.0,2.0,2.0,2.0,,,,,,64.0,33.0,6.8,6.0,0.00490352,88.031416990094,10.0,78.225,19.215,,1,,0.03,0.11,-0.05,,1.0,,,2.0,1.0,1.0,1.0,,,1.0,,,,1.0,Pedro,Bondo Francisco,,,1.0,1.0,1.0,0.0349,-0.01,,,,,,,,,,,
14131982,home,Famalicão,Tom Van De Looi,tom-van-de-looi,T. V. D. Looi,M,6,186,105,M,836676,EUR,930873600,M,6,6,False,20.0,18.0,1.0,1.0,0.0,11.0,11.0,7.0,9.0,2.0,3.0,6.0,,,,,,72.0,29.0,7.0,3.0,0.177346,11.771535713862,3.0,-4.2,3.57,,1,,0.26,0.0,0.24,,,,3.0,3.0,,,,1.0,,1.0,1.0,1.0,,1.0,,,1.0,,1.0,,,0.0183,-0.06,,,,,,,,,,,
14131982,home,Famalicão,Mathias De Amorim,de-amorim-mathias,M. D. Amorim,M,14,178,237,M,1511656,EUR,1102636800,M,14,14,False,33.0,32.0,5.0,5.0,0.0,14.0,14.0,18.0,19.0,7.0,,3.0,3.0,,,,,65.0,48.0,7.4,6.0,0.0636054,64.794818864177,10.0,-9.45,10.395,,1,,0.43,-0.06,-0.03,,1.0,,1.0,4.0,1.0,1.0,1.0,,1.0,2.0,3.0,,,1.0,,,1.0,1.0,1.0,1.0,,0.2218,-0.5,1.0,,,,,,,,,,
14131982,home,Famalicão,Gil Dias,gil-dias,Gil,M,23,186,342,M,583838,EUR,843868800,M,23,23,False,31.0,17.0,3.0,,0.0,3.0,5.0,14.0,26.0,6.0,,6.0,3.0,,,,,73.0,45.0,8.3,17.0,0.149588,207.66150950097,18.0,27.195,17.01,,2,,0.55,0.22,0.13,,2.0,1.0,,4.0,,3.0,1.0,1.0,,1.0,,1.0,,1.0,,,1.0,,,2.0,,0.3409,0.49,,1.0,1.0,1.0,0.2741,,,,,,
14131982,home,Famalicão,Gustavo Sá,gustavo-sa,G. Sá,M,20,186,1268,M,1563665,EUR,1100131200,M,20,20,False,40.0,31.0,4.0,3.0,1.0,16.0,18.0,15.0,22.0,8.0,1.0,5.0,2.0,,,,,90.0,59.0,7.9,13.0,0.416984,83.656792705845,12.0,6.405,9.345,,2,,0.36,-0.64,0.0,,1.0,1.0,,6.0,2.0,1.0,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,6.0,1.0,,2.0,,0.4596,0.32,,2.0,,1.0,0.5723,True,,,,,
14131982,home,Famalicão,Sorriso,sorriso,Sorriso,M,7,175,556,M,1105595,EUR,982886400,M,7,7,False,36.0,30.0,5.0,4.0,1.0,9.0,11.0,21.0,25.0,9.0,2.0,7.0,5.0,,,,,80.0,55.0,7.8,10.0,0.193748,114.53432256992,13.0,38.85,19.215,,2,,0.43,0.09,0.27,,3.0,1.0,2.0,2.0,,2.0,2.0,1.0,,,1.0,3.0,,,Sorriso,,2.0,,1.0,,,0.5344,-0.61,1.0,1.0,,,0.4726,,,,,,
14131982,home,Famalicão,Yassir Zabiri,yassir-zabiri,Y. Zabiri,F,21,182,21044,M,1606013,EUR,1109116800,F,21,21,False,13.0,9.0,1.0,1.0,0.0,2.0,2.0,7.0,11.0,2.0,,3.0,,,,,,90.0,32.0,8.9,10.0,0.0141643,70.356920939904,8.0,35.49,23.415,,7,,-0.32,0.44,0.14,,,,1.0,3.0,,1.0,,,1.0,1.0,5.0,2.0,,1.0,Yassir Zabiri,,1.0,,1.0,1.0,,1.1582,0.91,2.0,5.0,1.0,2.0,1.8826,,1.0,,,,
14131982,home,Famalicão,Rafa Soares,rafa-soares,R. Soares,D,5,177,195,M,190137,EUR,799977600,D,5,5,True,16.0,13.0,5.0,3.0,0.0,7.0,9.0,6.0,7.0,,1.0,,,,,,,26.0,22.0,6.9,3.0,0.00723991,41.594870159227,6.0,38.745,11.13,,0,,0.04,0.13,-0.01,,,,,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
