match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_blockedScoringAttempt,stat_totalClearance,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_shotValueNormalized,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_wonTackle,captain,stat_goals,stat_bigChanceMissed,stat_errorLeadToAShot,stat_clearanceOffLine,stat_totalOffside
14288954,home,Estoril Praia,Joel Robles,joel-robles,J. Robles,G,1,195,157,M,93796,EUR,645580800,G,1,1,False,25.0,15.0,15.0,5.0,0.0,13.0,13.0,2.0,12.0,1.0,1.0,8.0,1.0,1.0,2.0,2.0,1.0,1.0,90.0,31.0,6.7,10.0,0.00196116,19.48136636903,3.0,5.25,5.775,0.6321,0,-0.2627,0.03,0.02,-0.14,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14288954,home,Estoril Praia,Ricard Sánchez,ricard-sanchez,R. Sánchez,D,2,175,157,M,986726,EUR,951177600,D,2,2,False,22.0,20.0,,,0.0,7.0,7.0,13.0,15.0,,1.0,2.0,1.0,,,,,,73.0,35.0,5.9,6.0,0.0338235,58.017669163564,6.0,45.99,17.43,,1,,-0.03,0.12,-0.36,,,,3.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0362,31.74600971483,2.0,1.0,-0.04,,,,,,,,,,,,,,,,,,,
14288954,home,Estoril Praia,Kévin Boma,kevin-boma,K. Boma,D,44,193,411,M,1049465,EUR,1037750400,D,44,44,False,66.0,62.0,5.0,2.0,0.0,45.0,47.0,17.0,19.0,4.0,8.0,4.0,,,,,,,90.0,82.0,7.2,6.0,0.00895301,174.36263913796,27.0,65.52,14.7,,1,,0.28,0.08,-0.18,,Kévin Boma,,,,2.0,,7.0,1.0,,0.1048,,,1.0,-0.34,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,
14288954,home,Estoril Praia,Felix Bacher,felix-bacher,F. Bacher,D,25,190,92,M,943525,EUR,972432000,D,25,25,False,64.0,58.0,5.0,3.0,0.0,45.0,48.0,13.0,16.0,3.0,4.0,3.0,1.0,,,,,,90.0,78.0,6.6,6.0,0.00758085,179.75674927216,22.0,61.53,23.31,,0,,0.12,0.1,-0.2,,,,,3.0,4.0,,6.0,,1.0,,24.399003340301,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,
14288954,home,Estoril Praia,Pedro Amaral,amaral-pedro,P. Amaral,D,24,178,86,M,834247,EUR,872467200,D,24,24,False,27.0,24.0,,,0.0,13.0,13.0,11.0,14.0,1.0,2.0,2.0,1.0,,,,,,73.0,38.0,6.4,5.0,0.00595158,98.122363070866,12.0,24.885,11.655,,1,,0.04,0.0,-0.31,,,,1.0,,,,2.0,,,0.0101,,,,0.0,,,,,,,1.0,0.0359,,,,,,,,,,,
14288954,home,Estoril Praia,Rafik Guitane,rafik-guitane,R. Guitane,F,99,170,2125,M,826210,EUR,927676800,M,99,99,False,34.0,31.0,1.0,1.0,2.0,10.0,10.0,21.0,24.0,,12.0,3.0,2.0,,,,,,89.0,71.0,7.8,19.0,0.370182,256.17570771688,28.0,57.855,15.54,,2,,0.41,0.36,-0.12,,,,3.0,,11.0,2.0,,4.0,3.0,0.0971,79.180802010421,6.0,4.0,-0.2,,2.0,,1.0,1.0,,,,1.0,15.0,9.0,1.0,1.0,,,,,,
14288954,home,Estoril Praia,Nodar Lominadze,nodar-lominadze,N. Lominadze,M,7,194,295,M,1001313,EUR,1017878400,M,7,7,False,18.0,16.0,,,0.0,9.0,9.0,7.0,9.0,,5.0,2.0,1.0,,,,,,45.0,34.0,6.5,5.0,0.00570733,68.567981107962,8.0,24.15,28.77,,0,,0.05,-0.05,-0.15,,,,,,2.0,,1.0,2.0,1.0,,28.932274366181,1.0,,,,,,1.0,3.0,,,,,2.0,1.0,,1.0,,,,,,
14288954,home,Estoril Praia,Jordan Holsgrove,jordan-holsgrove,J. Holsgrove,M,10,180,223,M,920684,EUR,936921600,M,10,10,False,81.0,74.0,5.0,3.0,1.0,45.0,45.0,29.0,36.0,,4.0,5.0,4.0,,,,,,90.0,93.0,7.8,9.0,0.31434,252.97195696069,33.0,39.48,27.825,,1,,0.54,0.29,-0.05,,,,2.0,,2.0,,,,,0.0716,28.461182002861,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,1.0,,,1.0,,,,,,,
14288954,home,Estoril Praia,João Carvalho,joao-carvalho,J. Carvalho,F,12,170,372,M,548044,EUR,857865600,M,12,12,False,52.0,42.0,10.0,6.0,0.0,17.0,18.0,25.0,34.0,1.0,7.0,4.0,4.0,,,,,,90.0,65.0,7.4,12.0,0.0803753,182.59525905868,23.0,44.415,18.165,,0,,0.29,0.11,-0.1,,,,2.0,,1.0,,,1.0,,,29.563088488857,1.0,1.0,,,1.0,,1.0,,,,,2.0,2.0,2.0,,,True,,,,,
14288954,home,Estoril Praia,Yanis Begraoui,yanis-begraoui,Y. Begraoui,F,14,175,1812,M,930246,EUR,994204800,F,14,14,False,24.0,17.0,1.0,,0.0,7.0,8.0,10.0,16.0,,2.0,4.0,1.0,,,,,,90.0,40.0,8.6,13.0,0.0451019,128.02013885677,18.0,45.15,20.37,,3,,-0.02,0.29,0.2,,,,1.0,1.0,3.0,,1.0,3.0,,0.36,30.739576946658,2.0,1.0,0.87,,1.0,1.0,,,,2.0,0.7566,,2.0,1.0,,,,2.0,,,,
