match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_goals,stat_outfielderBlock,stat_fouls,stat_keyPass,player_sofascoreId,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_interceptionWon,stat_dispossessed,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_totalOffside,captain,stat_goodHighClaim
12764866,home,FC København,Nathan Trott,,,nathan-trott,N. Trott,G,13,184,161,M,885907,EUR,911606400,G,1,1,False,26.0,19.0,10.0,3.0,0.0,18.0,21.0,1.0,5.0,4.0,1.0,1.0,90.0,30.0,6.2,7.0,0.00016969,0,-1.2841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764866,home,FC København,Giorgi Gocholeishvili,,,giorgi-gocholeishvili,G. Gocholeishvili,D,16,178,1323,M,1035752,EUR,982108800,D,22,22,False,53.0,45.0,4.0,4.0,0.0,24.0,27.0,23.0,29.0,4.0,,,90.0,76.0,6.7,14.0,0.0244758,1,,3.0,2.0,1.0,1.0,2.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,0.0211,0.0103,,,,,,,,,,,,,,,
12764866,home,FC København,Pantelis Hatzidiakos,,,hatzidiakos-pantelis,P. Hatzidiakos,D,6,185,762,M,822163,EUR,853545600,D,6,6,False,95.0,90.0,7.0,5.0,0.0,56.0,58.0,34.0,37.0,8.0,,,90.0,100.0,7.5,5.0,0.0370784,1,,,,1.0,,4.0,,,,1.0,3.0,,,,,0.076,0.3031,1.0,1.0,3.0,1.0,,,,,,,,,,,
12764866,home,FC København,Kevin Diks,,,kevin-diks,K. Diks,D,4,186,14796,M,583806,EUR,844560000,D,2,2,False,136.0,126.0,21.0,15.0,0.0,63.0,68.0,63.0,68.0,6.0,,,90.0,146.0,7.1,12.0,0.063289,1,,,,1.0,3.0,2.0,4.0,,,,3.0,,,1.0,1.0,0.1813,,,,,,KevinDiks_,1.0,1.0,1.0,2.0,,,,,,
12764866,home,FC København,Marcos López,,,marcos-lopez,M. López,D,15,176,2887,M,883745,EUR,943056000,D,15,15,False,103.0,84.0,6.0,4.0,1.0,32.0,38.0,55.0,73.0,9.0,,,90.0,130.0,7.6,26.0,0.169166,1,,8.0,3.0,,2.0,3.0,6.0,1.0,1.0,1.0,,1.0,1.0,,2.0,0.0447,0.1941,,,1.0,3.0,,1.0,,,1.0,1.0,,,,,
12764866,home,FC København,Lukas Lerager,,,lukas-lerager,L. Lerager,M,21,180,445,M,151470,EUR,742435200,M,12,12,False,62.0,56.0,2.0,2.0,0.0,20.0,21.0,36.0,41.0,9.0,,,90.0,77.0,7.3,6.0,0.0323232,2,,,,1.0,3.0,2.0,9.0,1.0,1.0,,1.0,4.0,1.0,,1.0,0.101,,,,,,,1.0,,1.0,,,1.0,,,,
12764866,home,FC København,Thomas Delaney,,,thomas-delaney,T. Delaney,M,27,182,1295,M,66477,EUR,683856000,M,27,27,False,35.0,31.0,8.0,5.0,0.0,13.0,13.0,18.0,22.0,,,,37.0,41.0,6.8,4.0,0.00798549,0,,,,1.0,,2.0,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,
12764866,home,FC København,Mohamed Elyounoussi,,,mohamed-elyounoussi,M. Elyounoussi,M,10,176,2069,M,119151,EUR,775958400,M,10,10,False,22.0,17.0,2.0,1.0,0.0,4.0,5.0,13.0,18.0,3.0,,,90.0,45.0,7.4,14.0,0.298606,4,,1.0,,1.0,1.0,6.0,6.0,5.0,2.0,1.0,,2.0,2.0,3.0,1.0,0.3992,0.1055,,,1.0,3.0,,1.0,,,,,3.0,1.0,1.0,,
12764866,home,FC København,Magnus Mattsson,,,magnus-mattsson,M. Mattsson,M,8,174,792,M,896117,EUR,919900800,M,8,8,False,23.0,18.0,1.0,1.0,0.0,3.0,5.0,16.0,21.0,2.0,,,69.0,36.0,6.6,11.0,0.0853272,3,,3.0,1.0,2.0,,6.0,1.0,1.0,,,,,,1.0,1.0,0.1409,,,,1.0,2.0,,,,1.0,,2.0,2.0,,1.0,,
12764866,home,FC København,Elias Achouri,,,elias-achouri,E. Achouri,M,30,177,7770,M,945204,EUR,918604800,M,30,30,False,58.0,49.0,3.0,2.0,0.0,11.0,13.0,38.0,48.0,3.0,,,86.0,73.0,7.5,15.0,0.277345,2,,3.0,,,1.0,3.0,4.0,2.0,1.0,1.0,,1.0,,1.0,1.0,0.0322,0.0182,,,,3.0,EliasAchouri,1.0,,1.0,2.0,1.0,,,2.0,,
12764866,home,FC København,Viktor Claesson,,,viktor-claesson,V. Claesson,M,7,183,501,M,137661,EUR,694310400,F,7,7,False,15.0,13.0,,,0.0,8.0,8.0,5.0,7.0,3.0,,,86.0,23.0,7.1,3.0,0.0303406,1,,,,4.0,4.0,5.0,7.0,,,,,2.0,1.0,,1.0,0.117,,,,1.0,2.0,,,,1.0,,,,,,True,
12764866,home,FC København,Victor Froholdt,,,victor-froholdt,V. Froholdt,M,8,187,3967,M,1406639,EUR,1140825600,M,17,17,True,65.0,57.0,2.0,1.0,0.0,17.0,21.0,41.0,45.0,4.0,,,53.0,78.0,7.6,9.0,0.253335,1,,1.0,1.0,2.0,3.0,4.0,11.0,1.0,1.0,,,7.0,6.0,1.0,,0.0785,,,,2.0,1.0,,,,,,,1.0,,,,
12764866,home,FC København,Andreas Cornelius,,,andreas-cornelius,A. Cornelius,F,14,193,836,M,183483,EUR,732240000,F,14,14,True,4.0,4.0,,,0.0,1.0,1.0,3.0,3.0,,,,21.0,8.0,6.3,2.0,0.00262872,0,,,,2.0,,4.0,1.0,1.0,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,
