match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialLost,stat_accurateCross,captain,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_fouls,player_firstName,stat_challengeLost,stat_shotOffTarget,player_lastName,stat_goals,stat_totalOffside,stat_hitWoodwork,stat_outfielderBlock
11451095,home,MKE Ankaragücü,Bahadır Han Güngördü,bahadir-han-gungordu,B. H. Güngördü,G,13,190,97,M,807289,EUR,821750400,G,99,99,False,36.0,24.0,15.0,3.0,23.0,28.0,1.0,8.0,8.0,1.0,1.0,2.0,90.0,46.0,6.9,12.0,0.00014379,0,0.3887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451095,home,MKE Ankaragücü,Hayrullah Bilazer,hayrullah-bilazer,H. Bilazer,D,77,170,27,M,852161,EUR,800928000,D,77,77,False,38.0,30.0,6.0,2.0,20.0,23.0,10.0,16.0,3.0,,,,90.0,63.0,7.3,13.0,0.00623032,0,,1.0,1.0,1.0,6.0,1.0,3.0,1.0,4.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
11451095,home,MKE Ankaragücü,Uroš Radaković,uros-radakovic,U. Radaković,D,26,194,313,M,151900,EUR,765072000,D,26,26,False,56.0,50.0,5.0,2.0,43.0,46.0,7.0,10.0,5.0,,,,90.0,67.0,7.6,6.0,0.0160148,1,,,4.0,,6.0,,6.0,2.0,,,,1.0,1.0,1.0,1.0,0.0998,0.1231,1.0,,,,,,,,,,,,,,,
11451095,home,MKE Ankaragücü,Nihad Mujakić,nihad-mujakic,N. Mujakić,D,5,189,775,M,858004,EUR,892598400,D,18,18,False,65.0,56.0,8.0,2.0,48.0,53.0,8.0,12.0,5.0,,,,90.0,78.0,7.1,9.0,0.00316191,0,,,1.0,3.0,3.0,,3.0,2.0,,,,2.0,,,,,,,3.0,,,,,,,,,,,,,,
11451095,home,MKE Ankaragücü,Matěj Hanousek,matej-hanousek,M. Hanousek,D,23,182,56,M,320905,EUR,738979200,D,5,5,False,45.0,37.0,5.0,1.0,22.0,24.0,16.0,23.0,7.0,,,,90.0,76.0,7.0,14.0,0.0174966,0,,2.0,,1.0,1.0,,6.0,,,,1.0,1.0,1.0,,,,,2.0,,1.0,,,,,,,,,,,,,
11451095,home,MKE Ankaragücü,Tolga Ciğerci,tolga-cigerci,T. Ciğerci,M,38,185,114,M,120298,EUR,701308800,M,30,30,False,81.0,69.0,10.0,4.0,36.0,42.0,33.0,39.0,15.0,,,,90.0,100.0,7.9,15.0,0.113632,0,,,,1.0,7.0,1.0,3.0,1.0,7.0,5.0,2.0,,,,,,,2.0,,,True,1.0,1.0,,,,,,,,,,
11451095,home,MKE Ankaragücü,Efkan Bekiroğlu,efkan-bekiroglu,E. Bekiroğlu,M,11,185,168,M,800458,EUR,811036800,M,10,10,False,47.0,41.0,5.0,1.0,27.0,28.0,14.0,19.0,3.0,,,,85.0,63.0,6.4,13.0,0.0131779,1,,,,4.0,3.0,2.0,,1.0,1.0,,4.0,1.0,2.0,1.0,,0.0266,,,,,,,,1.0,1.0,,,,,,,,
11451095,home,MKE Ankaragücü,Renaldo Cephas,renaldo-cephas,R. Cephas,F,21,179,811,M,1384968,EUR,944611200,M,29,29,False,11.0,6.0,,,,1.0,6.0,11.0,3.0,,,,69.0,22.0,7.2,7.0,0.00757331,3,,1.0,,4.0,3.0,,,1.0,,,,,4.0,3.0,2.0,0.3221,0.25,,1.0,,,,,,,Renaldo Cephas,2.0,1.0,,,,,
11451095,home,MKE Ankaragücü,Olimpiu Moruțan,olimpiu-morutan,O. Moruțan,F,80,172,1462,M,833613,EUR,924998400,M,80,80,False,25.0,19.0,4.0,3.0,5.0,6.0,15.0,22.0,6.0,,,,85.0,40.0,7.4,15.0,0.112849,0,,3.0,,4.0,2.0,3.0,2.0,,,,4.0,1.0,1.0,1.0,,,,4.0,1.0,1.0,,1.0,1.0,,,,,,,,,,
11451095,home,MKE Ankaragücü,Garry Rodrigues,garry-rodrigues,G. Rodrigues,M,10,173,946,M,787429,EUR,659664000,M,11,11,False,34.0,30.0,2.0,2.0,12.0,13.0,18.0,21.0,4.0,,,,79.0,51.0,8.6,9.0,0.0245518,5,,,1.0,3.0,5.0,2.0,,,2.0,1.0,2.0,1.0,2.0,1.0,3.0,0.2938,0.9859,3.0,,,,1.0,,1.0,,,,1.0,,1.0,1.0,,
