match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_totalOffside,stat_expectedGoals,captain,stat_hitWoodwork,stat_clearanceOffLine,stat_outfielderBlock,stat_lastManTackle,stat_keyPass,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_goodHighClaim,stat_bigChanceMissed,stat_bigChanceCreated
12499490,home,FC Augsburg,Finn Dahmen,finn-dahmen,F. Dahmen,G,1,188,564,M,822564,EUR,890956800,G,1,1,False,45.0,28.0,28.0,11.0,0.0,21.0,23.0,7.0,22.0,1.0,1.0,1.0,7.0,4.0,4.0,1.0,1.0,90.0,55.0,7.6,18.0,0.0015971,0,1.4374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499490,home,FC Augsburg,Chrislain Matsima,chrislain-matsima,C. Matsima,D,5,192,662,M,963198,EUR,1021420800,D,5,5,False,45.0,39.0,2.0,1.0,0.0,19.0,20.0,20.0,25.0,2.0,,3.0,3.0,,,,,90.0,54.0,7.3,6.0,0.0142247,1,,,,2.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,0.1149,,,,,,,,,,,,,,,,,,,,,,
12499490,home,FC Augsburg,Jeffrey Gouweleeuw,jeffrey-gouweleeuw,J. Gouweleeuw,D,6,187,229,M,146853,EUR,679104000,D,6,6,False,52.0,45.0,13.0,9.0,0.0,28.0,28.0,17.0,24.0,3.0,1.0,3.0,9.0,,,,,90.0,60.0,7.2,7.0,0.0232202,0,,,,2.0,1.0,2.0,,2.0,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,
12499490,home,FC Augsburg,Cedric Zesiger,cedric-zesiger,C. Zesiger,D,16,191,349,M,798926,EUR,898646400,D,16,16,False,39.0,35.0,6.0,3.0,0.0,24.0,24.0,11.0,15.0,1.0,1.0,6.0,7.0,,,,,90.0,54.0,8.0,4.0,0.0256854,0,,,,,,3.0,,1.0,3.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12499490,home,FC Augsburg,Marius Wolf,marius-wolf,M. Wolf,M,27,187,537,M,254119,EUR,801532800,M,11,11,False,37.0,27.0,4.0,2.0,0.0,5.0,6.0,24.0,35.0,6.0,1.0,1.0,2.0,,,,,79.0,68.0,7.1,19.0,0.282623,1,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,0.0294,,,,,,3.0,4.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,
12499490,home,FC Augsburg,Kristijan Jakić,kristijan-jakic,K. Jakić,M,17,181,2258,M,796206,EUR,863568000,M,17,17,False,52.0,40.0,8.0,2.0,0.0,16.0,17.0,24.0,35.0,5.0,,4.0,9.0,,,,,90.0,64.0,6.8,15.0,0.039706,1,,,,2.0,2.0,5.0,,,2.0,1.0,,0.0371,,,,,,,,,2.0,,,,1.0,1.0,1.0,,,,,,,
12499490,home,FC Augsburg,Frank Onyeka,frank-onyeka,F. Onyeka,M,16,183,4634,M,885864,EUR,883612800,M,19,19,False,35.0,32.0,3.0,3.0,0.0,15.0,15.0,17.0,20.0,8.0,,,3.0,,,,,90.0,55.0,6.6,11.0,0.011615,1,,,,1.0,,8.0,1.0,1.0,2.0,1.0,,0.0275,,,,,,1.0,,,2.0,5.0,1.0,2.0,5.0,1.0,,1.0,,,,,,
12499490,home,FC Augsburg,Dimitrios Giannoulis,dimitrios-giannoulis,D. Giannoulis,M,13,178,1037,M,354878,EUR,813888000,M,13,13,False,31.0,25.0,6.0,4.0,0.0,10.0,14.0,17.0,20.0,6.0,,3.0,3.0,,,,,90.0,67.0,7.0,16.0,0.0595825,0,,,,1.0,,3.0,,3.0,2.0,1.0,,,,,,,,3.0,3.0,2.0,,6.0,1.0,1.0,,,,,,,,,,
12499490,home,FC Augsburg,Mert Kömür,mert-komur,M. Kömür,M,36,183,897,M,1390682,EUR,1121558400,F,36,36,False,15.0,10.0,,,0.0,3.0,4.0,7.0,11.0,4.0,1.0,,,,,,,61.0,25.0,6.8,9.0,0.0357891,1,,,,1.0,1.0,4.0,1.0,,,,,0.0241,,,,,,,,,2.0,3.0,3.0,1.0,,,,,,,,,,
12499490,home,FC Augsburg,Alexis Claude-Maurice,alexis-claude-maurice,A. Claude-Maurice,F,20,174,897,M,822877,EUR,897091200,F,20,20,False,30.0,29.0,1.0,,0.0,13.0,13.0,16.0,17.0,10.0,2.0,1.0,5.0,,,,,86.0,51.0,6.2,10.0,0.0303566,3,,,,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,0.2871,,,,,,1.0,,,4.0,3.0,,2.0,,,,1.0,1.0,0.0349,,,,
