match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_shotValueNormalized,stat_aerialLost,stat_outfielderBlock,captain,stat_accurateCross,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalOffside,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceCreated,stat_ownGoals,stat_errorLeadToAGoal
15237888,home,Mirassol,Walter,walter,Walter,G,22,188.0,774,M,329055,EUR,564192000,G,22,22,False,34.0,31.0,9.0,6.0,0.0,31.0,31.0,3.0,7.0,2.0,4.0,90.0,42.0,7.4,3.0,0.0001518,35.438173549935,8.0,7.3596900690789,0.1021,0,0.5053,0.05,-0.13,-0.03,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15237888,home,Mirassol,Igor Formiga,igor-formiga,Igor Formiga,D,32,175.0,269,M,1009030,EUR,915753600,D,32,32,False,30.0,24.0,2.0,2.0,0.0,15.0,17.0,13.0,6.0,,,90.0,55.0,6.8,10.0,0.0350005,112.13980748788,12.0,66.505078963241,,1,,0.16,0.14,-0.25,,,,9.0,3.0,2.0,7.0,7.0,5.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,0.0206,20.411295103044,47.504895741078,3.0,1.0,-0.11,,,,,,,,,,,,,,,,,
15237888,home,Mirassol,João Victor,joao-victor,J. Victor,D,34,188.0,233,M,863297,EUR,873158400,D,34,34,False,61.0,56.0,5.0,1.0,0.0,40.0,43.0,18.0,2.0,,,90.0,74.0,7.0,6.0,0.00933714,132.83789374011,17.0,50.696340249864,,0,,0.07,0.07,0.41,,,,16.0,,2.0,3.0,4.0,,1.0,,,,6.0,,2.0,1.0,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,
15237888,home,Mirassol,Willian Machado,willian-machado,W. Machado,D,23,185.0,452,M,925871,EUR,847843200,D,3,3,False,58.0,55.0,5.0,4.0,0.0,43.0,43.0,15.0,3.0,,,90.0,71.0,7.0,4.0,0.00371964,132.44486211243,17.0,44.682241158457,,1,,0.01,0.06,0.0,,,,12.0,,3.0,1.0,4.0,,,,,1.0,6.0,1.0,,,1.0,1.0,0.035,,,,1.0,-0.16,,1.0,,,,,,,,,,,,,,,
15237888,home,Mirassol,Reinaldo,reinaldo,Reinaldo,D,6,178.0,2574,M,243109,EUR,622944000,D,6,6,False,40.0,27.0,6.0,2.0,0.0,11.0,19.0,21.0,3.0,,,85.0,69.0,6.4,26.0,0.0610011,114.35696932083,12.0,92.317005399219,,1,,0.14,0.12,-0.29,,,,16.0,8.0,,4.0,4.0,,,6.0,3.0,,1.0,,1.0,,,,0.0815,17.149432004797,44.876857380503,3.0,2.0,-0.14,1.0,,True,1.0,1.0,1.0,1.0,,,,,,,,,,
15237888,home,Mirassol,Yuri Lara,yuri-lara,Y. Lara,M,5,173.0,182,M,809536,EUR,766800000,M,5,5,False,30.0,29.0,1.0,1.0,0.0,16.0,16.0,14.0,3.0,,,90.0,44.0,7.1,3.0,0.0687622,56.839654285192,8.0,2.0985072062975,,0,,0.22,0.02,-0.05,,,,13.0,1.0,,3.0,6.0,2.0,1.0,,,,1.0,2.0,4.0,3.0,2.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,
15237888,home,Mirassol,Neto Moura,neto-moura,N. Moura,M,25,176.0,363,M,559034,EUR,839289600,M,25,25,False,46.0,45.0,3.0,3.0,0.0,32.0,32.0,14.0,2.0,,,69.0,53.0,6.5,3.0,0.0229661,68.148632006934,10.0,26.308605046605,,1,,0.25,0.04,-0.17,,,,13.0,,,5.0,1.0,3.0,1.0,,,1.0,,,1.0,,,1.0,0.0691,,,,,-0.46,,,,,,,1.0,,,,,,,,,,
15237888,home,Mirassol,Eduardo,eduardo,Eduardo,M,21,184.0,1737,M,76507,EUR,624585600,M,33,33,False,22.0,17.0,5.0,4.0,0.0,5.0,6.0,16.0,1.0,,,63.0,28.0,7.1,9.0,0.00890095,90.492204231144,11.0,49.601002543734,,1,,-0.05,0.11,-0.14,,,,12.0,1.0,,10.0,1.0,1.0,,1.0,,,,,,,1.0,5.0,0.0667,,,,1.0,0.52,3.0,,,,,,2.0,1.0,1.0,0.6331,,,,,,,
15237888,home,Mirassol,Negueba,negueba,Negueba,M,11,175.0,664,M,872007,EUR,944179200,F,11,11,False,22.0,20.0,,,0.0,11.0,11.0,11.0,5.0,,,90.0,40.0,6.8,7.0,0.054178,54.820009610661,8.0,19.434761949339,,2,,0.09,0.1,0.24,,,,9.0,4.0,,4.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,,,2.0,,0.072,,,,1.0,-0.1,1.0,1.0,,1.0,1.0,,,,,,,,,,,,
15237888,home,Mirassol,Renato Marques,marques-renato,Renato Marques,F,78,180.0,300,M,1194689,EUR,1070928000,F,78,78,False,13.0,6.0,,,0.0,4.0,4.0,9.0,1.0,,,62.0,20.0,6.4,9.0,0.0078917,33.749923168972,6.0,-2.0910286041415,,2,,-0.34,0.13,-0.07,,Renato Marques,,2.0,,1.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,,,,,2.0,3.0,0.1498,,,,1.0,0.07,,,,,,,1.0,1.0,,0.1409,,,,,,,
15237888,home,Mirassol,Alesson,alesson,Alesson,F,77,173.0,437,M,871015,EUR,919123200,F,77,77,False,16.0,13.0,,,1.0,3.0,4.0,12.0,6.0,,,70.0,26.0,6.8,6.0,0.0540447,66.207703718608,7.0,40.560726339782,,2,,0.18,0.26,-0.01,,,,10.0,2.0,,4.0,3.0,1.0,,1.0,,1.0,1.0,,3.0,1.0,,1.0,0.067,12.557214542227,30.072906191192,2.0,2.0,-0.25,1.0,,,,,,,1.0,,0.3464,,,,,,,
15237888,home,Mirassol,Nathan Fogaça,nathan-fogaca,Nathan Fogaça,F,9,178.0,254,M,934638,EUR,928886400,F,9,9,True,9.0,4.0,,,0.0,2.0,5.0,4.0,1.0,,,28.0,11.0,6.1,6.0,0.00793093,29.128634641674,3.0,27.585271547361,,1,,-0.07,0.16,-0.01,,,,2.0,,,5.0,,,1.0,,,1.0,,,,,,2.0,0.0556,6.400641390671,6.4051804033922,1.0,,-0.28,2.0,,,,,,,,,,1.0,,,,,,
15237888,home,Mirassol,Everton Galdino,everton-galdino,Everton Galdino,F,17,177.0,260,M,871162,EUR,858556800,F,17,17,True,8.0,6.0,,,0.0,3.0,3.0,5.0,,,,27.0,13.0,6.7,3.0,0.0755584,22.413795099268,3.0,1.6755519814996,,0,,0.18,0.02,0.15,,,,3.0,1.0,,1.0,2.0,,,1.0,1.0,,,,,,1.0,,,,,,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,,
15237888,home,Mirassol,José Aldo,jose-aldo,J. Aldo,M,21,174.0,317,M,988851,EUR,901324800,M,21,21,True,19.0,19.0,,,0.0,10.0,10.0,9.0,1.0,,,21.0,22.0,6.7,,0.0294492,16.310213127766,2.0,15.980395569061,,0,,0.16,0.06,0.15,,,,9.0,,,2.0,,,,,,,,1.0,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,
15237888,home,Mirassol,Antonio Galeano,antonio-galeano,Galeano,M,27,169.0,1101,M,883207,EUR,953683200,F,27,27,True,2.0,1.0,,,0.0,1.0,1.0,1.0,1.0,,,20.0,5.0,6.6,2.0,3.68e-05,56.273984316012,2.0,35.149422318064,,1,,-0.03,0.1,-0.03,,,,,1.0,,1.0,,1.0,,,,,,1.0,,,,,0.058,23.459574499155,56.273984316012,2.0,,0.11,,,,,,,,1.0,,0.5854,,,,,,,
