match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_aerialLost,stat_fouls,stat_shotOffTarget,stat_wasFouled,stat_dispossessed,stat_unsuccessfulTouch,stat_totalContest,stat_wonContest,player_sofascoreId,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_goals,captain,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle
10382024,home,PSV Eindhoven,Walter Benítez,,,walter-benitez,W. Benítez,G,44,193,4345,M,249859,EUR,727401600,G,1,1,False,21.0,19.0,7.0,5.0,16.0,16.0,3.0,5.0,1.0,5.0,1.0,90.0,24.0,6.3,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382024,home,PSV Eindhoven,Jordan Teze,,,jordan-teze,J. Teze,D,4,183,1080,M,825846,EUR,938649600,D,3,3,False,41.0,35.0,2.0,2.0,15.0,16.0,22.0,28.0,,4.0,,45.0,55.0,7.4,8.0,1,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10382024,home,PSV Eindhoven,André Ramalho,,,andre-ramalho,A. Ramalho,D,5,182,5374,M,148155,EUR,698198400,D,5,5,False,86.0,82.0,6.0,6.0,45.0,47.0,37.0,40.0,2.0,14.0,,90.0,94.0,7.2,6.0,0,,1.0,,2.0,3.0,4.0,,,,,,2.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
10382024,home,PSV Eindhoven,Jarrad Branthwaite,,,jarrad-branthwaite,J. Branthwaite,D,32,195,2596,M,979563,EUR,1025136000,D,22,22,False,82.0,71.0,3.0,3.0,33.0,41.0,38.0,41.0,,8.0,,90.0,90.0,6.7,11.0,1,,,,5.0,7.0,6.0,,,,,,,,,7.0,,1.0,1.0,,,,,,,,,,,,,,,
10382024,home,PSV Eindhoven,Patrick van Aanholt,,,patrick-van-aanholt,P. v. Aanholt,D,14,175,555,M,74577,EUR,651888000,D,30,30,False,68.0,57.0,2.0,2.0,22.0,26.0,36.0,46.0,1.0,9.0,,90.0,85.0,7.1,17.0,1,,4.0,1.0,2.0,1.0,4.0,,,,,,2.0,1.0,3.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,
10382024,home,PSV Eindhoven,Joey Veerman,,,joey-veerman,J. Veerman,M,23,185,3780,M,850816,EUR,911433600,M,23,23,False,96.0,80.0,16.0,9.0,20.0,20.0,64.0,91.0,,10.0,,84.0,121.0,8.5,27.0,1,,15.0,4.0,4.0,4.0,8.0,2.0,,1.0,,1.0,1.0,1.0,7.0,2.0,,,2.0,,,1.0,1.0,,,,,,,,,,,
10382024,home,PSV Eindhoven,Ibrahim Sangaré,,,ibrahim-sangare,I. Sangaré,M,6,191,10131,M,843754,EUR,881020800,M,6,6,False,69.0,57.0,4.0,1.0,21.0,23.0,37.0,49.0,3.0,7.0,,90.0,95.0,7.8,17.0,3,,3.0,1.0,3.0,6.0,9.0,,,1.0,,4.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,,2.0,3.0,2.0,ibrahim_sangare,,,,,,,,,,
10382024,home,PSV Eindhoven,Johan Bakayoko,Johan Bakayoko,,johan-bakayoko,J. Bakayoko,F,9,179,6820,M,1088896,EUR,1050796800,M,27,27,False,20.0,16.0,,,2.0,2.0,14.0,22.0,,2.0,,45.0,35.0,6.6,12.0,2,,4.0,,1.0,5.0,3.0,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,2.0,,3.0,1.0,johanbakayoko,1.0,,,,,,,,,
10382024,home,PSV Eindhoven,Guus Til,,,guus-til,G. Til,M,20,183,2263,M,845798,EUR,882748800,M,20,20,False,20.0,15.0,1.0,,3.0,3.0,13.0,18.0,,3.0,,45.0,23.0,6.7,5.0,0,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
10382024,home,PSV Eindhoven,Xavi Simons,,,xavi-simons,X. Simons,M,7,179,50786,M,997183,EUR,1050883200,M,7,7,False,50.0,43.0,1.0,1.0,12.0,13.0,31.0,39.0,,3.0,,90.0,73.0,7.8,14.0,7,,2.0,,1.0,6.0,8.0,1.0,,2.0,,,4.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,2.0,XaviSimons,1.0,1.0,1.0,,,,,,,
