match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_wonContest,stat_keyPass,stat_bigChanceMissed,stat_onTargetScoringAttempt,captain,stat_blockedScoringAttempt,stat_accurateCross,stat_bigChanceCreated,stat_goals,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
12624988,home,Al-Fateh,Péter Szappanos,,,peter-szappanos,P. Szappanos,G,1,194.0,332,M,803307,EUR,658540800,G,1,1,False,20.0,13.0,9.0,3.0,0.0,12.0,15.0,1.0,5.0,9.0,3.0,3.0,90.0,32.0,6.8,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624988,home,Al-Fateh,Saeed Baattia,Saeed Baattia,,saeed-baattia,S. Baattia,D,15,172.0,25,M,1521953,EUR,969667200,D,15,15,False,38.0,31.0,,,0.0,17.0,20.0,14.0,24.0,3.0,,,90.0,72.0,6.7,19.0,1,6.0,1.0,3.0,10.0,9.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,3.0,1.0,1.0,3.0,,,,,,,,,,,,,
12624988,home,Al-Fateh,Amaar Al Dohaim,,,amaar-al-dohaim,A. A. Dohaim,D,24,175.0,13,M,803055,EUR,746755200,D,24,24,False,32.0,26.0,4.0,3.0,0.0,25.0,27.0,1.0,5.0,5.0,,,79.0,36.0,6.6,8.0,0,,,2.0,1.0,3.0,,,,,1.0,,,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,
12624988,home,Al-Fateh,Marwane Saadane,,,marwane-saadane,M. Saadane,D,17,185.0,1277,M,847714,EUR,695606400,D,17,17,False,55.0,44.0,15.0,11.0,0.0,27.0,34.0,17.0,21.0,13.0,,,90.0,72.0,7.3,14.0,1,,2.0,5.0,3.0,5.0,,1.0,,1.0,10.0,,3.0,,,1.0,,,,,,,,,,,,,,,
12624988,home,Al-Fateh,Mohammed Al-Konaideri,,,mohammed-al-konaideri,M. Al-Konaideri,D,12,175.0,21,M,1019340,EUR,971222400,D,12,12,False,24.0,16.0,5.0,2.0,0.0,8.0,14.0,8.0,12.0,5.0,,,90.0,44.0,6.4,15.0,0,2.0,,,3.0,3.0,2.0,,3.0,,2.0,,,1.0,1.0,2.0,,,2.0,1.0,,,,,,,,,,,
12624988,home,Al-Fateh,Sofiane Bendebka,,,sofiane-bendebka,S. Bendebka,M,28,180.0,1218,M,845609,EUR,713318400,M,28,28,False,54.0,45.0,3.0,1.0,0.0,18.0,20.0,27.0,34.0,5.0,,,90.0,72.0,7.1,13.0,3,,,3.0,4.0,10.0,2.0,1.0,,1.0,1.0,,2.0,4.0,2.0,3.0,3.0,1.0,,1.0,1.0,2.0,,,,,,,,,
12624988,home,Al-Fateh,Mohammed Al-Fuhaid,,,mohammed-al-fuhaid,M. Al-Fuhaid,M,28,171.0,10,M,818616,EUR,631843200,M,14,14,False,22.0,20.0,1.0,1.0,0.0,11.0,13.0,9.0,9.0,5.0,,,56.0,29.0,6.4,6.0,0,,,,5.0,3.0,,3.0,2.0,,,,,2.0,2.0,,,1.0,1.0,,,,True,,,,,,,,
12624988,home,Al-Fateh,Abdullah Al-Anazi,Abdullah Al-Anazi,,abdullah-al-anazi,A. Al-Anazi,F,94,179.0,42,M,1434206,EUR,1042934400,M,94,94,False,29.0,23.0,2.0,2.0,0.0,14.0,16.0,9.0,13.0,9.0,,,79.0,48.0,7.0,11.0,3,,,,7.0,6.0,3.0,2.0,2.0,,,,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,,1.0,,2.0,,,,,,,
12624988,home,Al-Fateh,Lucas Zelarayán,Lucas,Zelarayán,lucas-zelarayan,L. Zelarayán,M,10,172.0,1289,M,249061,EUR,708998400,M,10,10,False,54.0,42.0,5.0,5.0,0.0,8.0,11.0,35.0,47.0,5.0,,,90.0,84.0,7.7,24.0,2,4.0,,,5.0,10.0,,2.0,8.0,,,,1.0,,,4.0,5.0,,5.0,3.0,,1.0,,1.0,1.0,,,,,,
12624988,home,Al-Fateh,Amine Sbai,,,sbai-amine,A. Sbai,F,7,175.0,387,M,1392829,EUR,973382400,M,7,7,False,17.0,13.0,1.0,1.0,0.0,3.0,4.0,10.0,14.0,3.0,,,45.0,28.0,6.7,11.0,1,1.0,,,4.0,1.0,,,3.0,,1.0,,,1.0,1.0,3.0,,1.0,,1.0,,,,1.0,,1.0,,,,,
12624988,home,Al-Fateh,Saad Al-Shurafa,Saad Al-Shurafa,,saad-al-shurafa,S. Al-Shurafa,F,49,,21,M,1494819,EUR,1098489600,F,49,49,False,6.0,5.0,1.0,,0.0,3.0,3.0,2.0,3.0,2.0,,,59.0,12.0,6.5,2.0,0,,1.0,,5.0,1.0,,,,,2.0,,,1.0,1.0,1.0,,4.0,,,,,,,,,,,,,
12624988,home,Al-Fateh,Mourad Batna,,,batna-mourad,M. Batna,M,11,185.0,1192,M,880790,EUR,646444800,F,11,11,True,29.0,24.0,,,0.0,5.0,5.0,19.0,27.0,2.0,,,45.0,47.0,7.3,14.0,3,3.0,,,7.0,5.0,,,8.0,2.0,,,,,,,3.0,2.0,2.0,1.0,,1.0,,,,,1.0,1.0,,,
12624988,home,Al-Fateh,Nouh Al-Mousa,,,nouh-al-mousa,N. Al-Mousa,M,,175.0,17,M,818614,EUR,667267200,M,8,8,True,28.0,25.0,1.0,1.0,0.0,14.0,15.0,11.0,13.0,2.0,,,34.0,30.0,6.6,3.0,0,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
12624988,home,Al-Fateh,Suhayb Al-Zaid,Suhayb,Al-Zaid,suhayb-al-zaid,S. Al-Zaid,M,,175.0,122,M,1652171,EUR,1092268800,M,18,18,True,29.0,27.0,2.0,2.0,0.0,9.0,9.0,18.0,21.0,3.0,,,31.0,35.0,7.0,5.0,0,1.0,,,1.0,2.0,,,1.0,,,,,1.0,,2.0,,1.0,1.0,1.0,,,,,,,,,,,
12624988,home,Al-Fateh,Jason Denayer,,,jason-denayer,J. Denayer,D,,184.0,657,M,352664,EUR,804297600,D,64,64,True,12.0,11.0,,,0.0,8.0,9.0,3.0,3.0,1.0,,,11.0,16.0,6.9,1.0,0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
12624988,home,Al-Fateh,Othman Al-Othman,Othman Alothma,,othman-al-othman,O. Al-Othman,M,88,167.0,30,M,1096521,EUR,1050364800,M,88,88,True,7.0,6.0,,,0.0,3.0,4.0,3.0,5.0,1.0,,,11.0,14.0,6.7,5.0,0,2.0,,,1.0,3.0,,1.0,2.0,,,,,1.0,1.0,1.0,,,2.0,,,,,,,,,,,,
