match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_aerialLost,stat_totalTackle,stat_wonTackle,stat_totalOffside,captain,stat_accurateCross,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_wasFouled,stat_fouls,stat_keyPass,stat_shotOffTarget,player_sofascoreId,stat_bigChanceCreated,stat_hitWoodwork,stat_bigChanceMissed,stat_goals,stat_goalAssist
10408614,home,Almería,Fernando Martínez,fernando-martinez,F. Martínez,G,13,185,172,M,139925,EUR,644976000,G,13,13,False,39.0,35.0,6.0,2.0,34.0,34.0,1.0,5.0,2.0,8.0,1.0,2.0,3.0,1.0,1.0,90.0,52.0,6.8,4.0,0.0,0.0,0.00051049,0,0.3423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408614,home,Almería,Alejandro Pozo,alejandro-pozo,A. Pozo,D,7,174,158,M,848080,EUR,919641600,D,17,17,False,38.0,29.0,7.0,4.0,23.0,26.0,6.0,14.0,1.0,8.0,,,,,,90.0,56.0,6.4,15.0,0.0469,0.0772,0.00404261,1,,,,2.0,1.0,5.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
10408614,home,Almería,Rodrigo Ely,rodrigo-ely,R. Ely,D,5,188,877,M,168745,EUR,752284800,D,19,19,False,92.0,72.0,18.0,6.0,58.0,66.0,14.0,26.0,4.0,7.0,,,,,,90.0,106.0,7.1,21.0,0.0,0.0,0.00680405,0,,,,,4.0,2.0,6.0,,,,,2.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
10408614,home,Almería,Srđan Babić,srdan-babic,S. Babić,D,6,195,634,M,280815,EUR,830131200,D,22,22,False,79.0,73.0,7.0,5.0,57.0,57.0,16.0,22.0,4.0,2.0,,,,,,90.0,87.0,7.1,6.0,0.0,0.0,0.00307887,0,,,,,4.0,2.0,4.0,,,,1.0,1.0,,2.0,,,,True,,,,,,,,,,,,,,
10408614,home,Almería,Sergio Akieme,sergio-akieme,S. Akieme,D,18,175,293,M,827942,EUR,882230400,D,15,15,False,48.0,44.0,5.0,3.0,23.0,24.0,22.0,29.0,2.0,6.0,,,,,,90.0,79.0,7.0,10.0,0.0171,0.0,0.0544937,1,,,,5.0,2.0,2.0,6.0,,1.0,,,1.0,1.0,,1.0,1.0,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,
10408614,home,Almería,Lucas Robertone,lucas-robertone,L. Robertone,M,8,173,656,M,848926,EUR,858643200,M,5,5,False,32.0,27.0,4.0,3.0,11.0,13.0,17.0,22.0,1.0,4.0,,,,,,71.0,47.0,7.2,10.0,0.0,0.0,0.0520991,0,,,,3.0,1.0,1.0,6.0,,,,,1.0,2.0,1.0,2.0,2.0,,,1.0,,,,3.0,,1.0,,,,,,,
10408614,home,Almería,Íñigo Eguaras,inigo-eguaras,Í. Eguaras,M,16,181,52,M,572198,EUR,699926400,M,4,4,False,27.0,22.0,3.0,2.0,12.0,13.0,10.0,14.0,,3.0,,,,,,45.0,30.0,6.7,5.0,0.0,0.0,0.0135868,0,,,,,,,1.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,
10408614,home,Almería,Samú Costa,samuel-costa,S. Costa,M,12,183,1427,M,988351,EUR,975283200,M,23,23,False,77.0,65.0,13.0,10.0,43.0,47.0,22.0,30.0,2.0,10.0,,,,,,90.0,94.0,7.3,14.0,0.0,0.0,0.00852464,0,,,,,,5.0,6.0,1.0,1.0,,,2.0,,1.0,5.0,4.0,,,,1.0,,,1.0,1.0,1.0,,,,,,,
10408614,home,Almería,Largie Ramazani,largie-ramazani,L. Ramazani,M,17,167,1568,M,909966,EUR,983232000,F,7,7,False,11.0,6.0,1.0,,2.0,4.0,4.0,7.0,,4.0,,,,,,89.0,28.0,6.2,16.0,0.0652,0.0,0.0666419,2,,,,,,6.0,2.0,,,,,,7.0,2.0,,,,,,4.0,1.0,2.0,1.0,1.0,,,,,,,,
10408614,home,Almería,Dyego Sousa,dyego-sousa,D. Sousa,F,,190,127,M,128360,EUR,621734400,F,11,11,False,21.0,15.0,1.0,1.0,6.0,9.0,9.0,12.0,4.0,3.0,,,,,,60.0,32.0,6.9,9.0,0.0279,0.0,0.0403648,1,,,,,4.0,2.0,5.0,,,,1.0,,3.0,2.0,1.0,1.0,,,,,,1.0,,,,,,,,,,
10408614,home,Almería,Adrián Embarba,adrian-embarba,A. Embarba,M,23,173,477,M,346516,EUR,705196800,F,10,10,False,17.0,14.0,2.0,2.0,6.0,6.0,8.0,13.0,1.0,4.0,,,,,,45.0,27.0,6.8,7.0,0.0526,0.0,0.0149938,1,,,,2.0,1.0,4.0,3.0,1.0,2.0,,,1.0,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,,,,,,
10408614,home,Almería,Francisco Portillo,francisco-portillo,F. Portillo,M,20,169,93,M,106288,EUR,645235200,M,8,8,True,21.0,17.0,,,3.0,5.0,14.0,18.0,,3.0,,,,,,45.0,29.0,6.7,8.0,0.0,0.0,0.0203912,0,,,,2.0,1.0,1.0,2.0,,1.0,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,
10408614,home,Almería,Arnau Puigmal,arnau-puigmal,A. Puigmal,M,2,173,145,M,910023,EUR,979084800,M,18,18,True,16.0,14.0,,,6.0,6.0,8.0,12.0,,3.0,,,,,,45.0,20.0,6.5,5.0,0.0,0.0,0.00462394,0,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
10408614,home,Almería,El Bilal Touré,el-bilal-toure,E. B. Touré,F,19,185,9510,M,982615,EUR,1002067200,F,9,9,True,8.0,5.0,,,,1.0,5.0,7.0,1.0,,,,,,,30.0,15.0,6.6,6.0,0.0214,0.1658,0.00971623,1,,,,,,1.0,,,,1.0,,,1.0,,,,1.0,,,1.0,,,,,1.0,,el_bilal_9,,,,,
10408614,home,Almería,Lázaro,lazaro,Lázaro,F,7,181,1882,M,1002556,EUR,1015891200,F,14,14,True,8.0,7.0,1.0,1.0,2.0,2.0,6.0,9.0,,,,,,,,19.0,17.0,6.5,6.0,0.0,0.0,0.0355661,0,,,,3.0,,6.0,1.0,2.0,1.0,,,,,1.0,,,,,1.0,2.0,1.0,,,1.0,1.0,,,,,,,
10408614,home,Almería,Marko Milovanović,marko-milovanovic,M. Milovanović,F,9,196,376,M,1100957,EUR,1059955200,F,16,16,True,1.0,,,,,,,1.0,,,,,,,,8.0,4.0,6.4,2.0,0.0,0.0,0.0,0,,Marko,Milovanović,,1.0,2.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
