match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_dispossessed,stat_shotOffTarget,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_challengeLost,stat_blockedScoringAttempt,stat_keyPass,stat_totalCross,stat_outfielderBlock,player_firstName,player_lastName,stat_accurateCross,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_wonContest,stat_totalOffside,player_sofascoreId,stat_penaltyConceded,stat_goodHighClaim,stat_errorLeadToAShot,stat_bigChanceCreated,stat_bigChanceMissed,stat_penaltyMiss,stat_penaltyWon
14109614,home,Göztepe,Mateusz Lis,mateusz-lis,M. Lis,G,1,192,578,M,798375,EUR,857001600,G,1,1,False,True,27.0,9.0,27.0,9.0,0.0,9.0,27.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,90.0,33.0,7.5,18.0,0.00780954,0.4819,0,0.7597,0.14,-0.02,0.18,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109614,home,Göztepe,Allan,allan,Allan,D,3,187,118,M,987088,EUR,765417600,D,3,3,False,,22.0,18.0,5.0,2.0,0.0,9.0,13.0,1.0,3.0,3.0,5.0,7.0,3.0,2.0,,,,,,90.0,37.0,7.1,8.0,0.0104514,,1,,0.08,0.05,0.38,,9.0,9.0,1.0,1.0,1.0,3.0,1.0,0.0697,-0.21,,,,,,,,,,,,,,,,,,,,,,,
14109614,home,Göztepe,Héliton,heliton,Héliton,D,5,196,323,M,922725,EUR,816220800,D,5,5,False,,24.0,18.0,1.0,,0.0,14.0,20.0,1.0,2.0,3.0,2.0,6.0,2.0,,,,,,,90.0,34.0,6.8,6.0,0.00353522,,1,,0.07,0.01,0.22,,4.0,4.0,,,,,1.0,0.0153,-0.08,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14109614,home,Göztepe,Malcom Bokele,malcom-bokele,M. Bokele,D,26,193,546,M,1122632,EUR,950313600,D,26,26,False,,29.0,21.0,6.0,2.0,0.0,11.0,17.0,1.0,2.0,2.0,3.0,5.0,1.0,1.0,,,,,,90.0,40.0,7.1,9.0,0.0111773,,1,,0.08,0.03,0.33,,10.0,12.0,,,,,1.0,0.1648,0.0,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,
14109614,home,Göztepe,Arda Kurtulan,arda-kurtulan,A. Kurtulan,D,2,183,387,M,1063395,EUR,1037664000,M,2,2,False,,15.0,12.0,2.0,1.0,0.0,8.0,10.0,3.0,1.0,7.0,6.0,3.0,,3.0,,,,,,89.0,45.0,7.1,13.0,0.12259,,0,,0.27,0.01,0.2,,4.0,5.0,1.0,,2.0,1.0,2.0,,,1.0,,1.0,4.0,1.0,Arda Kurtulan,,2.0,1.0,2.0,1.0,,,,,,,,,,,,
14109614,home,Göztepe,Rhaldney,rhaldney,Rhaldney,M,26,184,223,M,992024,EUR,911520000,M,6,6,False,,36.0,33.0,4.0,2.0,0.0,25.0,26.0,3.0,1.0,8.0,3.0,1.0,6.0,,,,,,,89.0,49.0,6.6,7.0,0.0246905,,1,,0.03,0.05,0.19,,8.0,10.0,2.0,,1.0,,2.0,0.0617,0.01,1.0,1.0,,3.0,,,,1.0,,2.0,1.0,,,,,,,,,,,,
14109614,home,Göztepe,Anthony Junior Dennis,dennis-anthony-junior,A. J. Dennis,M,30,180,461,M,1484438,EUR,1087776000,M,30,30,False,,33.0,28.0,3.0,,0.0,16.0,18.0,,,3.0,,2.0,6.0,,,,,,,78.0,41.0,6.8,6.0,0.0226571,,1,,0.19,0.11,0.35,,12.0,15.0,,1.0,2.0,1.0,3.0,0.0244,-0.08,,,,,,,,,,,,,,,,,,,,,,,
14109614,home,Göztepe,Amine Cherni,cherni-amine,A. Cherni,D,15,181,874,M,1094487,EUR,994464000,M,15,15,False,,15.0,8.0,2.0,,0.0,8.0,14.0,2.0,2.0,6.0,5.0,4.0,1.0,1.0,,,,,,90.0,34.0,6.6,13.0,0.00641873,,0,,-0.03,-0.09,0.22,,,1.0,,,1.0,,3.0,,,,,1.0,5.0,,Amine Cherni,,,1.0,2.0,2.0,,,,,,,,,,,,
14109614,home,Göztepe,Junior Olaitan,junior-olaitan,J. Olaitan,M,15,174,5145,M,1124357,EUR,1020902400,F,10,10,False,,31.0,27.0,1.0,1.0,0.0,19.0,23.0,2.0,1.0,6.0,5.0,,2.0,2.0,,,,,,70.0,56.0,7.0,13.0,0.123126,,3,,0.09,0.09,-0.01,,8.0,8.0,,,2.0,2.0,2.0,0.1107,0.12,,1.0,1.0,5.0,,Junior Olaitan,,1.0,2.0,2.0,,2.0,0.3004,,,,,,,,,,
14109614,home,Göztepe,Juan Santos da Silva,juan,Juan,F,9,176,1031,M,1009928,EUR,1015459200,F,9,9,False,,14.0,9.0,1.0,1.0,0.0,7.0,11.0,6.0,2.0,10.0,7.0,1.0,2.0,1.0,,,,,,61.0,24.0,5.7,6.0,0.00598693,,0,,-0.22,0.18,0.15,,2.0,3.0,,,,1.0,4.0,,,,,2.0,,,,,,2.0,2.0,1.0,,,2.0,1.0,,,,,,,,
