match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_interceptionWon,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_keyPass,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,captain,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goalAssist,stat_dispossessed,stat_shotOffTarget,player_firstName,player_lastName,stat_bigChanceMissed,stat_goals,stat_totalOffside,stat_lastManTackle
11352339,home,Liverpool,Alisson,alisson,Alisson,G,1,193.0,64760,M,AlissonBecker,243609,EUR,717984000,G,1,1,False,29.0,17.0,18.0,7.0,12.0,16.0,5.0,13.0,1.0,2.0,1.0,2.0,3.0,5.0,1.0,1.0,2.0,3.0,2.0,90.0,39.0,7.4,12.0,0.00042859,0,1.0423,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352339,home,Liverpool,Trent Alexander-Arnold,trent-alexander-arnold,T. Alexander-Arnold,D,12,180.0,210733,M,TrentAA,795064,EUR,907718400,D,66,66,False,58.0,45.0,10.0,4.0,13.0,15.0,33.0,49.0,,1.0,1.0,2.0,1.0,5.0,,,,,,89.0,84.0,7.3,22.0,0.268017,0,,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,
11352339,home,Liverpool,Joël Matip,joel-matip,J. Matip,D,,195.0,3362,M,joelmatip,51501,EUR,681609600,D,32,32,False,48.0,40.0,5.0,4.0,24.0,28.0,16.0,20.0,3.0,4.0,6.0,7.0,3.0,6.0,1.0,,,,,90.0,59.0,7.4,9.0,0.00772025,1,,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,3.0,0.0334,,,,,,,,,,,,
11352339,home,Liverpool,Virgil van Dijk,virgil-van-dijk,V. van Dijk,D,4,195.0,98613,M,VvD,151545,EUR,678931200,D,4,4,False,62.0,55.0,10.0,10.0,30.0,34.0,25.0,28.0,1.0,6.0,2.0,10.0,4.0,3.0,1.0,,,,,90.0,74.0,8.1,7.0,0.014077,1,,,,,,,,,,,,,2.0,3.0,1.0,1.0,0.0662,True,1.0,0.047,,,,,,,,,
11352339,home,Liverpool,Konstantinos Tsimikas,konstantinos-tsimikas,K. Tsimikas,D,12,178.0,16200,M,TK21,786259,EUR,831859200,D,21,21,False,41.0,35.0,1.0,1.0,14.0,15.0,24.0,36.0,,1.0,6.0,5.0,1.0,7.0,1.0,,,,,90.0,74.0,8.2,20.0,0.327276,1,,10.0,3.0,2.0,3.0,1.0,1.0,,,1.0,3.0,,,2.0,1.0,1.0,0.0314,,,,2.0,1.0,1.0,,,,,,
11352339,home,Liverpool,Dominik Szoboszlai,dominik-szoboszlai,D. Szoboszlai,M,8,187.0,72138,M,DomSzobo,869856,EUR,972432000,M,8,8,False,59.0,52.0,4.0,3.0,22.0,23.0,30.0,37.0,1.0,1.0,7.0,1.0,1.0,9.0,,,,,,89.0,73.0,7.0,11.0,0.0432962,2,,1.0,,1.0,2.0,,,,,,2.0,,,,,3.0,0.0679,,1.0,0.0949,,,1.0,,,,,,
11352339,home,Liverpool,Wataru Endo,wataru-endo,W. Endo,M,3,178.0,19869,M,endowataru,143040,EUR,729216000,M,3,3,False,57.0,49.0,1.0,1.0,15.0,19.0,34.0,38.0,3.0,2.0,11.0,3.0,4.0,4.0,,,,,,90.0,67.0,6.5,12.0,0.0258238,0,,,,2.0,,,,,,1.0,,,,1.0,1.0,4.0,,,,,,2.0,,,,,,,
11352339,home,Liverpool,Cody Gakpo,cody-gakpo,C. Gakpo,M,18,193.0,51371,M,CodyGakpo,862967,EUR,926035200,M,18,18,False,33.0,30.0,1.0,1.0,10.0,10.0,20.0,23.0,2.0,,5.0,4.0,,6.0,1.0,,,,,83.0,46.0,7.2,7.0,0.0442135,2,,,,1.0,3.0,2.0,,1.0,,3.0,,,,1.0,,1.0,0.0551,,1.0,0.0331,,,1.0,,,,,,
11352339,home,Liverpool,Mohamed Salah,mohamed-salah,M. Salah,M,11,175.0,565083,M,MoSalah,159665,EUR,708566400,F,11,11,False,53.0,38.0,6.0,3.0,6.0,7.0,32.0,47.0,,,2.0,1.0,,3.0,1.0,,,,,90.0,66.0,8.6,20.0,0.212411,3,,1.0,,,1.0,,,,,2.0,1.0,,,,,,1.0386,,2.0,1.1988,,1.0,1.0,,,1.0,2.0,,
11352339,home,Liverpool,Darwin Núñez,darwin-nunez,D. Núñez,F,7,188.0,70760,M,Darwin,924871,EUR,930182400,F,9,9,False,26.0,23.0,,,3.0,5.0,20.0,23.0,3.0,2.0,6.0,4.0,1.0,1.0,1.0,,,,,90.0,41.0,7.9,9.0,0.105704,3,,2.0,,1.0,1.0,,1.0,,,2.0,2.0,,1.0,1.0,1.0,,0.2204,,3.0,0.3545,1.0,1.0,,,,,,2.0,
