match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,player_firstName,player_lastName,stat_clearanceOffLine,stat_aerialLost,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_keyPass,captain,stat_accurateCross,stat_dispossessed,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_goals,stat_wonTackle,stat_wonContest
14025181,home,Aston Villa,Emiliano Martínez,emiliano-martinez,E. Martínez,G,23,195,61053,M,EmiMartínez,158263,EUR,715392000,G,23,23,False,39.0,29.0,14.0,5.0,0.0,24.0,26.0,5.0,13.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,90.0,50.0,6.8,10.0,0.0214272,0.0524,0,-0.2429,0.15,0.02,-0.08,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025181,home,Aston Villa,Matty Cash,matty-cash,M. Cash,D,2,185,9380,M,mattycash622,833956,EUR,870912000,D,2,2,False,45.0,36.0,6.0,2.0,0.0,22.0,24.0,14.0,21.0,2.0,5.0,5.0,7.0,,1.0,,,,,,90.0,73.0,6.6,16.0,0.00783394,,1,,0.02,0.06,-0.11,,2.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0138,-0.02,,,,,,,,,,,,,,,,,
14025181,home,Aston Villa,Ezri Konsa,ezri-konsa,E. Konsa,D,4,183,3197,M,,827679,EUR,877564800,D,4,4,False,64.0,63.0,1.0,,0.0,46.0,46.0,17.0,18.0,2.0,2.0,3.0,3.0,,1.0,,,,,,90.0,74.0,7.4,1.0,0.00486703,,0,,0.15,0.12,0.19,,,1.0,1.0,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,
14025181,home,Aston Villa,Tyrone Mings,tyrone-mings,T. Mings,D,5,195,1992,M,,303638,EUR,731980800,D,5,5,False,23.0,21.0,,,0.0,15.0,15.0,6.0,8.0,,,1.0,1.0,,,,,,,,32.0,24.0,6.2,2.0,0.00186609,,0,,0.04,0.01,-0.17,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
14025181,home,Aston Villa,Lucas Digne,lucas-digne,L. Digne,D,12,178,4442,M,LDigne,96538,EUR,743126400,D,12,12,False,30.0,23.0,2.0,2.0,1.0,10.0,11.0,13.0,19.0,,1.0,3.0,3.0,,1.0,,,,,,90.0,41.0,7.3,9.0,0.32862,,1,,0.34,0.14,-0.2,,1.0,2.0,2.0,,,,,,1.0,,0.0508,0.25,,,,,1.0,1.0,1.0,0.3057,1.0,,,,,,,,
14025181,home,Aston Villa,John McGinn,john-mcginn,J. McGinn,M,7,175,3895,M,,250223,EUR,782438400,M,7,7,False,28.0,23.0,5.0,3.0,0.0,11.0,12.0,12.0,16.0,1.0,3.0,,5.0,,1.0,,,,,,72.0,40.0,7.8,7.0,0.289314,,3,,0.34,0.37,-0.11,,2.0,6.0,1.0,,1.0,,3.0,1.0,,2.0,0.4469,0.49,,,,2.0,,1.0,,0.4187,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,
14025181,home,Aston Villa,Lamare Bogarde,lamare-bogarde,L. Bogarde,D,26,183,1118,M,,1089388,EUR,1073260800,M,26,26,False,26.0,26.0,,,0.0,12.0,12.0,14.0,14.0,,3.0,,2.0,,2.0,,,,,,82.0,33.0,6.5,3.0,0.0185227,,0,,0.12,-0.02,-0.09,,,5.0,1.0,,,,,1.0,1.0,2.0,,,,,,1.0,,,,,1.0,,,1.0,,,,,
14025181,home,Aston Villa,Evann Guessand,evann-guessand,E. Guessand,F,29,185,5228,M,,930245,EUR,993945600,M,29,29,False,12.0,9.0,,,0.0,2.0,2.0,7.0,10.0,,7.0,,4.0,,1.0,,,,,,83.0,39.0,6.5,17.0,0.0132132,,0,,-0.22,0.07,0.16,,4.0,8.0,,7.0,,,,2.0,2.0,1.0,,,,,,1.0,,,,,,,,3.0,,,,2.0,4.0
14025181,home,Aston Villa,Harvey Elliott,harvey-elliott,H. Elliott,M,9,170,21132,M,harvelliott,955245,EUR,1049414400,M,9,9,False,18.0,17.0,,,0.0,5.0,5.0,12.0,13.0,,1.0,,1.0,,1.0,,,,,,45.0,24.0,6.6,2.0,0.00793677,,1,,-0.01,0.08,0.13,,,,,,,1.0,,,1.0,,0.0238,-0.1,,,,,,,,,,,,,,1.0,,,
14025181,home,Aston Villa,Morgan Rogers,morgan-rogers,M. Rogers,M,27,187,13638,M,mrogers,948261,EUR,1027641600,M,27,27,False,34.0,25.0,3.0,2.0,1.0,7.0,9.0,18.0,25.0,1.0,3.0,3.0,2.0,,1.0,,,,,,90.0,49.0,6.7,17.0,0.0582732,,0,,-0.06,0.4,0.15,,1.0,4.0,,,,,,1.0,5.0,2.0,,,,,,,1.0,,,,2.0,,,2.0,,,,,
14025181,home,Aston Villa,Ollie Watkins,ollie-watkins,O. Watkins,F,11,179,19908,M,OllieWatkins,555386,EUR,820281600,F,11,11,False,16.0,9.0,,,0.0,3.0,4.0,6.0,12.0,1.0,3.0,,1.0,,,,,,,,90.0,28.0,7.2,12.0,0.0246058,,1,,-0.46,0.17,0.0,,,4.0,,2.0,,,1.0,1.0,3.0,,0.2871,0.51,,,,2.0,,1.0,1.0,0.1444,,,,1.0,,,1.0,,1.0
14025181,home,Aston Villa,Pau Torres,pau-torres,P. Torres,D,14,192,4099,M,pauttorres,864169,EUR,853372800,D,14,14,True,36.0,33.0,4.0,2.0,0.0,22.0,23.0,11.0,13.0,3.0,3.0,6.0,5.0,,,,,,,,58.0,43.0,7.2,3.0,0.00582224,,0,,0.23,0.16,0.18,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
