match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_onTargetScoringAttempt,stat_errorLeadToAShot,stat_shotOffTarget,stat_wasFouled,stat_dispossessed,player_sofascoreId,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_keyPass,stat_totalOffside,stat_goals,stat_savedShotsFromInsideTheBox,stat_punches,stat_outfielderBlock
10913517,home,Al-Hilal,Abdullah Al-Mayouf,abdullah-al-mayouf,A. Al-Mayouf,G,187.0,197,M,118159,EUR,538358400.0,G,1,1,False,True,31.0,24.0,14.0,7.0,18.0,18.0,6.0,13.0,4.0,9.0,3.0,2.0,2.0,90.0,41.0,6.6,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913517,home,Al-Hilal,Mohammed Al-Burayk,mohammed-al-burayk,M. Al-Burayk,D,173.0,281,M,804096,EUR,716515200.0,D,2,2,False,,62.0,56.0,3.0,2.0,30.0,30.0,29.0,39.0,4.0,9.0,,,,90.0,87.0,6.4,14.0,0,,,2,7.0,3.0,1.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,
10913517,home,Al-Hilal,Hyun Soo Jang,hyun-soo-jang,H. S. Jang,D,187.0,185,M,160875,EUR,686016000.0,D,20,20,False,,58.0,53.0,4.0,2.0,38.0,43.0,15.0,15.0,3.0,7.0,,,,90.0,65.0,6.4,6.0,1,,,20,,,,2.0,1.0,2.0,1.0,,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,
10913517,home,Al-Hilal,Ali Albulayhi,ali-albulayhi,A. Albulayhi,D,182.0,1057,M,1138857,EUR,627609600.0,D,5,5,False,,55.0,51.0,2.0,1.0,34.0,35.0,17.0,21.0,1.0,4.0,,,,90.0,70.0,6.6,7.0,1,,,3,1.0,,3.0,2.0,5.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,,,1.0,,,,,,,,,,,,
10913517,home,Al-Hilal,Khalifah Al-Dawsari,khalifah-al-dawsari,K. Al-Dawsari,D,176.0,460,M,931837,EUR,915235200.0,D,4,4,False,,15.0,13.0,,,8.0,8.0,5.0,7.0,2.0,6.0,,,,60.0,28.0,6.3,4.0,0,,,4,,,1.0,1.0,9.0,5.0,1.0,4.0,2.0,1.0,1.0,1.0,,5.0,,,,1.0,,,,,,,,,,,
10913517,home,Al-Hilal,Mohamed Kanno,mohamed-kanno,M. Kanno,M,191.0,1575,M,828524,EUR,780192000.0,M,28,28,False,,35.0,27.0,3.0,1.0,14.0,15.0,13.0,20.0,1.0,2.0,,,,65.0,45.0,6.5,11.0,0,,,28,,,1.0,,7.0,3.0,3.0,,,,3.0,3.0,1.0,1.0,,,,,2.0,,,,,,,,,,
10913517,home,Al-Hilal,Gustavo Cuéllar,gustavo-cuellar,G. Cuéllar,M,175.0,1944,M,180059,EUR,719020800.0,M,6,6,False,,86.0,79.0,13.0,10.0,34.0,37.0,46.0,50.0,,8.0,,,,90.0,107.0,7.7,8.0,0,,,6,1.0,1.0,1.0,,5.0,9.0,3.0,3.0,3.0,5.0,3.0,1.0,1.0,1.0,,,,3.0,,,,,,,,,,,
10913517,home,Al-Hilal,Michael,michael,Michael,M,166.0,9025,M,878084,EUR,826588800.0,M,96,96,False,,20.0,12.0,,,1.0,1.0,14.0,30.0,,2.0,,,,90.0,58.0,7.3,28.0,1,,,96,11.0,3.0,3.0,,8.0,11.0,4.0,8.0,7.0,,2.0,1.0,10.0,1.0,,,,2.0,,Michael19,1.0,1.0,1.0,3.0,,,,,
10913517,home,Al-Hilal,Abdullah Al-Hamdan,abdullah-al-hamdan,A. Al-Hamdan,F,185.0,1411,M,915991,EUR,937094400.0,M,14,14,False,,20.0,18.0,1.0,1.0,4.0,4.0,15.0,18.0,,,,,,45.0,30.0,6.8,6.0,1,,,9,2.0,1.0,,,3.0,3.0,,2.0,1.0,,2.0,2.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,
10913517,home,Al-Hilal,Salem Al-Dawsari,salem-al-dawsari,S. Al-Dawsari,M,171.0,11126,M,160893,EUR,682560000.0,M,29,29,False,,50.0,38.0,1.0,1.0,5.0,6.0,35.0,47.0,,2.0,,,,90.0,71.0,6.7,20.0,3,,,29,3.0,2.0,,,6.0,5.0,1.0,7.0,3.0,,1.0,1.0,2.0,,,,1.0,1.0,1.0,29salem,,,2.0,2.0,,,,,
10913517,home,Al-Hilal,Odion Ighalo,odion-ighalo,O. Ighalo,F,183.0,2180,M,29774,EUR,613958400.0,F,9,9,False,,16.0,12.0,,,5.0,5.0,7.0,11.0,2.0,,,,,90.0,27.0,6.9,7.0,1,,,,,,2.0,1.0,4.0,4.0,,,,,,,3.0,2.0,,,1.0,3.0,,,,,,2.0,,,,,
10913517,home,Al-Hilal,André Carrillo,andre-carrillo,A. Carrillo,M,180.0,14534,M,115182,EUR,676857600.0,M,19,19,True,,35.0,30.0,9.0,7.0,9.0,9.0,21.0,29.0,,2.0,,,,45.0,48.0,7.2,10.0,2,,,19,3.0,,,,1.0,5.0,,6.0,5.0,,,,1.0,,1.0,,,,,18andrecarrillo,,,1.0,,1.0,,,,
10913517,home,Al-Hilal,Nasser Al-Dawsari,nasser-al-dawsari,N. Al-Dawsari,M,178.0,1153,M,872607,EUR,914025600.0,M,16,16,True,,12.0,9.0,2.0,1.0,3.0,4.0,6.0,10.0,,1.0,,,,30.0,27.0,6.9,5.0,0,,,16,2.0,,1.0,,1.0,2.0,,,,2.0,2.0,1.0,,,,,,,,,,,,1.0,,,,,
10913517,home,Al-Hilal,Saleh Al-Shehri,saleh-al-shehri,S. Al-Shehri,F,184.0,1112,M,818779,EUR,752112000.0,F,11,11,True,,8.0,8.0,,,1.0,1.0,7.0,7.0,,,,,,25.0,14.0,7.0,2.0,1,,,11,,,,,2.0,,1.0,,,,,,1.0,,1.0,,,,1.0,,,,,,,1.0,,,
10913517,home,Al-Hilal,Mohammed Al-Owais,mohammed-al-owais,M. Al-Owais,G,185.0,753,M,791416,EUR,687052800.0,G,21,21,True,,,,,,,,,,,,,,,,,,,0,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913517,home,Al-Hilal,Muath Faqeehi,muath-faqeehi,M. Faqeehi,D,188.0,464,M,1457521,EUR,1022716800.0,D,42,42,True,,,,,,,,,,,,,,,,,,,0,Muath Muath,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913517,home,Al-Hilal,Mohammed Alkhaibari,mohammed-alkhaibari,M. Alkhaibari,D,184.0,21,M,1048753,EUR,1019088000.0,D,67,67,True,,,,,,,,,,,,,,,,,,,0,Mohammed Alkhaibari,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913517,home,Al-Hilal,Mohammed Jahfali,mohammed-jahfali,M. Jahfali,D,185.0,103,M,791561,EUR,656726400.0,D,70,70,True,,,,,,,,,,,,,,,,,,,0,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913517,home,Al-Hilal,Mohammed Al-Qahtani,al-qahtani-mohammed,M. Al-Qahtani,M,167.0,790,M,1134261,EUR,1027382400.0,M,56,56,True,,,,,,,,,,,,,,,,,,,0,Mohammed Al-Qahtani,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913517,home,Al-Hilal,Abdullah Otayf,abdullah-otayf,A. Otayf,M,176.0,163,M,160925,EUR,712800000.0,M,8,8,True,,,,,,,,,,,,,,,,,,,0,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913517,away,Al-Fateh,Jacob Rinne,jacob-rinne,J. Rinne,G,188.0,92,M,289025,EUR,740534400.0,G,1,1,False,,28.0,19.0,14.0,6.0,17.0,18.0,2.0,10.0,1.0,4.0,2.0,,,90.0,33.0,6.6,9.0,0,,,35,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,
10913517,away,Al-Fateh,Ali Alzubaidi,ali-alzubaidi,A. Alzubaidi,D,177.0,7,M,160903,EUR,726105600.0,D,27,27,False,,23.0,18.0,2.0,1.0,10.0,13.0,9.0,11.0,3.0,4.0,,,,90.0,52.0,6.8,12.0,0,,,2,1.0,1.0,2.0,1.0,6.0,6.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,,,,,1.0,2.0,,,,,2.0,,,,,1.0
10913517,away,Al-Fateh,Ziyad Aljari,ziyad-aljari,Z. Aljari,D,182.0,17,M,1049202,EUR,1005782400.0,D,3,3,False,,26.0,14.0,10.0,2.0,10.0,14.0,4.0,12.0,4.0,4.0,,,,90.0,35.0,6.6,12.0,0,Ziyad Aljari,,4,,,,,1.0,3.0,,,,,3.0,2.0,,1.0,,,,,,,,,,,,,,,
10913517,away,Al-Fateh,Marwane Saadane,marwane-saadane,M. Saadane,D,185.0,1277,M,847714,EUR,695606400.0,D,17,17,False,True,36.0,28.0,9.0,5.0,19.0,21.0,9.0,15.0,10.0,8.0,,,,90.0,59.0,7.7,8.0,1,,,17,,,1.0,3.0,3.0,5.0,1.0,,,6.0,2.0,2.0,,1.0,,,1.0,,,,,,,,,,,,2.0
10913517,away,Al-Fateh,Mohammed Al Saeed,mohammed-al-saeed,M. A. Saeed,D,172.0,23,M,870365,EUR,847929600.0,D,18,18,False,,22.0,12.0,8.0,2.0,9.0,14.0,3.0,8.0,2.0,3.0,,,,66.0,34.0,7.0,12.0,1,,,81,,,,3.0,1.0,5.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,,,,,,1.0,,,,,
10913517,away,Al-Fateh,Mohammed Petros,petros,Petros,M,182.0,273,M,552678,EUR,612403200.0,M,6,6,False,,29.0,27.0,1.0,1.0,20.0,21.0,7.0,8.0,1.0,10.0,,,,90.0,41.0,6.2,6.0,1,,,,,,1.0,2.0,10.0,4.0,5.0,1.0,1.0,,1.0,1.0,3.0,3.0,,,1.0,,1.0,,,,,,1.0,,,,
10913517,away,Al-Fateh,Sofiane Bendebka,sofiane-bendebka,S. Bendebka,M,180.0,1218,M,845609,EUR,713318400.0,M,28,28,False,,34.0,26.0,5.0,2.0,16.0,17.0,10.0,18.0,5.0,6.0,,,,90.0,52.0,7.1,10.0,0,,,28,1.0,,1.0,,4.0,4.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,,,,1.0,,,,,,,,,,,1.0
10913517,away,Al-Fateh,Mourad Batna,batna-mourad,M. Batna,M,185.0,1192,M,880790,EUR,646444800.0,M,11,11,False,,26.0,18.0,2.0,,6.0,6.0,12.0,25.0,1.0,13.0,,,,86.0,61.0,6.3,24.0,0,,,11,5.0,,,1.0,9.0,12.0,2.0,5.0,3.0,,1.0,1.0,3.0,1.0,,,,7.0,4.0,,,,,1.0,2.0,,,,
10913517,away,Al-Fateh,Cristian Tello,cristian-tello,C. Tello,M,178.0,644,M,114157,EUR,681868800.0,M,37,37,False,,26.0,25.0,1.0,1.0,13.0,13.0,12.0,18.0,,4.0,,,,78.0,46.0,7.4,11.0,4,,,,5.0,,,,4.0,4.0,3.0,2.0,2.0,1.0,,,2.0,,3.0,,1.0,2.0,1.0,,,,,,,1.0,,,
