match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_dispossessed,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_keyPass,stat_aerialLost,stat_wasFouled,stat_totalContest,stat_wonContest,captain,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotOffTarget,player_sofascoreId,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed
11352382,home,Sheffield United,Wesley Foderingham,,,wesley-foderingham,W. Foderingham,G,25,185,333,M,187861,EUR,663811200,G,18,18,False,32.0,13.0,26.0,7.0,7.0,7.0,6.0,25.0,1.0,1.0,8.0,1.0,4.0,8.0,1.0,1.0,90.0,45.0,7.3,20.0,0.0013259,0,0.4067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352382,home,Sheffield United,George Baldock,,,george-baldock,G. Baldock,D,,175,359,M,112928,EUR,731635200,D,2,2,False,40.0,30.0,4.0,,17.0,19.0,15.0,23.0,4.0,,6.0,,,,,,90.0,67.0,7.5,16.0,0.350662,0,,1.0,2.0,2.0,2.0,5.0,2.0,1.0,5.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,,,,,,,,,,,,,
11352382,home,Sheffield United,Jack Robinson,,,jack-robinson,J. Robinson,D,6,180,148,M,98454,EUR,746841600,D,19,19,False,40.0,32.0,8.0,3.0,25.0,26.0,7.0,14.0,3.0,,7.0,,,,,,90.0,52.0,6.3,12.0,0.00269955,0,,,,,3.0,4.0,,,4.0,1.0,1.0,1.0,,1.0,,,,3.0,,,,,,,,,,,,
11352382,home,Sheffield United,Auston Trusty,,,auston-trusty,A. Trusty,D,6,188,817,M,822459,EUR,902880000,D,5,5,False,30.0,23.0,3.0,1.0,16.0,19.0,7.0,11.0,6.0,,6.0,,,,,,90.0,47.0,6.4,9.0,0.00535872,0,,,,,4.0,7.0,3.0,,5.0,,1.0,2.0,2.0,,1.0,,,2.0,1.0,,,,,,,,,,,
11352382,home,Sheffield United,Jayden Bogle,,,bogle-jayden,J. Bogle,D,2,178,805,M,929132,EUR,964656000,M,20,20,False,10.0,5.0,,,1.0,3.0,4.0,8.0,,,1.0,,,,,,45.0,20.0,6.5,7.0,0.0406648,0,,,1.0,,,2.0,,,1.0,,,1.0,,1.0,,,,,,1.0,1.0,,,,,,,,,
11352382,home,Sheffield United,Oliver Norwood,,,oliver-norwood,O. Norwood,M,26,180,223,M,100637,EUR,671414400,M,16,16,False,72.0,48.0,20.0,7.0,25.0,29.0,26.0,49.0,5.0,,8.0,,,,,,90.0,86.0,6.6,27.0,0.15491,1,,,6.0,3.0,2.0,5.0,3.0,,2.0,,,2.0,1.0,,,,2.0,2.0,1.0,,,True,1.0,0.0262,,,,,,
11352382,home,Sheffield United,Vinícius Souza,,,vinicius-souza,Vinicius,M,5,187,1714,M,979290,EUR,929577600,M,21,21,False,27.0,19.0,1.0,,14.0,14.0,5.0,14.0,3.0,1.0,4.0,,,,,,45.0,35.0,6.6,10.0,0.00209202,0,,,1.0,,3.0,5.0,,,,,,2.0,1.0,,,,,2.0,,,,,,,,,,,,
11352382,home,Sheffield United,Luke Thomas,,,luke-thomas,L. Thomas,D,33,178,491,M,991584,EUR,992131200,M,14,14,False,32.0,21.0,3.0,,8.0,12.0,13.0,20.0,3.0,,2.0,,,,,,66.0,48.0,6.6,13.0,0.0120995,1,,,,,3.0,8.0,,,,,1.0,4.0,2.0,1.0,,,,2.0,1.0,1.0,,,,0.0231,1.0,,,,,
11352382,home,Sheffield United,James McAtee,,,james-mcatee,J. McAtee,M,24,180,10550,M,1003334,EUR,1034899200,F,28,28,False,25.0,15.0,1.0,,6.0,7.0,9.0,19.0,9.0,2.0,3.0,,,,,,81.0,41.0,6.4,16.0,0.0120157,1,,,1.0,,1.0,5.0,,,,,,1.0,,1.0,1.0,1.0,,4.0,3.0,2.0,,,,0.0859,1.0,jamesmcatee_,,,,
11352382,home,Sheffield United,Gustavo Hamer,,,gustavo-hamer,G. Hamer,M,8,169,1011,M,837495,EUR,867110400,F,8,8,False,37.0,25.0,1.0,1.0,10.0,13.0,15.0,26.0,9.0,2.0,6.0,,,,,,81.0,54.0,6.7,19.0,0.0216012,0,,,2.0,,,7.0,3.0,,,,,3.0,1.0,1.0,1.0,,,2.0,2.0,3.0,2.0,,,,,,,,,
