match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_totalContest,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,stat_interceptionWon,stat_accurateCross,stat_challengeLost,stat_unsuccessfulTouch,stat_fouls,stat_dispossessed,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_aerialLost,stat_totalOffside,stat_bigChanceMissed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId
11368703,home,Cádiz,Jeremías Ledesma,jeremias-ledesma,C. Ledesma,G,23,186,1063,M,341097,EUR,729561600,G,1,1,False,True,29.0,17.0,18.0,6.0,13.0,14.0,4.0,15.0,1.0,1.0,8.0,2.0,1.0,2.0,90.0,38.0,7.2,12.0,0.00980838,0,0.2854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368703,home,Cádiz,Iza Carcelén,iza-carcelen,I. Carcelén,D,20,174,127,M,800403,EUR,735523200,D,20,20,False,,33.0,26.0,2.0,,13.0,13.0,13.0,22.0,,4.0,4.0,,,,90.0,59.0,7.3,13.0,0.026566,1,,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0203,1.0,,,,,,,,,,,,,,,,,,,,,
11368703,home,Cádiz,Víctor Chust,victor-chust,V. Chust,D,23,182,605,M,855831,EUR,952214400,D,5,5,False,,57.0,48.0,11.0,3.0,35.0,35.0,13.0,22.0,1.0,2.0,4.0,,,,90.0,69.0,7.4,9.0,0.00404166,0,,,,,,6.0,1.0,1.0,1.0,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,
11368703,home,Cádiz,Fali,fali,Fali,D,,186,193,M,349794,EUR,745113600,D,3,3,False,,54.0,47.0,13.0,6.0,26.0,28.0,21.0,27.0,2.0,3.0,8.0,,,,66.0,64.0,7.1,9.0,0.0183644,1,,1.0,,,1.0,2.0,,1.0,,,0.0787,,,,2.0,,,,,,,,,,,,,,,,,,
11368703,home,Cádiz,Javier Hernández,javier-hernandez,J. Hernández,D,26,181,457,M,1031658,EUR,894067200,D,15,15,False,,50.0,34.0,8.0,1.0,10.0,17.0,27.0,40.0,,10.0,4.0,,,,90.0,89.0,7.5,23.0,0.235077,0,,7.0,2.0,,,3.0,,7.0,1.0,3.0,,3.0,,,1.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,
11368703,home,Cádiz,Robert Navarro,robert-navarro,R. Navarro,M,23,178,940,M,944165,EUR,1018569600,M,27,27,False,,36.0,27.0,,,4.0,5.0,25.0,34.0,1.0,4.0,4.0,,,,76.0,61.0,7.1,20.0,0.222236,2,,3.0,9.0,6.0,,,,,,2.0,0.3791,1.0,,,1.0,2.0,,2.0,1.0,3.0,1.0,2.0,1.0,0.918,,,,,,,,,
11368703,home,Cádiz,Rubén Alcaraz,ruben-alcaraz,R. Alcaraz,M,4,180,243,M,259339,EUR,673056000,M,4,4,False,,66.0,59.0,4.0,,26.0,28.0,33.0,40.0,,8.0,8.0,,,,90.0,90.0,7.8,11.0,0.0831028,1,,2.0,5.0,,,1.0,1.0,7.0,2.0,1.0,0.0626,1.0,,,3.0,,1.0,1.0,4.0,1.0,,,,,1.0,1.0,1.0,,,,,,
11368703,home,Cádiz,Rominigue Kouamé,rominigue-kouame,R. Kouamé,M,6,177,330,M,846446,EUR,850780800,M,12,12,False,,36.0,34.0,1.0,1.0,20.0,21.0,14.0,15.0,2.0,4.0,1.0,,,,45.0,40.0,6.8,2.0,0.0154227,0,,,1.0,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,
11368703,home,Cádiz,Rubén Sobrino,ruben-sobrino,R. Sobrino,M,19,185,175,M,329563,EUR,698198400,M,7,7,False,,23.0,17.0,2.0,,7.0,8.0,11.0,17.0,1.0,4.0,7.0,,,,76.0,45.0,6.5,14.0,0.0954399,2,,2.0,9.0,4.0,2.0,1.0,,1.0,,1.0,0.0631,1.0,,,2.0,1.0,3.0,3.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,
11368703,home,Cádiz,Chris Ramos,chris-ramos,C. Ramos,F,9,193,1666,M,914819,EUR,853545600,F,16,16,False,,12.0,8.0,,,2.0,2.0,6.0,11.0,3.0,5.0,,,,,85.0,26.0,6.7,10.0,0.019494,4,,1.0,6.0,1.0,1.0,,,1.0,,,0.8044,,,,1.0,,,4.0,4.0,1.0,1.0,2.0,,0.4784,,,1.0,2.0,1.0,1.0,,,
11368703,home,Cádiz,Juanmi,juanmi,Juanmi,F,7,169,648,M,96369,EUR,737856000,F,9,9,False,,28.0,22.0,4.0,2.0,10.0,10.0,12.0,18.0,1.0,3.0,10.0,,,,90.0,43.0,6.7,14.0,0.0100988,2,,,13.0,3.0,1.0,,,,,1.0,0.1467,2.0,,,,,3.0,2.0,4.0,4.0,1.0,1.0,,0.3801,,1.0,,,,,,,
11368703,home,Cádiz,Álex Fernández,alex-fernandez,Á. Fernández,M,8,183,168,M,148588,EUR,719107200,M,8,8,True,,24.0,21.0,2.0,2.0,9.0,11.0,12.0,14.0,,2.0,2.0,,,,45.0,31.0,6.7,5.0,0.00927179,0,,1.0,2.0,,,1.0,,1.0,,1.0,,,,,2.0,,,,,1.0,,,,,,,,1.0,,,,,
11368703,home,Cádiz,Aiham Ousou,aiham-ousou,A. Ousou,D,4,186,1250,M,965265,EUR,947376000,D,24,24,True,,7.0,4.0,4.0,1.0,3.0,3.0,1.0,4.0,2.0,2.0,1.0,,,,24.0,9.0,6.5,4.0,0.00027274,0,,,2.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,
11368703,home,Cádiz,Lucas Pires,lucas-pires,L. Pires,D,23,182,554,M,1136896,EUR,985392000,D,33,33,True,,11.0,9.0,2.0,1.0,3.0,4.0,7.0,8.0,,2.0,1.0,,,,14.0,17.0,6.8,3.0,0.131765,0,,1.0,2.0,2.0,,1.0,,1.0,,,,2.0,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,
11368703,home,Cádiz,Iván Alejo,ivan-alejo,I. Alejo,M,14,184,174,M,352486,EUR,792374400,M,11,11,True,,6.0,5.0,,,,1.0,5.0,6.0,,,1.0,,,,14.0,10.0,6.6,4.0,0.00371456,0,,1.0,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,
11368703,home,Cádiz,Sergi Guardiola,sergi-guardiola,S. Guardiola,F,14,185,229,M,141945,EUR,675475200,F,19,19,True,,2.0,2.0,,,,,2.0,2.0,,2.0,,,,,11.0,8.0,6.6,4.0,0.00028225,0,,,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,
11368703,home,Cádiz,David Gil,david-gil,D. Gil,G,1,183,78,M,138390,EUR,758246400,G,13,13,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368703,home,Cádiz,Jorge Meré,jorge-mere,J. Meré,D,3,182,166,M,355046,EUR,861235200,D,22,22,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368703,home,Cádiz,Joseba Zaldúa,joseba-zaldua,J. Zaldúa,D,,176,88,M,347450,EUR,709344000,D,2,2,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368703,home,Cádiz,Brian Ocampo,brian-ocampo,B. Ocampo,M,10,173,942,M,941405,EUR,930268800,F,10,10,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368703,home,Cádiz,Gonzalo Escalante,gonzalo-escalante,G. Escalante,M,8,182,258,M,316170,EUR,733190400,M,17,17,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368703,home,Cádiz,Roger Martí,roger-marti,R. Martí,F,9,178,227,M,212074,EUR,662860800,F,21,21,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368703,home,Cádiz,Darwin Machís,darwin-machis,D. Machís,F,11,174,1580,M,252863,EUR,729043200,F,18,18,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368703,away,Granada,Augusto Batalla,augusto-batalla,A. Batalla,G,13,186,1488,M,358910,EUR,830822400,G,25,25,False,,36.0,13.0,32.0,9.0,5.0,7.0,8.0,29.0,,1.0,11.0,,4.0,4.0,90.0,46.0,7.1,23.0,0.0039551,0,0.7765,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,
11368703,away,Granada,Ricard Sánchez,ricard-sanchez,R. Sánchez,D,2,175,157,M,986726,EUR,951177600,D,12,12,False,,15.0,10.0,1.0,1.0,5.0,8.0,6.0,9.0,1.0,3.0,1.0,,,,64.0,39.0,6.5,11.0,0.0197982,1,,2.0,3.0,3.0,,1.0,,,,1.0,0.2115,1.0,,,,1.0,,2.0,2.0,,1.0,1.0,,0.1448,,,,,,,,,
11368703,away,Granada,Bruno Méndez,bruno-mendez,Bruno Méndez,D,4,184,752,M,923000,EUR,936921600,D,2,2,False,,39.0,24.0,15.0,7.0,10.0,17.0,14.0,23.0,1.0,10.0,2.0,,,,90.0,59.0,7.2,18.0,0.029415,1,,1.0,4.0,3.0,1.0,1.0,1.0,7.0,2.0,,0.0291,1.0,,,2.0,,1.0,1.0,,,2.0,,,,,,,2.0,,,,,
