match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialWon,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_fouls,stat_totalContest,stat_totalOffside,stat_dispossessed,stat_wonContest,stat_keyPass,stat_shotOffTarget,captain,stat_blockedScoringAttempt,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_punches,player_sofascoreId,stat_hitWoodwork,stat_outfielderBlock
11396467,home,1. FC Köln,Marvin Schwäbe,,,marvin-schwabe,M. Schwäbe,G,1,189,324,M,187185,EUR,798768000,G,1,1,False,36.0,32.0,5.0,2.0,31.0,33.0,1.0,3.0,5.0,4.0,4.0,90.0,43.0,7.1,4.0,0.0,0.0,0.00068207,0,1.1762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396467,home,1. FC Köln,Benno Schmitz,,,benno-schmitz,B. Schmitz,D,6,182,70,M,147775,EUR,785030400,D,2,2,False,39.0,25.0,8.0,1.0,13.0,16.0,13.0,27.0,5.0,,,90.0,76.0,6.4,22.0,0.0,0.0,0.0407716,0,,4.0,1.0,2.0,4.0,5.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11396467,home,1. FC Köln,Timo Hübers,,,timo-hubers,T. Hübers,D,4,190,271,M,387220,EUR,837820800,D,4,4,False,72.0,60.0,9.0,4.0,48.0,51.0,12.0,21.0,10.0,,,90.0,85.0,6.3,14.0,0.4522,0.2644,0.00983342,1,,,,2.0,6.0,4.0,2.0,3.0,2.0,1.0,,1.0,1.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
11396467,home,1. FC Köln,Jeff Chabot,,,julian-chabot,J. Chabot,D,24,194,723,M,863271,EUR,887241600,D,24,24,False,62.0,49.0,8.0,3.0,41.0,46.0,8.0,17.0,6.0,,,90.0,74.0,6.6,15.0,0.0,0.0,0.00881115,0,,1.0,,4.0,6.0,5.0,1.0,3.0,2.0,1.0,1.0,,,4.0,,,,1.0,1.0,,,,,,,,,,,,,
11396467,home,1. FC Köln,Leart Paqarada,,,leart-paqarada,L. Paqarada,D,32,184,333,M,151581,EUR,781574400,D,17,17,False,50.0,33.0,9.0,2.0,19.0,24.0,17.0,33.0,8.0,,,90.0,80.0,6.9,26.0,0.0,0.0,0.235648,0,,7.0,3.0,,2.0,4.0,1.0,,1.0,1.0,1.0,1.0,,,,,,3.0,1.0,1.0,3.0,4.0,,,,,,,,,,
11396467,home,1. FC Köln,Dejan Ljubičić,,,dejan-ljubicic,D. Ljubičić,M,21,186,826,M,869883,EUR,876268800,M,7,7,False,32.0,28.0,6.0,2.0,16.0,16.0,12.0,18.0,2.0,,,77.0,42.0,6.8,8.0,0.0188,0.0,0.0357193,1,,2.0,,2.0,4.0,2.0,1.0,,2.0,2.0,2.0,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,
11396467,home,1. FC Köln,Eric Martel,,,martel-eric,E. Martel,M,6,186,936,M,988639,EUR,1020038400,M,6,6,False,30.0,29.0,1.0,1.0,15.0,15.0,14.0,15.0,9.0,,,69.0,38.0,6.7,3.0,0.0,0.0,0.0476503,0,,,,,3.0,,2.0,2.0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,
11396467,home,1. FC Köln,Rasmus Carstensen,,,rasmus-carstensen,R. Carstensen,D,29,187,193,M,988203,EUR,973814400,M,18,18,False,12.0,8.0,,,1.0,2.0,7.0,14.0,4.0,,,69.0,34.0,6.6,18.0,0.0731,0.0,0.00883132,2,,4.0,,2.0,7.0,5.0,,,,1.0,,5.0,1.0,2.0,,,,1.0,1.0,5.0,1.0,,2.0,,,,,,,,,
11396467,home,1. FC Köln,Florian Kainz,,,florian-kainz,F. Kainz,M,11,176,502,M,78781,EUR,719884800,M,11,11,False,37.0,26.0,4.0,2.0,10.0,12.0,17.0,28.0,4.0,,,77.0,56.0,7.0,18.0,0.0,0.0,0.0403627,0,,3.0,1.0,,3.0,7.0,,,,1.0,1.0,,4.0,,,,,3.0,1.0,2.0,2.0,1.0,,True,,,,,,,,
11396467,home,1. FC Köln,Luca Waldschmidt,,,luca-waldschmidt,L. Waldschmidt,F,7,181,704,M,319861,EUR,832464000,M,9,9,False,23.0,17.0,1.0,,7.0,10.0,11.0,15.0,6.0,,,90.0,45.0,7.2,11.0,0.19,0.2189,0.0976348,5,,2.0,1.0,2.0,10.0,5.0,2.0,,2.0,1.0,1.0,1.0,,,,1.0,3.0,5.0,,2.0,4.0,1.0,3.0,,1.0,1.0,,,,,,
11396467,home,1. FC Köln,Davie Selke,,,davie-selke,D. Selke,F,9,195,1255,M,187437,EUR,790560000,F,27,27,False,5.0,3.0,,,1.0,1.0,2.0,4.0,,,,27.0,7.0,6.8,3.0,0.0374,0.0,0.00045561,1,,,,2.0,2.0,3.0,,,,,,1.0,,3.0,,,,,,,,,1.0,,,,,,,,,
11396467,home,1. FC Köln,Sargis Adamyan,,,sargis-adamyan,S. Adamyan,F,22,184,434,M,129927,EUR,738115200,F,23,23,True,14.0,11.0,1.0,,3.0,3.0,8.0,11.0,5.0,,,63.0,22.0,7.0,5.0,0.041,0.0,0.307377,1,,,,4.0,4.0,1.0,,,,,,1.0,,1.0,,,,,2.0,,,3.0,1.0,,,,1.0,1.0,,,,
11396467,home,1. FC Köln,Max Finkgräfe,Max Finkgräfe,,finkgrafe-max,M. Finkgräfe,D,35,183,310,M,1146250,EUR,1080345600,D,35,35,True,5.0,3.0,,,1.0,1.0,2.0,6.0,,,,21.0,14.0,6.0,8.0,0.0,0.0,0.00429325,0,,2.0,,1.0,5.0,1.0,2.0,,,,,2.0,,,,,,2.0,,1.0,1.0,,,,,,,,,,,
11396467,home,1. FC Köln,Mathias Olesen,,,mathias-olesen,M. Olesen,M,6,186,162,M,994490,EUR,985132800,M,47,47,True,17.0,14.0,2.0,1.0,9.0,10.0,5.0,7.0,4.0,,,21.0,27.0,6.9,4.0,0.0289,0.0,0.0105628,1,,,,1.0,1.0,2.0,,2.0,2.0,,,,2.0,,,,,,,,,,1.0,,,,,,,,,
11396467,home,1. FC Köln,Denis Huseinbašić,,,denis-huseinbasic,D. Huseinbašić,M,8,184,959,M,1064842,EUR,994118400,M,8,8,True,3.0,3.0,,,,,3.0,3.0,1.0,,,13.0,7.0,6.9,1.0,0.0,0.0,0.00253329,0,,,,,,3.0,,,,1.0,,1.0,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,
11396467,home,1. FC Köln,Linton Maina,,,linton-maina,L. Maina,M,37,173,490,M,921033,EUR,930096000,M,37,37,True,4.0,2.0,,,1.0,1.0,1.0,3.0,1.0,,,13.0,7.0,6.9,2.0,0.0188,0.0,0.00034838,1,,,,,,2.0,,,,1.0,1.0,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,
11396467,home,1. FC Köln,Philipp Pentke,,,philipp-pentke,P. Pentke,G,,191,32,M,39918,EUR,483753600,G,20,20,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396467,home,1. FC Köln,Luca Kilian,,,kilian-luca,L. Kilian,D,15,190,102,M,855676,EUR,936144000,D,15,15,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396467,home,1. FC Köln,Jacob Christensen,,,jacob-christensen,J. Christensen,M,14,180,165,M,918438,EUR,993427200,M,22,22,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396467,home,1. FC Köln,Faride Alidou,,,alidou-faride,F. Alidou,F,10,186,307,M,994197,EUR,995414400,F,40,40,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396467,away,VfL Wolfsburg,Koen Casteels,,,koen-casteels,K. Casteels,G,1,197,1416,M,70987,EUR,709430400,G,1,1,False,44.0,38.0,17.0,11.0,31.0,31.0,7.0,13.0,5.0,1.0,1.0,90.0,48.0,6.8,6.0,0.0,0.0,0.00233834,0,-0.5167,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,True,,,,,1.0,,,
11396467,away,VfL Wolfsburg,Joakim Mæhle,,,joakim-maehle,J. Mæhle,D,21,185,1469,M,842364,EUR,864086400,D,21,21,False,53.0,47.0,5.0,3.0,27.0,30.0,21.0,25.0,5.0,,,90.0,79.0,7.9,9.0,0.0309,0.1231,0.520052,1,,2.0,1.0,1.0,6.0,10.0,4.0,1.0,,5.0,3.0,,1.0,1.0,,1.0,,4.0,,,3.0,2.0,,,,,,2.0,,,,
11396467,away,VfL Wolfsburg,Maxence Lacroix,,,maxence-lacroix,M. Lacroix,D,5,192,6983,M,879674,EUR,954979200,D,4,4,False,67.0,58.0,9.0,6.0,46.0,52.0,12.0,15.0,4.0,,,90.0,72.0,6.8,9.0,0.0,0.0,0.00327943,0,,,,,1.0,2.0,1.0,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,
11396467,away,VfL Wolfsburg,Cedric Zesiger,,,cedric-zesiger,C. Zesiger,D,16,191,349,M,798926,EUR,898646400,D,5,5,False,72.0,62.0,13.0,8.0,45.0,49.0,17.0,23.0,5.0,,,90.0,90.0,7.1,10.0,0.0,0.0,0.00720123,0,,,,2.0,2.0,5.0,,14.0,1.0,,,,1.0,4.0,,,,,,,,,,,,,,,,,,
