match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_aerialLost,stat_duelLost,stat_ownGoals,stat_wasFouled,stat_fouls,player_sofascoreId,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_interceptionWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_expectedGoalsOnTarget,stat_goals,stat_outfielderBlock,stat_wonContest,stat_goodHighClaim,stat_clearanceOffLine,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed
14053578,home,Fortuna Sittard,Mattijs Branderhorst,mattijs-branderhorst,M. Branderhorst,G,31,192.0,151,M,146871,EUR,757296000,G,31,31,False,28.0,19.0,16.0,7.0,0.0,12.0,14.0,7.0,14.0,2.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,36.0,6.7,9.0,0.00761027,0.0003,0,-0.9581,0.14,0.01,-0.44,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053578,home,Fortuna Sittard,Ivo Pinto,ivo-pinto,I. Pinto,D,12,184.0,113,M,78730,EUR,631670400,D,12,12,False,45.0,41.0,1.0,,0.0,15.0,15.0,26.0,30.0,1.0,4.0,,,,,,,,77.0,68.0,7.3,9.0,0.232513,,1,,0.47,0.24,-0.12,,True,7.0,2.0,1.0,4.0,1.0,3.0,2.0,0.0241,3.0,-0.11,,,,,,,,,,,,,,,,,,,,,,,,
14053578,home,Fortuna Sittard,Shawn Adewoye,shawn-adewoye,S. Adewoye,D,4,183.0,156,M,989586,EUR,962236800,D,4,4,False,47.0,42.0,5.0,1.0,0.0,26.0,27.0,16.0,20.0,3.0,2.0,,,,,,,,77.0,53.0,6.0,5.0,0.0195455,,0,,0.11,0.11,-0.72,,,,,2.0,3.0,,,,,,,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
14053578,home,Fortuna Sittard,Justin Hubner,hubner-justin,J. Hubner,D,28,187.0,11556,M,1112604,EUR,1063497600,D,28,28,False,54.0,49.0,7.0,5.0,0.0,19.0,20.0,30.0,34.0,5.0,2.0,,,,,,,,90.0,75.0,6.8,5.0,0.0511634,,5,,0.0,0.17,-0.32,,,1.0,1.0,5.0,7.0,2.0,2.0,2.0,0.3102,1.0,-0.2,1.0,1.0,,,,justinhubner5,1.0,2.0,2.0,,,,,,,,,,,,,,,
14053578,home,Fortuna Sittard,Jasper Dahlhaus,jasper-dahlhaus,J. Dahlhaus,D,8,176.0,32,M,1048758,EUR,1006819200,D,8,8,False,50.0,42.0,3.0,,0.0,8.0,10.0,34.0,40.0,4.0,4.0,,,,,,,,90.0,77.0,6.0,20.0,0.116857,,1,,-0.08,0.31,-0.44,,,8.0,1.0,2.0,4.0,,2.0,1.0,0.0305,1.0,-0.14,1.0,8.0,,,3.0,,,1.0,3.0,2.0,1.0,2.0,2.0,,,,,,,,,,,
14053578,home,Fortuna Sittard,Ryan Fosso,ryan-fosso,R. Fosso,M,80,183.0,188,M,1142147,EUR,1024272000,M,80,80,False,74.0,67.0,3.0,2.0,0.0,22.0,24.0,45.0,50.0,2.0,6.0,,,,,,,,90.0,93.0,7.4,11.0,0.213705,,4,,0.31,0.4,0.22,,,,,1.0,7.0,2.0,3.0,1.0,0.2136,2.0,-0.17,2.0,4.0,,3.0,,,,2.0,,,1.0,1.0,1.0,Ryan,Fosso,,,,,,,,,
14053578,home,Fortuna Sittard,Édouard Michut,edouard-michut,É. Michut,M,20,178.0,697,M,1048011,EUR,1046736000,M,20,20,False,66.0,63.0,1.0,1.0,0.0,10.0,11.0,53.0,55.0,,2.0,,,,,,,,89.0,74.0,6.7,6.0,0.14706,,1,,0.22,0.37,-0.1,,,2.0,,1.0,1.0,,,,0.0362,3.0,-0.13,,4.0,,,3.0,,1.0,,1.0,1.0,,,1.0,,,0.2403,,,,,,,,
14053578,home,Fortuna Sittard,Dimitris Limnios,dimitris-limnios,D. Limnios,M,18,178.0,423,M,591044,EUR,896227200,M,18,18,False,32.0,29.0,,,0.0,5.0,5.0,24.0,27.0,,1.0,,,,,,,,90.0,55.0,8.4,11.0,0.472049,,2,,0.65,0.66,-0.12,,,10.0,4.0,,5.0,,2.0,,0.1774,6.0,0.13,1.0,2.0,,3.0,,,2.0,,,,,1.0,1.0,,,0.1791,,,,,,,,
14053578,home,Fortuna Sittard,Philip Brittijn,philip-brittijn,P. Brittijn,M,23,182.0,101,M,1132766,EUR,1081468800,M,23,23,False,31.0,27.0,,,0.0,5.0,5.0,22.0,26.0,,2.0,,,,,,,,90.0,38.0,7.6,6.0,0.0276718,,3,,0.0,0.11,0.17,,,1.0,,1.0,1.0,,,,0.4907,1.0,0.49,,,,,,,1.0,2.0,,,,,1.0,Philip Brittijn,,0.6709,1.0,1.0,,,,,,
14053578,home,Fortuna Sittard,Kristoffer Peterson,kristoffer-peterson,K. Peterson,M,7,180.0,133,M,366942,EUR,785980800,M,7,7,False,29.0,26.0,,,0.0,2.0,2.0,24.0,27.0,,3.0,,,,,,,,77.0,48.0,7.6,11.0,0.160438,,4,,0.05,0.73,-0.08,,,9.0,2.0,,4.0,1.0,2.0,1.0,0.1366,2.0,0.27,1.0,2.0,,1.0,,,1.0,2.0,,,1.0,1.0,,,,0.577,,,1.0,,,,,
